Word	sw
lots	kura
lottery	bahati nasibu
lotto	lotto
lotus	lotus
loud	sauti kubwa
loudly	kwa sauti
loudmouth	loudmouth
loudness	sauti kubwa
loudspeaker	kipaza sauti
lounge	mapumziko
lounging	lounging
louse	panya
lousy	lousy
lovable	kupendwa
love	upendo
loved	kupendwa
lovee	mpenzi
loveee	loveee
loveless	upendo
lovelife	NO TRANSLATION
loveliness	uzuri
lovelovelove	NO TRANSLATION
lovely	nzuri
lovemaking	kufanya mapenzi
lovemylife	NO TRANSLATION
lover	mpenzi
lovesick	mpenzi
lovethis	penda hii
loving	upendo
lovinglife	upendo wa wanyama
lovinlife	lovinlife
low	chini
lowdown	downdown
lower	chini
lowering	kupungua
lowest	chini kabisa
lowlands	visiwa vya chini
lowlife	lowlife
lowly	chini
lox	lox
loyal	waaminifu
loyalty	uaminifu
lsd	lsd
luau	luau
lube	lube
lubricant	lubricant
lubricate	kulainisha
lubrication	lubrication
lucid	lucid
luck	bahati
luckiest	mno
lucky	bahati
luckygirl	bahati nzuri
lucrative	faida
ludicrous	ni mbaya
lug	mwamba
luggage	mizigo
lukewarm	kivuli
lull	lull
lullaby	Lilala
lumbar	lumbar
lumber	Mbao
lumbering	kuimarisha
lumberjack	mbao
luminescent	luminescent
luminous	kuangaza
lump	pua
lumpy	lumpy
lunacy	uchangamfu
lunar	mwezi
lunatic	mchana
lunch	chakula cha mchana
lunchbox	Bodi ya chakula cha mchana
luncheon	chakula cha mchana
lunchtime	wakati wa chakula cha mchana
lung	mapafu
lunge	pumzika
lungs	mapafu
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	kutembea
luscious	ladha
lush	lush
lust	tamaa
luster	tamaa
lustful	tamaa
lustrous	lustrous
lusty	tamaa
lute	lute
luxuriant	nzuri
luxurious	anasa
luxury	anasa
lycra	lycra
lye	lye
lying	kusema uongo
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	sauti
lyric	lyric
lyrical	sauti
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	mashine
machinery	mashine
machinist	mkulima
macho	macho
mackerel	mackerel
macro	macro
mad	wazimu
madam	madam
madame	madame
madden	madden
madder	wazimu
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	wazimu
madness	wazimu
maestro	maestro
mafia	mafia
magazine	gazeti
mage	mage
magenta	magenta
maggot	maggot
magic	uchawi
magical	kichawi
magician	mchawi
magistrate	hakimu
magma	magma
magna	magna
magnate	magnate
magnesium	magnesiamu
magnet	sumaku
magnetic	magnetic
magnetism	magnetism
magnetite	magnetite
magnification	kukuza
magnificence	utukufu
magnificent	nzuri sana
magnifier	mkuzaji
magnify	kumtukuza
magnifying	kukuza
magnitude	ukubwa
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	mjakazi
maiden	msichana
mail	barua
mailbox	mailbox
mailing	kutuma
mailman	mailman
maim	NO TRANSLATION
main	kuu
mainframe	kuu
mainland	Bara
mainstay	kuendeleza
mainstream	kawaida
maintain	kudumisha
maintenance	matengenezo
majestic	majeshi
majesty	utukufu
major	kubwa
majority	wengi
make	fanya
makeover	makeover
maker	mtengenezaji
makeshift	ratiba
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	babies
makingdisciples	NO TRANSLATION
malady	ugonjwa
malaise	malaise
malaria	malaria
malarkey	malarkey
male	kiume
malevolent	kibaya
malfeasance	unyanyasaji
malformation	malformation
malfunction	uharibifu
malice	NO TRANSLATION
malicious	malicious
malign	kumtukana
malignancy	malignancy
malignant	mbaya
maligned	yaliyodhulumiwa
mall	maduka
malleable	halali
mallet	mallet
malnutrition	utapiamlo
malpractice	makosa
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamalia
mammoth	mammoth
mammy	mama
man	mtu
manage	kusimamia
manageable	kusimamia
management	usimamizi
manager	Meneja
managerial	usimamizi
mandamus	mandamus
mandarin	mandarin
mandate	mamlaka
mandatory	lazima
mandible	lazima
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	kuendesha
maneuvering	kuendesha
mange	NO TRANSLATION
manger	kula
mangle	kula
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	ubinadamu
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	kudanganya
manic	manic
manicure	manicure
manicurist	manicurist
manifest	onyesha
manifestation	udhihirisho
manifested	imeonyeshwa
manifestly	waziwazi
manifesto	manifesto
manifold	mara nyingi
manipulate	kuendesha
manipulation	kudanganywa
manipulative	kudanganya
mankind	wanadamu
manly	mume
manna	manna
manned	amefungwa
mannequin	mannequin
manner	namna
mannered	mkaidi
manners	tabia
manor	manor
manpower	nguvu
mansion	nyumba
mansions	makao
manslaughter	mchinjaji
mantel	mantel
mantis	mantis
mantle	nguo
mantra	mantra
manual	mwongozo
manufacture	utengenezaji
manufacturer	mtengenezaji
manufacturing	viwanda
manure	mbolea
manuscript	muswada
map	ramani
maple	maple
mar	mar
marathon	marathon
marble	marumaru
marbled	marbled
marbles	marumaru
march	maandamano
mare	NO TRANSLATION
margarine	majarini
margarita	margarita
margin	margin
marginal	chini
mariachi	Mariachi
marijuana	ndugu
marinara	marinara
marine	baharini
mariner	mariner
marital	ndoa
maritime	baharini
mark	alama
marked	alama
marker	alama
market	soko
marketable	zinazotumika
marketing	masoko
marketplace	sokoni
marks	alama
marksman	markman
marksmanship	alama ya alama
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	marred
marriage	ndoa
married	ndoa
marrow	marrow
marry	kuoa
marsh	mto
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	kijeshi
martingale	martingale
martini	martini
martyr	shahidi
martyrdom	kuuawa imani
marvel	ajabu
marvellous	ajabu
marvelous	ajabu
marvelously	ajabu
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	masculine
masculinity	masculinity
mash	panya
mashed	mashed
mask	mask
masked	imefungwa
masks	masks
masochism	masochism
masochist	mwatazamaji
mason	masoni
masquerade	masquerade
mass	wingi
massacre	mauaji
massage	massage
masses	raia
masseur	masseur
masseuse	masseuse
massive	kubwa
mast	mast
master	bwana
masterful	mwenye ujuzi
mastermind	bwana
masterpiece	Kito
mastery	ustadi
masturbate	kupiga maroni
masturbation	ujinga
mat	kitanda
matador	matador
match	mechi
matchbook	mechi
matching	Vinavyolingana
matchmaker	mchezaji wa mechi
mate	mwenzi
material	vifaa
materialism	mali
materialist	vifaa
materialistic	vitu vya kimwili
materiality	vifaa
materialize	kujifunika
materially	kimwili
materials	vifaa
materiel	vifaa
maternal	mama
maternity	uzazi
math	math
mathematical	hisabati
mathematician	mtaalamu wa hisabati
mathematics	hisabati
matinee	mchana
mating	kuunganisha
matriculation	matriculation
matrimony	ndoa
matrix	tumbo
matron	matron
matted	matted
matter	jambo
matting	matting
mattress	godoro
maturation	maturation
mature	kukomaa
maturity	ukomavu
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	maxim
maximize	kuongeza
maximum	upeo
may	inaweza
mayday	mayday
mayflower	mayflower
mayhem	ghasia
mayonnaise	mayonnaise
mayor	Meya
maze	Maze
mead	mead
meadow	meadow
meager	mdogo
meal	chakula
mean	maana
meander	meander
meandering	kupendeza
meanie	meanie
meaning	maana
meaningful	maana
meaningless	maana
meanness	upole
means	ina maana
meantime	wakati huo huo
measles	sukari
measurable	kupimwa
measure	kupima
measured	kipimo
measurement	kipimo
measuring	kupima
measuring cup	kikombe cha kupimia
measuring tape	kupima mkanda
meat	nyama
meatball	nyama ya nyama
meathead	meathead
meatloaf	nyama ya nyama
mechanic	mashine
mechanical	mitambo
mechanics	mechanics
mechanism	utaratibu
med	NO TRANSLATION
medal	medali
medallion	medallion
medallist	medalist
meddle	piga
meddling	kupiga kura
media	vyombo vya habari
medial	wastani
median	wastani
mediate	patanisha
mediation	usuluhishi
mediator	mpatanishi
medic	dawa
medical	matibabu
medicate	dawa
medication	dawa
medicinal	dawa
medicine	dawa
medieval	medieval
mediocre	salama
mediocrity	uhuru
meditate	kutafakari
meditating	kutafakari
meditation	kutafakari
meditative	kutafakari
mediterranean	Mediterranean
medium	kati
medley	medley
meek	mpole
meet	kukutana
meeting	mkutano
mega	mega
meh	mimi
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mshtuko
melodious	kiburi
melodrama	melodrama
melodramatic	melodramatic
melody	fimbo
melon	Tikiti
melt	kuyeyuka
meltdown	kuyeyuka
melting	kuyeyuka
member	mwanachama
membership	wajumbe
membrane	utando
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	kukumbukwa
memorandum	mkataba
memorial	kumbukumbu
memorials	kumbukumbu
memories	kumbukumbu
memoriesiwontforget	NO TRANSLATION
memorize	kukariri
memory	kumbukumbu
menace	hatari
menacing	kutisha
menagerie	menagerie
mend	tengeneza
mending	kutengeneza
menial	kupoteza
meningitis	meningitis
meniscus	meniscus
menopause	kumkaribia
menses	jitihada
menstrual	hedhi
mental	akili
mentalhealth	NO TRANSLATION
mentality	mawazo
menthol	menthol
mention	kutaja
mentor	mshauri
menu	orodha
meow	meow
mercantile	mercantile
mercenary	mercenary
merchandise	bidhaa
merchant	mfanyabiashara
merciful	mwenye huruma
merciless	bila huruma
mercurial	mercurial
mercury	zebaki
mercy	rehema
mere	tu
merengue	merengue
merge	kuunganisha
merger	ushirikiano
meridian	meridian
meridional	meridional
meringue	meringue
merit	sifa
meritorious	sifa nzuri
mermaid	mermaid
merriment	furaha
merry	furahini
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	maskor
mesmerized	imesababishwa
mess	fujo
message	ujumbe
messedup	NO TRANSLATION
messenger	mjumbe
messiah	Masihi
messy	hutumiwa
metabolic	metaboliki
metabolism	metabolism
metal	chuma
metallic	chuma
metallurgy	madini
metamorphosis	metamorphosis
metaphor	mfano
metaphorical	kielelezo
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	hali ya hewa
meteorology	hali ya hewa
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	njia
methodical	methodical
methodology	mbinu
meticulous	ujasiri
metime	muda
metric	metric
metrical	metrical
metrology	metrology
metropolis	mji mkuu
metropolitan	mji mkuu
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiolojia
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	kipaza sauti
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	microwave
mid	katikati
midair	midair
midday	mchana
middle	katikati
middleman	katikati
middleweight	katikati
midget	midget
midland	katikati
midlife	midlife
midline	midline
midnight	usiku wa manane
midshipman	midshipman
midst	katikati
midsummer	katikati
midterm	katikati
midtown	midtown
midway	katikati
midwife	mkunga
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	mwenye nguvu
mignon	mignon
migraine	migraine
migrate	uhamiaji
migration	uhamiaji
migratory	wanahama
mike	mike
mil	NO TRANSLATION
mild	mpole
mildew	koga
mildness	upole
mile	maili
mileage	mileage
milestone	hatua muhimu
militant	wapiganaji
militants	wapiganaji
military	kijeshi
militia	wanamgambo
milk	maziwa
milkman	milkman
milkshake	milkshake
milky	milky
mill	kinu
millennium	milenia
milligram	milligram
millimeter	millimeter
million	milioni
millionaire	Millionaire
millionth	milioni
millstone	jiwe la mawe
mime	mime
mimic	mimic
mimicking	kufuata
mimicry	mimicry
mince	punguza
mincemeat	mincemeat
mind	akili
minded	nia
mindful	kuzingatia
mindfulness	akili
mindless	bila kujali
mine	mgodi
minefield	minefield
miner	mchimbaji
mineral	madini
mineralogy	madini
mingle	mchanganyiko
mingled	iliyochanganywa
mini	mini
miniature	miniature
minibus	minibus
minim	NO TRANSLATION
minimal	Ndogo
minimize	kupunguza
minimized	imepungua
minimum	chini
mining	madini
minion	minion
minister	waziri
ministerial	huduma
ministry	huduma
minivan	minivan
mink	mink
minnow	pata
minor	mdogo
minority	wachache
minstrel	mtunzi
mint	rangi
minty	minty
minuscule	minuscule
minute	dakika
minutiae	dakika
minx	minx
mir	NO TRANSLATION
miracle	muujiza
miracles	miujiza
miraculous	miujiza
mirage	mirage
mire	NO TRANSLATION
mirror	kioo
mirth	furaha
misappropriation	matumizi mabaya
misbehave	misbehave
misbehavior	tabia mbaya
miscalculation	miscalculation
miscarriage	kupoteza mimba
miscellaneous	miscellaneous
miscellany	miscellany
mischief	utundu
mischievous	vibaya
misconception	misconception
misconduct	uovu
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	huzuni
miserably	kwa kusikitisha
misery	taabu
misfire	kupoteza
misfit	misfit
misfortune	bahati mbaya
misguided	NO TRANSLATION
mishap	shika
misinformed	haijatambuliwa
misinterpretation	kutafsiriwa
mislead	kupoteza
misleading	kupotosha
misled	alipotoshwa
mismanagement	matumizi mabaya
mismatch	kutoweka
mismatched	mismatched
misnomer	misnomer
misplace	misplace
misplaced	imesababishwa
misread	tamaa
misrepresent	husababishwa
misrepresentation	misrepresentation
misrepresented	imesimama
miss	miss
missile	missile
missiles	makombora
missing	haipo
missingyou	NO TRANSLATION
mission	ujumbe
missionary	mjumbe
misspell	misspell
misstatement	uharibifu
missy	missy
mist	ukungu
mistake	kosa
mistaken	makosa
mister	dada
mistletoe	mistletoe
mistreated	vibaya
mistress	bibi
mistrial	kinyume cha sheria
mistrust	kutoaminiana
misty	makosa
misunderstand	usielewe
misunderstanding	kutoelewa
misunderstood	haijatambuliwa
misuse	kutumia vibaya
mite	mchwa
miter	miter
mitigate	kupunguza
mitigating	kupunguza
mitigation	kupunguza
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	changanya
mixed	mchanganyiko
mixedemotions	mchanganyiko
mixer	mixer
mixture	mchanganyiko
mnemonic	mnemonic
moan	tamaa
moat	mchuzi
mob	kikundi
mobile	rununu
mobility	uhamaji
mobilization	uhamasishaji
mobilize	kuhamasisha
mobster	mkulima
mocha	mocha
mock	mshtuko
mocked	alicheka
mockery	mshtuko
mocking	kumdhihaki
mockingbird	mshtuko
mod	mod
modal	modal
modality	modality
mode	mode
model	mfano
modeler	modeler
modeling	mfano
modem	modem
moderate	wastani
moderate anticipation	kutarajia wastani
moderate disgust	kupuuza wastani
moderate negative	hasi hasi
moderate positive	wastani mzuri
moderate surprise	mshangao wa wastani
moderate trust	uaminifu wa wastani
moderately	kiasi
moderating	kupima
moderation	kiasi
moderator	msimamizi
modern	kisasa
modernism	kisasa
modest	kawaida
modesty	adabu
modicum	modicum
modifiable	kubadilika
modification	marekebisho
modified	ilibadilishwa
modify	rekebisha
modulate	modulate
modulation	moduli
module	moduli
modulus	moduli
mogul	mogul
moiety	sehemu
moist	unyevu
moisture	unyevu
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mold
molded	yameumbwa
molding	ukingo
moldy	moldy
mole	mole
molecular	Masi
molecule	molekuli
molest	chuki
molestation	unyanyasaji
molester	molester
molten	umetengenezwa
mom	mama
moment	wakati
momentary	muda mfupi
momentous	muhimu
momentum	kasi
momma	momma
mommy	mama
monad	monad
monarch	Mfalme
monarchy	utawala
monastery	monasteri
monastic	monastic
monetary	fedha
money	fedha
mongoloid	mongoloid
mongoose	mongofu
mongrel	mongrel
monitor	kufuatilia
monk	Mtawa
monkey	tumbili
mono	NO TRANSLATION
monochrome	monochrome
monogamous	mke mmoja
monogamy	monogamy
monogram	monogram
monogrammed	imetumwa
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	ukiritimba
monotonous	hupendeza
monotony	monotoni
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	monster
monstrosity	monstrosity
monstrous	kiburi
montage	montage
monte	pata
month	mwezi
monthly	kila mwezi
monument	monument
monumental	kikubwa
moo	huko
mooch	mooch
mood	hisia
moods	hisia
moody	mwilini
moon	mwezi
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	mions
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	alisimama
mooring	kukimbia
moorings	maadili
moorland	mashimo
moose	mwitu
moot	moot
mooted	kupunguzwa
mop	koroga
mope	mope
moped	moped
moral	maadili
morale	maadili
morality	maadili
morals	maadili
morass	kiti
moratorium	kusitishwa
moray	kondoo
morbid	kuchukiza
morbidity	maradhi
morbidness	uharibifu
mores	hasira
morgue	morgue
moribund	kupungua
morn	jioni
morning	asubuhi
moron	moron
moronic	moroniki
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morpholojia
morrow	kesho
morsel	kipande
mortal	kufa
mortality	vifo
mortar	chokaa
mortgage	mikopo
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mkosaji
mortification	kupigwa
mortified	ameteuliwa
mortuary	mortuary
mosaic	mosaic
mosey	mosey
mosque	msikiti
mosquito	mbu
moss	moss
mossy	machafu
mote	NO TRANSLATION
motel	motel
moth	nondo
mother	mama
motherfucker	mamafucker
motherfucking	motherfucking
motherhood	mama
motherland	mama
motherless	mama
motherly	mama
motif	motif
motion	mwendo
motionless	bila mwendo
motivate	kuhamasisha
motivating	kuhamasisha
motivation	msukumo
motivational	kuchochea
motive	sababu
motley	motley
motor	magari
motorbike	pikipiki
motorboat	boti
motorcade	motorcade
motorcar	gari
motorcycle	pikipiki
motorist	mshambuliaji
motte	motte
mottled	motti
motto	kitambulisho
mould	mold
mound	kilima
mount	panda
mountain	mlima
mountaineer	mlima
mountainous	mlima
mountains	milima
mountaintop	mlima
mourn	kiomboleza
mournful	wanaomboleza
mourning	kilio
mouse	panya
mousetrap	mousetrap
mousse	mousse
moustache	masharubu
mousy	mousy
mouth	kinywa
mouthful	kinywa
mouthpiece	kinywa
mouthwash	mouthwash
movable	kuhamishwa
move	hoja
movement	harakati
mover	mwendeshaji
movie	movie
movies	sinema
moving	kusonga
movingforward	NO TRANSLATION
movingon	kuendelea
mow	mow
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	imefungwa
mucous	mucous
mucus	kamasi
mud	matope
muddle	matunda
muddled	hupigwa
muddy	matope
muff	Muff
muffin	muffini
muffled	imefungwa
muffler	Muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	nyumbu
mull	mull
mullet	mullet
multilateral	ya kimataifa
multimedia	multimedia
multinational	kimataifa
multiple	nyingi
multiple sclerosis	sclerosis nyingi
multiplex	multiplex
multiplication	kuzidisha
multiplicity	wingi
multiplied	iliongezeka
multiplier	kuongezea
multiply	ongeze
multitude	wingi
mum	mum
mumble	mumble
mumbo	mumbo
mummy	mummy
mumps	matone
munch	wacha
munchies	munchies
munchkin	munchkin
mundane	ya kawaida
municipal	Manispaa
municipality	Manispaa
mural	mural
murder	mauaji
murderer	mwuaji
murderess	kuua
murderous	wauaji
murky	wazi
murmur	kunung'unika
muscle	misuli
muscular	misuli
muse	muse
muses	muses
museum	makumbusho
mush	NO TRANSLATION
mushroom	uyoga
mushy	mushy
music	muziki
musical	muziki
musician	mwanamuziki
musing	kusisimua
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	lazima
mustang	mustang
mustard	haradali
muster	muster
musty	musty
mutable	inasababisha
mutant	mutant
mutate	mutate
mutation	mabadiliko
mute	mute
muted	imetumwa
mutilate	piga
mutilated	kuharibiwa
mutilation	uharibifu
mutiny	mimba
mutt	mutt
mutter	NO TRANSLATION
mutton	panya
mutual	kwa pamoja
mutually	kwa pande zote
muzzle	muza
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	elfu
mysterious	ajabu
mystery	siri
mystic	mystic
mystical	fumbo
mysticism	mysticism
mystified	imefungwa
mystique	mystique
myth	hadithi
mythic	hadithi
mythical	hadithi
mythological	mythological
mythology	mythology
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	msumari
nail gun	msumari msumari
naive	naive
naked	uchi
nakedness	uchi
namaste	NO TRANSLATION
name	jina
named	jina lake
nameless	bila jina
namesake	majina
naming	kumtaja
nana	nana
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	kitambaa
napping	kupukwa
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	narimu
narration	maelezo
narrative	maelezo
narrator	mwandishi
narrow	nyembamba
narrowing	nyembamba
nasal	pua
nascent	nascent
nasty	mbaya
natal	kuzaliwa
nation	taifa
national	kitaifa
nationality	utaifa
nationwide	kote ulimwenguni
native	asili
nativity	kuzaliwa
natural	asili
natural gas	gesi ya asili
naturalist	naturalist
naturalization	asili
naturalized	asili
naturally	kawaida
nature	asili
naught	bure
naughty	naughty
nausea	kichefuchefu
nauseate	kichefuchefu
nauseating	kichefuchefu
nauseous	kichefuchefu
nautical	nautical
nautilus	nautilus
naval	majini
nave	nave
navel	kitovu
navigable	navigable
navigate	safari
navigation	urambazaji
navigational	navigational
navigator	navigator
navy	navy
nay	NO TRANSLATION
nearsighted	karibusighted
neat	nzuri
neatly	kwa usahihi
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	lazima
necessary	muhimu
necessitate	unahitaji
necessities	mahitaji
necessity	umuhimu
neck	shingo
necklace	mkufu
necktie	necktie
necromancer	necromancer
necrosis	necrosis
nectar	nekta
need	haja
needalife	NO TRANSLATION
needed	inahitajika
needful	inahitajika
needit	NO TRANSLATION
needle	sindano
needlepoint	sindano
needles	sindano
needless	hauna maana
needtoknow	haja ya kujua
needtorelax	NO TRANSLATION
needy	maskini
nefarious	nefarious
negation	upuuzi
negative	hasi
negativity	upuuzi
neglect	kukataa
neglected	kupuuzwa
neglecting	kukataa
negligee	negligee
negligence	kutojali
negligent	hauna maana
negligently	NO TRANSLATION
negligible	siofaa
negotiable	yanaweza kukubaliana
negotiate	kujadili
negotiation	mazungumzo
negotiator	msemaji
negro	negro
neigh	jirani
neighbor	jirani
neighborhood	jirani
neighboring	jirani
nemesis	Nemesis
neon	neon
neonatal	watoto wachanga
neophyte	neophyte
neoprene	neoprene
nephew	mpwa
nepotism	upendeleo
nerd	nerd
nerdy	nerdy
nerve	ujasiri
nerves	mishipa
nervous	hofu
nervousness	hofu
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	kiota
nestle	nestle
nestling	kikapu
net	wavu
nether	chini
netting	kuunganisha
nettle	chupa
network	mtandao
networking	mitandao
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	Daktari wa neva
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	neutral
neutrality	kutokuwa na nia
neutralize	kuepuka
neutron	neutron
new	mpya
new age	umri mpya
newbeginnings	NO TRANSLATION
newborn	mtoto mchanga
newcomer	mgeni
newday	siku mpya
newfound	upya
newjob	NO TRANSLATION
newlife	maisha mapya
newly	wapya
newlywed	wapya
newme	mpya
newness	upya
news	habari
newscast	habari
newscaster	habari
newsflash	habari
newsletter	jarida
newsman	mwandishi wa habari
newspaper	gazeti
newspaperman	magazeti ya habari
newsreel	habari
newsroom	chumba cha habari
newsstand	gazeti la habari
newstart	kipindi cha upya
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	nzuri
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	jina la utani
nicotine	nikotini
niece	mpwa
nifty	nifty
nigger	nigger
nigh	karibu
night	usiku
nightcap	usikucap
nightclub	klabu ya usiku
nightfall	usiku
nightgown	jioni
nightie	nightie
nightingale	usikuingale
nightlife	usiku wa usiku
nightly	usiku
nightmare	shida
nightmares	maajabu
nightstand	usiku wa usiku
nightstick	usikutick
nighttime	usiku
nihilism	nihilism
nil	hakuna
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	tisa
nineteen	kumi na tisa
ninety	tisini
ninja	ninja
ninny	ninyi
nintendo	nintendo
ninth	tisa
nip	nip
nipper	nipper
nipple	chupi
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	naitrojeni
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	hakuna kutarajia
no disgust	hakuna aibu
no emotion	hisia hakuna
no sentiment	hakuna hisia
no surprise	hakuna mshangao
no trust	hakuna imani
nobility	heshima
noble	mzuri
nobleman	Mheshimiwa
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	usiku
nod	nod
nodding	kuvuruga
node	node
nodular	nodular
nodule	noduli
noggin	noggin
nohope	NO TRANSLATION
noir	bwana
noise	kelele
noisy	kelele
nomad	nomad
nomadic	wahamaji
nomenclature	nomenclature
nominal	nominal
nominate	kuteua
nomination	uteuzi
nominee	mteule
nonce	zisizo
nonchalant	siocha
noncompliance	bila ya kufuata
nondescript	Nondescript
nonexistent	haipo
nonfat	nonfat
nonfiction	yasiyoficha
nonpayment	bila kulipia
nonresident	asiyeishi
nonsense	upuuzi
nonsensical	nonsensical
nonviolent	yasiyo ya kisiasa
noob	noob
noodle	tambi
nook	nook
noon	saa sita
noose	piga
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	kawaida
normal	kawaida
normalcy	kawaida
normality	kawaida
north	kaskazini
northbound	kaskazini
northeast	kaskazini mashariki
northern	kaskazini
northwest	Kaskazini magharibi
northwestern	kaskazini magharibi
noschool	NO TRANSLATION
nose	pua
nosebleed	pua
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	pua
nosun	NO TRANSLATION
nosy	nosy
not negative	si hasi
not positive	si chanya
notable	inayojulikana
notables	vyema
notably	hasa
notamorningperson	NO TRANSLATION
notary	mthibitishaji
notation	notation
notch	muhtasari
notched	ilitambuliwa
note	Kumbuka
notebook	daftari
noted	alibainisha
noteworthy	inayojulikana
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	upungufu
notice	tazama
noticeable	inayoonekana
notification	taarifa
notify	taarifa
notion	wazo
notional	uaminifu
notoriety	ufahamu
notorious	sifa mbaya
notready	si tayari
notwithstanding	hata hivyo
nought	bure
noun	nomino
nourish	kulisha
nourishment	chakula
nouveau	NO TRANSLATION
novel	riwaya
novelist	mwandishi wa habari
novelty	riwaya
novice	mchungaji
nowadays	siku hizi
nowork	hakuna kazi
noworries	hakuna wasiwasi
noxious	wasiwasi
nozzle	bomba
nuance	nuance
nuances	nuances
nuclear	nyuklia
nucleus	kiini
nude	nude
nudge	nudge
nudie	nudie
nudist	nudist
nudity	uchafu
nugget	nugget
nuisance	shida
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	kuondosha
numb	shida
number	nambari
numbering	kuhesabu
numbers	nambari
numbness	kupungua
numbskull	numbskull
numeral	nambari
numerator	nambari
numerical	nambari
numerically	numerically
numerous	wengi
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	wasichana
nurse	muuguzi
nursemaid	nursemaid
nursery	kitalu
nursing	uuguzi
nurture	kulisha
nut	nut
nutcase	nutcase
nutcracker	nutcracker
nuthouse	usitumie
nutmeg	nutmeg
nutrition	lishe
nutritional	lishe
nutritious	lishe
nutritive	lishe
nuts	karanga
