Word	sl
infinite	neskončno
infinitely	neskončno
infinitesimal	neskončno manjše
infinity	neskončnost
infirm	slabost
infirmary	ambulanta
infirmity	slabost
inflammation	vnetje
inflammatory	vnetna
inflatable	napihljiv
inflate	napihne
inflated	napihnjen
inflation	inflacija
inflection	prepletanje
inflict	povzroči
infliction	inflacija
inflorescence	socvetje
influence	vpliva
influential	vplivno
influenza	gripa
influx	priliv
info	info
infomercial	infomercial
inform	obvesti
informal	neformalno
informant	informator
information	informacije
informative	informativno
informed	obveščeni
informer	informator
infraction	prekršek
infrared	infrardeči
infrastructure	infrastrukture
infrequent	redki
infrequently	redko
infringement	kršitev
infuriate	navijati
infuriated	jezen
infuriates	razbija
infuriating	jezna
infuse	vpij
infused	infused
infuser	infuzer
infusion	infuzija
ingenious	genialno
ingenuity	iznajdljivost
ingest	zaužiti
ingestion	zaužitje
ingot	ingot
ingrained	ukoreninjeni
ingrate	ingrate
ingredient	sestavina
ingress	vstop
inhabit	naseliti
inhabitant	prebivalec
inhabited	naseljena
inhabiting	naseljen
inhalation	vdihavanje
inhale	inhalirati
inhaler	inhalator
inherent	neločljivo
inherit	dediščino
inheritance	dedovanje
inhibit	zavirati
inhibition	inhibicija
inhibitor	inhibitor
inhospitable	neprijaznost
inhuman	nečloveško
inhumane	nečloveško
inhumanity	nečlovečnost
inimaginable	NO TRANSLATION
inimical	nemogoče
inimitable	neponovljiva
iniquity	krivdo
initial	začetno
initiate	začeti
initiated	začetek
initiation	začetek
initiative	pobude
inject	injicirajte
injection	injekcija
injunction	odredba
injure	poškodovati
injured	ranjenih
injuring	ranjenih
injurious	škodljiv
injury	poškodbe
injustice	nepravičnost
ink	črnilo
inkling	Inkling
inland	v notranjosti
inlay	vložek
inlet	dovod
inmate	zapornik
inn	gostilna
innards	dneve
innate	prirojena
inner	notranji
innermost	notranji
innerpeace	NO TRANSLATION
inning	inning
innings	innings
innkeeper	gostilničar
innocence	nedolžnost
innocent	nedolžen
innocently	nedolžno
innocuous	neškodljiv
innovate	inovacije
innovation	inovacije
innovative	inovativni
innuendo	innuendo
innumerable	nešteto
inoculation	inokulacija
inoperable	neuporabna
inoperative	neuspešno
inordinate	neutemeljeno
inorganic	anorganski
input	vnos
inquest	preiskovanje
inquire	vprašajte
inquirer	poizvedovalec
inquiring	povpraševanje
inquiry	povpraševanje
inquisitive	radoveden
inquisitor	inšpektor
insane	noro
insanity	norost
insatiable	nenasiten
inscription	napis
inscrutable	nespodobno
insect	žuželke
insecticide	insekticid
insecure	negotovo
insecurity	negotovost
insemination	oploditev
insensitive	neobčutljivo
inseparable	neločljivo
insert	vstavi
inserted	vstavi
insertion	vstavljanje
inside	znotraj
insider	notranji
insidious	pokvaren
insight	vpogled
insightful	vpogled
insignia	oznake
insignificance	nepomembno
insignificant	nepomembno
insinuate	namigovati
insipid	navaden
insist	vztrajati
insistence	vztrajanje
insistent	vztrajno
insists	vztraja
insolence	drznost
insolent	drzni
insoluble	nerešljiv
insolvency	insolventnost
insolvent	plačilno nesposoben
insomnia	nespečnost
insomniac	insomniac
inspect	preveri
inspection	pregled
inspector	inšpektor
inspiration	navdih
inspirational	navdihujoče
inspire	navdihni
inspired	navdihnjen
instability	nestabilnost
install	namestite
installation	namestitev
installment	obrok
instance	primer
instant	takoj
instantaneous	trenutno
instantaneously	takoj
instigate	spodbuditi
instigation	nagib
instill	vzpni
instinct	nagon
instinctive	instinktivno
institute	Inštitut
institution	institucija
instruct	navodila
instructed	poučeno
instruction	navodila
instructional	poučevanje
instructions	navodila
instructive	poučno
instructor	inštruktor
instrument	instrument
instrumental	instrumentalno
instrumentalist	instrumentalist
instrumentality	instrumentalnost
insubordination	nepokornost
insufferable	nepremagljiv
insufficiency	insuficience
insufficient	nezadostna
insufficiently	nezadostno
insular	otoška
insulate	izolirati
insulated	izoliran
insulation	izolacija
insulin	insulin
insult	žalitev
insulting	žalitev
insurance	zavarovanje
insure	zavarovati
insurgent	uporniško
insurmountable	nepremostljivo
insurrection	vstaje
intact	nedotaknjeno
intake	vnos
intangible	neopredmeten
integer	celo število
integral	integral
integrate	vključiti
integration	integracija
integrity	celovitost
intellect	intelekt
intellectual	intelektualca
intelligence	inteligenca
intelligent	inteligenten
intelligibility	razumljivost
intelligible	razumljiv
intend	nameravate
intended	namenjen
intending	nameravajo
intense	intenzivno
intensely	intenzivno
intensify	intenzivirati
intensity	intenzivnost
intensive	intenzivno
intent	Namen
intention	namen
intentional	namerno
intentionally	namerno
inter	inter
interact	interakcijo
interaction	interakcija
interactive	interaktivno
intercede	posreduj
intercept	prestreči
interception	prestrezanje
intercession	zastaranje
interchange	izmenjava
interchangeable	zamenljiv
interchanged	zamenjali
intercom	interkom
intercourse	spolni odnos
interdependence	medsebojna odvisnost
interdependent	soodvisni
interdiction	prepoved
interest	interes
interested	zainteresirani
interesting	zanimivo
interface	vmesnik
interfere	vmešavanje
interference	motnje
interferometer	interferometer
intergalactic	medgalaktični
interim	vmesni
interior	notranjost
interject	prepletati
interlocutory	začasno
interlude	interlude
intermediary	posrednik
intermediate	intermediat
interment	interment
interminable	neskončno
intermission	intervju
intermittent	občasno
intern	pripravnik
internal	notranji
internally	interno
international	mednarodni
internet	internet
internship	Pripravništvo
interoffice	interoffice
interpolate	interpolirati
interpolation	interpolacija
interpret	razlaga
interpretation	interpretacija
interpreter	tolmača
interpretive	interpretacija
interrelated	medsebojno povezana
interrogate	zaslišati
interrogation	zaslišanje
interrupt	prekiniti
interrupted	zmoten
interrupting	prekinitev
interruption	prekinitev
interrupts	prekine
intersect	sekajo
intersection	križišče
interstate	meddržavni
interstellar	medzvezdni
interstitial	intersticijski
interval	interval
intervene	intervencija
intervening	interveniranje
intervention	intervencija
interview	intervju
interviewer	anketar
interworking	medsebojno delo
intestate	intestate
intestinal	črevesje
intestine	črevesja
intestines	črevesja
intimacy	intimnost
intimate	intimno
intimately	intimno
intimation	intimacija
intimidate	ustrahovati
intimidated	ustrahoval
intimidating	zastrašujoče
intimidation	ustrahovanje
intolerable	nedopustno
intolerance	nestrpnost
intolerant	nestrpno
intonation	intonacija
intoxicated	opojno
intoxicating	opojno
intoxication	zastrupitev
intracranial	intrakranialna
intractable	nepremagljiv
intramural	intramuralno
intravenous	intravensko
intrepid	neutrudno
intricate	zapleteno
intrigue	intrigue
intriguing	zanimiv
intrinsic	notranja
intrinsically	samoumevno
intro	intro
introduce	uvesti
introduction	uvod
introductory	uvodno
introspection	introspekcija
introspective	introspektivno
intrude	vdiraj
intruder	vsiljivec
intrusion	vdor
intrusive	vsiljiv
intubation	intubacija
intuition	intuicija
intuitive	intuitiven
intuitively	intuitivno
inundation	poplave
invade	napadel
invader	napadalec
invalid	neveljaven
invalidate	razveljaviti
invalidation	razveljavitev
invalidity	invalidnost
invaluable	neprecenljivo
invariably	vedno
invasion	invazija
invasive	invazivni
invent	Izumiti
invention	izum
inventive	inventivno
inventor	izumitelj
inventory	popis
inverse	inverzna
inversely	obratno
inversion	inverzija
invert	invertiraj
inverted	obrnjen
invest	vlagati
investigate	raziskati
investigation	preiskavo
investigative	preiskovalni
investigator	raziskovalec
investment	naložbe
investor	investitor
invidious	neviden
invigorate	oživijo
invincible	nepremagljiv
invisibility	nevidnost
invisible	neviden
invitation	vabilo
invite	povabite
inviting	vabi
invocation	poziv
invoice	račun
invoke	sklicujte se
involuntary	neprostovoljno
involution	involution
involve	vključujejo
involvement	vpletenost
invulnerable	neranljiv
inwards	navznoter
iodine	jod
ion	ion
iota	iota
irate	Grozno
ire	NO TRANSLATION
iridescent	Mavrični
iris	iris
irked	irked
irks	irks
iron	železo
ironclad	ironclad
ironic	ironično
irons	likalniki
irony	ironija
irradiation	obsevanje
irrational	iracionalno
irrationality	iracionalnost
irreconcilable	nezdružljivo
irreducible	ni mogoče
irrefutable	neizpodbitno
irregular	nepravilno
irregularity	nepravilnost
irregularly	nepravilno
irrelevant	nepomemben
irreparable	nepopravljivo
irreplaceable	nenadomestljiv
irrepressible	nezadržljiv
irresistible	neustavljivo
irrespective	ne glede na to
irresponsible	neodgovorno
irreverent	nepopustljiv
irreversible	nepopravljivo
irrevocable	nepreklicno
irrigate	namakanje
irrigation	namakanje
irritability	razdražljivost
irritable	razdražljiv
irritate	draži
irritated	razdraženi
irritates	draži
irritating	draži
irritation	draženje
island	otok
isle	otok
islet	otoček
isolate	izolirati
isolated	izolirani
isolation	izolacija
isomorphism	izomorfizem
isothermal	izotermičen
isotope	izotop
issue	težava
itch	srbenje
itching	srbenje
itchy	srbeč
item	predmet
itemize	razčleniti
items	predmetov
iterate	ponoviti
iteration	ponovitev
iterative	iterativno
itinerant	potujoče
itinerary	itinerar
ivory	slonovine
jab	jab
jabber	jabber
jack	jack
jackal	Šakal
jackass	grdo
jacket	jakno
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	gonilniki
jade	Žad
jaded	zalezoval
jag	NO TRANSLATION
jagged	jagged
jaguar	jaguar
jail	zapora
jailbird	jailbird
jailbreak	jailbreak
jailer	jailer
jailhouse	jailhouse
jalopy	jalopy
jam	džem
jamboree	jamboree
jammed	zagozden
jammer	Jammer
janitor	domišljavec
janitorial	janitorial
japan	Japonska
jar	jar
jargon	žargon
jarhead	jarhead
jarring	jarring
jasmine	jasmin
jasper	jasper
jaundice	zlatenica
jaunt	jaunt
java	java
javelin	javelin
jaw	čeljust
jawbone	čeljust
jaws	čeljusti
jay	jay
jazz	jazz
jazzy	jazzy
jealous	ljubosumen
jealousy	ljubosumje
jean	jean
jeans	kavbojke
jeep	džip
jeering	jeering
jelly	žele
jellybean	žele bonbon
jellyfish	meduz
jenny	jenny
jeopardize	ogroziti
jeopardy	nevarnost
jerk	kreten
jerks	kreteni
jerky	kreten
jersey	dres
jest	NO TRANSLATION
jester	šupak
jesus	Jezus
jet	jet
jetty	pomol
jewel	dragulj
jeweler	draguljar
jewelry	nakit
jib	jib
jiff	NO TRANSLATION
jiffy	Jiffy
jig	jig
jiggle	jiggle
jigsaw	sestavljanke
jihad	džihad
jimmy	Jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	Jittery
jive	Žive
job	delo
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	John
join	Pridružite se
joined	pridružil
joining	pridruži se
joint	sklep
jointly	skupaj
joke	Šala
joker	Joker
joking	šala
jolly	veselo
jolt	sunek
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	revija
journalism	novinarstvo
journalist	novinarka
journalistic	novinarsko
journey	potovanje
journeyman	potovalec
joust	joust
jovial	Jovial
joy	veselje
joyful	veselo
joyous	veselo
joyride	veselje
joys	radosti
jubilant	veselo
jubilee	jubilej
judge	sodnik
judged	ocenili
judging	presojanje
judgment	obsodba
judgmental	presojanje
judicial	sodni
judiciary	sodstvo
judicious	razumno
judo	judo
jug	jug
juggle	žonglirati
juggler	žongler
juggling	žongliranje
jugular	jugular
juice	sok
juicer	sokovnik
juicy	sočno
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	skakanje
jumbled	zmeden
jumbo	jumbo
jump	skok
jump rope	kolebnica
jumper	skakalec
jumpsuit	jumpsuit
jumpy	neumno
junction	križišče
juncture	križišče
jungle	džunglo
junior	mlajši
juniper	brina
junk	junk
junket	junket
junkie	narkoman
junky	junky
junkyard	smetišče
junta	junta
juridical	pravno
jurisdiction	jurisdikcija
jurisprudence	sodna praksa
jurist	pravnik
juror	porotnik
jury	žirija
justice	pravičnost
justifiable	upravičeno
justification	utemeljitev
justify	upravičiti
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	juta
juvenile	mladostnik
juxtaposition	juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoskop
kamikaze	kamikaze
kangaroo	kenguru
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kajak
kazoo	kazoo
kebab	kebab
keel	keel
keen	navdušeni
keep	obdrži
keeper	imetnik
keeping	vzdrževanje
keepsake	obdrži
keg	keg
kelp	kelp
ken	ken
kennel	psarna
kerchief	maramica
kern	kern
kernel	jedro
kerosene	kerozin
ketchup	ketchup
kettle	Grelnik vode
key	ključ
keyboard	tipkovnico
keyed	zaklenjeno
keyhole	ključavnica
keynote	keinote
keypad	tipkovnico
keystone	keystone
keyword	ključna beseda
khaki	kaki
khan	Khan
kibble	kibble
kick	kick
kickboxing	kickboxing
kicker	kicker
kicking	brcni
kickoff	zacetek
kid	fant
kidder	morilec
kidding	šaliti se
kiddo	kiddo
kiddos	kiddos
kidnap	ugrabitev
kidnapped	ugrabljena
kidnapper	ugrabitelj
kidnapping	ugrabitev
kidney	ledvice
kids	otroci
kill	ubiti
killer	morilec
killing	ubijanje
killjoy	killjoy
kiln	peči
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometer
kilt	Kilt
kimono	kimono
kin	bin
kind	vrste
kindergarten	vrtec
kindling	vžigalnik
kindness	prijaznost
kindred	sorodniki
kinematics	kinematika
kinesiology	kineziologija
kinetic	kinetična
king	kralj
king snake	kraljevska kača
kingdom	kraljestvo
kingpin	kraljica
kink	kink
kinky	Odporen
kinship	kinship
kiosk	kiosk
kirk	kirk
kiss	poljub
kisser	poljubi
kissy	kissy
kit	komplet
kitchen	kuhinja
kite	zmaj
kitten	mucka
kiwi	kiwi
klutz	klutz
knack	Užitek
knapsack	Racket
knead	oblikovati
knee	koleno
kneecap	kneecap
kneel	kleči
kneeling	kleče
knell	knell
knick	Nič
knickers	pletenice
knife	nož
knight	vitez
knighthood	Vitez
knit	plesti
knob	gumb
knock	udaril
knockoff	prenehati
knockout	knock out
knoll	knoll
knot	vozel
knots	vozli
knotted	vozlani
know	vem
knowing	vedeti
knowingly	zavestno
knowledge	znanje
knowledgeable	dobro vedeti
knuckle	knuckle
knucklehead	Knucklehead
knuckles	Knuckles
koala	koala
kook	NO TRANSLATION
kooky	Kooky
kool-aid	kool-aid
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kriptonit
kudos	kudos
kumquat	kumquat
lab	laboratorij
label	oznaka
labor	porod
laboratory	laboratorij
labored	težko
laborer	delavec
laboring	delo
laborious	težko
labyrinth	labirint
lac	lac
lace	čipke
laceration	laceration
lack	pomanjkanje
lackey	lackey
lacking	pomanjkanje
lackluster	nejasen
lacquer	lak
lacrosse	lacrosse
lactose	laktoza
lad	fant
ladder	lestev
laddie	Laddie
laden	obremenjeno
lading	tovor
ladle	lonček
lady	gospa
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	Žalosten
ladyship	Ladyship
lag	zaostajanje
lager	NO TRANSLATION
lagging	zaostajajo
lagoon	laguna
lair	Lair
laity	laika
lake	jezero
lama	NO TRANSLATION
lamb	jagnjetina
lame	hromi
lament	lament
lamenting	Žalosten
lamina	lamina
laminated	laminiran
lamp	svetilka
lamppost	ulična svetilka
lance	koplje
lancer	Lancer
land	zemljišče
landed	pristal
landfall	pristanek
landfill	odlagališče
landing	pristanek
landlady	gospodinja
landlocked	na kopnem
landlord	najemodajalec
landmark	mejnik
lands	zemljišč
landscape	pokrajina
landscaping	urejanje krajine
landslide	zemeljski plaz
lane	Lane
language	jezik
languid	Slabo
languish	Languish
languishing	gnusno
lanky	lanky
lantern	svetilka
lap	krog
lapdog	Lapdog
lapel	rever
lapse	zastaranje
lapsed	zastarelo
laptop	laptop
larceny	tatvine
lard	mast
larder	larder
large	velik
larger	večje
largo	NO TRANSLATION
lark	Lark
larva	larva
laryngitis	laringitis
larynx	larinks
lasagna	lasagna
laser	laser
lash	trepalnice
lass	Lass
lasso	lasso
lastday	NO TRANSLATION
lasting	trajne
lastminute	Zadnja minuta
latch	zapah
late	pozen
lateness	zakasnitev
latent	latenten
lateral	bočna
laterally	stransko
latex	lateks
lathe	stružnica
lather	Pern
latitude	zemljepisna širina
latrine	latrine
latrines	toaletne potrebščine
latte	latte
lattice	mreža
laud	hvala
laudable	hvalevreden
laudation	pohvale
laudatory	pohvalno
laugh	smeh
laughable	smešno
laughing	smeh
laughingstock	NO TRANSLATION
laughs	smeh
laughter	smeh
launch	kosilo
launcher	lansirnik
launches	začenja
launder	pranje
laundering	pranje
laundry	perilo
laureate	nagrajenec
laurel	lovor
laurels	lovorike
lava	lava
lavage	lavage
lavatory	stranišče
lavender	lavender
lavish	razkošno
law	zakon
lawful	zakonito
lawless	brez zakonca
lawlessness	brezpravja
lawman	lawman
lawn	travnik
lawnmower	kosilnica
lawsuit	tožba
lawyer	odvetnik
lax	lax
laxative	laksativ
lay	ležati
layaway	odpuščanje
layer	plast
layered	slojevito
layman	laik
layout	postavitev
layover	layover
laziness	lenost
lazy	len
lazyday	NO TRANSLATION
lea	lea
lead	svinec
leaded	vodil
leader	vodja
leadership	vodstvo
leading	vodil
leads	vodi
leaf	list
leaflet	letak
leafy	listnato
league	liga
leak	puščanje
leakage	puščanje
leaky	uhajanje
lean	vitka
leaned	naslonil
leaning	naslonjen
leap	preskok
learn	učiti se
learned	naučili
learner	učenec
learning	učenje
lease	zakup
leash	povodec
leather	usnje
leathery	Usnjen
leave	dopust
leavemealone	pusti me pri miru
leaving	odhod
lecherous	razburljivo
lecture	predavanje
lecturer	predavatelj
ledge	polica
ledger	knjiga
lee	lee
leech	pijavka
leeches	pijavke
leer	NO TRANSLATION
leery	poškodovan
lees	NO TRANSLATION
leeway	prosti čas
left	levo
leftout	NO TRANSLATION
leftover	ostanek
leftovers	ostanki
lefty	lefty
leg	nog
legacy	zapuščina
legal	pravno
legality	zakonitost
legalize	legalizirati
legalized	legalizirano
legally	zakonito
legend	legenda
legendary	legendarni
legibility	čitljivost
legible	čitljivo
legion	legija
legislate	zakonodajo
legislation	legalizacija
legislative	zakonodajno
legislator	zakonodajalec
legislature	zakonodajalca
legit	legit
legitimacy	legitimnost
legitimate	legitimno
lego	Lego
legs	nog
legume	stročnica
legwork	legwork
leisure	prosti čas
leisurely	lagodno
lemma	lemma
lemon	limona
lemonade	limonada
lend	posojati
lender	posojilodajalec
lending	posojanje
length	dolžina
lengthen	podaljša
lengthened	podaljšano
lengthening	podaljšanje
lengthwise	po dolžini
lengthy	dolgotrajno
leniency	prizanesljivost
lenient	Blažje
lens	objektiv
leopard	Leopard
leotard	Leotard
leper	gobavec
leprechaun	leprechaun
leprosy	gobavost
lesbian	lezbijka
lesbianism	lezbijk
lesion	lezija
less	manj
lessee	najemnik
lessen	zmanjšati
lessening	zmanjšanje
lesser	manj
lesson	lekcijo
lessor	najemodajalec
let	pusti
lethal	smrtonosno
lethargic	Letargičnost
lethargy	letargija
letter	pismo
lettered	črka
letterhead	pisma
lettering	črka
letters	črke
lettuce	zelena solata
leukemia	levkemija
levee	nasipa
level	ravni
lever	vzvod
leverage	vzvod
levitate	levitate
levy	dajatev
lewd	neumni
lexicon	leksikon
ley	NO TRANSLATION
liabilities	obveznosti
liability	odgovornost
liable	odgovoren
liaison	povezava
liar	lažnivec
libel	Kleveta
libelous	klevetni
liberal	liberalni
liberalism	liberalizem
liberate	osvoboditi
liberated	osvobojeno
liberating	osvoboditev
liberation	osvoboditev
liberty	svobodo
libido	libido
librarian	knjižničar
library	knjižnica
libretto	libreto
lice	uši
license	licenco
lichen	lišaj
lick	lizati
licorice	sladkarije
lid	pokrov
lie	laž
liege	liege
lien	zaseg
lieu	laž
lieutenant	poročnik
life	življenje
lifeblood	življenjska sila
lifeboat	rešilni čoln
lifeguard	reševalec iz vode
lifeisgood	življenje je dobro
lifeless	brez življenja
lifelike	živahno
lifeline	življenjska doba
lifelong	vse življenje
lifer	življenje
lifesaver	lifesaver
lifestyle	življenjski slog
lifesucks	življenje je bedno
lifetime	življenska doba
lift	dvig
lifted	dvignejo
liftoff	dvigalo
ligament	ligament
ligation	ligation
ligature	ligatura
light	svetloba
light year	svetlobno leto
lightbulb	žarnica
lighten	osvetliti
lightheaded	lahkomiseln
lighthouse	svetilnik
lighting	razsvetljava
lightness	lahkotnost
lightning	strela
lights	luči
lightweight	lahek
likable	Lepo
like	podobno
likelihood	verjetnost
likely	verjetno
likeness	podobnost
likewise	prav tako
liking	Všeč mi je
lilac	lila
lily	Lily
limb	okončina
limber	limba
limbo	limbo
lime	apno
limelight	v središču pozornosti
limestone	apnenec
limey	Limey
limit	omejitev
limitation	omejitev
limited	omejeno
limitless	brezmejna
limo	limuzina
limousine	limuzina
limp	limp
lin	lin
line	line
lineage	rodu
lineal	linearno
linear	linearno
linebacker	linebacker
lined	obložene
linen	perilo
liner	podloga
lines	linije
lineup	poravnaj
linger	Počakajte
lingerie	perilo
lingering	dolgotrajno
lingo	Lingo
lingual	jezikovno
linguini	linguini
linguist	jezikoslovec
linguistic	jezikovno
linguistics	jezikoslovje
lining	obloga
link	povezavo
linoleum	linolej
lint	lint
lion	lev
lip	ustnica
liposuction	liposukcija
lipstick	šminka
liquefaction	utekočinjanje
liquefied	utekočinjen
liqueur	liker
liquid	tekočina
liquidate	likvidirati
liquidation	likvidacija
liquidator	likvidator
liquidity	likvidnost
liquor	liker
lira	NO TRANSLATION
lisp	lisp
list	seznam
listen	Poslušaj
listener	poslušalca
listenting	NO TRANSLATION
listing	seznam
listless	listless
listneing	NO TRANSLATION
litany	litany
liter	liter
literacy	pismenost
literal	dobesedno
literally	dobesedno
literary	literarni
literature	literatura
lithe	lithe
lithium	litij
lithograph	litografija
lithography	litografija
lithology	litologija
lithosphere	litosfera
litigant	tožilec
litigate	litigate
litigation	sodni postopek
litigator	litigator
litigious	pravdni
litter	leglo
little	malo
littlethings	majhne stvari
littoral	obalni
liturgy	liturgija
live	v živo
livelife	živi življenje
livelihood	preživljanje
lively	živahno
liven	Živi
liver	jetra
livery	livery
livestock	živino
livid	LIVE
living	živeti
lizard	kuščar
llama	lama
lml	lml
load	obremenitev
loader	nakladač
loaf	hlebec
loafer	mulja
loam	ilovnata
loan	posojilo
loath	nezadovoljstvo
loathe	prezirati
loathful	grdo
loathing	Odsotnost
loathsome	Grozljivo
lobby	lobby
lobbyist	lobist
lobe	lobanj
lobotomy	lobotomija
lobster	jastog
local	lokalno
locale	locale
locality	kraj
localization	lokalizacija
localize	lokalizirati
localized	lokaliziran
locate	poiščite
location	lokacija
locator	lokator
loch	loch
lock	zaklepanje
locker	omarica
locket	omarica
locksmith	Ključavničar
lockup	zakleniti
loco	loco
locomotion	lokomotiva
locomotive	lokomotiva
locust	kobilica
lode	NO TRANSLATION
lodge	hišo
lodger	podizvajalec
lodging	vložitev
loft	podstrešje
lofty	vzvišeno
log	dnevnik
logarithm	logaritem
logarithmic	logaritmično
logic	logika
logical	logično
logistics	logistika
logo	logotip
logotype	logotip
loin	NO TRANSLATION
lollipop	Lizika
lone	Sam
loneliness	Osamljenost
lonely	osamljen
loner	samotarja
lonesome	osamljen
long	dolga
longboat	longboat
longevity	dolgoživost
longing	hrepenenje
longitude	dolžina
longitudinal	vzdolžni
longitudinally	vzdolžno
longtime	dolgo časa
loo	loo
look	poglej
looker	gledalec
lookout	pazi
loom	statve
looming	grozno
loon	Loon
loony	Loony
loop	zanke
loophole	vrzel
loopy	zanič
loose	ohlapna
loosen	popustite
loosening	sproščanje
loot	plen
lop	lop
lopsided	Lopsided
lord	Gospod
lords	Gospodje
lordship	Gospodarstvo
lore	lore
lorry	tovornjak
lose	izgubi
loser	zguba
losing	izgublja
loss	izguba
lost	izgubljen
lot	lot
lotion	losjon
lots	veliko
lottery	loterija
lotto	loto
lotus	lotus
loud	glasno
loudly	glasno
loudmouth	Loudmouth
loudness	glasnost
loudspeaker	zvočnik
lounge	bivalni prostor
lounging	lounging
louse	Vaza
lousy	Slabo
lovable	ljubi
love	ljubezen
loved	Ljubil sem
lovee	Ljubezen
loveee	Ljubica
loveless	brez ljubezni
lovelife	NO TRANSLATION
loveliness	lepota
lovelovelove	NO TRANSLATION
lovely	lepo
lovemaking	ljubezen
lovemylife	NO TRANSLATION
lover	ljubimec
lovesick	ljubezen
lovethis	ljubim to
loving	ljubezni
lovinglife	ljubezni
lovinlife	lovinlife
low	nizka
lowdown	nizkotonec
lower	nižje
lowering	znižanje
lowest	najnižja
lowlands	nižine
lowlife	nizko življenje
lowly	nizko
lox	lox
loyal	zvest
loyalty	zvestoba
lsd	lsd
luau	luau
lube	lube
lubricant	mazivo
lubricate	mazati
lubrication	mazanje
lucid	lucidna
luck	Sreča
luckiest	Najsrečnejši
lucky	srečen
luckygirl	Srečnica
lucrative	donosen
ludicrous	smešno
lug	lug
luggage	prtljaga
lukewarm	mlačen
lull	zaspani
lullaby	Uspavanka
lumbar	lumbalna
lumber	les
lumbering	drgetanje
lumberjack	lumberjack
luminescent	luminescent
luminous	svetlobno
lump	kosilo
lumpy	grudast
lunacy	Lunacy
lunar	Lunarni
lunatic	ludak
lunch	kosilo
lunchbox	škatla s kosilom
luncheon	kosilo
lunchtime	čas za kosilo
lung	pljuča
lunge	potopite
lungs	pljuča
lurch	lurch
lure	privabiti
lurid	lurid
lurk	lurk
lurking	lurking
luscious	slasten
lush	bujna
lust	poželenje
luster	luster
lustful	Pohoten
lustrous	sijajno
lusty	Lusty
lute	lutnja
luxuriant	razkošno
luxurious	luksuzno
luxury	razkošje
lycra	lycra
lye	luž
lying	laž
lymph	limfa
lymphatic	limfni
lymphoma	limfom
lynch	Linč
lynching	Linching
lynx	ris
lyre	lyre
lyric	lirika
lyrical	lirsko
lyrics	lyrics
macadamia	makadamija
macarena	makarena
macaroni	makaroni
mace	mace
mach	mach
machete	machete
machine	stroj
machinery	stroji
machinist	strojar
macho	mačo
mackerel	skuša
macro	makro
mad	jezen
madam	gospa
madame	gospa
madden	norec
madder	Madder
mademoiselle	NO TRANSLATION
mademyday	polepšalo mi je dan
madhouse	Lahka hiša
madman	norca
madness	norost
maestro	maestro
mafia	mafija
magazine	revija
mage	mage
magenta	magenta
maggot	maggot
magic	magija
magical	čarobno
magician	čarovnik
magistrate	magistrata
magma	magma
magna	magna
magnate	magnat
magnesium	magnezij
magnet	magnet
magnetic	magnetno
magnetism	magnetizem
magnetite	magnetit
magnification	povečava
magnificence	veličastnost
magnificent	veličasten
magnifier	povečevalec
magnify	povečaj
magnifying	povečava
magnitude	velikost
magnolia	magnolija
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahagoni
maid	služkinja
maiden	deklica
mail	pošta
mailbox	poštni predal
mailing	pošta
mailman	poštar
maim	NO TRANSLATION
main	glavni
mainframe	mainframe
mainland	kopno
mainstay	temelj
mainstream	mainstream
maintain	vzdrževati
maintenance	vzdrževanje
majestic	veličastno
majesty	Veličastnost
major	Major
majority	večino
make	naredi
makeover	preobrazba
maker	ustvarjalec
makeshift	zasilno
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	pobotati se
makingdisciples	NO TRANSLATION
malady	bolezen
malaise	slabo počutje
malaria	malarija
malarkey	malarkey
male	moški
malevolent	zlonamerno
malfeasance	zlorabe
malformation	malformacija
malfunction	motnja
malice	NO TRANSLATION
malicious	zlonamerno
malign	maligna
malignancy	malignosti
malignant	maligni
maligned	maligned
mall	center
malleable	voljno
mallet	kladivo
malnutrition	podhranjenost
malpractice	zloraba
malt	slad
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	sesalec
mammoth	mamut
mammy	mamica
man	človek
manage	upravljati
manageable	obvladljiv
management	upravljanje
manager	manager
managerial	vodstveni
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	obvezno
mandible	mandibula
mandolin	mandolin
mandrel	trn
mane	NO TRANSLATION
maneuver	manever
maneuvering	manevriranje
mange	NO TRANSLATION
manger	jajca
mangle	mangle
mango	mango
