Word	haw
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	make
mucked	ua hoʻonā
mucous	mucous
mucus	kemu
mud	pala
muddle	ka palaʻa
muddled	ua pala
muddy	palaka
muff	muff
muffin	muffin
muffled	i ka muffled
muffler	ka mīkini
mug	koko
mugger	ka pahi
mulberry	ʻo mulberry
mulch	mulch
mule	ka miula
mull	mull
mullet	kapi
multilateral	ka lehulehu
multimedia	multimedia
multinational	multinational
multiple	nui
multiple sclerosis	ka nui o ka sclerosis
multiplex	Mahalo
multiplication	ka hoʻonuiʻana
multiplicity	ka nui
multiplied	hoʻonuiʻia
multiplier	hoʻonui
multiply	e hoʻonui
multitude	nui
mum	u
mumble	ke kaniʻuhū
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	ua holo
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	ka'āina
municipality	mākou
mural	ka pāpale
murder	pepehi kanaka
murderer	pepehi kanaka
murderess	pepehi kanaka
murderous	pepehi kanaka
murky	ka murky
murmur	e'ōhumu
muscle	'oʻo
muscular	maʻi
muse	hana
muses	nā muses
museum	hale hōʻikeʻike
mush	NO TRANSLATION
mushroom	hale puna
mushy	hihihihi
music	mele
musical	nā mele
musician	mele
musing	kani
musk	musk
musket	mele
musketeer	makaikai
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	pono
mustang	mustang
mustard	mustard
muster	kūkā
musty	nui
mutable	hikiʻole
mutant	ka moa
mutate	keʻano
mutation	ka hoʻololi
mute	mio
muted	hoʻopiʻi
mutilate	hoʻopau
mutilated	ka mutilated
mutilation	kaʻokiʻana
mutiny	keʻano
mutt	manawa
mutter	NO TRANSLATION
mutton	ke kanaka
mutual	hui
mutually	i ka hui
muzzle	pākuʻi
myfavorite	koʻu lokomaikaʻi
myopia	myopia
myopic	koʻuopic
myriad	nui
mysterious	nā mea kupaianaha
mystery	mea huna
mystic	ʻike
mystical	kuʻuʻike
mysticism	keʻike
mystified	ʻikeʻia
mystique	kuʻuʻike
myth	kuʻu mele
mythic	kuʻu mele
mythical	kuʻu mele
mythological	nā moʻolelo hoʻomanaʻo
mythology	nā moʻolelo moʻokalaleo
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nail
nail gun	ke kui kui
naive	ka naive
naked	'ōlohelohe
nakedness	hilahila
namaste	NO TRANSLATION
name	inoa
named	inoa
nameless	inoaless
namesake	namesake
naming	inoa inoa
nana	nana
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	kahei
napping	hoʻopunipuni
nappy	hula
narcissism	haʻalulu
narcissist	ka narcissist
narcissistic	haʻihaʻi
narcotic	narcotic
narrate	'ōlelo
narration	moʻolelo
narrative	moʻolelo
narrator	hōʻike'ōlelo
narrow	kūiki
narrowing	e hōʻemi ana
nasal	kele
nascent	nui
nasty	maikaʻi
natal	natal
nation	lāhui
national	aupuni
nationality	ka lāhui
nationwide	ma ka'āina
native	'ōiwi
nativity	ka hānauʻana
natural	kūlohelohe
natural gas	ke kinoea maoli
naturalist	naturalist
naturalization	nā kūlohelohe
naturalized	ke kūlohelohe
naturally	ma keʻano
nature	keʻano
naught	ʻole
naughty	hewa
nausea	Nausea
nauseate	nāheʻa
nauseating	hoʻopunipuni
nauseous	nauseous
nautical	kahe
nautilus	nautilus
naval	naval
nave	nave
navel	piko
navigable	ke hoʻokele
navigate	hoʻokele
navigation	kelena
navigational	kelena huli
navigator	mea hoʻokele
navy	nā nāvy
nay	NO TRANSLATION
nearsighted	ʻikeʻia
neat	ʻokoʻa
neatly	ʻokoʻa
nebula	nebula
nebulae	ke kōpili
nebulous	maikaʻiʻole
necessarily	pono
necessary	pono
necessitate	pono
necessities	nā mea e pono ai
necessity	pono
neck	'ā'ī
necklace	oluolu
necktie	ka'ā'ī
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	makemake
needalife	NO TRANSLATION
needed	makemake
needful	pono
needit	NO TRANSLATION
needle	needle
needlepoint	kahi pono
needles	needles
needless	nele
needtoknow	makemakemake
needtorelax	NO TRANSLATION
needy	nele
nefarious	nefarious
negation	negation
negative	ka maikaʻi
negativity	nā halaʻole
neglect	haʻalele
neglected	ua haʻaleleʻia
neglecting	haʻalele
negligee	ua pole
negligence	manaʻoʻole
negligent	ua pole
negligently	NO TRANSLATION
negligible	kūleʻa
negotiable	ponoʻole
negotiate	e kūkā
negotiation	ke kūkā
negotiator	ka mea kūkākūkā
negro	Nānā
neigh	kāhea
neighbor	kou hoalauna
neighborhood	kou kaiāulu
neighboring	kokoke
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	ke keiki
nepotism	nepotism
nerd	nerd
nerdy	nerdy
nerve	ke aʻalolo
nerves	nā aʻalolo
nervous	pale
nervousness	nervousness
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ʻo
nest	pūnana
nestle	nestle
nestling	nestling
net	upena
nether	Pau
netting	Netting
nettle	ka upena
network	kikowaena
networking	pūnaewele
neural	neural
neuralgia	neuralgia
neurological	nā neuropie
neurologist	neurologist
neurology	nā hōʻailona
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	nee
neutral	kūʻole
neutrality	ka pilikia
neutralize	hoʻoholo
neutron	keʻanoʻole
new	hou
new age	nā makahiki hou
newbeginnings	NO TRANSLATION
newborn	hanau hou
newcomer	malihini hou
newday	lā hou
newfound	hou
newjob	NO TRANSLATION
newlife	hou
newly	hou
newlywed	mare hou
newme	hou
newness	hou
news	nā nūhou
newscast	ka nūhou
newscaster	ka nūhou
newsflash	newsflash
newsletter	ka leka uila
newsman	ka mea nūhou
newspaper	nūpepa
newspaperman	ka nūpepa
newsreel	Aleio
newsroom	hale nūhou
newsstand	hale nūhou
newstart	hou hou
newt	hou
newyear	NO TRANSLATION
nexus	ke kelepona
nib	aia
nibble	wahiʻai
nice	ʻoluʻolu
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	inoa inoa
nicotine	Nicotine
niece	niece
nifty	nui
nigger	ʻo Nigger
nigh	kokoke
night	pō
nightcap	pōpōkai
nightclub	Lūʻau ahiʻahi
nightfall	ka pō
nightgown	hale kūkā
nightie	po
nightingale	pōpō
nightlife	ka pilina ola
nightly	i ka pō
nightmare	makamae
nightmares	nā moeʻuhane
nightstand	hale kūkā
nightstick	pōʻeleʻele
nighttime	i ka pō
nihilism	nihilism
nil	nil
nimble	nimble
nimrod	nimrod
nincompoop	ʻO nincompoop
nine	ʻeiwa
nineteen	ʻumikumaiwa
ninety	kanaiwa
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	ka iwa
nip	nip
nipper	pāʻani
nipple	ke kui
nippy	ʻoluʻolu
nitrate	kaomi
nitro	nitro
nitrogen	ʻo ka nitrogen
nitrous	pona
nitwit	ʻaʻole
nix	nix
no anticipation	ʻaʻohe manaʻo
no disgust	ʻaʻohe meaʻino
no emotion	ʻaʻohe manaʻo
no sentiment	ʻaʻohe manaʻo
no surprise	ʻaʻohe mea hoʻopūhoihoi
no trust	ʻaʻohe manaʻolana
nobility	hanohano
noble	hanohano
nobleman	hanohano
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nowa
nod	nod
nodding	nodding
node	node
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	ʻeleʻele
noise	leo
noisy	hauhea
nomad	nomad
nomadic	inoa inoa
nomenclature	nomenclature
nominal	inoa inoa
nominate	koho
nomination	koho
nominee	inoa
nonce	ʻaʻole
nonchalant	nonchalant
noncompliance	ke kū'ēʻole
nondescript	nondescript
nonexistent	ʻaʻohe mea'ē aʻe
nonfat	ʻo ka momona
nonfiction	ʻikeʻole
nonpayment	ka ukuʻole
nonresident	nohoʻole
nonsense	'ōlelo kuhihewa
nonsensical	Nonsensical
nonviolent	keʻanoʻole
noob	noob
noodle	noodle
nook	nook
noon	i ke awakea
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	ke kūlana maʻamau
normal	maikaʻi
normalcy	kūpono
normality	ke kūlana
north	ke akau
northbound	kūkulu'ākau
northeast	ma ka'ākau
northern	ma ka'ākau
northwest	Komohana Komohana
northwestern	ma ke kūkulu'ākau
noschool	NO TRANSLATION
nose	ihu
nosebleed	ihu
nosey	nosy
nosnow	makounow
nostalgia	nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	nostril
nosun	NO TRANSLATION
nosy	nosy
not negative	ʻaʻole maikaʻi
not positive	ʻaʻole maikaʻi
notable	kaulana
notables	nā mea kaulana
notably	ʻoiai
notamorningperson	NO TRANSLATION
notary	notary
notation	ʻike
notch	ʻike
notched	ʻikeʻia
note	ʻike
notebook	pakuhi
noted	ʻikeʻia
noteworthy	maikaʻi
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ʻAʻohe mea
notice	hoʻolaha
noticeable	ʻikea
notification	hoʻolaha
notify	haʻi
notion	manaʻo
notional	ʻikeʻole
notoriety	mahalo
notorious	kaulana
notready	ʻaʻole i kēia manawa
notwithstanding	me
nought	ʻole
noun	noun
nourish	hānai
nourishment	ka meaʻai
nouveau	NO TRANSLATION
novel	puke moʻolelo
novelist	ka mea kākau moʻolelo
novelty	mea hou
novice	novice
nowadays	i kēia mau lā
nowork	nowork
noworries	ʻaʻohe hopohopo
noxious	pōʻino
nozzle	nozzle
nuance	nuance
nuances	nuances
nuclear	'ōpuni
nucleus	ʻoiai
nude	nule
nudge	hoʻolālā
nudie	nudie
nudist	kūkā
nudity	kūkala
nugget	nugget
nuisance	pōʻino
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	hoʻopau
numb	nui
number	helu
numbering	helu helu
numbers	helu
numbness	ka hopena
numbskull	helu helu
numeral	helu
numerator	helu helu
numerical	helu
numerically	helu maʻamau
numerous	nui
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nā nupina
nurse	kahu
nursemaid	kahu wahine
nursery	ke kula hānai
nursing	kahu hānai
nurture	mālama
nut	kaomi
nutcase	ka popo
nutcracker	nā meaʻai
nuthouse	nā mea kanu
nutmeg	kaomi
nutrition	ka meaʻai
nutritional	ka meaʻai
nutritious	maikaʻi
nutritive	maikaʻi
nuts	nā hua
nutshell	ʻoiai
nutty	ʻona
nylon	Nona
nylong	NO TRANSLATION
nylons	nā nunu
nymph	ʻo nymph
nymphomaniac	hihihihihihi
oaf	oaf
oak	'Oko
oar	o
oasis	oasis
oat	oat
oath	hoohiki
oatmeal	oatmeal
obedience	hoʻolohe
obedient	hoʻolohe
obediently	hoolohe
obelisk	obelisk
obese	nui
obesity	ka momona
obey	hoʻolohe
obi	aloha
obit	obit
obituary	ka maʻi make
object	mea
objection	hōʻole
objectionable	hewa
objective	pahuhopu
objectivity	mea kū'ē
obligation	kuleana
obligatory	pono
oblige	makemake
obliged	ua paʻa
obliging	e paʻa ana
obligor	paʻa
oblique	oblique
obliterate	makeʻole
obliterated	Ua hoʻopauʻia
obliteration	hōʻehaʻeha
oblivion	poina
oblivious	noʻonoʻo
oblong	oblong
obnoxious	hilahila
oboe	oboe
obscene	hilahila
obscenity	hewa
obscure	pōpō
obscured	hūnā
obscurity	ka pōʻeleʻele
observance	mālama
observant	ʻike
observation	ʻike
observatory	ʻike
observe	e nānā
observer	ka mea nānā
observing	ʻike
obsess	ka hilahila
obsessed	ua hopohopo
obsessing	ka pīhoihoi
obsession	haohao
obsessive	ke nānā aku nei
obsolescence	ka hilahila
obsolete	ua kuhu
obstacle	ālaina
obstetrician	ke kupikā
obstetrics	nā koʻikoʻi
obstinate	paʻakikī
obstruct	pilikia
obstruction	hoʻopilikia
obstructive	ke kūkā
obtain	loaʻa
obtainable	hiki ke loaʻa
obtuse	loaʻa
obverse	hewa
obvious	maopopo
ocarina	ocarina
occasion	manawa kūpono
occasional	kekahi manawa
occasionally	i kekahi manawa
occipital	manawa
occlusion	ka hopena
occult	hilahila
occupancy	noho
occupant	noho
occupation	paʻa
occupational	ʻoihana
occupied	noho
occupier	ka mea noho
occupy	noho
occupying	e noho ana
occur	hana
occurrence	kahi hanana
ocd	ocd
ocean	moana, kai
oceanic	moana
octagon	ka'āpana
octave	'Oiʻa
octopus	ʻO ka polio
ocular	ocular
odd	ʻokoʻa
oddball	oddball
oddity	oddity
odds	pilikia
ode	hele
odious	ino
odometer	odometer
odor	mea ala
odyssey	hihihihi
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	hoʻopau
offence	hewa
offend	hewa
offended	ua hewa
offender	hewa
offense	hewa
offensive	hewa
offer	hāʻawi
offered	hāʻawiʻia
offering	mōhai
offhand	me ke kiko
office	keʻena
officer	luna
offices	nā keʻena
official	ka luna
officiate	oihana
offing	e pili ana
offload	hoʻopiʻi
offset	hoʻopau
offshoot	ke kūkā
offshore	ma waho
offside	ma waho
offspring	keiki
oft	nui
oftentimes	nui
ogre	opu
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	kaʻaila
oils	aila
oily	ʻoiaʻiʻo
oink	oink
ointment	kaʻaila
okra	okra
old	kahiko
olden	kahiko
older	ke kahiko
oldie	oldie
oldies	kahikoies
olfactory	alaʻolu
oligarchy	oligarchy
olive	oliva
omega	omega
omelet	omelet
omen	kahi
omgomgomg	NO TRANSLATION
ominous	ominous
omission	ke hāʻule
omit	haʻalele
omitted	haʻalele
omnibus	omnibus
omnipotence	Pauʻole
omnipotent	pauʻole
omnipresent	ma kahi a puni
omniscient	ʻike pūnaewele
onboard	ma luna
oncologist	kanaka oncologist
oncology	ke kanikani
oncoming	hele mai
one	ʻekahi
oneday	NO TRANSLATION
onedge	ke kau
onelove	hoʻokahi aloha
oneness	hoʻokahi
onerous	pakahi
oneself	ia iho
ongoing	e hele mau ana
onion	ʻohi
onset	hoʻomaka
onslaught	ʻo ka hoʻouka kaua
onstage	ke kuhi
ontology	'ōpuni
onus	onus
onward	hele
onyx	onix
oodles	oodles
oomph	oomph
ooze	ooze
oozing	'Onozing
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	'ō
open	wehe
opener	wehe
opening	wehewehe
openly	me kaʻike
openness	wehe
opera	opera
operate	hana
operatic	hana hoʻomehana
operation	hana
operational	hana
operations	nā hana
operative	maikaʻi
operator	polokalamu hoʻohana
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	manaʻo
opinionated	manaʻoʻia
opium	opium
opponent	hoa paio
opportune	kūpono
opportunism	kūpono
opportunity	manawa kūpono
oppose	kū'ē kū'ē
opposed	kū'ē
opposing	kū'ē
opposite	ma ke alo
opposites	kū'ē
opposition	ke kū'ē
oppress	hoʻokaumaha
oppressed	i hoʻokaumahaʻia
oppression	ka hoʻoluhi
oppressive	nui loa
oppressor	kaʻenemi
ops	ops
opt	makemake
optic	ʻike
optical	ʻike
optics	nāʻike
optimism	manaʻolana
optimist	manaʻo
optimistic	Manaʻo
optimum	maikaʻi
option	koho
optional	koho
optionally	aiʻole
options	nā koho
optometrist	ka optometrist
opulence	opulence
opulent	opulent
opus	opus
oracle	ʻOlelo
oral	'ōlelo waha
orange	alani
orange juice	wai 'alani
orangutan	orangutan
oration	'ōwili
orator	ka'ōlelo aʻo
oratory	'ōkākā
orb	orb
orbit	olei
orbital	aiʻole
orbiting	ke hoʻopiʻi
orbs	nā lālā
orc	aiʻole
orchard	māla
orchestra	paha
orchid	'Oiʻi
ordained	i kauohaʻia
ordeal	maʻi
order	kauoha
orderly	pololei
ordinance	kānāwai
ordinary	ka mea maʻamau
ordination	hoʻohui
ordnance	ke kuʻi
ore	ole
oregano	huakaʻi
organ	'ōpona
organic	'ōpala
organism	ke kino
organist	ke kino
organization	hui
organize	hoʻonohonoho
organized	i hoʻonohonohoʻia
organizer	hoʻonohonoho
orgasm	ka hae
orgies	nā hopena
orgy	maʻi
orient	ala
oriental	ala
orientation	kūlana
orifice	ke kū
origami	origami
origin	nā kumu
original	mua
originality	ke kiʻi kumu
originate	nā kumuhana
origination	ke kumu
originator	ka mea hoʻomaka
ornament	nā mea nani
ornamental	nā mea hoʻonani
ornamentation	nā mea hoʻonani
ornamented	nā mea i hoʻonaniʻia
ornate	ʻOno
ornery	ole
orphan	keikiʻole
orphanage	keiki hānai
orphaned	keiki makuaʻole
orthodontist	ke kūkākūkā
orthodox	'Ooho
orthodoxy	ʻOiaʻiʻo
orthogonal	orthogonal
orthopedic	aiʻole
oscillate	oscillate
oscillating	e holoholo
oscillation	ka oscillation
oscillatory	ia
ostensible	ostenst
ostensibly	me kaʻike
ostentatious	ostentatious
ostracized	Paule
ostrich	ostrich
other	kekahi'ē aʻe
otter	otter
otto	otto
ottoman	'Otetana
ought	pono
ounce	ia oun
oust	oust
outage	hoʻopau
outback	hoʻi waho
outbid	ʻo ia
outboard	ma waho
outbreak	pupule
outburst	kūlana
outcast	ua hoʻokaeʻia
outcome	hopena
outcry	'ōhea
outdated	ua hala
outdo	i waho
outdoor	waho
outdoors	ma waho
outer	waho
outfit	ka lole
outgoing	puka i waho
outgrow	puka
outgrowth	hele
outhouse	hale
outing	puka
outlandish	ma waho
outlast	hemo
outlaw	pōā
outlet	puka waho
outline	hoʻopuka
outlines	nā mea kiko'ī
outlive	hoʻopakele
outlook	nānā
outlying	ma waho
outnumber	nui loa
outpatient	ka mea hōʻailona
outpost	ke alakaʻi
outpouring	hoʻopiʻi
output	huahana
outrage	ka huhū
outraged	hoʻopailua
outrageous	nā mea hoʻonāukiuki
outrank	i waho
outreach	hoʻolaha
outright	pololei
outrun	i waho
outset	hoʻopuka
outsider	mea'ē aʻe
outskirts	waho
outsmart	puka waho
outspoken	i waho
outstanding	nui
outstretched	i waho
outward	waho
outwards	ma waho
outweigh	uaʻoi aʻe
outwit	i kaʻike
oval	oval
ovary	nā mea āpau
ovate	ohou
ovation	ovation
oven	ka umu
overactive	maikaʻi
overall	i ka hopena
overalls	nā meaʻai
overbearing	hoʻonāukiuki
overburden	nui
overcast	kapo
overcharged	ua hoʻouka
overcoat	ke uhi
overcome	e lanakila
overcoming	e lanakila ana
overcrowded	ua hoʻonuiʻia
overdo	i luna
overdose	ka hoʻolimalima
overdrive	hoʻoponopono
overdue	nui
overestimate	mālama kūpono
overestimated	nui loa
overflow	piha kahe
overflowing	piha
overgrown	ua ulu
overgrowth	pau
overhanging	e hoʻouka
overhaul	nui loa
overhead	ma luna
overhear	ke nānā
overheated	ua kiʻekiʻe
overjoyed	hauʻoli nui
overkill	hoʻopiha
overlaid	ua uhiʻia
overlap	hilinaʻi
overlapping	ke uhi
overlay	uhi
overload	pīpī
overlook	ʻikeʻole
overlord	ka luna
overlying	e hilinaʻi ana
overpaid	i ukuʻia
overpass	ua hala
overplayed	ʻikeʻia
overpower	lanakila
overpowering	lanakila nui
overpriced	i luna
overprotective	kūlekana
overrated	hoʻopauʻia
overreact	kūleʻa
override	pau
overriding	e hoʻokuʻi ana
overrule	hoʻopau
overrun	nui
oversee	mālama
overseer	ka luna
overshadow	ua uhiʻia
oversight	ke nānā
oversized	nui loa
overslept	kūleʻa
overstate	nui loa
overstock	ma waho
overt	pau
overtake	loaʻa
overtaken	loaʻa
overthemoon	NO TRANSLATION
overthinker	hoʻokahuli
overthinking	hoʻokahuli
overthrow	hoʻokahuli
overtime	ua holo ʻoi aʻe ka manawa
overtired	hoʻoulu
overture	pau
overturn	e hoʻohuli
overview	nānā
overweight	ka paona
overwhelm	nui loa
overwhelmed	pilikia
overwhelming	nui loa
overworked	ua kālepa
overwrought	pau
overzealous	noʻonoʻo
owe	pili
owing	no ke kumu
owl	owl
owner	ka mea nāna
ownership	ka mana
ox	bipi
oxidation	ka hoʻonā
oxide	'Oheona
oxygen	oxygen
oxymoron	oxymoron
oyster	ka iʻa
ozone	ozone
pace	ka wikiwiki
pacemaker	ka pacemaker
pacific	pacific
pacified	ua hoʻopauʻia
pacifier	pacifier
pacifist	Pacifist
pacify	e hoʻomaʻemaʻe
pacing	ke kaʻina
pack	hoʻolako
package	hōʻuluʻulu
packaging	hōʻuluʻulu
packer	packer
packet	Packet
pact	papa hana
pad	papa
padded	hoe
padding	ka pale
paddle	hoe
paddle boat	hoe waʻa hoe
paddock	ka papa
paddy	paddy
padlock	paleki
padre	NO TRANSLATION
paean	papaan
pagan	ka pana
paganism	ka hoʻomau
page	ʻaoʻao
pageant	palapala
pager	Pager
pagination	pagination
paging	Pākiʻi
pagoda	Pagoda
pail	pulu
pain	eha
pained	eha
painful	eha
painfully	me kaʻoluʻolu
painkiller	Painkiller
painless	me ka pōʻino
pains	nāʻeha
painstaking	Pākī
paint	ka pena
paintball	ka paʻani
paintbrush	ka papaʻilihune
painted	i penaʻia
painter	ka peilo
painting	ke kiʻi
pair	lua
paisley	Paisley
pajama	pajama
pajamas	Pajamas
pal	pā
palace	ka hale aliʻi
palatable	palatable
palate	palate
pale	hākea
paleontology	paleontology
palette	pāʻani
pall	pall
palladium	palladium
pallet	pallet
palliative	palliative
palm	kūkau
palmer	palmer
palomino	palomino
palpable	palpable
palpitations	palpitations
palsy	maʻi maʻi
paltry	paltry
pamper	pamper
pamphlet	pakuhi
pan	pan
panacea	panacea
panache	panache
pancake	pancake
pancakes	pancakes
pancreas	pancreas
panda	panda
pandemic	pīpī
pandemonium	pandemonium
pane	pane
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	haʻalulu
panicattack	NO TRANSLATION
panicked	ua pīhoihoi
panicking	kūleʻa
panicky	panicky
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	pansy
pant	kanalima
pantheon	pantheon
panther	panther
panties	panties
pantomime	kanalime
pantry	ka pakuhi
pants	pants
panty	panty
pantyhose	pantyhose
pap	Pap
papa	papa
papacy	papacy
papal	NO TRANSLATION
papaya	papaya
paper	pepa
paperback	pepa pepa
paperboy	papa inoa
paperweight	nui
paperwork	pepa pepa
paprika	paprika
papyrus	papa paʻi
par	NO TRANSLATION
parable	'ōlelo hoʻohālike
parabola	ke kauā
parabolic	'ōlelo hoʻopunipuni
parachute	pā'ālua
parade	hoʻopuka
paradigm	'ōnaehana
paradise	paradaiso
paradox	hoʻopau
paradoxical	'ōlelo hoʻopau
paraffin	paraffin
paragon	pākuʻi
paragraph	parakala
parakeet	hoʻopau
paralegal	ka palekana
parallax	parallax
parallel	ʻano like
parallelism	parallelism
paralysis	maʻi'ōpū
paralyze	maʻi'ōpū
paralyzed	maʻi'ōpū
paramedic	'ōpiko
paramedics	nā mea papahana
paramilitary	ka paramilitary
paramount	ka nui
paranoia	Paranoia
paranoid	Paranoid
paranormal	Paranormal
parapet	ke kuʻi
paraphernalia	nā mea waiwai
paraphrase	haʻi hou
paraplegic	paraplegic
parasite	pāʻani
parasitic	'ōlelo pāʻani
parasol	parasol
parcel	pā
parcels	nā papa
parched	i maloo
parchment	palapala pāʻani
pardon	kala aku
pare	NO TRANSLATION
parenchyma	Parenchyma
parent	makua
parentage	makua
parental	makua
parenthesis	NO TRANSLATION
parenthetical	makuahine
parenthood	makuahine
parenting	makua
pariah	pariah
parietal	pālua
paring	hoʻopiʻi
parish	parish
parity	maikaʻi
park	pā
parka	parka
parking	kaʻa kaʻa
parkinsons	nā papa pāʻani
parlance	parlance
parlay	pākī
parliament	hale'āina
parliamentary	ka pāremata
parlor	ke keʻena
parmesan	parmesan
parody	parody
parole	parole
parquet	pākuʻi
parrot	Pālolo
parry	polina
parse	palaki
parsimonious	parsimonious
parsimony	parsimony
parsley	pāʻili
parson	Parson
part	māhele
partake	eʻai
partial	māhele
partiality	māhelehele
partially	mahele
participant	ka mea komo
participate	e komo
participation	ka hoʻokomo
particle	ka nui
particular	keʻano
particularity	ke kūlana
particulars	nā mea kiko'ī
parting	hoʻokaʻawale
partisan	nā mea kōkua
partisanship	māhelehele
partition	pāhele
partly	ma kekahi hapa
partner	hoa
partnership	hoa hana
partridge	partridge
parts	nā'āpana
party	pāʻina
pas	NO TRANSLATION
pass	hele
passable	hikiʻole
passage	ke ala
passageway	hele
passe	NO TRANSLATION
passenger	mea pāʻani
passim	NO TRANSLATION
passing	ke hele nei
passion	makemake
passionate	makemake
passive	hele
passivity	ke kaʻina
passkey	wikiwiki
passport	ka hua'ōlelo
password	hua huna
past	i hala
pasta	pasta
paste	pākuʻi
pastel	pastel
pastime	ka wā lōʻihi
pastor	kahunapule
pastrami	pastrami
pastry	ka pāʻina
pasture	nā meaʻai
pasty	Pākī
pat	pāpale
patch	hoʻopili
patchwork	pākuʻi
pate	pate
patella	Paula
patent	palapala hōʻailona
patented	ua hoʻoholoʻia
paternal	makuakāne
paternity	ke aloha
path	ala
pathetic	hoʻopono
pathological	maʻi
pathologist	nā mea pāpā
pathology	nā pilikino
pathos	NO TRANSLATION
pathway	alanui
patience	ke ahonui
patient	maʻi
patio	pāpale
patriarch	ka makuakāne
patriarchal	ʻo patriarchal
patrimony	ka waiwai
patriot	ka patriot
patriotic	aloha
patriotism	ke aloha'āina
patrol	kaapuni
patrolman	patrolman
patron	kahu
patronage	nā pāpale
patronising	ke kākoʻo
patronize	aloha
patronizing	ke kākoʻo
patter	papa helu
pattern	kumu
paucity	paucity
pauper	pauper
pause	e hoʻomaha
pave	Pave
pavement	papa papa
pavilion	hale pā
paving	Paving
paw	paw
pawn	pawn
pawnshop	Pawnshop
pax	Pax
pay	uku
payable	hiki ke uku
payback	ukuhoʻi
paycheck	uku uku
payday	lā uku
payer	uku
payload	hoʻopihaʻia
payment	uku
payoff	uku aku
payout	uku
payphone	pane kaona
payroll	uku uku
pea	pea
peace	maluhia
peaceable	maluhia
peaceful	maluhia
peacefully	me ka maluhia
peacekeeper	ka maluhia
peaceofmind	NO TRANSLATION
peacetime	ʻoiai
peach	peach
peachy	peachy
peacock	ka piʻi
peak	peak
peaked	e nānā
peanut	ka pīnē
peanuts	ka pī
pear	pea
pearl	ka peʻu
pearly	ʻo ia
peas	Peʻa
peasant	kanaka hoʻolimalima
peat	ka peat
pebble	iliʻi
pecan	pecan
peck	make
pecker	ka pecker
peculiar	kūlana
peculiarities	nā peculiarities
peculiarity	ke kūlana
peculiarly	ʻoiai
pecuniary	nā kālā
pedal	kele
pedantic	hele
peddle	kūpili
peddler	kāpena
pedestal	ka paepae
pedestrian	ka mea hele
pediatric	pediatric
pediatrician	pediatrician
pediatrics	pediatrics
pedicure	ke pihi
pedigree	ka papa
pedometer	ka pihi
pedophile	ke kāpili
pee	pee
peek	peek
peekaboo	peekaboo
peel	Peel
peep	peep
peeper	e peeper
peephole	peephole
peer	hoa
peering	ana
peerless	keʻole
peeved	pee pee
peg	peg
pegs	nā kui
peice	NO TRANSLATION
pelagic	maʻi
pelican	pelikan
pellet	pellet
pelvic	pelvic
pelvis	pelvis
pen	pen
penal	ka hoʻopaʻi
penalty	uku
penance	penance
penchant	mea kākau
pencil	penikala
pendant	popo
pendency	ka hana
pendent	NO TRANSLATION
pending	e kali ana
pendulum	laikini
penetrate	komo i loko
penetrating	ke komo
penetration	ke komoʻana
penguin	penguin
penicillin	penicillin
penile	penile
peninsula	peninsula
penis	penis
penitent	mihi
penitentiary	hale hoʻokolokolo
penmanship	laikini
pennant	pennant
penniless	penniless
penny	penny
pension	ka uku peni
pensioner	ka uku palekana
pensive	pensive
pentagon	pentagon
pentagram	pentagram
penthouse	hale hale
penultimate	ka lā
people	nā kānaka
peopled	ua hoʻopiliʻia
pep	pep
pepper	pepa
peppermint	pepamint
pepperoni	pepperoni
peppy	maikaʻi
peptic	peptic
peptide	peptide
