Word	af
kinky	kinky
kinship	verwantskap
kiosk	kiosk
kirk	Kirk
kiss	soen
kisser	kisser
kissy	kissy
kit	kit
kitchen	kombuis
kite	vlieër
kitten	katjie
kiwi	kiwi
klutz	klutz
knack	aanleg
knapsack	rugsak
knead	knie
knee	knie
kneecap	knieskyf
kneel	kniel
kneeling	knielende
knell	klok
knick	hebbeding
knickers	onderbroek
knife	mes
knight	ridder
knighthood	ridder
knit	gebreide
knob	knop
knock	klop
knockoff	knockoff
knockout	uit slaan
knoll	KNOLL
knot	knoop
knots	knope
knotted	geknoop
know	weet
knowing	wetende
knowingly	willens en wetens
knowledge	kennis
knowledgeable	kundige
knuckle	kneukel
knucklehead	KnuckleHead
knuckles	kneukels
koala	koala
kook	NO TRANSLATION
kooky	verknipt
kool-aid	Kool-aid
kos	Kos
kosher	kosher
kraut	NO TRANSLATION
kris	Kris
kryptonite	Kryptonite
kudos	roem
kumquat	koemkwat
lab	laboratorium
label	etiket
labor	arbeid
laboratory	laboratorium
labored	gearbei
laborer	arbeider
laboring	swaar kry
laborious	moeisame
labyrinth	labirint
lac	lac
lace	kant
laceration	laserasie
lack	gebrek
lackey	lakei
lacking	ontbreek
lackluster	lustelose
lacquer	lak
lacrosse	lacrosse
lactose	laktose
lad	seun
ladder	leer
laddie	knaap
laden	belaaide
lading	vrag
ladle	skeplepel
lady	dame
lady bug	NO TRANSLATION
ladybug	skilpadbesie
ladylike	keurig
ladyship	gravin
lag	lag
lager	NO TRANSLATION
lagging	sloerende
lagoon	strandmeer
lair	lêplek
laity	leke
lake	meer
lama	NO TRANSLATION
lamb	lam
lame	lam
lament	klaag
lamenting	besing
lamina	lamina
laminated	gelamineerde
lamp	lamp
lamppost	lamppaal
lance	Lance
lancer	Lancer
land	land
landed	geland
landfall	wal
landfill	stortingsterrein
landing	landing
landlady	hospita
landlocked	ingeslote
landlord	verhuurder
landmark	landmerk
lands	lande
landscape	landskap
landscaping	landscaping
landslide	grondverskuiwing
lane	lane
language	Taal
languid	slap
languish	kwyn
languishing	verwelk
lanky	lenige
lantern	lantern
lap	skoot
lapdog	lapdog
lapel	lapel
lapse	verval
lapsed	verval
laptop	skootrekenaar
larceny	diefstal
lard	varkvet
larder	spens
large	groot
larger	groter
largo	NO TRANSLATION
lark	leeuwerik
larva	larwe
laryngitis	laringitis
larynx	larinks
lasagna	lasagne
laser	laser
lash	wimper
lass	meisie
lasso	lasso
lastday	NO TRANSLATION
lasting	blywende
lastminute	laaste minuut
latch	grendel
late	laat
lateness	late
latent	latente
lateral	laterale
laterally	lateraal
latex	latex
lathe	draaibank
lather	skuim
latitude	breedtegraad
latrine	latrine
latrines	latrines
latte	latte
lattice	rooster
laud	loflied
laudable	lofwaardige
laudation	lofrede
laudatory	lofprysing
laugh	lag
laughable	lagwekkend
laughing	lag
laughingstock	NO TRANSLATION
laughs	lag
laughter	lag
launch	bekendstelling
launcher	lanseerder
launches	bekendstellings
launder	wit
laundering	geldwassery
laundry	wasgoed
laureate	laureate
laurel	lourier
laurels	louere
lava	lava
lavage	maagspoeling
lavatory	toilet
lavender	laventel
lavish	uitbundige
law	wet
lawful	wettige
lawless	wettelose
lawlessness	wetteloosheid
lawman	lawman
lawn	grasperk
lawnmower	grassnyer
lawsuit	regsgeding
lawyer	prokureur
lax	laks
laxative	lakseermiddel
lay	lê
layaway	layaway
layer	laag
layered	gelaagde
layman	leek
layout	uitleg
layover	oponthoud
laziness	luiheid
lazy	lui
lazyday	lui dag
lea	lea
lead	lei
leaded	lood
leader	leier
leadership	leierskap
leading	voorste
leads	leidrade
leaf	blaar
leaflet	pamflet
leafy	boomryke
league	liga
leak	lek
leakage	lekkasie
leaky	lekkende
lean	maer
leaned	leun
leaning	leun
leap	sprong
learn	leer
learned	geleer
learner	leerder
learning	leer
lease	huurkontrak
leash	leiband
leather	leer
leathery	leeragtige
leave	verlaat
leavemealone	los my uit
leaving	verlaat
lecherous	geil
lecture	lesing
lecturer	dosent
ledge	lysie
ledger	grootboek
lee	Lee
leech	Leech
leeches	bloedsuiers
leer	NO TRANSLATION
leery	handig
lees	NO TRANSLATION
leeway	ruimte
left	links
leftout	NO TRANSLATION
leftover	oorskiet
leftovers	oorskiet
lefty	Lefty
leg	been
legacy	nalatenskap
legal	wettig
legality	wettigheid
legalize	wettig
legalized	gewettig
legally	wettig
legend	legende
legendary	legendariese
legibility	leesbaarheid
legible	leesbaar
legion	legio
legislate	wette
legislation	wetgewing
legislative	wetgewende
legislator	wetgewer
legislature	wetgewer
legit	ligitieme
legitimacy	legitimiteit
legitimate	wettige
lego	lego
legs	bene
legume	peulplant
legwork	informatieverzameling
leisure	ontspanning
leisurely	luilekker
lemma	lemma
lemon	suurlemoen
lemonade	lemonade
lend	leen
lender	uitlener
lending	uitleen
length	lengte
lengthen	verleng
lengthened	verleng
lengthening	verlenging
lengthwise	lengte
lengthy	lang
leniency	toegeeflikheid
lenient	toegeeflik
lens	lens
leopard	luiperd
leotard	leotard
leper	melaatse
leprechaun	Dwerg
leprosy	melaatsheid
lesbian	lesbiese
lesbianism	lesbianisme
lesion	letsel
less	minder
lessee	huurder
lessen	verminder
lessening	vermindering
lesser	mindere
lesson	les
lessor	verhuurder
let	laat
lethal	dodelike
lethargic	traag
lethargy	lusteloosheid
letter	brief
lettered	letters
letterhead	briefhoof
lettering	letters
letters	letters
lettuce	blaarslaai
leukemia	leukemie
levee	rivierdijk
level	vlak
lever	hefboom
leverage	hefboom
levitate	zweven
levy	heffing
lewd	ontugtige
lexicon	leksikon
ley	NO TRANSLATION
liabilities	laste
liability	aanspreeklikheid
liable	aanspreeklik
liaison	skakeling
liar	leuenaar
libel	laster
libelous	lasterlike
liberal	liberale
liberalism	liberalisme
liberate	bevry
liberated	bevryde
liberating	bevrydend
liberation	bevryding
liberty	vryheid
libido	libido
librarian	bibliotekaris
library	biblioteek
libretto	libretto
lice	luise
license	lisensie
lichen	lichen
lick	lek
licorice	drop
lid	deksel
lie	leuen
liege	Liege
lien	retensiereg
lieu	plaas
lieutenant	luitenant
life	lewe
lifeblood	lewensaar
lifeboat	reddingsboot
lifeguard	lewensredder
lifeisgood	die lewe is goed
lifeless	lewelose
lifelike	lewensgetroue
lifeline	reddingsboei
lifelong	lewenslange
lifer	lewenslank veroordeel
lifesaver	lewensredder
lifestyle	lewensstyl
lifesucks	die lewe is swaar
lifetime	lewensduur
lift	lift
lifted	opgehef
liftoff	op styg
ligament	ligament
ligation	afbinding
ligature	ligatuur
light	lig
light year	ligjaar
lightbulb	gloeilamp
lighten	verlig
lightheaded	lighoofdig
lighthouse	vuurtoring
lighting	beligting
lightness	lig
lightning	weerlig
lights	ligte
lightweight	liggewig
likable	aangenaam
like	soos
likelihood	waarskynlikheid
likely	waarskynlik
likeness	gelykenis
likewise	eweneens
liking	smaak
lilac	lila
lily	lelie
limb	ledemaat
limber	lenig
limbo	limbo dans
lime	kalk
limelight	kalklig
limestone	kalksteen
limey	Engelsman
limit	limiet
limitation	beperking
limited	beperkte
limitless	onbeperk
limo	limo
limousine	Limousine
limp	slap
lin	lin
line	lyn
lineage	geslag
lineal	regstreekse
linear	lineêre
linebacker	Backer
lined	gevoer
linen	linne
liner	liner
lines	lyne
lineup	staan ​​in 'n ry
linger	Linger
lingerie	onderklere
lingering	voortslepende
lingo	lingo
lingual	linguale
linguini	linguini
linguist	taalkundige
linguistic	taalkundige
linguistics	linguistiek
lining	voering
link	skakel
linoleum	linoleum
lint	pluis
lion	leeu
lip	lip
liposuction	liposuiging
lipstick	lipstiffie
liquefaction	vervloeiing
liquefied	vloeibare
liqueur	likeur
liquid	vloeistof
liquidate	likwideer
liquidation	likwidasie
liquidator	likwidateur
liquidity	likiditeit
liquor	drank
lira	NO TRANSLATION
lisp	lisp
list	lys
listen	luister
listener	luisteraar
listenting	NO TRANSLATION
listing	notering
listless	lusteloos
listneing	NO TRANSLATION
litany	litanie
liter	liter
literacy	geletterdheid
literal	letterlike
literally	letterlik
literary	literêre
literature	literatuur
lithe	lenige
lithium	litium
lithograph	litografie
lithography	litografie
lithology	litologie
lithosphere	litosfeer
litigant	litigant
litigate	litigeer
litigation	litigasie
litigator	litigator
litigious	hofwerk
litter	rommel
little	klein
littlethings	klein dingetjies
littoral	kus
liturgy	liturgie
live	leef
livelife	leef die lewe
livelihood	lewensbestaan
lively	lewendige
liven	verlevendiging
liver	lewer
livery	livrei
livestock	vee
livid	woedend
living	lewende
lizard	Akkedis
llama	llama
lml	LML
load	vrag
loader	loader
loaf	brood
loafer	leeglêer
loam	leem
loan	lening
loath	onwillig
loathe	walglik
loathful	walgelijk
loathing	weersin
loathsome	walglike
lobby	lobby
lobbyist	lobbyist
lobe	lob
lobotomy	hersen operasie
lobster	kreef
local	plaaslike
locale	land
locality	Ligging
localization	lokalisering
localize	lokaliseer
localized	gelokaliseerde
locate	spoor
location	plek
locator	locator
loch	loch
lock	sluit
locker	locker
locket	medaillon
locksmith	slotmaker
lockup	sluit toe
loco	loco
locomotion	beweging
locomotive	lokomotief
locust	sprinkaan
lode	NO TRANSLATION
lodge	lodge
lodger	loseerder
lodging	verblyf
loft	loft
lofty	verhewe
log	Meld
logarithm	logaritme
logarithmic	logaritmiese
logic	logika
logical	logiese
logistics	logistiek
logo	logo
logotype	logo
loin	NO TRANSLATION
lollipop	Lollipop
lone	eensaam
loneliness	eensaamheid
lonely	eensaam
loner	alleenloper
lonesome	eensaam
long	lank
longboat	Longboat
longevity	langslewendheid
longing	verlange
longitude	lengtegraad
longitudinal	longitudinale
longitudinally	lengte
longtime	lang tyd
loo	loo
look	kyk
looker	toeschouwer
lookout	Pasop
loom	loom
looming	dreigende
loon	loon
loony	Funny
loop	lus
loophole	skuiwergat
loopy	getroubleerd
loose	los
loosen	los te maak
loosening	losmaak
loot	buit
lop	hangoor
lopsided	skewe
lord	Here
lords	here
lordship	heerskappy
lore	Lore
lorry	vragmotor
lose	verloor
loser	verloorder
losing	verloor
loss	verlies
lost	verloor
lot	baie
lotion	lotion
lots	baie
lottery	lotto
lotto	Lotto
lotus	lotus
loud	hard
loudly	hard
loudmouth	grootbek
loudness	luidheid
loudspeaker	luidspreker
lounge	sitkamer
lounging	slap
louse	luis
lousy	slegte
lovable	lief
love	lief
loved	lief
lovee	lovee
loveee	loveee
loveless	liefdelose
lovelife	NO TRANSLATION
loveliness	lieflikheid
lovelovelove	NO TRANSLATION
lovely	pragtige
lovemaking	liefde maak
lovemylife	lief vir my lewe
lover	minnaar
lovesick	smoor verlief
lovethis	hou hiervan
loving	liefdevolle
lovinglife	lovinglife
lovinlife	lovinlife
low	lae
lowdown	lowdown
lower	laer
lowering	verlaging
lowest	laagste
lowlands	laaglande
lowlife	werf etter
lowly	nederig
lox	loks
loyal	lojale
loyalty	lojaliteit
lsd	LSD
luau	Luau
lube	lube
lubricant	smeermiddel
lubricate	smeer
lubrication	smeer
lucid	helder
luck	Sterkte
luckiest	gelukkigste
lucky	gelukkig
luckygirl	gelukkige meisie
lucrative	winsgewende
ludicrous	belaglik
lug	sleep
luggage	bagasie
lukewarm	lou
lull	stilte
lullaby	lullaby
lumbar	lumbale
lumber	hout
lumbering	Hakken
lumberjack	houtkapper
luminescent	liggewende
luminous	lig
lump	knop
lumpy	klonterig
lunacy	gekheid
lunar	maan
lunatic	kranksinnige
lunch	middagete
lunchbox	kosblik
luncheon	middagete
lunchtime	middagete
lung	long
lunge	stoot
lungs	longe
lurch	steek
lure	lok
lurid	guur
lurk	loer
lurking	loer
luscious	sappige
lush	welige
lust	lus
luster	glans
lustful	jags
lustrous	glansende
lusty	ferm
lute	luit
luxuriant	weelde
luxurious	luukse
luxury	luukse
lycra	lycra
lye	loog
lying	lê
lymph	limf
lymphatic	limfatiese
lymphoma	limfoom
lynch	Lynch
lynching	lynching
lynx	lynx
lyre	lier
lyric	lirieke
lyrical	liriese
lyrics	lyrics
macadamia	Macadamia
macarena	Macarena
macaroni	macaroni
mace	foelie
mach	mach
machete	kapmes
machine	masjien
machinery	masjinerie
machinist	masjinis
macho	macho
mackerel	makriel
macro	makro
mad	mal
madam	Mevrou
madame	madame
madden	Madden
madder	meekrap
mademoiselle	NO TRANSLATION
mademyday	my dag gemaak
madhouse	malhuis
madman	besetene
madness	waansin
maestro	maestro
mafia	mafia
magazine	tydskrif
mage	towenaar
magenta	magenta
maggot	luim
magic	towerkuns
magical	magiese
magician	towenaar
magistrate	landdros
magma	magma
magna	magna
magnate	magnaat
magnesium	magnesium
magnet	magneet
magnetic	magnetiese
magnetism	magnetisme
magnetite	magnetiet
magnification	vergroting
magnificence	heerlikheid
magnificent	pragtige
magnifier	vergrootglas
magnify	groot
magnifying	vergrootglas
magnitude	grootte
magnolia	magnolia
magpie	ekster
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahonie
maid	diensmeisie
maiden	Maiden
mail	pos
mailbox	posbus
mailing	e
mailman	mailman
maim	NO TRANSLATION
main	hoof
mainframe	mainframe
mainland	vasteland
mainstay	steunpilaar
mainstream	hoofstroom
maintain	handhaaf
maintenance	onderhoud
majestic	majestieuse
majesty	majesteit
major	groot
majority	meerderheid
make	maak
makeover	makeover
maker	outeur
makeshift	tydelike
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	grimering
makingdisciples	NO TRANSLATION
malady	kwaal
malaise	malaise
malaria	malaria
malarkey	malarkey
male	manlik
malevolent	kwaadwillig
malfeasance	misdadiger
malformation	misvorming
malfunction	wanfunksionering
malice	NO TRANSLATION
malicious	kwaadwillige
malign	skadelike
malignancy	maligniteit
malignant	kwaadaardige
maligned	beswadder
mall	mall
malleable	smeebaar
mallet	hamer
malnutrition	wanvoeding
malpractice	wanpraktyke
malt	mout
mama	mamma
mambo	mambo
mamma	NO TRANSLATION
mammal	soogdier
mammoth	reuse
mammy	mammie
man	man
manage	bestuur
manageable	hanteerbare
management	bestuur
manager	bestuurder
managerial	bestuurs-
mandamus	mandamus
mandarin	mandarin
mandate	mandaat
mandatory	verpligte
mandible	mandibula
mandolin	mandolien
mandrel	mandrel
mane	NO TRANSLATION
maneuver	maneuver
maneuvering	manoeuvres
mange	NO TRANSLATION
manger	krip
mangle	mangel
mango	mango
mangosteen	Mango
mangy	brandsiek
manhole	mangat
manhood	manlikheid
manhunt	Manhunt
mania	manie
maniac	maniak
maniacal	waansinnige
manic	maniese
manicure	manicure
manicurist	manikuur
manifest	openbaar
manifestation	manifestasie
manifested	gemanifesteer
manifestly	klaarblyklik
manifesto	manifes
manifold	manifold
manipulate	manipuleer
manipulation	manipulasie
manipulative	manipulerende
mankind	mensdom
manly	manlik
manna	manna
manned	bemande
mannequin	figuur
manner	wyse
mannered	gemanierd
manners	maniere
manor	Manor
manpower	mannekrag
mansion	herehuis
mansions	wonings
manslaughter	strafbare manslag
mantel	mantel
mantis	Mantis
mantle	mantel
mantra	mantra
manual	handleiding
manufacture	vervaardiging
manufacturer	vervaardiger
manufacturing	vervaardiging
manure	mis
manuscript	manuskrip
map	kaart
maple	maple
mar	mar
marathon	marathon
marble	marmer
marbled	marmer
marbles	albasters
march	Maart
mare	NO TRANSLATION
margarine	margarien
margarita	Margarita
margin	marge
marginal	marginale
mariachi	mariachi
marijuana	dagga
marinara	Marinara
marine	mariene
mariner	Mariner
marital	huweliks
maritime	maritieme
mark	merk
marked	gemerk
marker	merker
market	mark
marketable	bemarkbare
marketing	bemarking
marketplace	mark
marks	punte
marksman	skutter
marksmanship	skerpskutter
marl	mergel
marmalade	marmelade
maroon	maroen
marooned	marooned
marquee	markiestent
marquis	markies
marred	geskend
marriage	huwelik
married	getroud
marrow	murg
marry	trou
marsh	moeras
marshal	marshal
marshmallow	Marshmallows
mart	Mart
martial	martial
martingale	martingale
martini	martini
martyr	martelaar
martyrdom	martelaarskap
marvel	bewonder
marvellous	wonderlike
marvelous	wonderlike
marvelously	wonderbaarlik
marzipan	NO TRANSLATION
mascara	maskara
mascot	gelukbringer
masculine	manlike
masculinity	manlikheid
mash	mash
mashed	fyngedruk
mask	masker
masked	gemaskerde
masks	maskers
masochism	masochisme
masochist	masochist
mason	Mason
masquerade	maskerade
mass	massa
massacre	slagting
massage	Masseer
masses	massas
masseur	masseur
masseuse	masseuse
massive	massiewe
mast	mas
master	meester
masterful	meesterlike
mastermind	meesterbrein
masterpiece	meesterstuk
mastery	meesterskap
masturbate	masturbeer
masturbation	masturbasie
mat	mat
matador	Matador
match	wedstryd
matchbook	lucifer boek
matching	bypassende
matchmaker	Match
mate	mate
material	materiaal
materialism	materialisme
materialist	materialistiese
materialistic	materialistiese
materiality	wesenlikheid
materialize	realiseer
materially	wesenlik
materials	materiaal
materiel	materieel
maternal	moederlike
maternity	kraam
math	wiskunde
mathematical	wiskundige
mathematician	wiskundige
mathematics	wiskunde
matinee	matinee
mating	paring
matriculation	matrikulasie
matrimony	huwelik
matrix	matriks
matron	matrone
matted	matte
matter	saak
matting	mat
mattress	matras
maturation	rypwording
mature	volwasse
maturity	volwassenheid
maudlin	dronkverdriet
mausoleum	mausoleum
mauve	mauve
maverick	Maverick
maxim	maxim
maximize	maksimeer
maximum	maksimum
may	mag
mayday	Mei Dag
mayflower	MAYFLOWER
mayhem	chaos
mayonnaise	mayonnaise
mayor	burgemeester
maze	doolhof
mead	heuning
meadow	weide
meager	karige
meal	maaltyd
mean	beteken
meander	meander
meandering	kronkelende
meanie	meanie
meaning	wat beteken
meaningful	betekenisvolle
meaningless	betekenisloos
meanness	gemeenheid
means	beteken
meantime	Intussen
measles	masels
measurable	meetbare
measure	meet
measured	gemeet
measurement	meting
measuring	meet
measuring cup	maat beker
measuring tape	maatband
meat	vleis
meatball	Gehaktbal
meathead	meathead
meatloaf	gehakt
mechanic	werktuigkundige
mechanical	meganiese
mechanics	meganika
mechanism	meganisme
med	NO TRANSLATION
medal	medalje
medallion	medalje
medallist	medaljewenner
meddle	inmeng
meddling	inmenging
media	media
medial	mediale
median	mediaan
mediate	bemiddel
mediation	bemiddeling
mediator	bemiddelaar
medic	medic
medical	medies
medicate	NO TRANSLATION
medication	medikasie
medicinal	medisinale
medicine	medisyne
medieval	Middeleeuse
mediocre	middelmatige
mediocrity	middelmatigheid
meditate	mediteer
meditating	mediteer
meditation	meditasie
meditative	meditatiewe
mediterranean	Mediterreense
medium	medium
medley	medley
meek	sagmoedige
meet	Ontmoet
meeting	vergadering
mega	mega
meh	meh
melancholic	melancholiese
melancholy	melancholie
melee	nabygeveg
mellow	rustig
melodious	melodieuse
melodrama	melodrama
melodramatic	melodramatiese
melody	melodie
melon	waatlemoen
melt	smelt
meltdown	ineenstorting
melting	smelt
member	lid
membership	lidmaatskap
membrane	membraan
memento	aandenking
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	onvergeetlike
memorandum	memorandum
memorial	gedenkdiens
memorials	gedenktekens
memories	herinneringe
memoriesiwontforget	NO TRANSLATION
memorize	memoriseer
memory	geheue
menace	bedreiging
menacing	dreigende
menagerie	dieretuin
mend	herstel
mending	herstel
menial	vuil
meningitis	meningitis
meniscus	meniscus
menopause	menopouse
menses	menstruasie
menstrual	menstruele
mental	verstandelike
mentalhealth	NO TRANSLATION
mentality	mentaliteit
menthol	menthol
mention	noem
mentor	mentor
menu	spyskaart
meow	miaau
mercantile	Handelsreg
mercenary	huursoldaat
merchandise	goedere
merchant	handelaar
merciful	barmhartige
merciless	genadelose
mercurial	kwik
mercury	kwik
mercy	genade
mere	blote
merengue	merengue
merge	saam te smelt
merger	samesmelting
meridian	meridiaan
meridional	meridionale
meringue	meringue
merit	meriete
meritorious	verdienstelike
mermaid	meermin
merriment	vrolikheid
merry	vrolik
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalien
mesh	maas
meshes	roosters
mesmerized	betower
mess	gemors
message	boodskap
messedup	NO TRANSLATION
messenger	boodskapper
messiah	messias
messy	slordig
metabolic	metaboliese
metabolism	metabolisme
metal	metaal
metallic	metaal
metallurgy	metallurgie
metamorphosis	metamorfose
metaphor	metafoor
metaphorical	metaforiese
metaphysical	metafisiese
metaphysics	metafisika
metastasis	metastase
meteor	meteoriet
meteoric	meteoriese
meteorite	meteoriet
meteorological	meteorologiese
meteorology	meteorologie
meter	meter
meth	meth
methadone	methadon
methane	metaan
methanol	metanol
method	metode
methodical	metodiese
methodology	metode
meticulous	noukeurige
metime	metime
metric	metrieke
metrical	metriese
metrology	meet
metropolis	metropool
metropolitan	metropolitaanse
mettle	staal
mew	mew
mezzanine	mezzanine
mica	mika
mick	Mick
micro	mikro
microbe	mikrobe
microbiology	mikrobiologie
microchip	mikroskyfie
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	mikron
microphone	mikrofoon
microscope	mikroskoop
microscopic	mikroskopiese
microscopically	mikroskopies
microscopy	mikroskopie
microwave	mikrogolf
mid	middel
midair	middel van die lug
midday	middag
middle	middel
middleman	middelman
middleweight	middelgewigtitel
midget	dwerg
midland	MIDLAND
midlife	middeljare
midline	middellyn
midnight	middernag
midshipman	midshipman
midst	midde
midsummer	midsomer
midterm	Middeltermyn
midtown	Midtown
midway	halfpad
midwife	vroedvrou
midwifery	verloskunde
mien	NO TRANSLATION
miffed	miffed
mighty	magtige
mignon	mignon
migraine	migraine
migrate	migreer
migration	migrasie
migratory	trekvoëls
mike	Mike
mil	NO TRANSLATION
mild	ligte
mildew	skimmel
mildness	sagmoedigheid
mile	myl
mileage	kilometers
milestone	mylpaal
militant	militante
militants	militante
military	militêre
militia	militia
milk	melk
milkman	melkman
milkshake	melkskommel
milky	melkerige
mill	meul
millennium	millennium
milligram	milligram
millimeter	millimeter
million	miljoen
millionaire	miljoenêr
millionth	miljoenste
millstone	meulsteen
mime	mime
mimic	naboots
mimicking	naboots
mimicry	nabootsing
mince	maalvleis
mincemeat	mincemeat
mind	gedagte
minded	minded
mindful	bedag
mindfulness	bewustheid
mindless	sinnelose
mine	myn
minefield	mynveld
miner	myner
mineral	minerale
mineralogy	mineralogie
mingle	meng
mingled	gemeng
mini	mini
miniature	miniatuur
minibus	minibus
minim	NO TRANSLATION
minimal	minimale
minimize	verminder
minimized	geminimaliseer
minimum	minimum
mining	mynbou
minion	mignon
minister	minister
ministerial	ministeriële
ministry	bediening
minivan	minibus
mink	mink
minnow	minnow
minor	klein
minority	minderheid
minstrel	siterspeler
mint	mint
minty	Minty
minuscule	baie klein
minute	minuut
minutiae	kleinigheden
minx	Minx
mir	NO TRANSLATION
miracle	wonderwerk
miracles	wonderwerke
miraculous	wonderbaarlike
mirage	lugspieëling
mire	NO TRANSLATION
mirror	spieël
mirth	vreugde
misappropriation	wanbesteding
misbehave	wangedra
misbehavior	wangedrag
miscalculation	misrekening
miscarriage	miskraam
miscellaneous	diverse
miscellany	Miscellany
mischief	kwaad
mischievous	ondeunde
misconception	wanopvatting
misconduct	wangedrag
misdemeanor	wandaad
misdirection	misdirection
miser	vrek
miserable	miserabel
miserably	klaaglik
misery	ellende
misfire	ketsschot
misfit	verarmde
misfortune	ongeluk
misguided	Mislei
mishap	ongeluk
misinformed	verkeerd ingelig
misinterpretation	waninterpretasie
mislead	mislei
misleading	misleidend
misled	mislei
mismanagement	wanbestuur
mismatch	mismatch
mismatched	mismatch
misnomer	wanbenaming
misplace	misplaatsen
misplaced	misplaas
misread	verkeerd lees
misrepresent	verdraai
misrepresentation	wanvoorstelling
misrepresented	verkeerd
miss	mis
missile	missiel
missiles	missiele
missing	ontbreek
missingyou	NO TRANSLATION
mission	missie
missionary	sendeling
misspell	onjuiste
misstatement	wanvoorstelling
missy	Missy
mist	mis
mistake	fout
mistaken	verwar
mister	Mister
mistletoe	mistel
mistreated	mishandel
mistress	minnares
mistrial	nietig geding
mistrust	wantroue
misty	mistige
misunderstand	misverstaan
misunderstanding	misverstand
misunderstood	misverstaan
misuse	misbruik
mite	mite
miter	tulband
mitigate	versag
mitigating	versagtende
mitigation	versagting
mitt	Mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	meng
mixed	gemengde
mixedemotions	gemengde gevoelens
mixer	menger
mixture	mengsel
mnemonic	mnemoniese
moan	kla
moat	sloot
mob	mob
mobile	mobiele
mobility	mobiliteit
mobilization	mobilisering
mobilize	mobiliseer
mobster	bendelid
mocha	mokka
mock	spot
mocked	bespot
mockery	bespotting
mocking	spottende
mockingbird	fantasties
mod	mod
modal	modale
modality	modaliteit
mode	wyse
model	model
modeler	modeler
modeling	modellering
modem	modem
moderate	matige
moderate anticipation	matige afwagting
moderate disgust	matige afkeer
moderate negative	matig negatief
moderate positive	matig positief
moderate surprise	matige verrassing
moderate trust	matige vertroue
moderately	matig
moderating	moderering
moderation	matigheid
moderator	moderator
modern	moderne
modernism	modernisme
modest	beskeie
modesty	beskeidenheid
modicum	greintjie
modifiable	modifiable
modification	verandering
modified	verander
modify	verander
modulate	moduleer
modulation	modulasie
module	module
modulus	modulus
mogul	hobbel
moiety	moiety
moist	klam
moisture	vog
moisturizer	bevogtiger
molar	molêre
molasses	melasse
mold	vorm
molded	gevormde
molding	giet
moldy	verkrummeld
mole	mol
molecular	molekulêre
molecule	molekule
molest	molesteer
molestation	molestering
molester	molesteerder
molten	gesmelte
mom	ma
moment	oomblik
momentary	kortstondige
momentous	gewigtige
momentum	momentum
momma	mamma
mommy	mamma
monad	monade
monarch	monarg
monarchy	monargie
monastery	klooster
monastic	klooster
monetary	monetêre
money	geld
mongoloid	Mongoloid
mongoose	mungo
mongrel	baster
monitor	monitor
monk	monnik
monkey	aap
mono	NO TRANSLATION
monochrome	monochroom
monogamous	vaste
monogamy	monogamie
monogram	monogram
monogrammed	monogram
monograph	monografie
monolayer	mono
monolith	monoliet
monologue	monoloog
monopolist	monopolis
monopoly	monopolie
monotonous	eentonige
monotony	eentonigheid
monoxide	monoksied
monsieur	Monsieur
monsoon	monsoon
monster	monster
monstrosity	gedrog
monstrous	monsteragtige
montage	montage
monte	monte
month	maand
monthly	maandelikse
monument	monument
monumental	monumentale
moo	moo
mooch	schooien
mood	bui
moods	buie
moody	buierig
moon	maan
moonbeam	Moonbeam
moonlight	maanlig
moonlit	maanverligte
moonshine	maanskyn
moonstruck	maan siek
moonwalk	moonwalk
moor	moor
moored	vasgemeer
mooring	anker
moorings	ligplaatsen
moorland	heide
moose	eland
moot	Moot
mooted	geopper
mop	mop
mope	druiloor
moped	brommer
moral	morele
morale	moraal
morality	moraliteit
morals	morele waardes
morass	moeras
moratorium	moratorium
moray	Moray
morbid	morbied
morbidity	morbiditeit
morbidness	morbidness
mores	mores
morgue	lykshuis
moribund	sieklike
morn	môre
morning	oggend
moron	moroon
moronic	moronic
morose	morose
morph	morph
morphine	morfien
morphism	morfisme
morphology	morfologie
morrow	môre
morsel	stukkie
mortal	sterflik
mortality	sterfte
mortar	mortier
mortgage	verband
mortgagee	verbandhouer
mortgagor	verbandgewer
mortician	begrafnisondernemer
mortification	tugtiging
mortified	afgehaal
mortuary	lykshuis
mosaic	mosaïek
mosey	rond hang
mosque	moskee
mosquito	muskiet
moss	Moss
mossy	mossig
mote	NO TRANSLATION
motel	motel
moth	mot
mother	moeder
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	moederskap
motherland	moederland
motherless	moederloos
motherly	moederlike
motif	motief
motion	beweging
motionless	bewegingloos
motivate	motiveer
motivating	motiverende
motivation	motivering
motivational	motiverende
motive	motief
motley	mengelmoes
motor	motor
motorbike	motorfiets
motorboat	motorboot
motorcade	konvooi
motorcar	motorvoertuig
motorcycle	motorfiets
motorist	motoris
motte	Motte
mottled	gevlekte
motto	leuse
mould	vorm
mound	heuwel
mount	berg
mountain	berg
mountaineer	bergklimmer
mountainous	bergagtige
mountains	berge
mountaintop	bergtop
mourn	treur
