Word	ca
jag	NO TRANSLATION
jagged	dentat
jaguar	jaguar
jail	presó
jailbird	jailbird
jailbreak	jailbreak
jailer	carcelero
jailhouse	casa de la presó
jalopy	jalopy
jam	melmelada
jamboree	jamboree
jammed	embussat
jammer	jammer
janitor	conserge
janitorial	conserge
japan	Japó
jar	jar
jargon	argot
jarhead	jarhead
jarring	nerviós
jasmine	gessamí
jasper	jaspi
jaundice	icterícia
jaunt	Jaunt
java	java
javelin	javelina
jaw	mandíbula
jawbone	mandíbula
jaws	mandíbules
jay	jay
jazz	jazz
jazzy	jazzy
jealous	gelós
jealousy	gelosia
jean	Jean
jeans	texans
jeep	jeep
jeering	embogir
jelly	gelatina
jellybean	jellybean
jellyfish	medusa
jenny	jenny
jeopardize	compromès
jeopardy	perill
jerk	estrèpit
jerks	ximples
jerky	cruixent
jersey	samarreta
jest	NO TRANSLATION
jester	bufó
jesus	jesus
jet	jet
jetty	embarcador
jewel	joia
jeweler	joier
jewelry	joieria
jib	boig
jiff	NO TRANSLATION
jiffy	Sentiu
jig	jig
jiggle	jiggle
jigsaw	trencaclosques
jihad	jihad
jimmy	Jimmy
jingle	jingle
jinx	jinx
jitters	nervis
jittery	nerviós
jive	jive
job	treball
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	passeja
jogger	jogger
john	john
join	unir-se
joined	unit
joining	unir-se
joint	conjunt
jointly	conjuntament
joke	broma
joker	bromista
joking	fent broma
jolly	alegre
jolt	bretxa
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	revista
journalism	periodisme
journalist	periodista
journalistic	periodístic
journey	viatge
journeyman	viatger
joust	joust
jovial	jovial
joy	alegria
joyful	alegre
joyous	alegre
joyride	joyride
joys	alegries
jubilant	jubilant
jubilee	jubileu
judge	jutge
judged	jutjat
judging	jutjant
judgment	judici
judgmental	judici
judicial	judicial
judiciary	judiciari
judicious	prudent
judo	judo
jug	gerra
juggle	fer malabars
juggler	malabarista
juggling	malabarisme
jugular	yugular
juice	suc
juicer	exprimidor
juicy	sucós
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	confús
jumbled	involucrat
jumbo	jumbo
jump	saltar
jump rope	corda de saltar
jumper	saltador
jumpsuit	mono
jumpy	saltós
junction	unió
juncture	junction
jungle	jungla
junior	junior
juniper	ginebre
junk	escombraries
junket	junket
junkie	drogadicte
junky	embogit
junkyard	ferralla
junta	junta
juridical	jurídic
jurisdiction	jurisdicció
jurisprudence	jurisprudència
jurist	jurista
juror	jurat
jury	jurat
justice	justícia
justifiable	justificable
justification	justificació
justify	justificar
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	juvenil
juxtaposition	juxtaposició
kaiser	kaiser
kale	col
kaleidoscope	caleidoscopio
kamikaze	kamikaze
kangaroo	cangur
kanji	Kanji
kappa	Kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	caiac
kazoo	kazoo
kebab	kebab
keel	quilla
keen	molt agraït
keep	mantenir
keeper	guardià
keeping	manteniment
keepsake	record
keg	barrilet
kelp	algues
ken	ken
kennel	gossera
kerchief	panerola
kern	kern
kernel	kernel
kerosene	querosè
ketchup	salsa de tomàquet
kettle	bullidor d'aigua
key	clau
keyboard	teclat
keyed	clauada
keyhole	forat de clau
keynote	keynote
keypad	teclat numèric
keystone	pedra angular
keyword	paraula clau
khaki	caqui
khan	khan
kibble	kibble
kick	patada
kickboxing	kickboxing
kicker	kicker
kicking	puntades
kickoff	kickoff
kid	noi
kidder	noi
kidding	broma
kiddo	kiddo
kiddos	kiddos
kidnap	segrestar
kidnapped	segrestat
kidnapper	segrestador
kidnapping	segrest
kidney	ronyó
kids	nens
kill	matar
killer	assassí
killing	matant
killjoy	killjoy
kiln	forn
kilo	NO TRANSLATION
kilogram	quilogram
kilometer	quilòmetre
kilt	kilt
kimono	kimono
kin	familiars
kind	amable
kindergarten	guarderia
kindling	encendre
kindness	bondat
kindred	familiar
kinematics	cinemàtica
kinesiology	kinesiologia
kinetic	cinètica
king	rei
king snake	serp de rei
kingdom	regne
kingpin	kingpin
kink	enfadat
kinky	molest
kinship	parentiu
kiosk	quiosc
kirk	kirk
kiss	besar
kisser	kisser
kissy	kissy
kit	kit
kitchen	cuina
kite	cometa
kitten	gatet
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	motxilla
knead	pastar
knee	genoll
kneecap	ròtula
kneel	agenollar
kneeling	agenollat
knell	genial
knick	knick
knickers	calces
knife	ganivet
knight	cavaller
knighthood	cavalleria
knit	Teixir
knob	mànec
knock	trucar
knockoff	knockoff
knockout	nocaut
knoll	monticle
knot	nus
knots	nusos
knotted	nusos
know	sapigueu
knowing	sabent
knowingly	amb coneixement
knowledge	coneixement
knowledgeable	coneixedor
knuckle	nudillo
knucklehead	cap de nus
knuckles	nudillos
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kriptonita
kudos	felicitats
kumquat	kumquat
lab	laboratori
label	etiqueta
labor	treball
laboratory	laboratori
labored	treballat
laborer	treballador
laboring	treballant
laborious	laboriosa
labyrinth	laberint
lac	lac
lace	encaix
laceration	laceració
lack	falta
lackey	lacayo
lacking	mancat
lackluster	absurd
lacquer	laca
lacrosse	lacrosse
lactose	lactosa
lad	noi
ladder	escala
laddie	laddie
laden	carregat
lading	Carregant
ladle	cullerot
lady	senyora
lady bug	NO TRANSLATION
ladybug	marieta
ladylike	senyora
ladyship	senyoria
lag	retard
lager	NO TRANSLATION
lagging	retardat
lagoon	llacuna
lair	guarida
laity	laics
lake	llac
lama	NO TRANSLATION
lamb	xai
lame	coix
lament	lamentar
lamenting	lamentant
lamina	làmina
laminated	laminat
lamp	llum
lamppost	fanal
lance	llança
lancer	lancer
land	terra
landed	aterrat
landfall	la terra
landfill	abocador
landing	aterratge
landlady	propietari
landlocked	sense litoral
landlord	patró
landmark	fita
lands	terres
landscape	paisatge
landscaping	paisatgisme
landslide	deslizamiento de terra
lane	carril
language	llenguatge
languid	lànguid
languish	languidece
languishing	languideciendo
lanky	lanky
lantern	fanal
lap	volta
lapdog	lapdog
lapel	solapa
lapse	lapse
lapsed	ha caducat
laptop	portàtil
larceny	larceny
lard	mantega de porc
larder	rebost
large	gran
larger	més gran
largo	NO TRANSLATION
lark	aladroga
larva	larva
laryngitis	laringitis
larynx	laringe
lasagna	lasanya
laser	làser
lash	pestanya
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	durador
lastminute	últim minut
latch	tancament
late	tard
lateness	retard
latent	latent
lateral	lateral
laterally	lateralment
latex	làtex
lathe	torn
lather	esmalt
latitude	latitud
latrine	latrina
latrines	latrines
latte	llet
lattice	gelosia
laud	laud
laudable	lloable
laudation	laudació
laudatory	laudatòria
laugh	riure
laughable	risible
laughing	rient
laughingstock	NO TRANSLATION
laughs	riu
laughter	riure
launch	llançament
launcher	llançador
launches	llança
launder	blanquejar
laundering	blanqueig
laundry	bugaderia
laureate	laureado
laurel	llorer
laurels	laureles
lava	lava
lavage	rentat
lavatory	lavabo
lavender	lavanda
lavish	genial
law	Llei
lawful	lícit
lawless	sense llei
lawlessness	angoixa
lawman	advocat
lawn	gespa
lawnmower	talladora de gespa
lawsuit	demanda
lawyer	advocat
lax	laxa
laxative	laxant
lay	posar
layaway	Layaway
layer	capa
layered	en capes
layman	laic
layout	disseny
layover	escalat
laziness	mandra
lazy	mandrós
lazyday	dia mandrós
lea	llegiu
lead	dirigir
leaded	conduït
leader	líder
leadership	lideratge
leading	líder
leads	condueix
leaf	full
leaflet	prospecte
leafy	frondós
league	lliga
leak	fugida
leakage	fuites
leaky	fugaç
lean	inclinació
leaned	es va inclinar
leaning	recolzant-se
leap	Salt, saltar
learn	aprendre
learned	après
learner	aprenent
learning	aprenentatge
lease	arrendament
leash	corretja
leather	cuir
leathery	cuirosa
leave	sortir
leavemealone	Deixa'm sol
leaving	sortint
lecherous	lleig
lecture	Conferència
lecturer	professor
ledge	cornisa
ledger	llibre de notes
lee	llegeix
leech	sangui
leeches	flors
leer	NO TRANSLATION
leery	alegre
lees	NO TRANSLATION
leeway	marge de marge
left	esquerra
leftout	NO TRANSLATION
leftover	sobreeixidor
leftovers	sobres
lefty	esquerrans
leg	cama
legacy	llegat
legal	legal
legality	legalitat
legalize	legalitzar
legalized	legalitzat
legally	legalment
legend	llegenda
legendary	llegendari
legibility	llegibilitat
legible	llegible
legion	legió
legislate	legislar
legislation	legislació
legislative	legislatiu
legislator	legislador
legislature	legislatura
legit	legítim
legitimacy	legitimitat
legitimate	legítim
lego	lego
legs	cames
legume	llegum
legwork	treballs legals
leisure	oci
leisurely	tranquil
lemma	lema
lemon	llimona
lemonade	llimonada
lend	prestar
lender	prestador
lending	préstecs
length	llargada
lengthen	allargar
lengthened	allargat
lengthening	allargant
lengthwise	longitudinal
lengthy	llarg
leniency	indulgència
lenient	indulgent
lens	lent
leopard	leopard
leotard	leotard
leper	leprós
leprechaun	leprechaun
leprosy	lepra
lesbian	lesbianes
lesbianism	lesbianisme
lesion	lesió
less	menys
lessee	arrendatari
lessen	disminuir
lessening	disminució
lesser	menor
lesson	lliçó
lessor	arrendador
let	deixar
lethal	letal
lethargic	letargs
lethargy	letargia
letter	carta
lettered	lletrats
letterhead	capçalera
lettering	lletres
letters	cartes
lettuce	enciam
leukemia	leucèmia
levee	malecón
level	nivell
lever	palanca
leverage	apalancament
levitate	levitar
levy	imposar
lewd	lewd
lexicon	lèxic
ley	NO TRANSLATION
liabilities	passius
liability	responsabilitat civil
liable	Responsable
liaison	enllaç
liar	mentir
libel	libel
libelous	difamat
liberal	liberal
liberalism	liberalisme
liberate	alliberar
liberated	alliberat
liberating	alliberant
liberation	alliberament
liberty	llibertat
libido	libido
librarian	bibliotecari
library	biblioteca
libretto	llibret
lice	polls
license	llicència
lichen	líquen
lick	llepar
licorice	regalèssia
lid	tapa
lie	mentir
liege	liege
lien	lien
lieu	lloc
lieutenant	lloctinent
life	vida
lifeblood	ànima vital
lifeboat	bots salvavides
lifeguard	socorrista
lifeisgood	la vida és bona
lifeless	sense vida
lifelike	realista
lifeline	salvavides
lifelong	durant tota la vida
lifer	lifer
lifesaver	salvavides
lifestyle	estil de vida
lifesucks	lifesucks
lifetime	tota una vida
lift	ascensor
lifted	aixecat
liftoff	enlairar
ligament	ligament
ligation	ligadura
ligature	lligadura
light	llum
light year	any llum
lightbulb	bombeta
lighten	alleugerir
lightheaded	mareig
lighthouse	far
lighting	il·luminació
lightness	lleugeresa
lightning	raig
lights	llums
lightweight	lleuger
likable	estimable
like	M'agrada
likelihood	probabilitat
likely	probablement
likeness	semblant
likewise	igualment
liking	a gust
lilac	lila
lily	lliri
limb	extremitat
limber	limber
limbo	limbo
lime	Lima
limelight	Focelight
limestone	calcària
limey	limey
limit	límit
limitation	limitació
limited	limitat
limitless	sense límits
limo	limusina
limousine	limusina
limp	boig
lin	lin
line	línia
lineage	llinatge
lineal	lineal
linear	lineal
linebacker	linebacker
lined	revestit
linen	roba de llit
liner	liner
lines	línies
lineup	alineació
linger	demora
lingerie	roba interior
lingering	persistent
lingo	lingo
lingual	lingual
linguini	linguini
linguist	lingüista
linguistic	lingüístic
linguistics	lingüística
lining	revestiment
link	enllaç
linoleum	linòleum
lint	Lint
lion	lleó
lip	llavi
liposuction	liposucció
lipstick	llapis de llavis
liquefaction	licuefacció
liquefied	licuat
liqueur	licor
liquid	líquid
liquidate	liquidar
liquidation	liquidació
liquidator	liquidador
liquidity	liquiditat
liquor	licor
lira	NO TRANSLATION
lisp	lisp
list	llista
listen	escoltar
listener	oient
listenting	NO TRANSLATION
listing	llista
listless	sense sentit
listneing	NO TRANSLATION
litany	letania
liter	litre
literacy	alfabetització
literal	literal
literally	literalment
literary	literari
literature	literatura
lithe	lithe
lithium	liti
lithograph	litografia
lithography	litografia
lithology	litologia
lithosphere	litosfera
litigant	litigant
litigate	litigar
litigation	litigi
litigator	litigant
litigious	litigiosos
litter	escombraries
little	poc
littlethings	petites coses
littoral	litoral
liturgy	litúrgia
live	en directe
livelife	viu la vida
livelihood	mitjans de subsistència
lively	animat
liven	viu
liver	fetge
livery	lliura
livestock	bestiar
livid	líquid
living	vivent
lizard	llangardaix
llama	flama
lml	lml
load	càrrega
loader	carregador
loaf	pa
loafer	loafer
loam	loam
loan	préstec
loath	repugnància
loathe	no ho dubtis
loathful	repugnant
loathing	aversió
loathsome	desconcertant
lobby	lobby
lobbyist	lobbista
lobe	lòbul
lobotomy	lobotomia
lobster	llagosta
local	local
locale	local
locality	localitat
localization	localització
localize	localitzar
localized	localitzat
locate	localitzar
location	ubicació
locator	localitzador
loch	loch
lock	bloqueig
locker	taquilla
locket	locket
locksmith	serralleria
lockup	tancar
loco	boig
locomotion	locomoció
locomotive	locomotora
locust	llagosta
lode	NO TRANSLATION
lodge	allotjament
lodger	hostessa
lodging	allotjament
loft	loft
lofty	elevat
log	registre
logarithm	logaritme
logarithmic	logarítmic
logic	lògica
logical	lògic
logistics	logística
logo	logotip
logotype	logotip
loin	NO TRANSLATION
lollipop	piruleta
lone	solitari
loneliness	solitud
lonely	solitari
loner	solitari
lonesome	solitari
long	llarg
longboat	llanxa llarga
longevity	longevitat
longing	anhel
longitude	longitud
longitudinal	longitudinal
longitudinally	longitudinalment
longtime	llarg temps
loo	loo
look	mira
looker	looker
lookout	Estar atent
loom	teler
looming	endavant
loon	loon
loony	loony
loop	loop
loophole	llacuna
loopy	boja
loose	solt
loosen	afluixar
loosening	aflojat
loot	botí
lop	lop
lopsided	lopsided
lord	senyor
lords	senyors
lordship	senyoria
lore	lore
lorry	camió
lose	perdre
loser	perdedor
losing	perdent
loss	pèrdua
lost	perdut
lot	molt
lotion	loció
lots	lots
lottery	loteria
lotto	Lotto
lotus	lotus
loud	fort
loudly	en veu alta
loudmouth	loudmouth
loudness	sonoritat
loudspeaker	altaveu
lounge	saló
lounging	descansant
louse	piojo
lousy	pèssim
lovable	amable
love	amor
loved	estimat
lovee	lovee
loveee	amorós
loveless	sense amor
lovelife	NO TRANSLATION
loveliness	bellesa
lovelovelove	NO TRANSLATION
lovely	preciosa
lovemaking	fer l'amor
lovemylife	estimo la meva vida
lover	amant
lovesick	amors
lovethis	lovethis
loving	estimant
lovinglife	amorosa vida
lovinlife	Lovinlife
low	baix
lowdown	baixada
lower	més baix
lowering	baixant
lowest	el més baix
lowlands	terres baixes
lowlife	baixa vida
lowly	humil
lox	lox
loyal	lleial
loyalty	lleialtat
lsd	lsd
luau	luau
lube	lubricant
lubricant	lubricant
lubricate	lubricar
lubrication	lubricació
lucid	lúcid
luck	sort
luckiest	més afortunat
lucky	afortunat
luckygirl	noia amb sort
lucrative	lucratiu
ludicrous	ridícul
lug	lug
luggage	equipatge
lukewarm	tebi
lull	calma
lullaby	cançó de bressol
lumbar	lumbar
lumber	maderera
lumbering	tornejat
lumberjack	llenyataire
luminescent	luminescente
luminous	lluminós
lump	mòdul
lumpy	boig
lunacy	ludeig
lunar	lunar
lunatic	lunàtic
lunch	dinar
lunchbox	carmanyola
luncheon	dinar
lunchtime	hora de dinar
lung	pulmó
lunge	estrenyiment
lungs	pulmons
lurch	empeny
lure	atraure
lurid	escabrosos
lurk	escampa
lurking	a l'aguait
luscious	luscious
lush	exuberant
lust	lujuria
luster	brillantor
lustful	alegre
lustrous	brillant
lusty	lusty
lute	laúd
luxuriant	exuberant
luxurious	luxós
luxury	luxe
lycra	lycra
lye	lye
lying	estirat
lymph	limfa
lymphatic	limfàtic
lymphoma	limfoma
lynch	linxar
lynching	linxament
lynx	linx
lyre	lira
lyric	lírica
lyrical	líric
lyrics	lletres
macadamia	Macadamia
macarena	Macarena
macaroni	macarrons
mace	maça
mach	Mach
machete	machete
machine	màquina
machinery	maquinària
machinist	maquinista
macho	macho
mackerel	verat
macro	macro
mad	boig
madam	senyora
madame	senyora
madden	boig
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	boig
madness	bogeria
maestro	mestre
mafia	màfia
magazine	revista
mage	mage
magenta	magenta
maggot	maggot
magic	màgia
magical	màgic
magician	mago
magistrate	magistrat
magma	magma
magna	magna
magnate	magnat
magnesium	magnesi
magnet	imant
magnetic	magnètic
magnetism	magnetisme
magnetite	magnetita
magnification	ampliació
magnificence	magnificència
magnificent	magnífic
magnifier	lupa
magnify	augmentar
magnifying	augmentant
magnitude	magnitud
magnolia	magnolia
magpie	urraca
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	caoba
maid	criada
maiden	donzella
mail	mail
mailbox	bústia de correu
mailing	enviament postal
mailman	mailman
maim	NO TRANSLATION
main	principal
mainframe	mainframe
mainland	terra ferma
mainstay	pilar
mainstream	mainstream
maintain	mantenir
maintenance	manteniment
majestic	majestuós
majesty	majestat
major	major
majority	majoria
make	fer
makeover	reforma
maker	fabricant
makeshift	improvisat
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	maquillatge
makingdisciples	NO TRANSLATION
malady	malaltia
malaise	malestar
malaria	malària
malarkey	Malarkey
male	mascle
malevolent	malevolent
malfeasance	malversació
malformation	malformació
malfunction	funcionament defectuós
malice	NO TRANSLATION
malicious	maliciós
malign	maligne
malignancy	malignitat
malignant	maligne
maligned	maligne
mall	centre comercial
malleable	maleable
mallet	mall
malnutrition	malnutrició
malpractice	negligència
malt	malta
mama	mare
mambo	mambo
mamma	NO TRANSLATION
mammal	mamífer
mammoth	mamut
mammy	mamita
man	home
manage	gestionar
manageable	manejable
management	gestió
manager	gerent
managerial	gerencial
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	obligatori
mandible	mandíbula
mandolin	mandolina
mandrel	mandril
mane	NO TRANSLATION
maneuver	maniobra
maneuvering	maniobra
mange	NO TRANSLATION
manger	pessebre
mangle	mangle
mango	mango
mangosteen	mangostà
mangy	mangy
manhole	buit
manhood	manhood
manhunt	manhunt
mania	mania
maniac	maníac
maniacal	maníacs
manic	maníac
manicure	manicura
manicurist	manicurista
manifest	manifest
manifestation	manifestació
manifested	es manifesta
manifestly	manifestament
manifesto	manifest
manifold	col.lector
manipulate	manipular
manipulation	manipulació
manipulative	manipulador
mankind	la humanitat
manly	varonil
manna	mannà
manned	tripulats
mannequin	maniquí
manner	manera
mannered	educat
manners	maneres
manor	mansió
manpower	mà d'obra
mansion	mansió
mansions	mansions
manslaughter	homicidi
mantel	mantel
mantis	mantis
mantle	mantell
mantra	mantra
manual	manual
manufacture	fabricació
manufacturer	fabricant
manufacturing	fabricació
manure	fems
manuscript	manuscrit
map	mapa
maple	arce
mar	mar
marathon	marató
marble	marbre
marbled	de marbre
marbles	marbres
march	marxa
mare	NO TRANSLATION
margarine	margarina
margarita	margarita
margin	marge
marginal	marginal
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	marí
mariner	mariner
marital	marital
maritime	marítim
mark	senyal
marked	marcat
marker	marcador
market	mercat
marketable	comercialitzable
marketing	màrqueting
marketplace	mercat
marks	marques
marksman	tirador
marksmanship	punteria
marl	marl
marmalade	melmelada
maroon	granat
marooned	abandonat
marquee	marquesina
marquis	marquès
marred	marcat
marriage	matrimoni
married	casat
marrow	medul · la
marry	casar-se
marsh	pantà
marshal	mariscal
marshmallow	malvavisc
mart	mart
martial	marcial
martingale	martingale
martini	martini
martyr	màrtir
martyrdom	martiri
marvel	meravella
marvellous	meravellós
marvelous	meravellós
marvelously	de meravella
marzipan	NO TRANSLATION
mascara	màscara
mascot	mascota
masculine	masculí
masculinity	masculinitat
mash	puré
mashed	puré
mask	màscara
masked	emmascarat
masks	màscares
masochism	masoquisme
masochist	masoquista
mason	maseró
masquerade	masquerade
mass	massa
massacre	massacre
massage	massatge
masses	masses
masseur	massatgista
masseuse	massatgista
massive	massiu
mast	màstil
master	mestre
masterful	magistral
mastermind	cervell
masterpiece	obra mestra
mastery	domini
masturbate	masturbarse
masturbation	masturbació
mat	estora
matador	matador
match	partit
matchbook	llibreta de partit
matching	coincidència
matchmaker	casamentero
mate	company
material	material
materialism	materialisme
materialist	materialista
materialistic	materialista
materiality	materialitat
materialize	materialitzar
materially	materialment
materials	materials
materiel	material
maternal	maternal
maternity	maternitat
math	matemàtiques
mathematical	matemàtic
mathematician	matemàtic
mathematics	matemàtiques
matinee	matinee
mating	aparellament
matriculation	matrícula
matrimony	matrimonis
matrix	matriu
matron	matrona
matted	estucat
matter	matèria
matting	estero
mattress	matalàs
maturation	maduració
mature	madur
maturity	maduresa
maudlin	maudlin
mausoleum	mausoleu
mauve	malva
maverick	maverick
maxim	maxim
maximize	maximitzar
maximum	màxim
may	pot
mayday	auxili
mayflower	Mayflower
mayhem	caos
mayonnaise	maionesa
mayor	alcalde
maze	laberint
mead	palla
meadow	prat
meager	pobre
meal	menjar
mean	significar
meander	meandre
meandering	meandre
meanie	malvat
meaning	significat
meaningful	significatiu
meaningless	sense sentit
meanness	meanness
means	significa
meantime	Mentrestant
measles	xarampió
measurable	mesurable
measure	mesurar
measured	mesurat
measurement	mesurament
measuring	mesurar
measuring cup	tassa de mesurar
measuring tape	cinta mètrica
meat	carn
meatball	boliña
meathead	cap de carn
meatloaf	truita de carn
mechanic	mecànic
mechanical	mecànic
mechanics	mecànica
mechanism	mecanisme
med	NO TRANSLATION
medal	medalla
medallion	medalló
medallist	medallista
meddle	entrometerse
meddling	interferència
media	mitjans de comunicació
medial	medial
median	mitjana
mediate	mediteu
mediation	mediació
mediator	mediador
medic	medic
medical	mèdic
medicate	NO TRANSLATION
medication	medicació
medicinal	medicinal
medicine	medicina
medieval	medieval
mediocre	mediocre
mediocrity	mediocritat
meditate	meditar
meditating	meditar
meditation	meditació
meditative	meditativa
mediterranean	mediterrània
medium	mitjà
medley	medley
meek	mansió
meet	trobar-se
meeting	reunió
mega	mega
meh	meh
melancholic	malenconiós
melancholy	malenconia
melee	melee
mellow	melós
melodious	melodiós
melodrama	melodrama
melodramatic	melodramàtic
melody	melodia
melon	meló
melt	es fon
meltdown	fondre
melting	fusió
member	membre
membership	membres
membrane	membrana
memento	record
memo	memo
memoir	memòries
memorabilia	records
memorable	memorable
memorandum	memoràndum
memorial	memorial
memorials	memorials
memories	records
memoriesiwontforget	NO TRANSLATION
memorize	memoritzar
memory	memòria
menace	amenaça
menacing	amenaçador
menagerie	menagerie
mend	reparar
mending	reparació
menial	Menial
meningitis	meningitis
meniscus	menisc
menopause	menopausa
menses	menstruacions
menstrual	menstrual
mental	mentals
mentalhealth	NO TRANSLATION
mentality	mentalitat
menthol	mentol
mention	menció
mentor	mentor
menu	menú
meow	meu
mercantile	mercantil
mercenary	mercenari
merchandise	mercaderia
merchant	comerciant
merciful	misericordiós
merciless	sense pietat
mercurial	mercurial
mercury	mercuri
mercy	gràcies
mere	mera
merengue	Merengue
merge	fusionar
merger	fusió
meridian	meridiano
meridional	meridional
meringue	merengue
merit	mèrit
meritorious	meritori
mermaid	sirena
merriment	alegria
merry	alegre
merrychristmas	NO TRANSLATION
mesa	taula
mescaline	Mescalina
mesh	malla
meshes	malles
mesmerized	hipnotitzat
mess	desordre
message	missatge
messedup	NO TRANSLATION
messenger	missatger
messiah	messiah
messy	desordenat
metabolic	metabòlic
metabolism	metabolisme
metal	metall
metallic	metàl·lics
metallurgy	metal·lúrgia
metamorphosis	metamorfosi
metaphor	metàfora
metaphorical	metafòrica
metaphysical	metafísica
metaphysics	metafísica
metastasis	metàstasi
meteor	meteoro
meteoric	meteoric
meteorite	meteorit
meteorological	meteorològic
meteorology	meteorologia
meter	metre
meth	meth
methadone	metadona
methane	metà
methanol	metanol
method	mètode
methodical	metòdic
methodology	metodologia
meticulous	meticulós
metime	metme
metric	mètrica
metrical	mètrica
metrology	metrologia
metropolis	metròpoli
metropolitan	metropolitana
mettle	esmorteir
mew	Mew
mezzanine	entresòl
mica	mica
mick	Mick
micro	micro
microbe	microbis
microbiology	microbiologia
microchip	microxip
microcosm	microcosmos
microfilm	microfilm
microgram	microgram
micrometer	micròmetre
micron	micra
microphone	micròfon
microscope	microscopi
microscopic	microscòpic
microscopically	microscòpicament
microscopy	microscòpia
microwave	microones
mid	a mitjans
midair	midair
midday	migdia
middle	mig
middleman	intermediari
middleweight	pes mitjà
midget	àvia
midland	midland
midlife	mitjanit
midline	línia mitjana
midnight	mitjanit
midshipman	midshipman
midst	mitjà
midsummer	estiu
midterm	mitja part
midtown	centre del centre
midway	a mig camí
midwife	llevadora
midwifery	obstrucció
mien	NO TRANSLATION
miffed	fallit
mighty	poderós
mignon	mignon
migraine	migranya
migrate	migrar
migration	migració
migratory	migratori
mike	micròfon
mil	NO TRANSLATION
mild	lleu
mildew	mildiu
mildness	suavitat
mile	milla
mileage	quilometratge
milestone	fita
militant	militant
militants	militants
military	militars
militia	milícies
milk	llet
milkman	lletero
milkshake	batut de llet
milky	làctic
mill	molí
millennium	mil·lenni
milligram	mil·ligram
millimeter	mil·límetre
million	milions
millionaire	milionari
millionth	milionèsima
millstone	molí de pedra
mime	mime
mimic	imitador
mimicking	imitant
mimicry	mimetisme
mince	picar
mincemeat	picat
mind	ment
minded	mentida
mindful	atent
mindfulness	consciència
mindless	sense sentit
mine	meu
minefield	camp de mines
miner	miner
mineral	mineral
mineralogy	mineralogia
mingle	barrejar
mingled	barrejat
mini	mini
miniature	miniatura
minibus	minibus
minim	NO TRANSLATION
minimal	mínim
minimize	minimitzar
minimized	minimitzat
minimum	mínim
mining	mineria
minion	minion
minister	ministre
ministerial	ministerial
ministry	Ministeri
minivan	monovolumen
mink	visó
minnow	Minnow
minor	menor
minority	minoria
minstrel	minstrel
mint	menta
minty	menta
minuscule	minúscul
minute	minut
minutiae	minucioses
minx	minx
mir	NO TRANSLATION
miracle	miracle
miracles	miracles
miraculous	miraculós
mirage	miratge
mire	NO TRANSLATION
mirror	mirall
mirth	alegria
misappropriation	apropiació indeguda
misbehave	mal comportament
misbehavior	mal comportamiento
miscalculation	càlcul equivocat
miscarriage	avortament involuntari
miscellaneous	divers
miscellany	Miscel·lània
mischief	travesura
mischievous	entremaliat
misconception	equívoca
misconduct	mala conducta
misdemeanor	falta menys
misdirection	mala direcció
miser	avaro
miserable	miserable
miserably	miserablement
misery	misèria
misfire	incapacitat
misfit	incomplir
misfortune	desgràcia
misguided	equivocada
mishap	contratemps
misinformed	desinformat
misinterpretation	mala interpretació
mislead	enganyar
misleading	enganyós
misled	enganyat
mismanagement	mala administració
mismatch	incompatibilitat
mismatched	incompatible
misnomer	nom incorrecte
misplace	esborrar
misplaced	fora de lloc
misread	mal lectura
misrepresent	tergiversar
misrepresentation	tergiversació
misrepresented	mal representat
miss	senyoreta
missile	míssil
missiles	míssils
missing	falta
missingyou	NO TRANSLATION
mission	missió
missionary	missioner
misspell	misspell
misstatement	equivocació incorrecta
missy	Missy
mist	boira
mistake	errada
mistaken	equivocat
mister	senyor
mistletoe	vesc
mistreated	maltractat
mistress	amant
mistrial	mistrial
mistrust	desconfiança
misty	boirosa
misunderstand	malentendre
misunderstanding	malentès
misunderstood	incomprendido
misuse	mal ús
mite	àcar
miter	Mitre
mitigate	mitigar
mitigating	mitigant
mitigation	mitigació
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	barrejar
mixed	barrejat
mixedemotions	emocions barrejades
mixer	mesclador
mixture	barreja
mnemonic	mnemònic
moan	gemegar
moat	fossat
mob	mob
mobile	mòbil
mobility	mobilitat
mobilization	mobilització
mobilize	mobilitzar
mobster	mafiós
mocha	moca
mock	burla
mocked	burlat
mockery	burla
mocking	burlant
mockingbird	mockingbird
mod	mod
modal	modal
modality	modalitat
