Word	ht
impairment	andikap
impart	pataje
impartial	san patipri
impartiality	enpasyalite
impassable	enfranchisabl
impassioned	anbete
impatience	enpasyans
impatient	enpasyan
impatiently	NO TRANSLATION
impeach	anpeche
impeachment	anpeche
impeccable	parfèt
impede	anpeche
impediment	entèdiksyon
impelled	enpilsyon
impending	pwolonje
impenetrable	inpénétrabl
imperative	enperatif
imperceptible	insansibl
imperfect	Enkonplè
imperfection	enpèfeksyon
imperfectly	enpafè
imperial	Imperial
imperialist	NO TRANSLATION
impermeable	Enpèmeyab
impermissible	enpotib
impersonal	impersonal
impersonate	imite
impersonation	Imèlasyon
impersonator	imigran
impertinence	enpitans
impertinent	enpitant
impervious	enpèmeyab
impetuous	non
impetus	tanpri
implacable	enfratab
implant	implant
implantation	enplantasyon
implanted	enplante
implement	aplike
implicate	enplike
implicated	enplike
implication	enplikasyon
implied	enplisit
implore	mande
implosion	emosyon
imply	vle di
impolite	enpilsyon
import	enpòte
importance	enpòtans
important	enpòtan
importation	enpòtasyon
impose	enpoze
imposing	enpoze
imposition	enpozisyon
impossibility	enposib
impossible	enposib
impostor	enpostè
impotence	enpotans
impotent	enpotan
impound	souf
impoverished	pòv
impracticable	inkonkrè
impractical	Inposibl
impregnable	inpénétrabl
impregnate	enpreye
impress	enpresyone
impressed	enpresyone
impression	enpresyon
impressionable	enpresyonab
impressive	enpresyonan
imprint	anprent
imprison	prizon
imprisoned	prizon
imprisonment	prizon
improbable	pwobab
impromptu	enprovize
improper	move
impropriety	enpwopriyete
improve	amelyore
improved	amelyore
improvement	amelyorasyon
improves	amelyore
improving	amelyore
improvisation	enpwovizasyon
improvise	enpresyone
improvised	elatriye
imprudent	enprudant
impudence	enpwisans
impudent	soupou
impulse	enpilsyon
impulsive	san reflechi
impunity	enpinite
impure	mal
impurity	anpati
imputation	enputasyon
imtryingtosleep	NO TRANSLATION
inability	enkapasite
inaccessible	inaksesibl
inaccurate	kòrèk
inaction	inaksyon
inactivate	inaktif
inactivation	inaktivasyon
inactive	inaktif
inactivity	inaktivite
inadequacy	enkapasite
inadequate	apwopriye
inadequateness	ensifizans
inadmissible	inadmissible
inadvertent	inadvèrtan
inadvertently	inadvèrtans
inaffable	NO TRANSLATION
inalienable	inalienable
inane	inane
inanimate	inanime
inapplicable	inapplikab
inappropriate	apwopriye
inattention	neglijans
inaudible	fèbl
inaugural	inogirasyon
inaugurate	inogire
inauguration	inogirasyon
inborn	enkoni
inbound	antre
inbred	anbrase
incalculable	incalculable
incandescent	enkandesan
incantation	ankourajman
incapable	enkapab
incapacity	enkapasite
incarceration	anprizònman
incarnate	senkan
incase	incase
incendiary	ensandyè
incense	lansan
incensed	fri
incentive	ankourajman
inception	kreyasyon
incessant	pèrpetuèl
incessantly	ensesaman
incest	ensès
incestuous	incestuous
inch	pous
incidence	ensidans
incident	ensidan
incidental	okazyonèl
incidentally	fortwit
incineration	ensinerasyon
incinerator	mekanis
incipient	k ap resevwa
incision	Ensizyon
incisive	incisive
incite	ankouraje
incitement	ankourajman
inclement	konklizyon
inclination	enklinezon
incline	Panche
inclined	enkline
include	enkli
included	enkli
including	ki gen ladan
inclusion	enklizyon
inclusive	enklizif
incognito	enkoyito
incoherent	incoherent
income	revni
incoming	fèk ap rantre
incomparable	enprenabl
incompatible	enkonpatib
incompetence	enkonpetans
incompetent	enkonpetan
incomplete	enkonplè
incompletely	enkonplètman
incompleteness	enkonplè
incomprehensible	enkonpreyansib
inconceivable	inconceivable
inconclusive	dezakò
incongruous	dezagreyab
inconsequential	enkonvenyan
inconsiderate	konsilte
inconsistency	enkonsistans
inconsistent	konsistan
inconspicuous	évité
incontinence	enkonvenyans
inconvenience	enkonvenyans
inconvenient	konvenyan
incorporate	enkòpore
incorporation	enkòporasyon
incorrect	kòrèk
incorrigible	enkorijib
increase	ogmante
increased	ogmante
incredible	enkwayab
incredulous	incredulous
increment	enkreman
incriminate	enkline
incriminating	enkline
incrimination	ensidan
incubation	enkubasyon
incubator	enkibatè
incubus	enkubus
incumbent	incombe
incur	antrene
incurable	iremedyabl
incursion	enkreman
indebted	dèt
indecency	endesans
indecent	endesan
indecision	indecision
indecisive	indecisive
indefensible	endefandab
indefinite	endefini
indelible	endelib
indemnification	eksepsyon
indemnify	defini
indemnity	endamnite
indent	indent
indentation	endependans
indenture	indenture
independence	endepandans
independent	endepandan
indescribable	entradwizibl
indestructible	endèstruktibl
indeterminate	endetèmine
index	endèks
indicate	endike
indicating	ki endike
indication	endikasyon
indicative	indicative
indicator	Endikatè
indice	NO TRANSLATION
indict	endike
indictment	akizasyon
indie	endepandan
indifference	endiferans
indifferent	endiferan
indigenous	endijèn
indigent	endiferan
indigestion	endijesyon
indignant	ezite
indignation	endiyasyon
indignity	endiyasyon
indigo	endijèn
indirect	endirèk
indiscreet	endiskri
indiscretion	endiskisyon
indispensable	endispansab
indisposed	endispoze
indistinct	endistin
indistinguishable	endiferib
individual	moun
individuality	endividyalite
indivisible	endivizib
indoctrination	andokrinasyon
indolent	endolan
indomitable	endiferab
indoor	andedan kay la
induce	pwovoke
induced	pwovoke
inducement	ankourajman
induction	endiksyon
indulge	apresye
indulgence	tolerans
indulgent	induljans
industrial	endistriyèl
industrialist	endistriyalis
industrious	travayè
industry	endistri
ineffable	inefabl
ineffective	efikas
ineffectual	ineffectual
inefficiency	inefficiency
inefficient	rezèvwa
inelastic	inelastik
ineligible	pa kalifye
inept	inept
ineptitude	ineptitid
inequality	inegalite
inequitable	inevitab
inert	inert
inertia	inèsi
inevitable	inevitab
inexact	inexact
inexcusable	inexcusable
inexhaustible	inépuizib
inexpensive	chè
inexperience	inèksperyans
inexperienced	san eksperyans
inexplicable	ineksplikab
inexpressible	inexpressible
infallibility	enfayibilite
infallible	reyon
infamous	trist
infamy	infamy
infancy	timoun
infant	tibebe
infanticide	enfantisid
infantile	enfantil
infantry	enfantri
infarct	enfakt
infatuated	infatuated
infatuation	avètisman
infeasible	enfasibl
infect	enfekte
infection	enfeksyon
infectious	enfektye
infer	enferyè
inference	enferans
inferential	enferansyèl
inferior	enferyè
inferiority	enferyorite
infernal	dyabolik
inferno	Inferno
infertile	infertile
infertility	lakòz
infestation	enfeksyon
infidel	enfidel
infidelity	enfidelite
infield	enfiltre
infiltrate	enfiltre
infiltration	enfiltrasyon
infinite	enfini
infinitely	enfiniman
infinitesimal	infinitesimal
infinity	Infinity
infirm	enfim
infirmary	enfimyè
infirmity	enfimite
inflammation	enflamasyon
inflammatory	enflamatwa
inflatable	enflatab
inflate	gonfle
inflated	gonfle
inflation	enflasyon
inflection	enfleksyon
inflict	blese
infliction	enfliksyon
inflorescence	florèzon
influence	enfliyans
influential	enfliyan
influenza	grip
influx	foul
info	info
infomercial	enfomasyonèl
inform	enfòme
informal	enfòmèl
informant	enfòmatè
information	enfòmasyon
informative	enfòmatif
informed	enfòme
informer	enfòmatè
infraction	enfraksyon
infrared	enfrawouj
infrastructure	enfrastrikti
infrequent	souvan
infrequently	souvan
infringement	kontravansyon
infuriate	fache
infuriated	fache
infuriates	infuriates
infuriating	fache
infuse	pénétrer
infused	infused
infuser	infuser
infusion	perfusion
ingenious	enjenyeu
ingenuity	entèlijans
ingest	ingest
ingestion	enjèstyon
ingot	ingot
ingrained	engredyan
ingrate	ingrate
ingredient	engredyan
ingress	engredyan
inhabit	viv
inhabitant	abitan
inhabited	rete
inhabiting	abite
inhalation	rale
inhale	respire
inhaler	inalè
inherent	nannan
inherit	eritye
inheritance	eritaj
inhibit	anpeche
inhibition	anpèchman
inhibitor	inhibitor
inhospitable	inospitalye
inhuman	imèn
inhumane	inhumane
inhumanity	imènite
inimaginable	NO TRANSLATION
inimical	inimik
inimitable	inimitabl
iniquity	mechanste
initial	premye
initiate	kòmanse
initiated	inisye
initiation	inisyasyon
initiative	inisyativ
inject	enjekte
injection	piki
injunction	enjonksyon
injure	blese
injured	blese
injuring	blese
injurious	blese
injury	blesi
injustice	enjistis
ink	lank
inkling	tou
inland	andedan
inlay	enkruste
inlet	inlet
inmate	prizonye
inn	lotel
innards	innards
innate	natirèl
inner	enteryè
innermost	entim
innerpeace	NO TRANSLATION
inning	gadyen
innings	inin
innkeeper	innkeeper
innocence	inosan
innocent	inosan
innocently	inosan
innocuous	anonim
innovate	inovasyon
innovation	inovasyon
innovative	inovatè
innuendo	innuendo
innumerable	anpil
inoculation	inokulasyon
inoperable	inoperable
inoperative	inoperative
inordinate	anòdone
inorganic	inòganik
input	D '
inquest	ankèt
inquire	mande
inquirer	rechèch
inquiring	mande
inquiry	ankèt
inquisitive	fouyanpòt
inquisitor	enkizitè
insane	fou
insanity	foli
insatiable	ensasyabl
inscription	inscription
inscrutable	inscrutable
insect	ensèk
insecticide	ensektisid
insecure	ensekirite
insecurity	ensekirite
insemination	fekondasyon
insensitive	sansibl
inseparable	inséparabl
insert	insert
inserted	eleman
insertion	ensèsyon
inside	andedan
insider	inisye
insidious	trètr
insight	insight
insightful	insightful
insignia	ensiy
insignificance	ensiyifyans
insignificant	ensiyifyan
insinuate	ensinye
insipid	ensipid
insist	ensiste
insistence	ensistans
insistent	ensiste
insists	ensiste
insolence	ensolans
insolent	ensolan
insoluble	ensolubl
insolvency	fayit
insolvent	ensolvant
insomnia	lensomni
insomniac	ensomniac
inspect	enspekte
inspection	enspeksyon
inspector	enspektè
inspiration	enspirasyon
inspirational	enspirasyon
inspire	enspire
inspired	enspire
instability	enstabilite
install	enstale
installation	enstalasyon
installment	enstalasyon
instance	egzanp
instant	enstantane
instantaneous	Enstantane
instantaneously	enstantane
instigate	enstije
instigation	enstigasyon
instill	enstwi
instinct	ensten
instinctive	enstenktif
institute	enstiti
institution	enstitisyon
instruct	enstriksyon
instructed	enstwi
instruction	enstriksyon
instructional	enstriksyonèl
instructions	enstriksyon yo
instructive	enstriktif
instructor	enstriktè
instrument	enstriman
instrumental	enstrimantal
instrumentalist	enstrimantalist
instrumentality	enstrimantalite
insubordination	ensibòdinasyon
insufferable	insuportabl
insufficiency	ensifizans
insufficient	ensifizan
insufficiently	ensufizant
insular	ensolè
insulate	izolasyon
insulated	izole
insulation	izolasyon
insulin	ensilin
insult	joure
insulting	ensiltan
insurance	asirans
insure	asire
insurgent	ensije
insurmountable	enfranchisabl
insurrection	revòlt
intact	entak
intake	konsomasyon
intangible	mèb
integer	nonb antye
integral	entegral
integrate	entegre
integration	entegrasyon
integrity	entegrite
intellect	intelijans
intellectual	entelektyèl
intelligence	entèlijans
intelligent	entèlijan
intelligibility	entèlijans
intelligible	konpreansibl
intend	gen entansyon
intended	fèt
intending	entansyon
intense	entans
intensely	intans
intensify	entansifye
intensity	entansite
intensive	entansif
intent	entansyon
intention	entansyon
intentional	entansyonèl
intentionally	entansyonèlman
inter	entè
interact	kominike
interaction	entèraksyon
interactive	entèaktif
intercede	lapriyè
intercept	entèseksyon
interception	entèsepsyon
intercession	lapriyè
interchange	echanj
interchangeable	ranplase
interchanged	chanje
intercom	entèrfon
intercourse	kouche
interdependence	entèdepandans
interdependent	entèdepandan
interdiction	entèdiksyon
interest	enterè
interested	enterese
interesting	enteresan
interface	koòdone
interfere	entèfere
interference	entèferans
interferometer	entèferomètr
intergalactic	entèrgalaktik
interim	pwovizwa
interior	enteryè
interject	entèprete
interlocutory	entèrlokuteur
interlude	interlude
intermediary	entèmedyè
intermediate	entèmedyè
interment	entè
interminable	endiferab
intermission	entèmedyè
intermittent	tanzantan
intern	entèn
internal	entèn
internally	entèn
international	entènasyonal
internet	entènèt
internship	estaj
interoffice	interoffice
interpolate	entè-poli
interpolation	entèpolasyon
interpret	entèprete
interpretation	entèpretasyon
interpreter	entèprèt
interpretive	entèprete
interrelated	relye
interrogate	enterogasyon
interrogation	entèwogasyon
interrupt	entèwonp
interrupted	entèwonp
interrupting	entewonp
interruption	entèripsyon
interrupts	entèwonp
intersect	entèsekte
intersection	entèseksyon
interstate	ant eta
interstellar	entèstelè
interstitial	entèrstitisyon
interval	entèval
intervene	entèvni
intervening	entèvni
intervention	entèvansyon
interview	entèvyou
interviewer	entèvyou
interworking	interworking
intestate	entestasyon
intestinal	entesten
intestine	trip
intestines	trip
intimacy	entimite
intimate	entim
intimately	intimately
intimation	entimasyon
intimidate	entimide
intimidated	entimide
intimidating	entimidasyon
intimidation	entimidasyon
intolerable	entolerab
intolerance	entolerans
intolerant	entolerans
intonation	entonasyon
intoxicated	entoksike
intoxicating	Entoksikasyon
intoxication	Entoksikasyon
intracranial	entrakran
intractable	entranzabl
intramural	entramural
intravenous	venn
intrepid	endiferan
intricate	konplike
intrigue	konplote
intriguing	entrigan
intrinsic	intrinsic
intrinsically	intrinsically
intro	Intro
introduce	prezante
introduction	entwodiksyon
introductory	entwodiksyon
introspection	entrospèksyon
introspective	entrospèktif
intrude	entru
intruder	entrigan
intrusion	entrizyon
intrusive	entriksyon
intubation	entibasyon
intuition	entwisyon
intuitive	entwisyon
intuitively	entwitif
inundation	inondasyon
invade	anvayi
invader	okipan
invalid	envalid
invalidate	envalid
invalidation	envalidasyon
invalidity	envalidite
invaluable	anpil valè
invariably	Toujou
invasion	envazyon
invasive	pwogrese
invent	envante
invention	envansyon
inventive	envante
inventor	envanteur
inventory	envantè
inverse	envès
inversely	envers
inversion	envèrsyon
invert	Envèse
inverted	Envèse
invest	envesti
investigate	mennen ankèt
investigation	ankèt
investigative	ankèt
investigator	anketè
investment	envestisman
investor	envestisè
invidious	envite
invigorate	revòlte
invincible	irézistibl
invisibility	envizibilite
invisible	envizib
invitation	envitasyon
invite	envite
inviting	envite
invocation	envokasyon
invoice	fakti
invoke	envoke
involuntary	envolontè
involution	envolisyon
involve	enplike
involvement	patisipasyon
invulnerable	envulnerabl
inwards	anndan
iodine	yòd
ion	ion
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	iridesan
iris	Iris
irked	irked
irks	irks
iron	fè
ironclad	fè
ironic	ironik
irons	irons
irony	ironi
irradiation	iradyasyon
irrational	irasyonèl
irrationality	irasyonèl
irreconcilable	inplakabl
irreducible	irediksyon
irrefutable	irevizib
irregular	iregilye
irregularity	iregilarite
irregularly	iregilyèman
irrelevant	petinan
irreparable	ireparabl
irreplaceable	iranplasabl
irrepressible	irézistibl
irresistible	irézistibl
irrespective	endepandans
irresponsible	irèsponsab
irreverent	ireverans
irreversible	irevokabl
irrevocable	irevokabl
irrigate	irige
irrigation	irigasyon
irritability	chimerik
irritable	chimerik
irritate	irite
irritated	irite
irritates	irite
irritating	enèvan
irritation	iritasyon
island	zile
isle	Isle
islet	islet
isolate	izole
isolated	izole
isolation	izolasyon
isomorphism	isomòfis
isothermal	isothermal
isotope	izotòp
issue	problèm
itch	seche
itching	gratèl
itchy	grate
item	atik
itemize	detèmine
items	atik
iterate	iterate
iteration	iterasyon
iterative	iteratif
itinerant	itineran
itinerary	chimen
ivory	kòn elefan
jab	jab
jabber	jabber
jack	Jack
jackal	jackal
jackass	jackass
jacket	jakèt
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	Jackrabbit
jacks	jak
jade	Jade
jaded	jaded
jag	NO TRANSLATION
jagged	file
jaguar	jaguar
jail	prizon
jailbird	jailbird
jailbreak	jailbreak
jailer	jailer
jailhouse	jailhouse
jalopy	jalopy
jam	konfiti
jamboree	jamboree
jammed	bloke
jammer	jammer
janitor	Janitor
janitorial	janitorial
japan	Japon
jar	bokal
jargon	jagon
jarhead	mare
jarring	jayi
jasmine	Jasmine
jasper	jasp
jaundice	lajònis
jaunt	chape
java	java
javelin	frenn
jaw	machwè
jawbone	machwè
jaws	machwa
jay	jay
jazz	jazz
jazzy	jazzy
jealous	fè jalouzi
jealousy	jalouzi
jean	jean
jeans	Jeans
jeep	jeep
jeering	jeering
jelly	jele
jellybean	Jele Bean
jellyfish	fosilize yo
jenny	jenny
jeopardize	mete an danje
jeopardy	danje
jerk	embesil
jerks	jerks
jerky	kale
jersey	jersey
jest	NO TRANSLATION
jester	jèstè
jesus	Jezi
jet	avyon
jetty	jetty
jewel	bijou
jeweler	jounal
jewelry	bijou
jib	jib
jiff	NO TRANSLATION
jiffy	jifi
jig	Jig
jiggle	jiggle
jigsaw	tèt
jihad	jiad
jimmy	Jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	jittery
jive	jive
job	travay
jobinterview	NO TRANSLATION
jock	jock
jockey	joke
jockstrap	jockstrap
jog	jog
jogger	jogger
john	John
join	rantre nan
joined	ansanm
joining	rantre nan
joint	jwenti
jointly	ansanm
joke	blag
joker	jokè
joking	jwe li
jolly	Jolly
jolt	jè
jornada	NO TRANSLATION
jot	JOT
jour	NO TRANSLATION
journal	jounal
journalism	jounalis
journalist	jounalis
journalistic	jounalis
journey	vwayaj
journeyman	vwayajè
joust	joust
jovial	jovyal
joy	kè kontan
joyful	kè kontan
joyous	lajwa
joyride	joyride
joys	bonheur
jubilant	Jubilant
jubilee	Jubilee
judge	jij
judged	jije
judging	jije
judgment	jijman
judgmental	jijman
judicial	jidisyè
judiciary	jidisyè
judicious	jidisyè
judo	judo
jug	krich
juggle	Jungle
juggler	juggler
juggling	Jungle
jugular	jugular
juice	ji
juicer	jwise
juicy	jite
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	melanje
jumbled	jumbled
jumbo	jambo
jump	sote
jump rope	sote kòd
jumper	kavalye
jumpsuit	sote
jumpy	sote
junction	junction
juncture	kou
jungle	forè
junior	jinyò
juniper	Juniper
junk	tenten
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	jiridik
jurisdiction	jiridiksyon
jurisprudence	jiridiksyon
jurist	legal
juror	jirò
jury	jiri
justice	jistis
justifiable	jistifyab
justification	jistifikasyon
justify	jistifye
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	jivenil
juxtaposition	juxtaposition
kaiser	kaiser
kale	chou frize
kaleidoscope	kalidoskop
kamikaze	kamikaz
kangaroo	kangouwou
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmik
kayak	kayak
kazoo	bwao
kebab	kebab
keel	keel
keen	pike
keep	kenbe
keeper	gadò
keeping	kenbe
keepsake	Souvenirs
keg	keg
kelp	kelp
ken	ken
kennel	nich
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kewozèn
ketchup	sòs tomat
kettle	Kettle
key	kle
keyboard	klavye
keyed	chaje
keyhole	keyhole
keynote	modèl
keypad	klavye
keystone	keystone
keyword	mo kle
khaki	kaki
khan	khan
kibble	kibble
kick	choute
kickboxing	kikboksin
kicker	kicker
kicking	kikin
kickoff	chofè
kid	jenn ti kabrit
kidder	kidder
kidding	kidding
kiddo	kiddo
kiddos	kiddos
kidnap	kidnape
kidnapped	kidnape
kidnapper	kidnapper
kidnapping	kidnape
kidney	ren
kids	timoun
kill	touye
killer	asasen
killing	touye
killjoy	Killjoy
kiln	fou
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilomèt
kilt	kilt
kimono	kimono
kin	kin
kind	kalite
kindergarten	jadendanfan
kindling	limon
kindness	jantiyès
kindred	fanmi
kinematics	kinematik
kinesiology	kinesioloji
kinetic	sinetik
king	wa
king snake	wa koulèv
kingdom	wayòm
kingpin	Kingpin
kink	kwen
kinky	koken
kinship	fanmi
kiosk	kyòs
kirk	kirk
kiss	bo
kisser	kisser
kissy	kissy
kit	kit
kitchen	kwizin
kite	kite
kitten	kitten
kiwi	kiwi
klutz	klutz
knack	fè fas a
knapsack	makèt
knead	knead
knee	jenou
kneecap	kneecap
kneel	mete ajenou
kneeling	ajenou
knell	koup
knick	krake
knickers	knickers
knife	kouto
knight	Knight
knighthood	kavalye
knit	brode
knob	Knob
knock	frape
knockoff	knockoff
knockout	pentch
knoll	koup
knot	ne
knots	ne
knotted	ne
know	konnen
knowing	konnen
knowingly	konesans
knowledge	konesans
knowledgeable	konesans
knuckle	artikule
knucklehead	knucklehead
knuckles	jwenti
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	Kool-èd
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonit
kudos	kudos
kumquat	kumquat
lab	laboratwa
label	etikèt
labor	travay
laboratory	laboratwa
labored	travay
laborer	travayè
laboring	travay
laborious	travayè
labyrinth	labirent
lac	lak
lace	dantèl
laceration	lazerasyon
lack	mank
lackey	mank
lacking	manke
lackluster	medyòk
lacquer	LACQUER
lacrosse	lacrosse
lactose	laktoz
lad	ti gason
ladder	nechèl
laddie	timoun yo
laden	Laden
lading	chajman
ladle	chou
lady	dam
lady bug	NO TRANSLATION
ladybug	koksinèl
ladylike	ladylike
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	reta
lagoon	lagon
lair	lair
laity	laity
lake	lak
lama	NO TRANSLATION
lamb	ti mouton
lame	moun k'ap bwete
lament	plenn
lamenting	kriye
lamina	lamina
laminated	laminated
lamp	lanp
lamppost	lanp
lance	lans
lancer	Lancer
land	peyi
landed	te ateri
landfall	dezas
landfill	dechaj
landing	ateri
landlady	pwopriyetè
landlocked	anbake
landlord	mèt kay la
landmark	bòn tè
lands	peyi
landscape	jaden flè
landscaping	jaden
landslide	glisman teren
lane	liy
language	lang
languid	languid
languish	malad
languishing	langaj
lanky	lanky
lantern	antèn
lap	lap
lapdog	lapdog
lapel	lapel
lapse	erè
lapsed	pèdi
laptop	laptop
larceny	larenn
lard	kochon
larder	larder
large	gwo
larger	pi gwo
largo	NO TRANSLATION
lark	jape
larva	lav
laryngitis	Laryngit
larynx	larenks
lasagna	lazay
laser	lazè
lash	fatra
lass	kase
lasso	lasso
lastday	NO TRANSLATION
lasting	ki dire lontan
lastminute	dènye minit
latch	fèmen
late	an reta
lateness	vitès
latent	inaktif
lateral	lateral
laterally	pita
latex	kapòt an latèks
lathe	tour
lather	lather
latitude	latitid
latrine	latrin
latrines	latrin
latte	latè
lattice	lasi
laud	lou
laudable	louabl
laudation	Lidè
laudatory	laudatory
laugh	ri
laughable	rizib
laughing	ri
laughingstock	NO TRANSLATION
laughs	ri
laughter	ri
launch	lanse
launcher	lans
launches	lanse
launder	blanchi
laundering	blanchi
laundry	lesiv
laureate	loreya
laurel	Laurel
laurels	lorye
lava	lav
lavage	lavaj
lavatory	lavabo
lavender	lavand
lavish	rich
law	lwa
lawful	legal
lawless	mechan
lawlessness	anachi
lawman	lwa
lawn	gazon
lawnmower	gazon
lawsuit	pwosè
lawyer	avoka
lax	Laks
laxative	Laksatif
lay	kouche
layaway	lye
layer	kouch
layered	kouch
layman	pwofàn
layout	layout
layover	layover
laziness	parès
lazy	parese
lazyday	NO TRANSLATION
lea	lea
lead	plon
leaded	dirije
leader	lidè
leadership	lidèchip
leading	dirijan
leads	kondwi
leaf	fèy
leaflet	feyè
leafy	fèy
league	lig
leak	koule
leakage	flit
leaky	leaky
lean	mèg
leaned	apiye
leaning	apiye
leap	leap
learn	aprann
learned	aprann
learner	elèv
learning	aprann
lease	kontra-lwaye
leash	lès
leather	kwi
leathery	kwi
leave	kite
leavemealone	leavemealone
leaving	kite
lecherous	lecherous
lecture	konferans
lecturer	konferansye
ledge	ledge
ledger	Ledger
lee	lee
leech	sans
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	kite
leftout	NO TRANSLATION
leftover	rès la
leftovers	rès manje
lefty	lefty
leg	janm
legacy	eritaj
legal	legal
legality	legalite
legalize	legalize
legalized	legalize
legally	legalman
legend	lejand
legendary	lejand
legibility	lejibilite
legible	lizib
legion	Legion
legislate	lejislatif
legislation	lejislasyon
legislative	lejislatif
legislator	lejislatè
legislature	lejislati
legit	legi
legitimacy	lejitimite
legitimate	lejitim
lego	lego
legs	janm
legume	legim
legwork	legwork
leisure	lwazi
leisurely	lantèman
lemma	lemma
lemon	sitwon
lemonade	limonad
lend	prete
lender	kreditè
lending	prete
length	longè
lengthen	longè
lengthened	longè
lengthening	longè
lengthwise	longè
lengthy	long
leniency	dedomajman
lenient	sansib
lens	lantiy
leopard	leyopa
leotard	leotard
leper	leper
leprechaun	leprechaun
leprosy	Leprosy
lesbian	madivin
lesbianism	lesbianism
lesion	lezyon
less	mwens
lessee	lokatè
lessen	diminye
lessening	diminye
lesser	pi piti
lesson	leson
lessor	lokatè
let	kite
lethal	letal
lethargic	letarji
lethargy	letaji
letter	lèt
lettered	lèt
letterhead	papye
lettering	lètr
letters	lèt
lettuce	leti
leukemia	Leukemy
levee	leve
level	nivo
lever	levye
leverage	ogmante
levitate	Levite
levy	prelèvman
lewd	lewd
lexicon	lexicon
ley	NO TRANSLATION
liabilities	réskonsablité
liability	responsablite
liable	responsab
liaison	lyezon
liar	bay manti
libel	difamasyon
libelous	libelous
liberal	liberal
liberalism	liberalism
liberate	libere
liberated	libere
liberating	libere
liberation	liberasyon
liberty	libète
libido	libido
librarian	bibliyotekè
library	bibliyotèk
libretto	libreto
lice	pou
license	lisans
lichen	Lichen
lick	niche
licorice	reglis
lid	kouvèti
lie	manti
liege	manti
lien	lien
lieu	kote
lieutenant	lyetnan
life	lavi
lifeblood	lavi
lifeboat	lifeboat
lifeguard	sovtaj
lifeisgood	lifeisgood
lifeless	Mouri
lifelike	vivan
lifeline	Lavi
lifelong	dire tout lavi
lifer	lifer
lifesaver	lifesaver
lifestyle	fòm
lifesucks	lifesucks
lifetime	pou tout lavi
lift	leve
lifted	leve
liftoff	leve
ligament	ligaman
ligation	ligasyon
ligature	ligature
light	limyè
light year	limyè ane
lightbulb	anpoul
lighten	aleje
lightheaded	ti kras
lighthouse	Leighthouse
lighting	ekleraj
lightness	légèreté
lightning	zèklè
lights	limyè
lightweight	lejè
likable	likable
like	tankou
likelihood	chans
likely	gen anpil chans
likeness	resanblans
likewise	menm jan an tou
liking	senpati
lilac	lila
lily	Lily
limb	manm
limber	limber
limbo	limbo
lime	lacho
limelight	vizyon
limestone	kalkè
limey	limey
limit	limit
limitation	limit
limited	limite
limitless	illimité
limo	Limo
limousine	Limousine
limp	limp
lin	lin
line	liy
lineage	liyaj
lineal	liy
linear	lineyè
linebacker	linebacker
lined	aliyen
linen	twal fin blan
liner	revètman
lines	liy yo
lineup	alinye
linger	ankò
lingerie	lenjri
lingering	retou
lingo	lang
lingual	langaj
linguini	Linguini
linguist	lengwis
linguistic	lengwistik
linguistics	lengwistik
lining	pawa
link	lyen
linoleum	Replasman
lint	fèy
lion	lyon
lip	lèv
liposuction	liposuksyon
lipstick	Lipstick
liquefaction	likidèksyon
liquefied	likid
liqueur	likeur
liquid	likid
liquidate	likide
liquidation	likidasyon
liquidator	likidateur
liquidity	lajan likid sikile
liquor	likè
lira	NO TRANSLATION
lisp	lisp
list	lis
listen	koute
listener	koute
listenting	NO TRANSLATION
listing	lis
listless	san lis
listneing	NO TRANSLATION
litany	litany
liter	lit
literacy	alfabetizasyon
literal	literal
literally	literalman
literary	literè
literature	literati
lithe	lit
lithium	Lityòm
lithograph	lithograph
lithography	litografi
lithology	litoloji
lithosphere	litosfè
litigant	litijan
litigate	litij
litigation	litij
litigator	litigatè
litigious	litijyeu
litter	fatra
little	ti kras
littlethings	ti bagay
littoral	litoral
liturgy	Liturgy
live	viv
livelife	viv lavi
livelihood	mwayen poul viv
lively	vivan
liven	viv
liver	fwa
livery	livrezon
livestock	bèt
livid	klere
living	k ap viv
lizard	zandolit
llama	llama
lml	lml
load	chaj
loader	loader
loaf	pen
loafer	pen
loam	loam
loan	prè
loath	malè
loathe	fè mal
loathful	malè
loathing	malè
loathsome	dousman
lobby	gwoup
lobbyist	lobiist
lobe	lòb
lobotomy	lobotomi
lobster	woma
local	lokal yo
locale	lokal yo
locality	lokalite
localization	lokalizasyon
localize	lokalize
localized	lokalize
locate	lokalize
location	kote
