Word	sm
inflatable	afaina
inflate	faʻailoa
inflated	afaina
inflation	faʻatauga
inflection	fesuiaiga
inflict	faia
infliction	faʻasalaga
inflorescence	faʻailoga
influence	faatosinaga
influential	malosi
influenza	afaina
influx	aʻafia
info	faʻamatalaga
infomercial	tagata faʻapitoa
inform	logoina
informal	faʻasalalau
informant	tagata logoina
information	faamatalaga
informative	faʻamatalaga
informed	logoina
informer	faila
infraction	mea sese
infrared	infrared
infrastructure	aseta
infrequent	e le masani
infrequently	mulimuli ane
infringement	solia
infuriate	ita tele
infuriated	ita tele
infuriates	ita tele
infuriating	ita tele
infuse	faʻailoa
infused	faʻailoa
infuser	mea fafati
infusion	fusi
ingenious	atamai
ingenuity	atamai
ingest	ingest
ingestion	gaʻoina
ingot	ingot
ingrained	faʻamalosia
ingrate	faʻaaogaina
ingredient	elemene
ingress	fatu
inhabit	nofo
inhabitant	tagata nonofo
inhabited	'aina
inhabiting	nonofo
inhalation	faʻamaʻi
inhale	inu
inhaler	tagata faʻamaʻi
inherent	tagata
inherit	mautofi
inheritance	tofi
inhibit	faʻalavelave
inhibition	faʻasaina
inhibitor	inhibitor
inhospitable	le faʻamaonia
inhuman	tagata leaga
inhumane	tagata leaga
inhumanity	agaleaga
inimaginable	NO TRANSLATION
inimical	faʻapitoa
inimitable	leai se mea
iniquity	amioletonu
initial	muamua
initiate	amataina
initiated	amataina
initiation	amataga
initiative	fuafuaga
inject	tui
injection	tui
injunction	faʻasalaga
injure	faamanualia
injured	manuʻa
injuring	faamanualia
injurious	faʻaleaga
injury	manuʻa
injustice	faiga le tonu
ink	vaitusi
inkling	tosoina
inland	uta
inlay	toso
inlet	ulufale
inmate	tagata pagota
inn	fale talimalo
innards	fale puipui
innate	i totonu
inner	totonu
innermost	pito i totonu
innerpeace	NO TRANSLATION
inning	amataga
innings	innings
innkeeper	pule o fale talimalo
innocence	mama
innocent	le sala
innocently	le sala
innocuous	lē sala
innovate	innovate
innovation	fou
innovative	fou
innuendo	i totonu
innumerable	le mafaitaulia
inoculation	tui
inoperable	lē mafai
inoperative	leai se mea
inordinate	faʻateleina
inorganic	faʻaleagaina
input	fesoʻotaʻiga
inquest	suʻesuʻega
inquire	fesili
inquirer	tagata suʻesuʻe
inquiring	fesili
inquiry	suʻesuʻega
inquisitive	suʻesuʻe
inquisitor	tagata suʻesuʻe
insane	valea
insanity	valea
insatiable	lē mafai ona faʻaaogaina
inscription	tusi
inscrutable	e le mafaamatalaina
insect	iniseti
insecticide	iniseti
insecure	le saogalemu
insecurity	le saogalemu
insemination	iniseti
insensitive	le mautonu
inseparable	e le mavavaeeseina
insert	faʻaofi
inserted	faʻaofi
insertion	faʻaofi
inside	i totonu
insider	vaalele
insidious	taufaasese
insight	malamalama
insightful	malamalama
insignia	igoa
insignificance	le taua
insignificant	le taua
insinuate	faʻailoga
insipid	valea
insist	tumau
insistence	faʻamalosi
insistent	tumau
insists	o loʻo faʻamalosia
insolence	fouvale
insolent	ita
insoluble	e le mafai ona faʻaaoga
insolvency	le faʻaletonu
insolvent	leai se totogi
insomnia	tigā
insomniac	tuai
inspect	asiasia
inspection	asiasiga
inspector	tagata asiasi
inspiration	musumusuga
inspirational	musumusuga
inspire	musuia
inspired	musuia
instability	faʻafitauli
install	faʻapipiʻi
installation	faʻatulagaga
installment	faʻatupega
instance	faʻaauau
instant	vave
instantaneous	vave
instantaneously	vave lava
instigate	faʻaoso
instigation	faʻaoga
instill	atunuʻu
instinct	atamamai
instinctive	atamamai
institute	inisitituti
institution	faalapotopotoga
instruct	faatonu
instructed	faatonuina
instruction	faatonuga
instructional	faatonuga
instructions	faatonuga
instructive	aʻoga
instructor	faiaoga
instrument	mea faifaaili
instrumental	meafaigaluega
instrumentalist	tufuga
instrumentality	meafaigaluega
insubordination	faʻafefe
insufferable	leai se mea
insufficiency	le atoatoa
insufficient	le lava
insufficiently	le lava
insular	faʻapitoa
insulate	toso
insulated	gaʻo
insulation	faʻamau
insulin	inisalini
insult	taufaaleaga
insulting	taufaifai
insurance	inisiua
insure	inisiua
insurgent	osofaʻi
insurmountable	le faʻamalosia
insurrection	fouvalega
intact	faʻatasi
intake	taumafa
intangible	e le mafai ona vaaia
integer	numera tele
integral	taua
integrate	faʻatasi
integration	faʻatasi
integrity	amio saʻo
intellect	atamai
intellectual	atamai
intelligence	atamai
intelligent	atamai
intelligibility	atamai
intelligible	malamalama
intend	faamoemoe
intended	faamoemoe
intending	faamoemoe
intense	malosi
intensely	mamafa
intensify	faʻateleina
intensity	malosi
intensive	malosi
intent	manatu
intention	faamoemoe
intentional	faamoemoe
intentionally	ma le loto i ai
inter	fesoʻotaʻiga
interact	fegalegaleaiga
interaction	fegalegaleaiga
interactive	fegalegaleaiga
intercede	talo
intercept	faʻasaʻo
interception	faʻalavelave
intercession	faufautua
interchange	fefaʻatauaʻiga
interchangeable	fesuiaʻiga
interchanged	fefinauai
intercom	fesoʻotaʻiga
intercourse	feusuaiga
interdependence	felagolagomaʻi
interdependent	felagolagomaʻi
interdiction	faasaina
interest	tului
interested	fiafia
interesting	manaia
interface	atinaʻe
interfere	faalavelave
interference	faʻalavelave
interferometer	fefesootai
intergalactic	fesoʻotaʻiga
interim	le tumau
interior	totonu
interject	faʻalavelave
interlocutory	fefaʻatauaʻiga
interlude	faʻalavelave
intermediary	tagata faufautua
intermediate	vavalalata
interment	faʻalavelave
interminable	leai
intermission	faʻatagaina
intermittent	faʻalavelave
intern	tagata faigaluega
internal	totonu
internally	totonu
international	faavaomalo
internet	initaneti
internship	faʻataʻitaʻiga
interoffice	fesoʻotaʻiga
interpolate	faʻalavelave
interpolation	fesoʻotaʻiga
interpret	faamatalaina
interpretation	faʻamatalaga
interpreter	faamatalaupu
interpretive	faʻaliliuga
interrelated	fesoʻotaʻi
interrogate	fesiligia
interrogation	fesiligia
interrupt	faʻalavelave
interrupted	faʻalavelave
interrupting	faʻalavelave
interruption	faʻalavelave
interrupts	faʻalavelave
intersect	vavalalata
intersection	fesoʻotaʻiga
interstate	atunuʻu
interstellar	tagata faʻapitoa
interstitial	faʻapitoa
interval	vaitaimi
intervene	faʻalavelave
intervening	faʻalavelave
intervention	fofo
interview	faatalanoaga
interviewer	faatalanoaga
interworking	fesoʻotaʻiga
intestate	faʻanofo
intestinal	tuila
intestine	tui
intestines	toga
intimacy	vavalalata
intimate	vavalalata
intimately	i totonu
intimation	faʻamatalaga
intimidate	taufaamatau
intimidated	fefefe
intimidating	faʻafefe
intimidation	taufaafefe
intolerable	lē mafai
intolerance	le faapalepale
intolerant	lē faʻalogo
intonation	intonation
intoxicated	onā
intoxicating	faʻasalaga
intoxication	inupia
intracranial	inisinia
intractable	e le mafai
intramural	feusuaʻiga
intravenous	ita
intrepid	le mautonu
intricate	faʻanoanoa
intrigue	taupulepulega
intriguing	manaia
intrinsic	mea faʻapitoa
intrinsically	i totonu
intro	folasaga
introduce	folasia
introduction	folasaga
introductory	folasaga
introspection	suʻesuʻega
introspective	folasaga muamua
intrude	faʻatau
intruder	tagata faʻalavelave
intrusion	osofaʻiga
intrusive	faʻalavelave
intubation	faʻalavelave
intuition	malamalama
intuitive	faʻalogo
intuitively	i totonu
inundation	osofaʻiga
invade	osofaia
invader	osofaʻiga
invalid	lē aoga
invalidate	faalēaogā
invalidation	faalumaina
invalidity	faʻaleagaina
invaluable	taua tele
invariably	i taimi uma
invasion	osofaʻiga
invasive	osofaʻi
invent	mafaufau
invention	mea fou fou
inventive	fatuga
inventor	fatufatu
inventory	faamaumauga
inverse	ese
inversely	ese
inversion	suiga
invert	fesuiaʻi
inverted	liliu ese
invest	teu faʻafaigaluega
investigate	suʻesuʻe
investigation	suʻesuʻega
investigative	suʻesuʻe
investigator	tagata sailiili
investment	tupe faʻafaigaluega
investor	tagata teu tupe
invidious	loto faʻamaoni
invigorate	faʻaola
invincible	leai se faʻalavelave
invisibility	invisibility
invisible	lē vaaia
invitation	valaaulia
invite	valaaulia
inviting	valaauliaina
invocation	talosaga
invoice	faletupe
invoke	talosalo
involuntary	ofo fua
involution	osofaia
involve	aofia
involvement	aʻafiaga
invulnerable	lē faʻaolaina
inwards	i totonu
iodine	iodine
ion	ion
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	faʻaauau
iris	iris
irked	faʻanoanoa
irks	faʻailoga
iron	uʻamea
ironclad	ironclad
ironic	faʻaaloalo
irons	uʻamea
irony	faʻanoanoa
irradiation	faʻamalolo
irrational	le lelei
irrationality	valea
irreconcilable	leai se faʻasalaga
irreducible	le faʻamalosi
irrefutable	e le mafai ona faʻaaogaina
irregular	e le masani ai
irregularity	faaletonu
irregularly	e le masani ai
irrelevant	leai se aoga
irreparable	e le mafai ona vavalalata
irreplaceable	e le mafai ona suia
irrepressible	lē faʻafefeteina
irresistible	e le mafai ona suia
irrespective	tusa lava po o le a
irresponsible	lē talafeagai
irreverent	le faʻaaloalo
irreversible	lē mafai ona faʻafitia
irrevocable	e le mafai ona suia
irrigate	faʻafefe
irrigation	faʻavaivai
irritability	faʻaleagaina
irritable	ita
irritate	ita
irritated	ita
irritates	ita
irritating	ita
irritation	ita
island	motu
isle	motu
islet	motu
isolate	vavaeese
isolated	vavae ese
isolation	vavae ese
isomorphism	isomorphism
isothermal	isothermal
isotope	vavave
issue	lomiga
itch	E leai
itching	sasaina
itchy	tigā
item	mea
itemize	malamalama
items	mea
iterate	malamalama
iteration	iloa
iterative	iloa
itinerant	faʻamalosi
itinerary	faasologa
ivory	iveni
jab	jab
jabber	jabber
jack	laʻei
jackal	kiona
jackass	jackass
jacket	peleue
jackhammer	jackhammer
jackpot	lapoʻa
jackrabbit	jackrabbit
jacks	fusi
jade	lapisi
jaded	faʻamaonia
jag	NO TRANSLATION
jagged	uu
jaguar	jaguar
jail	falepuipui
jailbird	falepuipui
jailbreak	falepuipui jailbreak
jailer	leoleo
jailhouse	falepuipui
jalopy	fana
jam	siamu
jamboree	faʻailoga
jammed	faʻailogaina
jammer	tagata faʻapipiʻi
janitor	maualuluga
janitorial	faʻataunuʻu
japan	Iapani
jar	fagu
jargon	faʻailoga
jarhead	fagu
jarring	faʻailoga
jasmine	Jasmine
jasper	lapisi
jaundice	lanu
jaunt	taʻavale
java	java
javelin	tao
jaw	auvae
jawbone	ponaivi
jaws	auvae
jay	u
jazz	jazz
jazzy	jazzy
jealous	fuā
jealousy	fuā
jean	au
jeans	jeans
jeep	Ieep
jeering	ulavale
jelly	toli
jellybean	jellybean
jellyfish	maʻa
jenny	jenny
jeopardize	lamatia
jeopardy	lamatia
jerk	samo
jerks	toso
jerky	ita
jersey	selu
jest	NO TRANSLATION
jester	feteʻenaʻi
jesus	Iesu
jet	vaalele
jetty	jetty
jewel	taugata
jeweler	faʻatau
jewelry	teuteu
jib	sipuni
jiff	NO TRANSLATION
jiffy	faʻailoga
jig	u
jiggle	faʻailoga
jigsaw	jigsaw
jihad	jihad
jimmy	uʻamea
jingle	togi
jinx	toto
jitters	fiti
jittery	maasiasi
jive	jive
job	galuega
jobinterview	NO TRANSLATION
jock	toso
jockey	fiafiaga
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	auai
joined	auai
joining	auai
joint	soofaatasi
jointly	faʻatasi
joke	ulavavale
joker	tuai
joking	ulavale
jolly	fiafia
jolt	toso
jornada	NO TRANSLATION
jot	i
jour	NO TRANSLATION
journal	tusi talaaga
journalism	talafou
journalist	tusitala
journalistic	talafou
journey	faigamalaga
journeyman	malaga
joust	toso
jovial	jovial
joy	olioli
joyful	fiafia
joyous	fiafia
joyride	fiafiaride
joys	fiafiaga
jubilant	fiafia
jubilee	Iupeli
judge	faamasino
judged	faamasinoina
judging	faamasinoina
judgment	faamasinoga
judgmental	faamasinoga
judicial	faamasinoga
judiciary	faamasinoga
judicious	faʻamaoni
judo	judo
jug	vaʻai
juggle	taufetuli
juggler	tagata taʻavale
juggling	taufetuli
jugular	lapoa
juice	sua sua
juicer	faʻamasino
juicy	malie
juju	NO TRANSLATION
juke	talo
jukebox	pusa lapisi
jumble	faʻanoanoa
jumbled	togitogi
jumbo	uʻamea
jump	oso
jump rope	oso le maea
jumper	uila
jumpsuit	oso oso
jumpy	ufiufi
junction	faʻasologa
juncture	vaʻaiga
jungle	vaomatua
junior	talavou
juniper	vine
junk	fusi
junket	laʻau
junkie	faʻailoga
junky	junky
junkyard	laufanua
junta	tausili
juridical	faaletulafono
jurisdiction	puleaga
jurisprudence	pulega faaletulafono
jurist	lōia
juror	juror
jury	jury
justice	faamasinoga tonu
justifiable	tauamiotonuina
justification	tauamiotonuina
justify	tauamiotonuina
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	tamaititi
juxtaposition	faʻasologa
kaiser	kaiser
kale	kale
kaleidoscope	Kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	Kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	Karma
karmic	karmic
kayak	kayak
kazoo	Kazoo
kebab	kebab
keel	keel
keen	fiafia
keep	tausia
keeper	leoleo
keeping	tausia
keepsake	siaki
keg	keg
kelp	kelp
ken	ken
kennel	faletalimalo
kerchief	fagu
kern	kern
kernel	fatu
kerosene	kerosene
ketchup	ketchup
kettle	kuki
key	ki
keyboard	piano
keyed	maʻeu
keyhole	Keyhole
keynote	autu
keypad	laupepa
keystone	maaʻauʻau
keyword	upu autu
khaki	khaki
khan	khan
kibble	faitio
kick	kiliki
kickboxing	kickboxing
kicker	kicker
kicking	kiliki
kickoff	amata mea
kid	tamaitiiti
kidder	tamaʻi
kidding	tamaʻaiga
kiddo	faʻatau
kiddos	kiddos
kidnap	faoa
kidnapped	faoa
kidnapper	faoa
kidnapping	faoa
kidney	fatuga
kids	tamaiti
kill	fasiotia
killer	fasioti tagata
killing	fasiotia
killjoy	fasioti fiafia
kiln	kiln
kilo	NO TRANSLATION
kilogram	kilokalama
kilometer	kilomita
kilt	tapunia
kimono	Kimono
kin	aiga
kind	agalelei
kindergarten	tamaʻitaʻi aʻoga
kindling	taloina
kindness	agalelei
kindred	ituaiga
kinematics	kinematics
kinesiology	kinesiology
kinetic	fatuga
king	tupu
king snake	tupu gata
kingdom	malo
kingpin	taʻavale
kink	kink
kinky	kinky
kinship	aiga
kiosk	kiosk
kirk	Kirk
kiss	kisi
kisser	sogi
kissy	kisi
kit	pusa
kitchen	umukuka
kite	matau
kitten	pusi
kiwi	Kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	tuli
knee	tulivae
kneecap	tulivae
kneel	tootuli
kneeling	toʻotuli
knell	kulupu
knick	naifi
knickers	faila
knife	naifi
knight	leita
knighthood	tiotio
knit	nonoa
knob	komi
knock	tuitui
knockoff	tuʻituʻi atu
knockout	tu'i oti
knoll	komi
knot	nonoa
knots	nonoa
knotted	nonoa
know	iloa
knowing	iloa
knowingly	iloa
knowledge	malamalama
knowledgeable	malamalama
knuckle	totoa
knucklehead	knucklehead
knuckles	fana
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	Kool-fesoasoani
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	fale
label	igoa
labor	galuega
laboratory	fale suʻesuʻe
labored	galue
laborer	tagata faigaluega
laboring	galue
laborious	galue malosi
labyrinth	labyrinth
lac	laʻau
lace	laumei
laceration	laceration
lack	leai
lackey	lakika
lacking	leai
lackluster	leai se aoga
lacquer	lacquer
lacrosse	lacrosse
lactose	Lactose
lad	tama
ladder	apefai
laddie	laddie
laden	utaina
lading	lalagaina
ladle	ladle
lady	tamaitai
lady bug	NO TRANSLATION
ladybug	tamaʻitaʻi
ladylike	tamaʻitaʻi
ladyship	tamaʻitaʻi
lag	lag
lager	NO TRANSLATION
lagging	lafoaʻi
lagoon	lagoon
lair	laufanua
laity	laity
lake	vaituloto
lama	NO TRANSLATION
lamb	tamai mamoe
lame	pipili
lament	aue
lamenting	auega
lamina	lamina
laminated	lalagaina
lamp	moli
lamppost	togi
lance	fana
lancer	amata
land	fanua
landed	uta
landfall	lauʻeleʻele
landfill	fanua
landing	tulaʻi
landlady	laufanua
landlocked	faʻamalo
landlord	tagata nofo fale
landmark	faʻailoga
lands	fanua
landscape	laufanua
landscaping	faʻafanua
landslide	solo
lane	laina
language	gagana
languid	vaivai
languish	vaivai
languishing	vaivai
lanky	ola
lantern	moli
lap	lapisi
lapdog	lapdog
lapel	lapelu
lapse	lafoaʻi
lapsed	faalēaogā
laptop	komepiuta
larceny	tele
lard	palu
larder	telefoni
large	tele
larger	tele
largo	NO TRANSLATION
lark	lapisi
larva	vavao
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	pala
lass	otaota
lasso	lasso
lastday	NO TRANSLATION
lasting	tumau
lastminute	mulimuli mulimuli
latch	latini
late	tuai
lateness	toilalo
latent	latent
lateral	lautele
laterally	i tua
latex	latex
lathe	lanu
lather	sili atu
latitude	latitu
latrine	latrine
latrines	latrines
latte	latte
lattice	lattice
laud	laud
laudable	faʻatautaia
laudation	laudation
laudatory	laudatory
laugh	ata
laughable	lau
laughing	talie
laughingstock	NO TRANSLATION
laughs	ata
laughter	ata
launch	lauiloa
launcher	lafoaʻi
launches	lafoaʻi
launder	laupepa
laundering	laupeʻa
laundry	tagamea
laureate	laureate
laurel	laurel
laurels	laurels
lava	lava
lavage	lavalava
lavatory	laulau
lavender	lavender
lavish	lalelei
law	tulafono
lawful	tulafono
lawless	leai se tulafono
lawlessness	solitulafono
lawman	loia
lawn	laʻau
lawnmower	laʻau
lawsuit	tagi
lawyer	lōia
lax	lax
laxative	laxative
lay	taoto
layaway	layaway
layer	laulau
layered	lafoa
layman	tagata taoto
layout	laulau
layover	faʻasologa
laziness	paie
lazy	paie
lazyday	NO TRANSLATION
lea	lea
lead	taʻitaʻia
leaded	taʻitaʻia
leader	taitai
leadership	taʻitaʻiga
leading	taʻitaʻia
leads	taʻitaʻia
leaf	lau
leaflet	laupepa
leafy	laʻau
league	liki
leak	lemu
leakage	fuʻa
leaky	vaivai
lean	totogo
leaned	faalagolago
leaning	faʻalagolago
leap	oso
learn	aʻoaʻo
learned	aʻoaʻoina
learner	tagata aʻoaʻo
learning	aʻoaʻoga
lease	lisiina
leash	lafoaʻi
leather	paʻu
leathery	paʻu
leave	tuʻu
leavemealone	tuu a'u na'o a'u
leaving	tuua
lecherous	le alofa
lecture	lauga
lecturer	failauga
ledge	laupapa
ledger	tusitala
lee	silasila
leech	taufaasese
leeches	lago
leer	NO TRANSLATION
leery	lalelei
lees	NO TRANSLATION
leeway	lalata
left	taumatau
leftout	NO TRANSLATION
leftover	faʻaumatia
leftovers	leai
lefty	maualuga
leg	vae
legacy	talatuu
legal	tulafono
legality	agavaʻa
legalize	legalize
legalized	faʻatagaina
legally	faaletulafono
legend	tala
legendary	taua
legibility	legibility
legible	le mafai
legion	tiona
legislate	tulafono
legislation	tulafono
legislative	tulafono
legislator	fai tulafono
legislature	sui tulafono
legit	legit
legitimacy	taʻutinoga
legitimate	tulafono
lego	lego
legs	vae
legume	legume
legwork	talema
leisure	taimi paganoa
leisurely	filemu
lemma	lemma
lemon	lemoni
lemonade	lemonade
lend	nono
lender	tagata faʻapisinisi
lending	nonogatupe
length	umi
lengthen	uumi
lengthened	faʻalautele
lengthening	faʻaopoopoga
lengthwise	umi
lengthy	umi
leniency	agaalofa
lenient	talafeagai
lens	tioata
leopard	leopata
leotard	leota
leper	lepela
leprechaun	leprechaun
leprosy	lepela
lesbian	tamaʻitaʻi
lesbianism	feusuaʻiga
lesion	leona
less	itiiti
lessee	tagata lisi
lessen	faaitiitia
lessening	faaitiitia
lesser	itiiti ifo
lesson	lesona
lessor	tagata faʻatau
let	tuʻu
lethal	leaga
lethargic	faʻasalaga
lethargy	faʻafefe
letter	tusi
lettered	faʻatagaina
letterhead	mataitusi mata
lettering	tusi
letters	mataitusi
lettuce	letusi
leukemia	leukemia
levee	leveee
level	maualuga
lever	oso
leverage	gaioiga
levitate	leviter
levy	lafoga
lewd	leaga
lexicon	faʻamatalaga
ley	NO TRANSLATION
liabilities	noataga
liability	noataga
liable	noatia
liaison	sootaga
liar	pepelo
libel	pepelo
libelous	saoloto
liberal	saoloto
liberalism	saolotoga
liberate	saoloto
liberated	saoloto
liberating	saolotoga
liberation	saolotoga
liberty	saolotoga
libido	libido
librarian	tagata tausi potutusi
library	faletusi
libretto	saolototto
lice	liki
license	laisene
lichen	laisene
lick	liki
licorice	laisene
lid	tapuni
lie	pepelo
liege	Liege
lien	noataga
lieu	nofoaga
lieutenant	faipule
life	ola
lifeblood	ola ola
lifeboat	vaʻa ola
lifeguard	leoleo ola
lifeisgood	olaisgood
lifeless	leai se ola
lifelike	vaʻaiga
lifeline	laina ola
lifelong	i le olaga atoa
lifer	ola
lifesaver	faaola
lifestyle	olaga soifua
lifesucks	siʻosiʻomaga
lifetime	olaga atoa
lift	siitia
lifted	siitia
liftoff	ola
ligament	liuga
ligation	liʻo
ligature	liuga
light	malamalama
light year	masina malamalama
lightbulb	matauila
lighten	faʻamalamalama
lightheaded	mata susulu
lighthouse	moli o le moli
lighting	moli
lightness	mama
lightning	uila
lights	moli
lightweight	mama
likable	fiafia
like	pei
likelihood	talafeagai
likely	atonu
likeness	faatusa
likewise	tutusa
liking	fiafia
lilac	lilac
lily	lili
limb	lima
limber	limuta
limbo	limbo
lime	lime
limelight	limelight
limestone	limatone
limey	limey
limit	tapulaa
limitation	tapulaa
limited	tapulaa
limitless	leai se mea
limo	limo
limousine	limousine
limp	limo
lin	lin
line	laina
lineage	laina
lineal	laina laina
linear	laina
linebacker	linebacker
lined	laina
linen	lino
liner	liner
lines	laina
lineup	faatulaga mai
linger	faʻaauau
lingerie	falemaʻi
lingering	umi
lingo	umi
lingual	lingual
linguini	Linguini
linguist	gagana
linguistic	gagana
linguistics	gagana
lining	lalaga
link	sootaga
linoleum	linoleum
lint	lint
lion	leona
lip	laugutu
liposuction	liposuction
lipstick	lipstick
liquefaction	le fiafia
liquefied	le faamalieina
liqueur	liqueur
liquid	vai
liquidate	faʻamaʻapeʻa
liquidation	faamaapeina
liquidator	tagata e faamaapeina
liquidity	faʻasalaga
liquor	ava malosi
lira	NO TRANSLATION
lisp	faʻalogologo
list	lisi
listen	faalogo
listener	faalogo
listenting	NO TRANSLATION
listing	lisi
listless	leai se lisi
listneing	NO TRANSLATION
litany	litany
liter	lita
literacy	tusitusi tusitusi
literal	moni
literally	moni lava
literary	tusitusi
literature	tusitusiga
lithe	tusi
lithium	lithium
lithograph	lithograph
lithography	tala faʻatusa
lithology	tala faʻatusa
lithosphere	Lotu
litigant	faʻafefe
litigate	faʻailoga
litigation	moliaga
litigator	faʻasalaga
litigious	finauga
litter	laulau
little	itiiti
littlethings	tama'i mea
littoral	talafatai
liturgy	liturgy
live	ola
livelife	ola ola
livelihood	soifuaga
lively	olaola
liven	ola
liver	ate
livery	atoa
livestock	lafumanu
livid	livid
living	ola
lizard	pili
llama	llama
lml	lml
load	avega
loader	uta
loaf	falaoa
loafer	loafer
loam	loam
loan	nonogatupe
loath	ita
loathe	ita
loathful	ita
loathing	ita
loathsome	mea inosia
lobby	lolo
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomy
lobster	lobster
local	totonugalemu
locale	faʻalapotopotoga
locality	nofoaga
localization	localization
localize	sueina
localized	lisiina
locate	sue
location	nofoaga
locator	tagata faʻatau
loch	loch
lock	loka
locker	loka
locket	loka
locksmith	loka
lockup	loka
loco	loco
locomotion	locomotion
locomotive	locomotive
locust	selu
lode	NO TRANSLATION
lodge	faletalimalo
lodger	faletalimalo
lodging	faʻailoga
loft	maualuga
lofty	maualuga
log	log
logarithm	logarithm
logarithmic	logarithmic
logic	manatu
logical	saʻo
logistics	lologa
logo	logo
logotype	faʻasinomaga
loin	NO TRANSLATION
lollipop	sosolo
lone	tasi
loneliness	tuulafoaiina
lonely	tuua toʻatasi
loner	lone
lonesome	faʻapitoa
long	umi
longboat	nofoa faʻatasi
longevity	umi le ola
longing	faanaunauga
longitude	longitude
longitudinal	umi
longitudinally	umi lava
longtime	umi
loo	i
look	vaai
looker	tagata suʻesuʻe
lookout	vaai i fafo
loom	loom
looming	faʻafefe
loon	loon
loony	loony
loop	lafu
loophole	matala
loopy	faanatinati
loose	tatalaina
loosen	tatala
loosening	tatalaina
loot	loota
lop	lop
lopsided	solo
lord	alii
lords	alii
lordship	pule
lore	lore
lorry	lorry
lose	leiloa
loser	leai
losing	leiloa
loss	leiloa
lost	leiloa
lot	lotoa
lotion	kulimi
lots	tele
lottery	lotoa
lotto	lototetele
lotus	lotus
loud	leotele
loudly	leotele
loudmouth	leo tele
loudness	leotele
loudspeaker	leo tele
lounge	nofo
lounging	lounging
louse	faʻamalosi
lousy	lousy
lovable	alofagia
love	alofa
loved	alofagia
lovee	alofa
loveee	alofa
loveless	leai se alofa
lovelife	NO TRANSLATION
loveliness	matagofie
lovelovelove	NO TRANSLATION
lovely	matagofie
lovemaking	alofa
lovemylife	NO TRANSLATION
lover	alofa
lovesick	maʻi
lovethis	alofa
loving	alofa
lovinglife	ola alofa
lovinlife	lovinlife
low	maualalo
lowdown	vaivai
lower	pito i lalo
lowering	faaitiitia
lowest	sili ona maualalo
lowlands	eleele maulalo
lowlife	lowlife
lowly	maualalo
lox	lox
loyal	faamaoni
loyalty	faamaoni
lsd	lsd
luau	Luau
lube	lube
lubricant	lubricant
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	manuia
luckiest	sili ona lelei
lucky	laki
luckygirl	faʻailoga
lucrative	taugofie
ludicrous	ludicrous
lug	lug
luggage	ato
lukewarm	lukewarm
lull	lull
lullaby	pulufana
lumbar	lumbar
lumber	laupapa
lumbering	lūlū
lumberjack	laupapa
luminescent	luminescent
luminous	luminous
lump	lump
lumpy	lumpy
lunacy	pule sili
lunar	masina
lunatic	lunatic
lunch	'aiga o le aoauli
lunchbox	lunchbox
luncheon	'aiga o le aoauli
lunchtime	taumafataga i le aoauli
lung	pulumu
lunge	aoauli
lungs	mama
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	lurking
luscious	luscious
lush	lush
lust	tuinanau
luster	luster
lustful	tuinanau
lustrous	tuinanau
lusty	tuinanau
lute	lute
luxuriant	matagofie
luxurious	matagofie
luxury	tamaoaiga
lycra	lycra
lye	lye
lying	pepelo
lymph	fomaʻi
lymphatic	tiga
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	pese
lyrics	fatuga
macadamia	macadamia
macarena	macarena
macaroni	Macaroni
mace	tamaʻitaʻi
mach	masini
machete	machete
machine	masini
machinery	masini
machinist	masini
macho	macho
mackerel	meaʻai
macro	macro
mad	vale
madam	valea
madame	teine
madden	valea
madder	madder
mademoiselle	NO TRANSLATION
mademyday	valea taeao
madhouse	valea
madman	valea
madness	valea
maestro	maestro
mafia	Mafia
magazine	mekasini
mage	mage
magenta	magenta
maggot	mago
magic	togafiti
magical	togafiti
magician	taulaitu
magistrate	faamasino
magma	magma
magna	magna
magnate	magnate
magnesium	magnesium
magnet	magnet
magnetic	mageta
magnetism	magnetism
magnetite	magnetite
magnification	faalauteleina
magnificence	matagofie
magnificent	matagofie
magnifier	faalautele
magnify	faalautele
magnifying	faalauteleina
magnitude	tele
magnolia	magnolia
magpie	faʻanoanoa
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	teine
maiden	teine
mail	imeli
mailbox	meli
mailing	meli
mailman	meli
maim	NO TRANSLATION
main	autu
mainframe	autu autu
mainland	fanua i uta
mainstay	autu
mainstream	autu
maintain	tausia
