Word	ms
malfunction	kerosakan
malice	NO TRANSLATION
malicious	berniat jahat
malign	malign
malignancy	keganasan
malignant	malignan
maligned	diperdaya
mall	mal
malleable	mudah dibersihkan
mallet	pallet
malnutrition	malnutrisi
malpractice	penyelewengan
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamalia
mammoth	mammoth
mammy	mama
man	lelaki
manage	mengurus
manageable	boleh diurus
management	pengurusan
manager	pengurus
managerial	pengurusan
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	wajib
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	manuver
maneuvering	manuver
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mangga
mangosteen	manggis
mangy	mangy
manhole	manhole
manhood	keluhuran
manhunt	memburu
mania	mania
maniac	gila
maniacal	maniacal
manic	manik
manicure	manicure
manicurist	manicurist
manifest	nyata
manifestation	manifestasi
manifested	diwujudkan
manifestly	nyata
manifesto	manifesto
manifold	manifold
manipulate	memanipulasi
manipulation	manipulasi
manipulative	manipulatif
mankind	manusia
manly	lelaki
manna	manna
manned	dikendalikan
mannequin	patung
manner	cara
mannered	bersikap sopan
manners	adab
manor	manor
manpower	tenaga manusia
mansion	rumah
mansions	rumah-rumah besar
manslaughter	pembunuhan
mantel	mantel
mantis	mantis
mantle	mantel
mantra	mantra
manual	manual
manufacture	pembuatan
manufacturer	pengilang
manufacturing	pembuatan
manure	kotoran
manuscript	manuskrip
map	peta
maple	maple
mar	mar
marathon	maraton
marble	marmar
marbled	marbled
marbles	kelereng
march	berarak
mare	NO TRANSLATION
margarine	marjerin
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	ganja
marinara	marinara
marine	marin
mariner	pelaut
marital	perkahwinan
maritime	maritim
mark	tanda
marked	ditandakan
marker	penanda
market	pasaran
marketable	boleh dipasarkan
marketing	Pemasaran
marketplace	pasaran
marks	tanda
marksman	penembak jitu
marksmanship	kemahiran menembak
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	dicemari
marriage	perkahwinan
married	berkahwin
marrow	sumsum
marry	kahwin
marsh	rawa
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	bela diri
martingale	martingale
martini	martini
martyr	syahid
martyrdom	syahid
marvel	kagum
marvellous	luar biasa
marvelous	luar biasa
marvelously	dengan hebat
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskot
masculine	maskulin
masculinity	kejantanan
mash	mash
mashed	dihancurkan
mask	topeng
masked	bertopeng
masks	topeng
masochism	masokisme
masochist	masokis
mason	mason
masquerade	menyamar
mass	jisim
massacre	pembunuhan beramai-ramai
massage	urut
masses	orang ramai
masseur	tukang urut
masseuse	tukang urut
massive	besar-besaran
mast	tiang
master	tuan
masterful	menguasai
mastermind	dalangnya
masterpiece	karya
mastery	penguasaan
masturbate	melancap
masturbation	melancap
mat	tikar
matador	matador
match	perlawanan
matchbook	matchbook
matching	padanan
matchmaker	pencipta
mate	pasangan
material	bahan
materialism	materialisme
materialist	materialis
materialistic	materialistik
materiality	materialiti
materialize	menjadi kenyataan
materially	secara material
materials	bahan
materiel	materiel
maternal	ibu
maternity	bersalin
math	matematik
mathematical	matematik
mathematician	ahli matematik
mathematics	matematik
matinee	matinee
mating	perkahwinan
matriculation	matrikulasi
matrimony	perkahwinan
matrix	matriks
matron	matron
matted	matted
matter	perkara
matting	tikar
mattress	tilam
maturation	pematangan
mature	matang
maturity	kematangan
maudlin	maudlin
mausoleum	makam
mauve	mauve
maverick	maverick
maxim	pepatah
maximize	memaksimumkan
maximum	maksimum
may	mungkin
mayday	mayday
mayflower	mayflower
mayhem	kekacauan
mayonnaise	mayonis
mayor	Datuk Bandar
maze	maze
mead	mead
meadow	padang rumput
meager	sedikit
meal	makan
mean	maksudnya
meander	meander
meandering	melayari
meanie	maksudnya
meaning	makna
meaningful	bermakna
meaningless	tidak bermakna
meanness	keberanian
means	bermakna
meantime	Sementara itu
measles	campak
measurable	boleh diukur
measure	mengukur
measured	diukur
measurement	pengukuran
measuring	mengukur
measuring cup	cawan penyukat
measuring tape	pita pengukur
meat	daging
meatball	bebola daging
meathead	kepala daging
meatloaf	meatloaf
mechanic	mekanik
mechanical	mekanikal
mechanics	mekanik
mechanism	mekanisme
med	NO TRANSLATION
medal	pingat
medallion	medallion
medallist	pemenang
meddle	campur tangan
meddling	campur tangan
media	media
medial	medial
median	median
mediate	mengah
mediation	pengantaraan
mediator	pengantara
medic	perubatan
medical	perubatan
medicate	ubat
medication	ubat
medicinal	perubatan
medicine	ubat
medieval	zaman pertengahan
mediocre	biasa-biasa saja
mediocrity	biasa-biasa saja
meditate	bermeditasi
meditating	bermeditasi
meditation	meditasi
meditative	bermeditasi
mediterranean	mediterranean
medium	sederhana
medley	medley
meek	lemah lembut
meet	berjumpa
meeting	mesyuarat
mega	mega
meh	meh
melancholic	melankolik
melancholy	melankolis
melee	huru hara
mellow	mellow
melodious	merdu
melodrama	melodrama
melodramatic	melodramatic
melody	melodi
melon	melon
melt	mencairkan
meltdown	kejatuhan
melting	lebur
member	ahli
membership	keahlian
membrane	membran
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	dilupakan
memorandum	memorandum
memorial	peringatan
memorials	peringatan
memories	kenangan
memoriesiwontforget	NO TRANSLATION
memorize	hafal
memory	ingatan
menace	ancaman
menacing	menacing
menagerie	menagerie
mend	mend
mending	mending
menial	menial
meningitis	meningitis
meniscus	meniskus
menopause	menopaus
menses	mens
menstrual	haid
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentaliti
menthol	mentol
mention	menyebut
mentor	mentor
menu	menu
meow	meow
mercantile	mercantile
mercenary	tentera upahan
merchandise	barang dagangan
merchant	pedagang
merciful	rahmat
merciless	tanpa belas kasihan
mercurial	mercurial
mercury	merkuri
mercy	belas kasihan
mere	semata-mata
merengue	merengue
merge	bergabung
merger	penggabungan
meridian	meridian
meridional	meridian
meringue	meringue
merit	merit
meritorious	meritorious
mermaid	ikan duyung
merriment	pelukan
merry	gembira
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	jerat
mesmerized	terpesona
mess	keadaan huru-hara
message	mesej
messedup	NO TRANSLATION
messenger	utusan
messiah	messiah
messy	berantakan
metabolic	metabolik
metabolism	metabolisme
metal	logam
metallic	logam
metallurgy	metalurgi
metamorphosis	metamorfosis
metaphor	metafora
metaphorical	metafora
metaphysical	metafizik
metaphysics	metafizik
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorit
meteorological	meteorologi
meteorology	meteorologi
meter	meter
meth	meth
methadone	methadone
methane	metana
methanol	metanol
method	kaedah
methodical	metafizikal
methodology	metodologi
meticulous	teliti
metime	metime
metric	metrik
metrical	metrik
metrology	metrologi
metropolis	metropolis
metropolitan	metropolitan
mettle	keberanian
mew	mew
mezzanine	mezzanine
mica	mika
mick	tikus
micro	mikro
microbe	mikroba
microbiology	mikrobiologi
microchip	microchip
microcosm	mikrokosm
microfilm	mikrofilem
microgram	mikrogram
micrometer	mikrometer
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopik
microscopically	mikroskopis
microscopy	mikroskop
microwave	microwave
mid	pertengahan
midair	midair
midday	tengah hari
middle	tengah
middleman	orang tengah
middleweight	middleweight
midget	midget
midland	tengah tanah
midlife	pertengahan umur
midline	garis tengah
midnight	tengah malam
midshipman	midshipman
midst	tengah
midsummer	pertengahan musim panas
midterm	semester pertengahan
midtown	tengah bandar
midway	tengah malam
midwife	bidan
midwifery	kebidanan
mien	NO TRANSLATION
miffed	miffed
mighty	besar
mignon	mignon
migraine	migrain
migrate	berhijrah
migration	penghijrahan
migratory	berhijrah
mike	mike
mil	NO TRANSLATION
mild	ringan
mildew	cendawan
mildness	kelembutan
mile	Batu
mileage	jarak tempuh
milestone	peristiwa penting
militant	militan
militants	militan
military	tentera
militia	militia
milk	susu
milkman	tukang susu
milkshake	susu kocak
milky	susu
mill	kilang
millennium	milenium
milligram	miligram
millimeter	milimeter
million	juta
millionaire	jutawan
millionth	juta
millstone	batu gilingan
mime	mime
mimic	meniru
mimicking	mengajuk
mimicry	meniru
mince	mince
mincemeat	mincemeat
mind	fikiran
minded	berfikir
mindful	sedar
mindfulness	kesedaran
mindless	tidak masuk akal
mine	lombong
minefield	lapangan terbang
miner	pelombong
mineral	mineral
mineralogy	mineralogi
mingle	berbaur
mingled	bercampur
mini	mini
miniature	kecil
minibus	minibus
minim	NO TRANSLATION
minimal	yang minimum
minimize	meminimumkan
minimized	diminimumkan
minimum	minimum
mining	perlombongan
minion	minion
minister	Menteri
ministerial	menteri
ministry	kementerian
minivan	minivan
mink	mink
minnow	minnow
minor	kecil
minority	minoriti
minstrel	minstrel
mint	pudina
minty	minty
minuscule	minuscule
minute	minit
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	keajaiban
miracles	keajaiban
miraculous	ajaib
mirage	fatamorgana
mire	NO TRANSLATION
mirror	cermin
mirth	keseronokan
misappropriation	penyelewengan
misbehave	tidak sengaja
misbehavior	salah laku
miscalculation	salah perhitungan
miscarriage	keguguran
miscellaneous	pelbagai
miscellany	miscellany
mischief	kerosakan
mischievous	nakal
misconception	salah tanggapan
misconduct	salah laku
misdemeanor	misdemeanor
misdirection	salah arah
miser	kurang ajar
miserable	sengsara
miserably	teruk
misery	kesengsaraan
misfire	musnah
misfit	misfit
misfortune	nasib malang
misguided	NO TRANSLATION
mishap	kemalangan
misinformed	salah maklumat
misinterpretation	salah tafsir
mislead	mengelirukan
misleading	mengelirukan
misled	tersesat
mismanagement	salah urus
mismatch	tidak sepadan
mismatched	tidak sepadan
misnomer	salah faham
misplace	salah letaknya
misplaced	tidak kena
misread	salah membaca
misrepresent	misrepresent
misrepresentation	salah nyataan
misrepresented	misrepresented
miss	terlepas
missile	peluru berpandu
missiles	peluru berpandu
missing	hilang
missingyou	NO TRANSLATION
mission	misi
missionary	mubaligh
misspell	salah faham
misstatement	salah nyata
missy	missy
mist	kabus
mistake	kesilapan
mistaken	keliru
mister	mister
mistletoe	mistletoe
mistreated	dianiaya
mistress	perempuan simpanan
mistrial	mistrial
mistrust	ketidakpercayaan
misty	berkabus
misunderstand	salah faham
misunderstanding	salah faham
misunderstood	salah faham
misuse	salah guna
mite	hama
miter	miter
mitigate	mengurangkan
mitigating	mengurangkan
mitigation	pengurangan
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	campurkan
mixed	bercampur
mixedemotions	mixedemotions
mixer	pengadun
mixture	campuran
mnemonic	mnemonik
moan	mengeluh
moat	kerusi
mob	mob
mobile	mudah alih
mobility	mobiliti
mobilization	mobilisasi
mobilize	menggerakkan
mobster	mobster
mocha	mocha
mock	mengejek
mocked	mengejek
mockery	ejekan
mocking	mengejek
mockingbird	mockingbird
mod	mod
modal	modal
modality	modaliti
mode	mod
model	model
modeler	pemodel
modeling	pemodelan
modem	modem
moderate	sederhana
moderate anticipation	jangkaan sederhana
moderate disgust	jijik sederhana
moderate negative	negatif sederhana
moderate positive	positif sederhana
moderate surprise	kejutan sederhana
moderate trust	amanah sederhana
moderately	sederhana
moderating	menyederhanakan
moderation	kesederhanaan
moderator	moderator
modern	moden
modernism	modenisme
modest	sederhana
modesty	kesopanan
modicum	modicum
modifiable	boleh diubah suai
modification	pengubahsuaian
modified	diubah suai
modify	ubah suai
modulate	memodulasi
modulation	modulasi
module	modul
modulus	modulus
mogul	mogul
moiety	moiety
moist	lembab
moisture	kelembapan
moisturizer	pelembap
molar	molar
molasses	molasses
mold	acuan
molded	dibentuk
molding	mencetak
moldy	berkulit
mole	tahi lalat
molecular	molekul
molecule	molekul
molest	mengganggu
molestation	pencabulan
molester	molester
molten	lebur
mom	ibu
moment	momen
momentary	seketika
momentous	penting
momentum	momentum
momma	momma
mommy	mama
monad	monad
monarch	raja
monarchy	monarki
monastery	biara
monastic	monastik
monetary	kewangan
money	wang
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	memantau
monk	sami
monkey	monyet
mono	NO TRANSLATION
monochrome	monokrom
monogamous	monogami
monogamy	monogami
monogram	monogram
monogrammed	monogram
monograph	monograf
monolayer	monolayer
monolith	monolit
monologue	monolog
monopolist	monopoli
monopoly	monopoli
monotonous	membosankan
monotony	monoton
monoxide	monoksida
monsieur	monsieur
monsoon	monsun
monster	raksasa
monstrosity	monstrosity
monstrous	dahsyat
montage	montaj
monte	monte
month	bulan
monthly	bulanan
monument	monumen
monumental	monumental
moo	moo
mooch	mooch
mood	mood
moods	mood
moody	moody
moon	bulan
moonbeam	moonbeam
moonlight	cahaya bulan
moonlit	bulan terang
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	ditukar
mooring	tambatan
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	moped
moral	moral
morale	semangat
morality	moral
morals	moral
morass	morass
moratorium	moratorium
moray	moray
morbid	morbid
morbidity	morbiditi
morbidness	morbidness
mores	mores
morgue	mayat
moribund	malu
morn	pagi
morning	pagi
moron	moron
moronic	moronic
morose	kekalahan
morph	morph
morphine	morfin
morphism	morfisme
morphology	morfologi
morrow	esok
morsel	sekelip mata
mortal	fana
mortality	kematian
mortar	mortar
mortgage	gadai janji
mortgagee	gadai janji
mortgagor	peminjam
mortician	pemukul
mortification	pengabaian
mortified	malu
mortuary	mayat
mosaic	mozek
mosey	mosey
mosque	masjid
mosquito	nyamuk
moss	Lumut
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	rama-rama
mother	ibu
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	ibu
motherland	tanah air
motherless	tanpa ibu
motherly	mama
motif	motif
motion	gerakan
motionless	tidak bergerak
motivate	memotivasi
motivating	memotivasi
motivation	motivasi
motivational	motivasi
motive	motif
motley	motley
motor	motor
motorbike	motosikal
motorboat	bot motor
motorcade	motorcade
motorcar	kereta motor
motorcycle	motosikal
motorist	pemandu kereta
motte	motte
mottled	mottled
motto	moto
mould	acuan
mound	gundukan
mount	gunung
mountain	gunung
mountaineer	pendaki gunung
mountainous	gunung
mountains	gunung
mountaintop	puncak Gunung
mourn	meratapi
mournful	sedih
mourning	berkabung
mouse	tetikus
mousetrap	perangkap tikus
mousse	mousse
moustache	misai
mousy	mousy
mouth	mulut
mouthful	bersuara
mouthpiece	corong
mouthwash	mouthwash
movable	bergerak
move	bergerak
movement	pergerakan
mover	penggerak
movie	filem
movies	wayang
moving	bergerak
movingforward	NO TRANSLATION
movingon	movingon
mow	memotong
mower	pemotong
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	kotoran
mucked	mucked
mucous	mukosa
mucus	lendir
mud	Lumpur
muddle	kekalahan
muddled	muddled
muddy	berlumpur
muff	muff
muffin	muffin
muffled	meredup
muffler	muffler
mug	cawan
mugger	pencuri
mulberry	mulberi
mulch	mulsa
mule	keldai
mull	memikirkan
mullet	mullet
multilateral	pelbagai hala
multimedia	multimedia
multinational	multinasional
multiple	pelbagai
multiple sclerosis	sklerosis berbilang
multiplex	multiplex
multiplication	pendaraban
multiplicity	kepelbagaian
multiplied	didarabkan
multiplier	pengganda
multiply	berganda
multitude	ramai
mum	ibu
mumble	mumble
mumbo	mumbo
mummy	mumi
mumps	gondok
munch	mengunyah
munchies	munchies
munchkin	munchkin
mundane	biasa
municipal	perbandaran
municipality	perbandaran
mural	mural
murder	pembunuhan
murderer	pembunuh
murderess	pembunuh wanita
murderous	pembunuh
murky	keruh
murmur	murmur
muscle	otot
muscular	otot
muse	muse
muses	muses
museum	muzium
mush	NO TRANSLATION
mushroom	cendawan
mushy	lembab
music	muzik
musical	muzik
musician	pemuzik
musing	merenung
musk	kasturi
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	mestilah
mustang	mustang
mustard	mustard
muster	mengumpul
musty	musty
mutable	boleh berubah
mutant	mutan
mutate	bermutasi
mutation	mutasi
mute	bisu
muted	diredamkan
mutilate	mutilate
mutilated	dimutilasi
mutilation	mutilasi
mutiny	pemberontakan
mutt	mutt
mutter	NO TRANSLATION
mutton	kambing
mutual	bersama
mutually	bersama-sama
muzzle	muncung
myfavorite	kegemaran saya
myopia	myopia
myopic	myopic
myriad	pelbagai
mysterious	misteri
mystery	misteri
mystic	mistik
mystical	mistik
mysticism	mistisisme
mystified	mystified
mystique	mistik
myth	mitos
mythic	mitos
mythical	mitos
mythological	mitos
mythology	mitologi
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	kuku
nail gun	pistol paku
naive	naif
naked	telanjang
nakedness	telanjang
namaste	NO TRANSLATION
name	nama
named	bernama
nameless	tidak bernama
namesake	senama
naming	penamaan
nana	nana
nanny	pengasuh
nanometer	nanometer
nap	tidur malam
napalm	napalm
nape	nape
napkin	serbet
napping	napping
nappy	nappy
narcissism	narsisisme
narcissist	narsis
narcissistic	narsis
narcotic	narkotik
narrate	ceritakan
narration	narasi
narrative	naratif
narrator	narator
narrow	sempit
narrowing	menyempitkan
nasal	hidung
nascent	baru lahir
nasty	jahat
natal	natal
nation	bangsa
national	Nasional
nationality	kewarganegaraan
nationwide	di seluruh negara
native	asli
nativity	kelahiran
natural	semulajadi
natural gas	gas asli
naturalist	naturalis
naturalization	penaturalisasian
naturalized	semula jadi
naturally	secara semulajadi
nature	sifat
naught	tidak
naughty	nakal
nausea	loya
nauseate	mual
nauseating	nauseating
nauseous	mual
nautical	nautika
nautilus	nautilus
naval	tentera laut
nave	nave
navel	pusar
navigable	dilayari
navigate	mengemudi
navigation	navigasi
navigational	pelayaran
navigator	navigator
navy	tentera laut
nay	NO TRANSLATION
nearsighted	jauh-jauh
neat	kemas
neatly	kemas
nebula	nebula
nebulae	nebulae
nebulous	tidak masuk akal
necessarily	semestinya
necessary	perlu
necessitate	keperluan
necessities	keperluan
necessity	keperluan
neck	leher
necklace	kalung
necktie	tali leher
necromancer	necromancer
necrosis	nekrosis
nectar	nektar
need	keperluan
needalife	NO TRANSLATION
needed	diperlukan
needful	yang diperlukan
needit	NO TRANSLATION
needle	jarum
needlepoint	jarum
needles	jarum
needless	tidak perlu
needtoknow	perlu tahu
needtorelax	NO TRANSLATION
needy	memerlukan
nefarious	jahat
negation	Penafian
negative	negatif
negativity	negatif
neglect	pengabaian
neglected	diabaikan
neglecting	mengabaikannya
negligee	negligee
negligence	kecuaian
negligent	cuai
negligently	NO TRANSLATION
negligible	boleh diabaikan
negotiable	boleh dirunding
negotiate	berunding
negotiation	rundingan
negotiator	perunding
negro	negro
neigh	jiran
neighbor	jiran
neighborhood	kejiranan
neighboring	jiran
nemesis	musuh
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprena
nephew	anak saudara lelaki
nepotism	nepotisme
nerd	nerd
nerdy	skema
nerve	saraf
nerves	saraf
nervous	saraf
nervousness	nervousness
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	sarang
nestle	bersarang
nestling	bersarang
net	bersih
nether	nether
netting	jaring
nettle	Jelatang
network	rangkaian
networking	rangkaian
neural	saraf
neuralgia	neuralgia
neurological	neurologi
neurologist	ahli neurologi
neurology	neurologi
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	saraf
neurotic	neurotik
neuter	neuter
neutral	neutral
neutrality	berkecuali
neutralize	menetralkan
neutron	neutron
new	baru
new age	zaman baru
newbeginnings	NO TRANSLATION
newborn	bayi baru lahir
newcomer	pendatang baru
newday	hari baru
newfound	dijumpai baru
newjob	NO TRANSLATION
newlife	kehidupan baru
newly	baru
newlywed	baru berkahwin
newme	newme
newness	baru
news	berita
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	surat berita
newsman	wartawan
newspaper	akhbar
newspaperman	newspaperman
newsreel	newsreel
newsroom	bilik berita
newsstand	gerai surat khabar
newstart	permulaan baru
newt	baru
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	menggigit
nice	bagus
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nikel
nickname	nama samaran
nicotine	nikotin
niece	keponakan
nifty	nifty
nigger	nigger
nigh	dekat
night	malam
nightcap	tidur malam
nightclub	Kelab malam
nightfall	malam
nightgown	baju tidur
nightie	nightie
nightingale	nightingale
nightlife	kehidupan malam
nightly	setiap malam
nightmare	mimpi ngeri
nightmares	mimpi buruk
nightstand	tempat tidur malam
nightstick	tongkat malam
nighttime	malam
nihilism	nihilisme
nil	Tiada
nimble	lincah
nimrod	nimrod
nincompoop	nincompoop
nine	sembilan
nineteen	Sembilan belas
ninety	sembilan puluh
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	kesembilan
nip	nip
nipper	nipper
nipple	puting
nippy	nippy
nitrate	nitrat
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	Nitwit
nix	nix
no anticipation	tiada jangkaan
no disgust	tiada jijik
no emotion	tiada emosi
no sentiment	tiada sentimen
no surprise	tidak mengejutkan
no trust	Tidak percaya
nobility	bangsawan
noble	mulia
nobleman	bangsawan
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	waktu malam
nod	mengangguk
nodding	mengangguk
node	nod
nodular	nodular
nodule	nodul
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	bunyi bising
noisy	berisik
nomad	nomad
nomadic	nomad
nomenclature	nomenclature
nominal	nominal
nominate	mencalonkan diri
nomination	pencalonan
nominee	penama
nonce	nonce
nonchalant	tidak bersalah
noncompliance	ketidakpatuhan
nondescript	tidak jelas
nonexistent	tidak wujud
nonfat	nonfat
nonfiction	bukan fiksyen
nonpayment	tidak membayar
nonresident	bukan Pemastautin
nonsense	tidak masuk akal
nonsensical	tidak masuk akal
nonviolent	tanpa kekerasan
noob	noob
noodle	mi
nook	sudut
noon	tengah hari
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	normal
normalcy	normal
normality	normal
north	utara
northbound	utara
northeast	timur laut
northern	utara
northwest	Barat laut
northwestern	barat laut
noschool	NO TRANSLATION
nose	hidung
nosebleed	hidung berdarah
nosey	sombong
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgia
nostress	NO TRANSLATION
nostril	lubang hidung
nosun	NO TRANSLATION
nosy	sombong
not negative	tidak negatif
not positive	tidak positif
notable	ketara
notables	yang terkenal
notably	terutamanya
notamorningperson	NO TRANSLATION
notary	notari
notation	notasi
notch	takuk
notched	bertulang
note	Nota
notebook	buku nota
noted	dicatatkan
noteworthy	perlu diberi perhatian
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	tiada apa-apa
notice	notis
noticeable	ketara
notification	pemberitahuan
notify	beritahu
notion	tanggapan
notional	notional
notoriety	terkenal
notorious	terkenal
notready	tidak bersedia
notwithstanding	walau apa pun
nought	tidak
noun	kata nama
nourish	menyuburkan
nourishment	makanan
nouveau	NO TRANSLATION
novel	novel
novelist	penulis novel
novelty	kebaharuan
novice	orang baru
nowadays	pada masa kini
nowork	tiada kerja
noworries	tidak risau
noxious	berbahaya
nozzle	muncung
nuance	nuansa
nuances	nuansa
nuclear	nuklear
nucleus	nukleus
nude	bogel
nudge	nudge
nudie	nudie
nudist	nudist
nudity	bogel
nugget	nugget
nuisance	gangguan
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	batalkan
numb	numb
number	nombor
numbering	penomboran
numbers	nombor
numbness	mati rasa
numbskull	numbskull
numeral	angka
numerator	pengangka
numerical	berangka
numerically	secara numerik
numerous	banyak
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	biarawati
nuptials	perkahwinan
nurse	jururawat
nursemaid	anak perempuan
nursery	nurseri
nursing	kejururawatan
nurture	memupuk
nut	kacang
nutcase	kacang
nutcracker	tukang masak
nuthouse	rumah kacang
nutmeg	pala
nutrition	pemakanan
nutritional	pemakanan
nutritious	berkhasiat
nutritive	berkhasiat
nuts	kacang
nutshell	ringkasnya
nutty	Berkacang
nylon	nilon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	oar
oasis	oasis
oat	oat
oath	sumpah
oatmeal	oat
obedience	ketaatan
obedient	patuh
obediently	patuh
obelisk	obelisk
obese	obes
obesity	obesiti
obey	taat
obi	obi
obit	obit
obituary	Obituari
object	objek
objection	bantahan
objectionable	tidak sesuai
objective	objektif
objectivity	objektiviti
obligation	kewajipan
obligatory	wajib
oblige	memaksa
obliged	diwajibkan
obliging	mewajibkan
obligor	wajib
oblique	serong
obliterate	pemadaman
obliterated	dimatikan
obliteration	pemadaman
oblivion	kelalaian
oblivious	tidak sedar
oblong	bujur
obnoxious	menjengkelkan
oboe	oboe
obscene	lucah
obscenity	kelucuan
obscure	kabur
obscured	dikaburkan
obscurity	kekaburan
observance	pematuhan
observant	pemahaman
observation	pemerhatian
observatory	pemerhatian
observe	memerhati
observer	pemerhati
observing	memerhati
obsess	obses
obsessed	taksub
obsessing	obsessing
obsession	obsesi
obsessive	obsesif
obsolescence	usang
obsolete	usang
obstacle	halangan
obstetrician	obstetrik
obstetrics	kebogelan
obstinate	keras kepala
obstruct	menghalang
obstruction	halangan
obstructive	obstruktif
obtain	dapatkan
obtainable	boleh didapati
obtuse	bodoh
obverse	belakang
obvious	jelas
ocarina	ocarina
occasion	kesempatan
occasional	Sekali-sekala
occasionally	kadang-kadang
occipital	occipital
occlusion	oklusi
occult	ghaib
occupancy	penghunian
occupant	penghuni
occupation	pekerjaan
occupational	pekerjaan
occupied	diduduki
occupier	penghuni
occupy	menduduki
occupying	menduduki
occur	berlaku
occurrence	kejadian
ocd	ocd
ocean	laut
oceanic	lautan
octagon	oktagon
octave	oktaf
octopus	sotong
ocular	ocular
odd	ganjil
oddball	oddball
oddity	keanehan
odds	kemungkinan
ode	ode
odious	jelek
odometer	odometer
odor	bau
odyssey	pengembaraan
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	tolakan
offence	kesalahan
offend	menyinggung perasaan
offended	tersinggung
offender	pesalah
offense	kesalahan
offensive	menyerang
offer	tawaran
offered	ditawarkan
offering	tawaran
offhand	secara langsung
office	pejabat
officer	pegawai
offices	pejabat
official	rasmi
officiate	merasmikan
offing	berpindah
offload	offload
offset	mengimbangi
offshoot	cabang
offshore	luar pesisir
offside	offside
offspring	keturunan
oft	sering
oftentimes	seringkali
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Oh tidak
ohshit	NO TRANSLATION
oil	minyak
oils	minyak
oily	berminyak
oink	oink
ointment	salap
okra	okra
old	tua
olden	lama dahulu
older	lebih tua
oldie	lama
oldies	lama
olfactory	penciuman
oligarchy	oligarki
olive	zaitun
omega	omega
omelet	omelet
omen	petanda
omgomgomg	NO TRANSLATION
ominous	tidak menyenangkan
omission	peninggalan
omit	omit
omitted	ditinggalkan
omnibus	omnibus
omnipotence	kehebatan
omnipotent	maha kuasa
omnipresent	di mana-mana
omniscient	Maha Mengetahui
onboard	di atas kapal
oncologist	ahli onkologi
oncology	onkologi
oncoming	akan datang
one	satu
oneday	NO TRANSLATION
onedge	terdesak
onelove	satu cinta
oneness	kesatuan
onerous	membebankan
oneself	diri sendiri
ongoing	berterusan
onion	bawang merah
onset	permulaan
onslaught	serangan
onstage	atas pentas
ontology	ontologi
onus	onus
onward	seterusnya
onyx	onyx
oodles	oodles
oomph	oomph
ooze	selut
oozing	meleleh
op	op
opacity	kelegapan
