Word	sn
incur	incur
incurable	asingagoni kurapwa
incursion	incursion
indebted	chikwereti
indecency	indecency
indecent	indecent
indecision	indecision
indecisive	indecisive
indefensible	kusakanganisika
indefinite	nokusingaperi
indelible	inokanganisika
indemnification	kubvumirana
indemnify	kuremekedza
indemnity	indemnity
indent	indent
indentation	indentation
indenture	indenture
independence	kuzvimirira
independent	independent
indescribable	kusinganzwisisiki
indestructible	indestructible
indeterminate	indeterminate
index	index
indicate	inoratidza
indicating	kuratidza
indication	chiratidzo
indicative	chinoratidza
indicator	chiratidzo
indice	NO TRANSLATION
indict	kunyatsopomerwa
indictment	kunyunyuta
indie	indie
indifference	kusafarira
indifferent	vasina hanya
indigenous	indigenous
indigent	indigent
indigestion	indigestion
indignant	angry
indignation	hasha
indignity	kutsamwa
indigo	indigo
indirect	indirect
indiscreet	asinganzwisisi
indiscretion	kusaziva
indispensable	zvinonyanya kukosha
indisposed	indisposed
indistinct	asinganzwisisiki
indistinguishable	indistinguishableble
individual	mumwe munhu
individuality	individuality
indivisible	indivisible
indoctrination	indoctrination
indolent	indolent
indomitable	zvisingabviri
indoor	indoor
induce	induce
induced	induced
inducement	inducement
induction	induction
indulge	indulge
indulgence	kuzvidzora
indulgent	indulgent
industrial	mafashoni
industrialist	industrialist
industrious	kushingaira
industry	industry
ineffable	ineffable
ineffective	zvisina maturo
ineffectual	ineffectual
inefficiency	inefficiency
inefficient	inefficient
inelastic	inelastic
ineligible	ineligible
inept	inept
ineptitude	ineptitude
inequality	kusaenzana
inequitable	kusakanganiswa
inert	inert
inertia	inertia
inevitable	hazvigoneki
inexact	kusagadzikana
inexcusable	inexcusable
inexhaustible	kusingaperi
inexpensive	kuchipa
inexperience	inexperience
inexperienced	inexperienced
inexplicable	inexplicable
inexpressible	inexpressible
infallibility	infallibility
infallible	kusakanganisika
infamous	chinopesana
infamy	infamy
infancy	paucheche
infant	mwana
infanticide	infanticide
infantile	infantile
infantry	infantry
infarct	inopesana
infatuated	kunonyorerwa
infatuation	infatuation
infeasible	infeasible
infect	kuuraya
infection	utachiona
infectious	zvinopararira
infer	kupera
inference	inference
inferential	kusingagumi
inferior	pasi
inferiority	kuderera
infernal	infernal
inferno	inferno
infertile	infertile
infertility	kusabereka
infestation	kupera
infidel	infidel
infidelity	kusatenda
infield	infield
infiltrate	kupinda mukati
infiltration	kupinda
infinite	risingaperi
infinitely	zvisingaperi
infinitesimal	infinitesimal
infinity	infinity
infirm	vanoshaya simba
infirmary	chiremba
infirmity	utera
inflammation	kuputika
inflammatory	kupisa
inflatable	inflatable
inflate	inflate
inflated	inokanganiswa
inflation	inflation
inflection	kukanganisa
inflict	zvinokonzera
infliction	kupesana
inflorescence	inflorescence
influence	simba
influential	ine simba
influenza	fukenza
influx	kuwedzera
info	info
infomercial	infomercial
inform	zivisa
informal	zvisina kufanira
informant	zvisinganzwisisiki
information	mashoko
informative	inodzidzisa
informed	akaudzwa
informer	mutauri
infraction	mhosva
infrared	infrared
infrastructure	zvivakoti
infrequent	zvishoma
infrequently	zvishoma
infringement	kupesana
infuriate	infuriate
infuriated	kutsamwa
infuriates	infuriates
infuriating	infuriating
infuse	infuse
infused	akapinza
infuser	kudzvinyirira
infusion	infusion
ingenious	ingenious
ingenuity	ingwaru
ingest	ingest
ingestion	kumeza
ingot	ingot
ingrained	zvakagadziriswa
ingrate	ingrate
ingredient	zvinoshandiswa
ingress	ingress
inhabit	vagare
inhabitant	vagari
inhabited	inogarwa
inhabiting	kugara
inhalation	inhalation
inhale	inhale
inhaler	inhaler
inherent	inherent
inherit	nhaka
inheritance	nhaka
inhibit	inhibit
inhibition	inhibition
inhibitor	inhibitor
inhospitable	isingabatsiri
inhuman	inhuman
inhumane	inhumane
inhumanity	inhumanity
inimaginable	NO TRANSLATION
inimical	inimical
inimitable	inimitable
iniquity	zvakaipa
initial	kutanga
initiate	initiate
initiated	akatanga
initiation	initiation
initiative	kutanga
inject	inject
injection	injection
injunction	chirevo
injure	kukuvadza
injured	vakakuvara
injuring	kukuvara
injurious	zvinokuvadza
injury	kuipa
injustice	kusaruramisira
ink	ink
inkling	inkling
inland	inland
inlay	inlay
inlet	inlet
inmate	vasungwa
inn	chivako
innards	innards
innate	innate
inner	mukati
innermost	innermost
innerpeace	NO TRANSLATION
inning	inning
innings	innings
innkeeper	muvakidzani
innocence	kusava nemhosva
innocent	asina mhosva
innocently	zvisina mhosva
innocuous	kusachena
innovate	innovate
innovation	innovation
innovative	innovative
innuendo	innuendo
innumerable	vasingaverengwi
inoculation	inoculation
inoperable	inoperable
inoperative	inoperative
inordinate	inordinate
inorganic	inorganic
input	purogiramu
inquest	kubvunza
inquire	bvunza
inquirer	mubvunze
inquiring	kubvunza
inquiry	kubvunza
inquisitive	kubvunzisisa
inquisitor	inquisitor
insane	kupenga
insanity	insanity
insatiable	kusagadzikana
inscription	kunyorwa
inscrutable	zvinopesana
insect	insect
insecticide	insecticide
insecure	kusachengeteka
insecurity	kusachengeteka
insemination	insemination
insensitive	kusava nehanya
inseparable	kusagadzikana
insert	shandisa
inserted	akaiswa
insertion	kuisa
inside	mukati
insider	insider
insidious	insidious
insight	njere
insightful	kunzwisisa
insignia	insignia
insignificance	kusakosha
insignificant	zvisina basa
insinuate	insinuate
insipid	insipid
insist	kusimbisa
insistence	kushivirira
insistent	kushivirira
insists	anoramba
insolence	kunyadzisa
insolent	kunyadzisa
insoluble	insoluble
insolvency	insolvency
insolvent	insolvent
insomnia	kusuruvara
insomniac	insomniac
inspect	chengetedza
inspection	kuongorora
inspector	inspector
inspiration	kufemerwa
inspirational	inspirational
inspire	inspire
inspired	akafuridzirwa
instability	kusagadzikana
install	install
installation	kuiswa
installment	chikamu
instance	muenzaniso
instant	pakarepo
instantaneous	pakarepo
instantaneously	pakarepo
instigate	chinokonzera
instigation	kukanganisa
instill	kuisa
instinct	chimiro
instinctive	chimiro
institute	institute
institution	masangano
instruct	dzidzisa
instructed	anorayirwa
instruction	murayiridzo
instructional	instructional
instructions	mirayiridzo
instructive	kudzidzisa
instructor	mudzidzisi
instrument	chiridzwa
instrumental	shingairira
instrumentalist	instrumentalist
instrumentality	instrumentality
insubordination	insubordination
insufferable	insufferable
insufficiency	kutadza
insufficient	hazvina kukwana
insufficiently	insufficiently
insular	insular
insulate	insulate
insulated	insulated
insulation	insulation
insulin	insulin
insult	kuseka
insulting	kunyomba
insurance	inshuwarisi
insure	insure
insurgent	kupandukira
insurmountable	kusagadzikana
insurrection	insurrection
intact	zvakasimba
intake	kudya
intangible	zvisingaonekwi
integer	integer
integral	integral
integrate	inobatanidza
integration	kubatana
integrity	kutendeka
intellect	njere
intellectual	njere
intelligence	njere
intelligent	akachenjera
intelligibility	kunzwisisa
intelligible	inonzwisisika
intend	intend
intended	chinangwa
intending	chinangwa
intense	zvakanyanya
intensely	zvakanyanya
intensify	kuwedzera
intensity	intensity
intensive	zvakasimba
intent	chinangwa
intention	chinangwa
intentional	intentional
intentionally	chinangwa
inter	inter
interact	inobatanidza
interaction	kusangana
interactive	interactive
intercede	intercede
intercept	bvisa
interception	kupindira
intercession	kunyengeterera
interchange	kutaurirana
interchangeable	kushandura
interchanged	kuchinjana
intercom	intercom
intercourse	kurara
interdependence	kushamwaridzana
interdependent	kupindirana
interdiction	kupesana
interest	kufarira
interested	anofarira
interesting	zvinonakidza
interface	interface
interfere	kupindira
interference	kupindira
interferometer	interferometer
intergalactic	intergalactic
interim	nguva
interior	mukati
interject	kupindirana
interlocutory	interlocutory
interlude	interlude
intermediary	mutauriri
intermediate	pakati
interment	kupembera
interminable	zvisingagoneki
intermission	kupembera
intermittent	pakati
intern	intern
internal	mukati
internally	internally
international	international
internet	internet
internship	internship
interoffice	interoffice
interpolate	interpolate
interpolation	kunyorwa
interpret	kududzira
interpretation	kududzira
interpreter	muturikiri
interpretive	kududzira
interrelated	zvakabatana
interrogate	kubvunzurudza
interrogation	kubvunzurudzwa
interrupt	kupopotedzana
interrupted	kukanganiswa
interrupting	kupopotedzana
interruption	kukanganiswa
interrupts	zvinokanganisa
intersect	kupindirana
intersection	kupindirana
interstate	interstate
interstellar	interstellar
interstitial	interstitial
interval	nguva
intervene	kupindira
intervening	kupindira
intervention	kupindira
interview	kubvunzurudzwa
interviewer	mubvunzurudzo
interworking	kushanda mukati
intestate	intestate
intestinal	mukati
intestine	utumbo
intestines	matumbo
intimacy	ukama hwepedyo
intimate	hwepedyo
intimately	zvakananga
intimation	kushamiswa
intimidate	kutya
intimidated	kutya
intimidating	kutya
intimidation	kutyisidzirwa
intolerable	kusingagumiki
intolerance	kusawirirana
intolerant	kusagutsikana
intonation	intonation
intoxicated	inxicated
intoxicating	inxicating
intoxication	inxication
intracranial	asingashandi
intractable	zvisingaiti
intramural	intramural
intravenous	intravenous
intrepid	intrepid
intricate	zvakaoma
intrigue	kunyunyuta
intriguing	zvinoshamisa
intrinsic	intrinsic
intrinsically	zvakananga
intro	chirevo
introduce	taurira
introduction	sumo
introductory	kutanga
introspection	introspection
introspective	introspective
intrude	intrude
intruder	intruder
intrusion	intrusion
intrusive	intrusive
intubation	intubation
intuition	intuition
intuitive	intuitive
intuitively	intuitively
inundation	inundation
invade	inopinda
invader	muvengi
invalid	invalid
invalidate	invalidate
invalidation	kusavhiringidzwa
invalidity	kusavimbika
invaluable	inokosha
invariably	nguva dzose
invasion	kupinda
invasive	invasive
invent	Gadzira
invention	yakagadzirwa
inventive	inventive
inventor	inventor
inventory	kuverenga
inverse	inverse
inversely	inversely
inversion	inversion
invert	invert
inverted	inverted
invest	invest
investigate	tsvaga
investigation	kuongorora
investigative	kuongorora
investigator	muongorori
investment	investments
investor	investor
invidious	invidious
invigorate	simba
invincible	kusakundikana
invisibility	kusingaoneki
invisible	asingaoneki
invitation	kukokwa
invite	kumbira
inviting	kukoka
invocation	kukumbira
invoice	invoice
invoke	invoke
involuntary	kusazvipira
involution	kuchinja
involve	inosanganisira
involvement	kubatanidzwa
invulnerable	asingakwanisi
inwards	inward
iodine	iodine
ion	ion
iota	iota
irate	kutsamwa
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	dare
ironclad	ironclad
ironic	ironic
irons	irons
irony	ironyoni
irradiation	irradiation
irrational	kusanzwisisa
irrationality	irrationality
irreconcilable	kusagadzikana
irreducible	irreducible
irrefutable	risingagoneki
irregular	zvisiri izvo
irregularity	kusagadzikana
irregularly	zvisina kufanira
irrelevant	hazvinei
irreparable	kusakanganisika
irreplaceable	irreplaceable
irrepressible	irrepressible
irresistible	irresistible
irrespective	zvisinei
irresponsible	kusava nehanya
irreverent	kusaremekedza
irreversible	kusakanganiswa
irrevocable	inogadziriswa
irrigate	irrigate
irrigation	kunwisa
irritability	kutsamwa
irritable	zvinogumbura
irritate	zvinogumbura
irritated	akatsamwa
irritates	inotsamwisa
irritating	inogumbura
irritation	kutsamwa
island	chiwi
isle	isle
islet	islet
isolate	oga
isolated	kurega
isolation	kuzvidzora
isomorphism	isomorphism
isothermal	isothermal
isotope	isotope
issue	nyaya
itch	itch
itching	itching
itchy	itchy
item	item
itemize	itemize
items	zvinhu
iterate	iterate
iteration	iteration
iterative	iterative
itinerant	inofamba
itinerary	rwendo
ivory	nyanga dzenzou
jab	jab
jabber	jabber
jack	jack
jackal	jackal
jackass	jackasi
jacket	jacket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	jade
jaded	jaded
jag	NO TRANSLATION
jagged	jagged
jaguar	jaguar
jail	jeri
jailbird	jailbird
jailbreak	jailbreak
jailer	jailer
jailhouse	jailhouse
jalopy	jalopy
jam	jamu
jamboree	jamboree
jammed	jammed
jammer	jammer
janitor	janitor
janitorial	janitorial
japan	Japani
jar	jar
jargon	jargon
jarhead	musoro wemusoro
jarring	jarring
jasmine	jasmine
jasper	jasper
jaundice	jaundice
jaunt	jaunt
java	java
javelin	javelin
jaw	jaya
jawbone	rushaya
jaws	masaya
jay	jay
jazz	jazz
jazzy	jazzy
jealous	godo
jealousy	godo
jean	jean
jeans	jeans
jeep	jeep
jeering	jeering
jelly	jelly
jellybean	jellybean
jellyfish	jellyfish
jenny	jenny
jeopardize	kuisa pangozi
jeopardy	njodzi
jerk	jerk
jerks	jerks
jerky	jerky
jersey	jeresi
jest	NO TRANSLATION
jester	jester
jesus	Jesu
jet	jet
jetty	jetty
jewel	jewel
jeweler	jeweler
jewelry	zvishongo
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	jitteri
jive	jive
job	basa
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	join
joined	akabatanidzwa
joining	joining
joint	joint
jointly	pamwe
joke	joke
joker	joker
joking	joking
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	magazini
journalism	journalism
journalist	munyori wenhau
journalistic	journalistic
journey	rwendo
journeyman	journeyman
joust	joust
jovial	jovial
joy	mufaro
joyful	kufara
joyous	kufara
joyride	happyride
joys	mufaro
jubilant	jubilant
jubilee	jubheri
judge	mutongi
judged	kutongwa
judging	kutonga
judgment	kutonga
judgmental	kutonga
judicial	magweta
judiciary	judiciary
judicious	judicious
judo	judo
jug	jug
juggle	juggle
juggler	juggler
juggling	juggling
jugular	jugular
juice	juice
juicer	juicer
juicy	juicy
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	jumble
jumbled	jumbled
jumbo	jumbo
jump	svetuka
jump rope	ramba rambo
jumper	jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	junction
juncture	juncture
jungle	jungle
junior	junior
juniper	juniper
junk	tsvina
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	juridical
jurisdiction	simba
jurisprudence	mhosva yezvemhosva
jurist	jurist
juror	juror
jury	jury
justice	kururamisira
justifiable	zvinokodzera
justification	kururamiswa
justify	ruramisira
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	juvenile
juxtaposition	juxtaposition
kaiser	kaiser
kale	kare
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	keen
keep	chengeta
keeper	muchengeti
keeping	kuchengeta
keepsake	keepsake
keg	keg
kelp	kelp
ken	ken
kennel	kennel
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ketchup
kettle	kettle
key	key
keyboard	keyboard
keyed	keyed
keyhole	keyhole
keynote	keynote
keypad	keypad
keystone	keystone
keyword	keyword
khaki	khaki
khan	khan
kibble	kibble
kick	kick kick
kickboxing	kickboxing
kicker	kicker
kicking	kicking
kickoff	tanga
kid	kid
kidder	kidder
kidding	nhambe
kiddo	kiddo
kiddos	kiddos
kidnap	kidnap
kidnapped	kidnapped
kidnapper	kidnapper
kidnapping	kubata
kidney	itsvo
kids	vana
kill	kuuraya
killer	muurayi
killing	kuuraya
killjoy	killjoy
kiln	kiln
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometer
kilt	kilt
kimono	kimono
kin	kin
kind	mutsa
kindergarten	kuchikoro
kindling	kuratidza
kindness	mutsa
kindred	hama
kinematics	kinematics
kinesiology	kinesiology
kinetic	kinetic
king	mambo
king snake	nyoka nyoka
kingdom	umambo
kingpin	kingpin
kink	kink
kinky	kinky
kinship	kinship
kiosk	kiosk
kirk	kirk
kiss	kiss
kisser	kisser
kissy	kissy
kit	kit
kitchen	kicheni
kite	kite
kitten	kitten
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	bfugama
knee	mabvi
kneecap	kneecap
kneel	bfugama
kneeling	akapfugama
knell	knell
knick	knick
knickers	knickers
knife	banga
knight	knight
knighthood	knighthood
knit	knit
knob	chipfu
knock	knock
knockoff	knockoff
knockout	donhedza
knoll	knoll
knot	knot
knots	knots
knotted	knotted
know	munoziva
knowing	kuziva
knowingly	kuziva
knowledge	ruzivo
knowledgeable	knowledgeable
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-rubatsiro
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	lab
label	kunyora
labor	kushanda
laboratory	laboratory
labored	vakashanda
laborer	mushandi
laboring	kushanda
laborious	laborious
labyrinth	labyrinth
lac	lac
lace	lace
laceration	laceration
lack	kushaya
lackey	lackey
lacking	inoshayiwa
lackluster	lackluster
lacquer	lacquer
lacrosse	lacrosse
lactose	lactose
lad	mukomana
ladder	ladder
laddie	laddie
laden	akatakura
lading	lading
ladle	ladle
lady	mukadzi
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ladylike
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	kumira
lagoon	lagoon
lair	lair
laity	vanhu
lake	lake
lama	NO TRANSLATION
lamb	gwayana
lame	chirema
lament	kuchema
lamenting	kuchema
lamina	lamina
laminated	laminated
lamp	mwenje
lamppost	lamppost
lance	lance
lancer	lancer
land	nyika
landed	akadzika
landfall	landfall
landfill	landfill
landing	landing
landlady	landlady
landlocked	landlocked
landlord	muridzi weimba
landmark	landmark
lands	nyika
landscape	landscape
landscaping	landscaping
landslide	landslide
lane	lane
language	mutauro
languid	dambudziko
languish	kuneta
languishing	kuneta
lanky	lanky
lantern	mwenje
lap	chikwata
lapdog	lapdog
lapel	lapel
lapse	kupera
lapsed	rakapera
laptop	laptop
larceny	larceny
lard	lard
larder	larder
large	guru
larger	chikuru
largo	NO TRANSLATION
lark	lark
larva	larva
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	anogara
lastminute	lastminute
latch	latch
late	kunonoka
lateness	lateness
latent	latent
lateral	tarisa
laterally	gareally
latex	latex
lathe	lathe
lather	lather
latitude	latitude
latrine	latrine
latrines	latrines
latte	latte
lattice	lattice
laud	rumbidzai
laudable	rukudzo
laudation	rumbidzo
laudatory	rumbidzo
laugh	kuseka
laughable	laughable
laughing	kuseka
laughingstock	NO TRANSLATION
laughs	kuseka
laughter	kuseka
launch	launch
launcher	launcher
launches	launches
launder	launder
laundering	kutengesa
laundry	laundry
laureate	laureate
laurel	laurel
laurels	laurels
lava	lava
lavage	kushamba
lavatory	lavatory
lavender	lavender
lavish	lavish
law	mutemo
lawful	zvinotenderwa
lawless	kusateerera mutemo
lawlessness	kusateerera mutemo
lawman	lawman
lawn	tsangadzi
lawnmower	lawnmower
lawsuit	mhosva
lawyer	gweta
lax	lax
laxative	laxative
lay	rakarara
layaway	layaway
layer	kutara
layered	layered
layman	layman
layout	layout
layover	layover
laziness	usimbe
lazy	simbe
lazyday	NO TRANSLATION
lea	lea
lead	tungamira
leaded	kutungamirirwa
leader	mutungamiri
leadership	utungamiri
leading	kutungamirira
leads	inotungamirira
leaf	mashizha
leaflet	leaflet
leafy	mashizha
league	sangano
leak	leak
leakage	kuvuza
leaky	leaky
lean	akaonda
leaned	rakanamatira
leaning	kumira
leap	leap
learn	dzidza
learned	vakadzidza
learner	mudzidzi
learning	kudzidza
lease	lease
leash	leash
leather	chikafu
leathery	leathery
leave	siya
leavemealone	ndisiye ndega
leaving	kusiya
lecherous	lecherous
lecture	nhaurirano
lecturer	mudzidzisi
ledge	wedge
ledger	mudara
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	ruboshwe
leftout	NO TRANSLATION
leftover	rests
leftovers	zvasara
lefty	lefty
leg	gumbo
legacy	nhaka
legal	zviri pamutemo
legality	mutemo
legalize	zvakanyorwa
legalized	zvakanyorwa
legally	zviri pamutemo
legend	nhoroondo
legendary	zvinyorwa
legibility	legibility
legible	zvakajeka
legion	legion
legislate	legislate
legislation	mutemo
legislative	mitemo
legislator	Mutongi
legislature	sangano
legit	legit
legitimacy	mutemo
legitimate	zvakakodzera
lego	lego
legs	makumbo
legume	legume
legwork	legwork
leisure	kusununguka
leisurely	zvinyararire
lemma	lemma
lemon	lemon
lemonade	lemonade
lend	chikwereti
lender	lender
lending	chikwereta
length	kureba
lengthen	longthen
lengthened	longthened
lengthening	lengthening
lengthwise	kureba
lengthy	kureba
leniency	leniency
lenient	lenient
lens	lens
leopard	ingwe
leotard	leotard
leper	vane maperembudzi
leprechaun	leprechaun
leprosy	maperembudzi
lesbian	lesbian
lesbianism	lesbianism
lesion	chironda
less	zvishoma
lessee	lessee
lessen	kuderedza
lessening	kuderedza
lesser	muduku
lesson	chidzidzo
lessor	lessor
let	regai
lethal	lethal
lethargic	lethargic
lethargy	lethargy
letter	tsamba
lettered	lettered
letterhead	letterhead
lettering	lettering
letters	tsamba
lettuce	lettuce
leukemia	leukemia
levee	levee
level	level
lever	lever
leverage	leverage
levitate	levitate
levy	levy
lewd	ruchiva
lexicon	lexicon
ley	NO TRANSLATION
liabilities	zvikwereti
liability	mutoro
liable	ane mhosva
liaison	kubatanidza
liar	murevi wenhema
libel	chirevo
libelous	libelous
liberal	rusununguko
liberalism	rusununguko
liberate	vakasununguka
liberated	vakasunungurwa
liberating	kusununguka
liberation	rusununguko
liberty	rusununguko
libido	libido
librarian	vaverengi
library	raibhurari
libretto	freetto
lice	chiropa
license	permiti
lichen	lichen
lick	lick
licorice	licorice
lid	chivako
lie	kureva nhema
liege	liege
lien	link
lieu	nzvimbo
lieutenant	lieutenant
life	upenyu
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	guardguard
lifeisgood	hupenyu hwakanaka
lifeless	asina upenyu
lifelike	upenyu hwakafanana
lifeline	mutsara
lifelong	upenyu hwose
lifer	lifer
lifesaver	lifesaver
lifestyle	mararamiro
lifesucks	lifesiki
lifetime	lifetime
lift	simbisa
lifted	akasimudzwa
liftoff	Simudza
ligament	ligament
ligation	ligation
ligature	ligature
light	chiedza
light year	gore rakasviba
lightbulb	mwenje
lighten	lighten
lightheaded	dzungu
lighthouse	lighthouse
lighting	chiedza
lightness	lightness
lightning	mheni
lights	mwenje
lightweight	lightweight
likable	takable
like	akafanana
likelihood	njodzi
likely	zvichida
likeness	likeness
likewise	saizvozvo
liking	liking
lilac	lilac
lily	lily
limb	limb
limber	chimber
limbo	limbo
lime	lime
limelight	chimiro
limestone	chimestone
limey	limey
limit	muganhu
limitation	kukanganisa
limited	limited
limitless	zvisingagoneki
limo	limo
limousine	limousine
limp	limp
lin	lin
line	mutsara
lineage	mutsara
lineal	lineal
linear	linear
linebacker	linebacker
lined	akabatanidzwa
linen	werineni
liner	liner
lines	mitsara
lineup	mirai mumutsetse
linger	nguva
lingerie	lingerie
lingering	kunonoka
lingo	lingo
lingual	lingual
linguini	linguini
linguist	linguist
linguistic	mutauro
linguistics	linguistics
lining	lining
link	link
linoleum	linoleum
lint	lint
lion	shumba
lip	muromo
liposuction	liposuction
lipstick	lipstick
liquefaction	liquefaction
liquefied	liquefied
liqueur	liqueur
liquid	liquid
liquidate	liquidate
liquidation	kubviswa
liquidator	liquidator
liquidity	liquidity
liquor	doro
lira	NO TRANSLATION
lisp	lisp
list	list
listen	teerera
listener	anoteerera
listenting	NO TRANSLATION
listing	listing
listless	listless
listneing	NO TRANSLATION
litany	litany
liter	liter
literacy	kuverenga nekuverenga
literal	chaiyo
literally	chaizvoizvo
literary	literary
literature	mabhuku
lithe	lithe
lithium	lithium
lithograph	lithograph
lithography	lithography
lithology	lithology
lithosphere	lithosphere
litigant	litigant
litigate	litigate
litigation	kukakavara
litigator	litigator
litigious	chinotyisa
litter	matara
little	zvishoma
littlethings	zvinhu zvidiki
littoral	littoral
liturgy	liturgy
live	kurarama
livelife	Rarama hupenyu
livelihood	mararamiro
lively	hai
liven	liven
liver	chiropa
livery	livery
livestock	zvipfuwo
livid	zvakajeka
living	kurarama
lizard	lizard
llama	llama
lml	lml
load	load
loader	loader
loaf	chingwa
loafer	loafer
loam	loam
loan	chikwereti
loath	loath
loathe	loathe
loathful	loathful
loathing	loathing
loathsome	loathsome
lobby	lobby
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomy
lobster	lobster
local	nzvimbo
locale	nzvimbo
locality	nzvimbo
localization	nzvimbo
localize	localize
localized	inzvimbo
locate	tsvaga
location	nzvimbo
locator	locator
loch	loch
lock	lock
locker	locker
locket	locket
locksmith	locksmith
lockup	lockup
loco	loco
locomotion	locomotion
locomotive	locomotive
locust	mhashu
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	pokugara
loft	loft
lofty	lofty
log	log
logarithm	logarithm
logarithmic	logarithmic
logic	logic
logical	zvinonzwisisika
logistics	logistics
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	ndoga
loneliness	kusurukirwa
lonely	kusurukirwa
loner	loner
lonesome	lonesome
long	kureba
longboat	longboat
longevity	longevity
longing	kuchiva
longitude	longitude
longitudinal	longitudinal
longitudinally	longitudinally
longtime	kwenguva refu
loo	loo
look	tarisai
looker	tarisa
lookout	chenjera
loom	loom
looming	looming
loon	loon
loony	loony
loop	loop
loophole	loophole
loopy	loopy
loose	kusununguka
loosen	kusunungura
loosening	kusunungura
loot	kukora
lop	lop
lopsided	rakasakara
lord	ishe
lords	madzishe
lordship	utongi
lore	lore
lorry	lorry
lose	kurasikirwa
loser	loser
losing	kurasikirwa
loss	kurasikirwa
lost	vakarasika
lot	mujenya
lotion	lotion
lots	mijenya
lottery	lotto
lotto	lotto
lotus	lotus
loud	inzwi guru
loudly	nenzwi guru
loudmouth	loudmouth
loudness	kudanidzira
loudspeaker	gurukota
lounge	lounge
lounging	lounging
louse	louse
lousy	lousy
lovable	zvinodiwa
love	rudo
loved	aidiwa
lovee	rudoe
loveee	loveee
loveless	vasina rudo
lovelife	NO TRANSLATION
loveliness	loveliness
lovelovelove	NO TRANSLATION
lovely	lovely
lovemaking	lovemaking
lovemylife	NO TRANSLATION
lover	lover
lovesick	loveick
lovethis	lovethis
loving	rudo
lovinglife	lovelife
lovinlife	lovinlife
low	pasi
lowdown	lowdown
lower	pasi
lowering	kuderedza
lowest	yakaderera
lowlands	pasi
lowlife	lowlife
lowly	akaderera
lox	lox
loyal	akavimbika
loyalty	kuvimbika
lsd	lsd
luau	luau
lube	lube
lubricant	lubricant
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	lucky
luckiest	zvakanyanya
lucky	lucky
luckygirl	luckygirl
lucrative	kubhadhara
ludicrous	ludicrous
lug	lug
luggage	mutoro
lukewarm	kudziya
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	matanda
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	luminous
lump	bundu
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	lunatic
lunch	masikati
lunchbox	masikati
luncheon	luncheon
lunchtime	masikati
lung	mapapu
lunge	lunge
lungs	mapapu
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	kurira
luscious	kunakidza
lush	lush
lust	kuchiva
luster	kuchiva
lustful	ruchiva
lustrous	lustrous
lusty	ruchiva
lute	lute
luxuriant	zvinotyisa
luxurious	unyanzvi
luxury	luxury
lycra	lycra
lye	lye
lying	kureva nhema
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	rwiyo
lyric	rwiyo
