Word	et
irreconcilable	vastuoluline
irreducible	mittesisaldatav
irrefutable	ümberlükkamatu
irregular	ebaregulaarne
irregularity	eeskirjade eiramine
irregularly	ebaregulaarselt
irrelevant	ebaoluline
irreparable	korvamatu
irreplaceable	asendamatu
irrepressible	mässuline
irresistible	vastupandamatu
irrespective	sõltumata
irresponsible	vastutustundetu
irreverent	pöörane
irreversible	pöördumatu
irrevocable	tühistamatu
irrigate	niisutada
irrigation	niisutus
irritability	ärrituvus
irritable	ärrituv
irritate	ärritada
irritated	ärritunud
irritates	ärritab
irritating	ärritav
irritation	ärritus
island	saar
isle	isle
islet	saarel
isolate	isoleerida
isolated	isoleeritud
isolation	isoleerimine
isomorphism	isomorfism
isothermal	isotermiline
isotope	isotoop
issue	probleem
itch	sügelema
itching	sügelus
itchy	sügelemine
item	kirje
itemize	liigitama
items	esemed
iterate	järk-järgult
iteration	iteratsioon
iterative	iteratiivne
itinerant	rändur
itinerary	marsruut
ivory	elevandiluu
jab	Jab
jabber	Jabber
jack	pesa
jackal	šakaal
jackass	Jackass
jacket	jope
jackhammer	Jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	tungrauad
jade	jade
jaded	jaded
jag	NO TRANSLATION
jagged	katki
jaguar	jaguar
jail	vanglas
jailbird	jailbird
jailbreak	jailbreak
jailer	vangistus
jailhouse	vangilaager
jalopy	jalopy
jam	moos
jamboree	jamboree
jammed	kinni jäänud
jammer	jammer
janitor	majahoidja
janitorial	majahoidja
japan	Jaapan
jar	jar
jargon	jargon
jarhead	jarhead
jarring	jarring
jasmine	jasmiin
jasper	jasper
jaundice	ikterus
jaunt	noort
java	java
javelin	lõuend
jaw	lõualuu
jawbone	lõualuu
jaws	lõualuu
jay	julge
jazz	jazz
jazzy	Jazzy
jealous	armukade jaoks
jealousy	armukadedus
jean	jean
jeans	teksad
jeep	jeep
jeering	jama
jelly	kapslites
jellybean	Jellybean
jellyfish	millimallikas
jenny	jenny
jeopardize	ohustada
jeopardy	oht
jerk	jerk
jerks	jerksid
jerky	jerk
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	jet
jetty	sadam
jewel	kalliskivi
jeweler	juveliir
jewelry	ehted
jib	rihm
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	mosaiik
jihad	džihaad
jimmy	jimmy
jingle	kõlama
jinx	jinx
jitters	jatters
jittery	närviline
jive	jive
job	töökoht
jobinterview	NO TRANSLATION
jock	joke
jockey	Jockey
jockstrap	jockstrap
jog	jooksma
jogger	jogger
john	john
join	liitu
joined	liitunud
joining	liitumine
joint	ühine
jointly	ühiselt
joke	nali
joker	jutustaja
joking	nalja
jolly	jully
jolt	rünnak
jornada	NO TRANSLATION
jot	Jot
jour	NO TRANSLATION
journal	ajakiri
journalism	ajakirjandus
journalist	ajakirjanik
journalistic	ajakirjanduslik
journey	teekond
journeyman	reisimees
joust	ratsutama
jovial	jovial
joy	rõõm
joyful	rõõmus
joyous	rõõmus
joyride	joyride
joys	rõõmud
jubilant	jubilantne
jubilee	jubilee
judge	kohtunik
judged	hinnati
judging	otsustades
judgment	kohtuotsus
judgmental	subjektiivne
judicial	kohtulik
judiciary	kohtusüsteem
judicious	mõistlik
judo	judo
jug	sink
juggle	juurdlema
juggler	juggler
juggling	juggling
jugular	jugular
juice	mahl
juicer	mahlapress
juicy	mahlane
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	hüpata
jumbled	jumbled
jumbo	jumbo
jump	hüpata
jump rope	hüppenöör
jumper	hüppaja
jumpsuit	jumpsuit
jumpy	hüpata
junction	ristmik
juncture	kokkupõrge
jungle	džungel
junior	junior
juniper	kadakas
junk	rämps
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	hunta
juridical	juriidiline
jurisdiction	jurisdiktsioon
jurisprudence	jurisprudence
jurist	jurist
juror	vandeadvokaat
jury	žürii
justice	õiglus
justifiable	õigustatud
justification	põhjendus
justify	õigustada
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	džuut
juvenile	noormees
juxtaposition	kokkupõrge
kaiser	kaiser
kale	kapsas
kaleidoscope	kaleidoskoop
kamikaze	Kamikaze
kangaroo	känguru
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmiline
kayak	süsta
kazoo	kazoo
kebab	kebab
keel	keel
keen	tahtsin
keep	pidage seda
keeper	pidaja
keeping	pidamine
keepsake	mälestus
keg	keg
kelp	pruunvetikas
ken	ken
kennel	kennel
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	petrooleum
ketchup	ketšup
kettle	veekeetja
key	võti
keyboard	klaviatuur
keyed	sisestatud
keyhole	võtmehoidja
keynote	keynote
keypad	klahvistik
keystone	nurgakivi
keyword	märksõna
khaki	khaki
khan	khan
kibble	kibble
kick	kick
kickboxing	kickboxing
kicker	kicker
kicking	lööd
kickoff	avalööki tegema
kid	poiss
kidder	naljakas
kidding	nalja
kiddo	nalja
kiddos	kiddos
kidnap	röövima
kidnapped	rööviti
kidnapper	kidnapper
kidnapping	röövimine
kidney	neerud
kids	lapsed
kill	tappa
killer	tapja
killing	tapmine
killjoy	killjoy
kiln	ahju
kilo	NO TRANSLATION
kilogram	kilogramm
kilometer	kilomeeter
kilt	kilt
kimono	kimono
kin	sugulane
kind	laadi
kindergarten	lasteaed
kindling	keetmine
kindness	headus
kindred	sugulane
kinematics	kinemaatika
kinesiology	kinesioloogia
kinetic	kineetiline
king	kuningas
king snake	kuningas madu
kingdom	kuningriik
kingpin	süütama
kink	kink
kinky	kinky
kinship	sugulus
kiosk	kiosk
kirk	kirk
kiss	suudlus
kisser	suudleja
kissy	suudlus
kit	komplekt
kitchen	köök
kite	lohe
kitten	kassipoeg
kiwi	Kiwi
klutz	klutz
knack	teadmine
knapsack	seljakott
knead	sõtkuma
knee	põlve
kneecap	põlvekaha
kneel	põlvitama
kneeling	põlvitades
knell	kelluke
knick	kutt
knickers	püksikud
knife	nuga
knight	ratsu
knighthood	rüütelkond
knit	kududa
knob	nupp
knock	koputama
knockoff	knockoff
knockout	väljalangemine
knoll	knoll
knot	sõlme
knots	sõlmed
knotted	sõlmega
know	tean
knowing	teades
knowingly	teadlikult
knowledge	teadmised
knowledgeable	teadlik
knuckle	rätik
knucklehead	kuklakübar
knuckles	käpikud
koala	koala
kook	NO TRANSLATION
kooky	kooki
kool-aid	kool-abi
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	lab
label	silt
labor	töö
laboratory	laboratoorium
labored	tötanud
laborer	töötaja
laboring	töötav
laborious	vaevaline
labyrinth	labürint
lac	lakk
lace	pits
laceration	lõhkamine
lack	puudus
lackey	lutipudel
lacking	puudus
lackluster	närviline
lacquer	lakk
lacrosse	lakroos
lactose	laktoos
lad	poiss
ladder	redel
laddie	laddie
laden	koormatud
lading	ladu
ladle	kopp
lady	daam
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ladylike
ladyship	naine
lag	lag
lager	NO TRANSLATION
lagging	maha jäänud
lagoon	laguun
lair	lair
laity	laity
lake	järv
lama	NO TRANSLATION
lamb	lamb
lame	lame
lament	riitama
lamenting	lamenting
lamina	lamina
laminated	lamineeritud
lamp	lamp
lamppost	lambipost
lance	Lance
lancer	lancer
land	maa
landed	lossitud
landfall	rannikuala
landfill	prügila
landing	maandumine
landlady	majaomanik
landlocked	maastikukujuline
landlord	üürileandja
landmark	maamärk
lands	maandub
landscape	maastik
landscaping	haljastus
landslide	maalihe
lane	sõidurada
language	keel
languid	vilets
languish	tormama
languishing	nõrk
lanky	kallis
lantern	latern
lap	ring
lapdog	lapdog
lapel	lapel
lapse	aegumine
lapsed	kadunud
laptop	sülearvuti
larceny	larceny
lard	sibul
larder	vooder
large	suur
larger	suurem
largo	NO TRANSLATION
lark	Lark
larva	vasar
laryngitis	larüngiit
larynx	kõri
lasagna	lasanje
laser	laser
lash	lööve
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	püsiv
lastminute	viimase hetke
latch	riiv
late	hilja
lateness	hilinemine
latent	latentne
lateral	külgne
laterally	külgsuunas
latex	lateks
lathe	treipink
lather	maha
latitude	laiuskraad
latrine	söögikoht
latrines	latriinid
latte	latte
lattice	võre
laud	lau
laudable	kiiduväärt
laudation	kiitlemine
laudatory	kiiduväärt
laugh	naerma
laughable	naeruväärne
laughing	naerdes
laughingstock	NO TRANSLATION
laughs	naerab
laughter	naer
launch	käivitada
launcher	käivitaja
launches	käivitab
launder	pesemine
laundering	pesemine
laundry	pesu
laureate	laureaat
laurel	laurel
laurels	lauremid
lava	lava
lavage	lavaaž
lavatory	tualettruum
lavender	lavendel
lavish	rikkalik
law	seadus
lawful	seaduslik
lawless	seadusevastane
lawlessness	seadusetus
lawman	jurist
lawn	muru
lawnmower	muruniiduk
lawsuit	kohtuasi
lawyer	advokaat
lax	laks
laxative	lahtistav
lay	panema
layaway	laupäev
layer	kiht
layered	kihiline
layman	laamatud
layout	paigutus
layover	kleepimine
laziness	laiskus
lazy	laisk
lazyday	NO TRANSLATION
lea	lea
lead	juhtima
leaded	pliisisaldusega
leader	liider
leadership	juhtimine
leading	juhtiv
leads	juhib
leaf	lehed
leaflet	infoleht
leafy	lehestik
league	liigas
leak	lekima
leakage	lekkimine
leaky	lekkiv
lean	lahja
leaned	leaned
leaning	tuginedes
leap	hüpe
learn	õppida
learned	õppinud
learner	õppija
learning	õppimine
lease	üürileping
leash	jalutusrihma
leather	nahk
leathery	nahkjas
leave	lahkuma
leavemealone	Jäta mind rahule
leaving	lahkudes
lecherous	lecherous
lecture	loeng
lecturer	lektor
ledge	vöö
ledger	pealkiri
lee	lee
leech	leech
leeches	Piibud
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	tegevusruum
left	lahkus
leftout	NO TRANSLATION
leftover	jäänud
leftovers	ülejäägid
lefty	vasakpoolne
leg	jalg
legacy	pärand
legal	seaduslik
legality	seaduslikkus
legalize	legaliseerida
legalized	legaliseeritud
legally	seaduslikult
legend	legend
legendary	legendaarne
legibility	loetavus
legible	loetav
legion	leegion
legislate	seaduse järgi
legislation	seadusandlus
legislative	seadusandlik
legislator	seadusandja
legislature	seadusandlik kogu
legit	legit
legitimacy	legitiimsus
legitimate	õigustatud
lego	lego
legs	jalad
legume	liblikõielised
legwork	jalgpall
leisure	vaba aja veetmine
leisurely	rahulikult
lemma	lemma
lemon	sidrun
lemonade	Limonaad
lend	laenata
lender	laenuandja
lending	laenud
length	pikkus
lengthen	pikendama
lengthened	pikendatud
lengthening	pikendamine
lengthwise	pikisuunas
lengthy	pikk
leniency	leebus
lenient	leebe
lens	objektiiv
leopard	leopard
leotard	Leotard
leper	leppima
leprechaun	leprechaun
leprosy	leepra
lesbian	lesbi
lesbianism	lesbismus
lesion	kahjustus
less	vähem
lessee	liisinguvõtja
lessen	vähendama
lessening	vähenemine
lesser	väiksem
lesson	õppetund
lessor	rendileandja
let	lase
lethal	surmav
lethargic	müstiline
lethargy	letargia
letter	kirjaga
lettered	kirjaga
letterhead	kirjaplank
lettering	kiri
letters	kirjad
lettuce	salat
leukemia	leukeemia
levee	levee
level	tasemel
lever	hoob
leverage	finantsvõimendus
levitate	levitate
levy	tasu
lewd	pahane
lexicon	leksikon
ley	NO TRANSLATION
liabilities	kohustused
liability	vastutus
liable	vastutav
liaison	sidepidamine
liar	valetaja
libel	süü
libelous	solvav
liberal	liberaalne
liberalism	liberalism
liberate	vabastama
liberated	vabanenud
liberating	vabastades
liberation	vabastamine
liberty	vabadus
libido	libiido
librarian	raamatukoguhoidja
library	raamatukogu
libretto	libreto
lice	täid
license	litsents
lichen	samblikud
lick	lakkima
licorice	Lagrits
lid	kaas
lie	valeta
liege	liege
lien	kinnipidamisõigus
lieu	lieu
lieutenant	leitnant
life	elu
lifeblood	elujõud
lifeboat	päästepaat
lifeguard	päästetöötaja
lifeisgood	elu on hea
lifeless	elutu
lifelike	elutruu
lifeline	päästerõngas
lifelong	elukestev
lifer	lifer
lifesaver	elupäästja
lifestyle	elustiil
lifesucks	elu imeb
lifetime	eluaeg
lift	lift
lifted	tõstetud
liftoff	õhku tõusma
ligament	sideme
ligation	ligeerimine
ligature	ligatuur
light	valgus
light year	kerge aasta
lightbulb	lambipirn
lighten	kergendama
lightheaded	põgusad
lighthouse	tuletorn
lighting	valgustus
lightness	kergus
lightning	välk
lights	valgus
lightweight	kerge kaal
likable	meeldiv
like	meeldib
likelihood	tõenäosus
likely	tõenäoliselt
likeness	sarnasus
likewise	samamoodi
liking	meeldib
lilac	lilla
lily	liilia
limb	jäseme
limber	limber
limbo	lõpmatu
lime	lubi
limelight	rambivalgus
limestone	lubjakivi
limey	limey
limit	piirata
limitation	piirang
limited	piiratud
limitless	piiramatu
limo	limusiin
limousine	limusiin
limp	kummardama
lin	lin
line	rida
lineage	päritolu
lineal	lineaalne
linear	lineaarne
linebacker	linebacker
lined	vooderdatud
linen	linane
liner	vooderdis
lines	liinid
lineup	joonistus
linger	järele jääda
lingerie	pesu
lingering	igav
lingo	lingo
lingual	keeleline
linguini	linguini
linguist	keeleteadlane
linguistic	keeleline
linguistics	lingvistika
lining	vooder
link	link
linoleum	linoleum
lint	lint
lion	lõvi
lip	huule
liposuction	rasvaimu
lipstick	huulepulk
liquefaction	vedeldamine
liquefied	veeldatud
liqueur	liköör
liquid	vedelik
liquidate	likvideerima
liquidation	likvideerimine
liquidator	likvideerija
liquidity	likviidsus
liquor	likööri
lira	NO TRANSLATION
lisp	lisp
list	nimekiri
listen	kuulake
listener	kuulaja
listenting	NO TRANSLATION
listing	nimekiri
listless	loksutav
listneing	NO TRANSLATION
litany	litaniat
liter	liitri kohta
literacy	kirjaoskus
literal	sõnasõnaline
literally	sõna otseses mõttes
literary	kirjanduslik
literature	kirjandus
lithe	vilets
lithium	liitium
lithograph	litograafia
lithography	litograafia
lithology	litoloogia
lithosphere	litosfäär
litigant	vaidlusega
litigate	kohtuprotsess
litigation	kohtuvaidlus
litigator	kohtuprotsess
litigious	vaieldav
litter	pesakond
little	vähe
littlethings	väiksed asjad
littoral	rannikuala
liturgy	liturgia
live	elus
livelife	ela elu
livelihood	elatusvahendid
lively	elav
liven	elavdada
liver	maks
livery	lüüa
livestock	kariloomad
livid	livid
living	elamine
lizard	sisalik
llama	laama
lml	lml
load	koormus
loader	laadur
loaf	kuklid
loafer	loafer
loam	liivakarva
loan	laen
loath	tagasihoidlik
loathe	jälestama
loathful	vihane
loathing	vihkamine
loathsome	vihane
lobby	lobby
lobbyist	lobist
lobe	vähk
lobotomy	lobotoomia
lobster	homaari
local	kohalik
locale	locale
locality	paikkond
localization	lokaliseerimine
localize	lokaliseerima
localized	lokaliseeritud
locate	leidke
location	asukoht
locator	locator
loch	loch
lock	lukk
locker	kapp
locket	armukese
locksmith	lukksepp
lockup	lukustama
loco	loco
locomotion	vedu
locomotive	vedur
locust	jaanileiv
lode	NO TRANSLATION
lodge	esitama
lodger	üürnik
lodging	majutus
loft	pööning
lofty	ülbe
log	logi
logarithm	logaritm
logarithmic	logaritmiline
logic	loogika
logical	loogiline
logistics	logistika
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	üksi
loneliness	üksindus
lonely	üksildane
loner	üksinda
lonesome	üksildane
long	pikk
longboat	pikk laev
longevity	Pikaealisus
longing	igatsus
longitude	pikkuskraad
longitudinal	pikisuunas
longitudinally	pikisuunas
longtime	kaua aega
loo	loo
look	vaata
looker	looker
lookout	Vaata ette
loom	kudumismasin
looming	kutuv
loon	loon
loony	loony
loop	silmus
loophole	lünk
loopy	loopiline
loose	lahti
loosen	lahti
loosening	lahti
loot	rüüstata
lop	lop
lopsided	ühepoolne
lord	isand
lords	isandad
lordship	lordsus
lore	lore
lorry	veoauto
lose	kaotada
loser	kaotaja
losing	kaotada
loss	kaotus
lost	kadunud
lot	palju
lotion	kreem
lots	palju
lottery	loterii
lotto	loto
lotus	lotus
loud	valjusti
loudly	valjusti
loudmouth	Loudmouth
loudness	valjusus
loudspeaker	valjuhääldi
lounge	salong
lounging	lounging
louse	kutt
lousy	kővasti
lovable	armastav
love	armastus
loved	armastatud
lovee	armastus
loveee	loveee
loveless	armatuim
lovelife	NO TRANSLATION
loveliness	armasus
lovelovelove	NO TRANSLATION
lovely	armas
lovemaking	armastus
lovemylife	NO TRANSLATION
lover	armastaja
lovesick	armastaja
lovethis	armastan seda
loving	armastav
lovinglife	armastusluba
lovinlife	lovinlife
low	madal
lowdown	alamjooks
lower	madalam
lowering	langetamine
lowest	madalaim
lowlands	madalikud alad
lowlife	madala eluga
lowly	madalalt
lox	lox
loyal	lojaalne
loyalty	lojaalsus
lsd	lsd
luau	luau
lube	lube
lubricant	määrdeaine
lubricate	määrima
lubrication	määrimine
lucid	selge
luck	õnne
luckiest	õnnelikum
lucky	õnnelik
luckygirl	õnnelik tüdruk
lucrative	tulus
ludicrous	naeruväärne
lug	lug
luggage	pagas
lukewarm	leige
lull	kummitama
lullaby	Lullaby
lumbar	nimmepiirkond
lumber	saematerjal
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminestsents
luminous	helendav
lump	ühekordne
lumpy	kummitav
lunacy	lõpmatus
lunar	Kuu
lunatic	hullumeelne
lunch	lõunasöök
lunchbox	lõunakarp
luncheon	lõunasöök
lunchtime	Lõuna aeg
lung	kopsu
lunge	lunge
lungs	kopsud
lurch	murdes
lure	ahvatleb
lurid	lurid
lurk	lukustama
lurking	varitsev
luscious	lõhnakas
lush	lopsakas
lust	lust
luster	läige
lustful	lõbus
lustrous	läikiv
lusty	kummitav
lute	lutt
luxuriant	luksuslik
luxurious	luksuslik
luxury	luksus
lycra	lycra
lye	leelis
lying	valetades
lymph	lümf
lymphatic	lümfisõltuv
lymphoma	lümfoom
lynch	lünn
lynching	lynching
lynx	ilves
lyre	lyre
lyric	lüüriline
lyrical	lüüriline
lyrics	lyrics
macadamia	makadamia
macarena	makarena
macaroni	makaronid
mace	mace
mach	masha
machete	machete
machine	masin
machinery	masinad
machinist	masinaehitaja
macho	macho
mackerel	makrell
macro	makro
mad	hulluks
madam	proua
madame	proua, härra
madden	madden
madder	madalik
mademoiselle	NO TRANSLATION
mademyday	mademeday
madhouse	hullumees
madman	hullumees
madness	hullumeelsus
maestro	maestro
mafia	maffia
magazine	ajakiri
mage	magus
magenta	magenta
maggot	Marmoto
magic	maagia
magical	maagiline
magician	maagia
magistrate	magistraat
magma	magma
magna	Magna
magnate	magnatas
magnesium	magneesium
magnet	magnet
magnetic	magnetiline
magnetism	magnetism
magnetite	magnetiit
magnification	suurendus
magnificence	suurepärasus
magnificent	suurepärane
magnifier	suurendusklaas
magnify	suurendama
magnifying	suurendus
magnitude	suurusjärk
magnolia	magnoolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahagon
maid	neiu
maiden	naine
mail	posti teel
mailbox	postkast
mailing	posti teel
mailman	mailman
maim	NO TRANSLATION
main	peamine
mainframe	suurarvuti
mainland	mandriosa
mainstay	alustala
mainstream	peavoolu
maintain	säilitada
maintenance	hooldus
majestic	majesteetlik
majesty	majesteetlikkus
major	suur
majority	enamus
make	tegema
makeover	makeover
maker	tegija
makeshift	ajutine
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	meik
makingdisciples	NO TRANSLATION
malady	haigus
malaise	halb enesetunne
malaria	malaaria
malarkey	malarkey
male	meessoost
malevolent	pahatahtlik
malfeasance	väärkohtlemine
malformation	väärareng
malfunction	rike
malice	NO TRANSLATION
malicious	pahatahtlik
malign	halign
malignancy	pahaloomulisus
malignant	pahaloomuline
maligned	pahane
mall	kaubanduskeskus
malleable	malleeruv
mallet	mallet
malnutrition	alatoitumine
malpractice	rikkumine
malt	linnane
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	imetaja
mammoth	mammut
mammy	emme
man	mees
manage	hallata
manageable	juhitav
management	juhtimine
manager	juht
managerial	juhtkond
mandamus	mandamus
mandarin	mandariin
mandate	mandaat
mandatory	kohustuslik
mandible	mandiin
mandolin	mandolin
mandrel	tünn
mane	NO TRANSLATION
maneuver	manööver
maneuvering	manööverdamine
mange	NO TRANSLATION
manger	sõjamängija
mangle	müts
mango	mango
mangosteen	mangustanipuu
mangy	mangy
manhole	lukk
manhood	mehelikkus
manhunt	Manhunt
mania	maania
maniac	maniakk
maniacal	maniakaalne
manic	maania
manicure	maniküür
manicurist	maalikunstnik
manifest	manifest
manifestation	manifestatsioon
manifested	avaldub
manifestly	ilmselgelt
manifesto	manifest
manifold	kollektor
manipulate	manipuleerima
manipulation	manipuleerimine
manipulative	manipuleeriv
mankind	inimkond
manly	mehelikult
manna	manna
manned	mehitatud
mannequin	mannekeen
manner	viis
mannered	maitsestatud
manners	kombed
manor	mõis
manpower	tööjõudu
mansion	mõis
mansions	mõisad
manslaughter	tapmine
mantel	mantel
mantis	mantis
mantle	mantel
mantra	mantra
manual	käsiraamat
manufacture	tootmine
manufacturer	tootja
manufacturing	tootmine
manure	sõnnik
manuscript	käsikiri
map	kaart
maple	vaher
mar	mar
marathon	maraton
marble	marmor
marbled	marmor
marbles	marmor
march	marss
mare	NO TRANSLATION
margarine	margariin
margarita	Margarita
margin	marginaal
marginal	marginaalne
mariachi	mariachi
marijuana	marihuaanat
marinara	marinara
marine	merel
mariner	mariner
marital	abielu
maritime	merendus
mark	kaubamärk
marked	märgitud
marker	marker
market	turg
marketable	kaubeldav
marketing	turundus
marketplace	turg
marks	kaubamärgid
marksman	laskur
marksmanship	laskmine
marl	marl
marmalade	marmelaad
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	häiritud
marriage	abielu
married	abielus
marrow	luuüdi
marry	abielluda
marsh	soo
marshal	marssal
marshmallow	vahukomm
mart	mart
martial	võitluskunstidega
martingale	martingale
martini	Martini
martyr	martyr
martyrdom	martyrdom
marvel	imetlen
marvellous	imeilus
marvelous	imeilus
marvelously	imeliselt
marzipan	NO TRANSLATION
mascara	ripsmetušš
mascot	maskott
masculine	mehelik
masculinity	mehelikkus
mash	puder
mashed	purustatud
mask	mask
masked	maskeeritud
masks	maskid
masochism	masochism
masochist	masohhist
mason	mason
masquerade	masquerade
mass	mass
massacre	veresaun
massage	massaaž
masses	massid
masseur	masseerija
masseuse	massöör
massive	massiivne
mast	masti
master	kapten
masterful	meisterlik
mastermind	meister
masterpiece	meistriteos
mastery	meisterlikkus
masturbate	masturbeerima
masturbation	masturbatsioon
mat	matt
matador	matador
match	sobi
matchbook	matchbook
matching	sobitamine
matchmaker	leppija
mate	abikaasa
material	materjali
materialism	materialism
materialist	materialistlik
materialistic	materialistlik
materiality	olulisus
materialize	realiseeruma
materially	materiaalselt
materials	materjalid
materiel	materjalid
maternal	ema
maternity	emadus
math	matemaatika
mathematical	matemaatiline
mathematician	matemaatik
mathematics	matemaatika
matinee	Matinee
mating	paaritamine
matriculation	immatrikuleerimine
matrimony	abielu
matrix	maatriks
matron	matron
matted	matt
matter	asi
matting	matting
mattress	madrats
maturation	küpsemine
mature	küps
maturity	tähtaeg
maudlin	maudlin
mausoleum	mausoleum
mauve	lillakas
maverick	maverick
maxim	maksimaalne
maximize	maksimeerida
maximum	maksimaalne
may	võib
mayday	võib-olla
mayflower	mayflower
mayhem	kaos
mayonnaise	majoneesi
mayor	linnapea
maze	labürindis
mead	mead
meadow	heinamaa
meager	napp
meal	sööki
mean	tähenda
meander	meander
meandering	meandering
meanie	tähendusõna
meaning	tähendus
meaningful	mõttekas
meaningless	mõttetu
meanness	meanness
means	tähendab
meantime	Vahepeal
measles	leetrid
measurable	mõõdetav
measure	mõõta
measured	mõõdetud
measurement	mõõtmine
measuring	mõõtmine
measuring cup	mõõtekork
measuring tape	mõõdulint
meat	liha
meatball	lihapall
meathead	lihahi
meatloaf	lihakook
mechanic	mehaanik
mechanical	mehaaniline
mechanics	mehaanika
mechanism	mehhanism
med	NO TRANSLATION
medal	medal
medallion	medaljon
medallist	medalimüüja
meddle	segage
meddling	sekkudes
media	meedias
medial	mediaal
median	mediaan
mediate	vahendab
mediation	vahendus
mediator	vahendaja
medic	medik
medical	meditsiiniline
medicate	ravimeid
medication	ravimeid
medicinal	meditsiiniline
medicine	meditsiin
medieval	keskaegne
mediocre	keskpärane
mediocrity	keskpärasus
meditate	mediteerima
meditating	mediteerides
meditation	meditatsioon
meditative	meditatiivne
mediterranean	Vahemere piirkonnas
medium	keskmine
medley	maitsema
meek	kavalus
meet	kohtuma
meeting	kohtumine
mega	mega
meh	meh
melancholic	melanhoolne
melancholy	melanhoolia
melee	Nujakka
mellow	kerge
melodious	meloodiline
melodrama	melodrama
melodramatic	melodramaatiline
melody	meloodia
melon	melon
melt	sulama
meltdown	meltdown
melting	sulamine
member	liige
membership	liikmelisus
membrane	membraan
memento	mälestusmärk
memo	memo
memoir	memuaari
memorabilia	mälestusesemed
memorable	meeldejääv
memorandum	memorandum
memorial	mälestusmärk
memorials	mälestusmärke
memories	mälestused
memoriesiwontforget	NO TRANSLATION
memorize	meelde
memory	mälu
menace	ähvardus
menacing	ähvardav
menagerie	orkester
mend	parandama
mending	parandamine
menial	mees
meningitis	meningiit
meniscus	menisk
menopause	menopaus
menses	mõõdukalt
menstrual	menstruatsioon
mental	vaimne
mentalhealth	NO TRANSLATION
mentality	mentaliteet
menthol	mentool
mention	mainima
mentor	juhendaja
menu	menüü
meow	Mjäu
mercantile	merkantiil
mercenary	palgasõdur
merchandise	kaubad
merchant	kaupmees
merciful	armuline
merciless	halastamatu
mercurial	elavhõbe
mercury	elavhõbe
mercy	halastust
mere	lihtsalt
merengue	Merengue
merge	ühendama
merger	ühinemine
meridian	meridiaan
meridional	meridiaalne
meringue	tühi
merit	teenimine
meritorious	teenekas
mermaid	merineitsi
merriment	lõbutsemine
merry	rõõmsameelne
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	võrk
meshes	võrgusilma
mesmerized	mesmeriseerunud
mess	jama
message	sõnum
messedup	NO TRANSLATION
messenger	messenger
messiah	Messia
messy	räpane
metabolic	ainevahetus
metabolism	ainevahetus
metal	metallist
metallic	metalliline
metallurgy	metallurgia
metamorphosis	metamorfoos
metaphor	metafoor
metaphorical	metafooriline
metaphysical	metafüüsiline
metaphysics	metafüüsika
metastasis	metastaasid
meteor	meteoor
meteoric	meteoriline
meteorite	meteoriit
meteorological	meteoroloogiline
meteorology	meteoroloogia
meter	meeter
meth	met
methadone	metadoon
methane	metaan
methanol	metanool
method	meetod
methodical	metoodiline
methodology	metoodika
meticulous	täpselt
metime	metime
metric	meetriline
metrical	metriline
metrology	metroloogia
metropolis	metropoli
metropolitan	suurlinna
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	vilgukivi
mick	miks
micro	mikro
microbe	mikroob
microbiology	mikrobioloogia
microchip	mikrokiip
microcosm	mikrokosm
microfilm	mikrofilm
microgram	mikrogramm
micrometer	mikromeeter
micron	mikroni
microphone	mikrofon
microscope	mikroskoop
microscopic	mikroskoopiline
microscopically	mikroskoopiliselt
microscopy	mikroskoopia
microwave	mikrolaine
mid	keskel
midair	mööda
midday	keskpäev
middle	keskel
middleman	vahendaja
middleweight	keskkaal
midget	keskmiselt
midland	midland
midlife	keskaeg
midline	keskjoonel
midnight	kesköö
midshipman	midshipman
midst	keskel
midsummer	jaanipäev
midterm	vaheaeg
midtown	midtown
midway	keskel
midwife	ämmaemand
midwifery	ämmaemand
mien	NO TRANSLATION
miffed	miffed
mighty	vägev
mignon	Mignon
migraine	migreen
migrate	rändama
migration	ränne
migratory	rändav
