Word	hy
ledger	գրիչ
lee	Լեյ
leech	մոխրագույն
leeches	լեչեր
leer	NO TRANSLATION
leery	նրբագեղություն
lees	NO TRANSLATION
leeway	հեռանալով
left	ձախ
leftout	NO TRANSLATION
leftover	մնացորդը
leftovers	մնացորդները
lefty	լքված
leg	ոտքը
legacy	ժառանգություն
legal	օրինական
legality	օրինականություն
legalize	օրինականացնել
legalized	օրինականացվել է
legally	օրինականորեն
legend	լեգենդ
legendary	լեգենդար
legibility	հստակություն
legible	հստակ
legion	լեգեոն
legislate	օրենսդրությունը
legislation	օրենսդրությունը
legislative	օրենսդրական
legislator	օրենսդիրը
legislature	օրենսդիր մարմին
legit	օրինական
legitimacy	լեգիտիմությունը
legitimate	լեգիտիմ
lego	Լեգո
legs	ոտքերը
legume	լեգենդ
legwork	լեգենդներ
leisure	Ժամանց
leisurely	հանգիստ
lemma	Լեմմա
lemon	կիտրոն
lemonade	լիմոնադը
lend	վարկեր
lender	վարկատուին
lending	վարկեր
length	երկարությունը
lengthen	երկարացնելը
lengthened	երկարաձգեց
lengthening	երկարաձգումը
lengthwise	երկարությամբ
lengthy	երկար
leniency	հարմարավետություն
lenient	մեղմ
lens	տեսապակի
leopard	ընձառյուծ
leotard	բրոշյուր
leper	բորոտ
leprechaun	leprechaun
leprosy	բորոտություն
lesbian	Լեսբի
lesbianism	լեսբիիզմ
lesion	վնասվածք
less	պակաս
lessee	վարձակալ
lessen	նվազեցնելով
lessening	նվազեցնելով
lesser	ավելի քիչ
lesson	դաս
lessor	վարձակալ
let	թող
lethal	մահացու
lethargic	լարված
lethargy	լարվածություն
letter	նամակ
lettered	գրված
letterhead	բլանկը
lettering	նամականիշ
letters	նամակներ
lettuce	գազար
leukemia	Լեյկեմիա
levee	Լեվե
level	մակարդակը
lever	լծակ
leverage	լծակներ
levitate	գրավիչ
levy	գանձում
lewd	լուռ
lexicon	лексикон
ley	NO TRANSLATION
liabilities	պարտավորություններ
liability	պատասխանատվություն
liable	պատասխանատու
liaison	կապը
liar	ստախոս
libel	զրպարտություն
libelous	զրպարտություն
liberal	լիբերալ
liberalism	ազատականությունը
liberate	ազատագրել
liberated	ազատագրված
liberating	ազատագրում
liberation	ազատագրումը
liberty	ազատություն
libido	libido
librarian	գրադարանավար
library	գրադարան
libretto	libretto
lice	բլիթ
license	լիցենզիա
lichen	լիճ
lick	լիքը
licorice	բորբոս
lid	կափարիչը
lie	ստի
liege	լեգենդը
lien	գողանալ
lieu	փոխարենը
lieutenant	լեյտենանտ
life	կյանքը
lifeblood	կենդանի արյուն
lifeboat	փրկարար
lifeguard	փրկարար
lifeisgood	Կյանքը լավ է
lifeless	անսպասելի
lifelike	կենդանի
lifeline	կյանքը
lifelong	ողջ կյանքի ընթացքում
lifer	ծխող
lifesaver	կյանքը
lifestyle	ապրելակերպը
lifesucks	կյանքը
lifetime	կյանքի ընթացքում
lift	վերացնել
lifted	բարձրացրեց
liftoff	բարձրացնել
ligament	կապակցությամբ
ligation	լիգացիա
ligature	լիգուրիա
light	լույսը
light year	թեթեւ տարին
lightbulb	լամպ
lighten	թեթեւացնել
lightheaded	lightheaded
lighthouse	փարոս
lighting	լուսավորություն
lightness	թեթեւություն
lightning	կայծակ
lights	լույսերը
lightweight	թեթեւ
likable	սիրելի
like	նման
likelihood	հավանականությունը
likely	հավանական է
likeness	նմանություն
likewise	Նմանապես
liking	սիրում է
lilac	զարդարանք
lily	նրբաթիթեղ
limb	կողքից
limber	լիմուզին
limbo	անորոշություն
lime	կրաքարի
limelight	ուշադրության կենտրոնում
limestone	կրաքար
limey	լիմայ
limit	սահման
limitation	սահմանափակումը
limited	սահմանափակ
limitless	անսահման
limo	Լիմո
limousine	լիմուզին
limp	լարվածություն
lin	lin
line	գիծը
lineage	գիծը
lineal	գծային
linear	գծային
linebacker	գլխապտույտ
lined	ծածկված
linen	սպիտակեղեն
liner	ինքնաթիռը
lines	գծերը
lineup	գիծը
linger	մնալ
lingerie	ներքնազգեստ
lingering	լարված
lingo	lingo
lingual	լեզվական
linguini	linguini
linguist	լեզվաբան
linguistic	լեզվական
linguistics	լեզվաբանություն
lining	պաստառում
link	հղումը
linoleum	linoleum
lint	lint
lion	առյուծը
lip	շրթունք
liposuction	լիպոսակցիա
lipstick	շրթնաներկ
liquefaction	հեղուկացում
liquefied	հեղուկացված
liqueur	լիկյոր
liquid	հեղուկ
liquidate	լուծարել
liquidation	լուծարումը
liquidator	լուծարիչ
liquidity	իրացվելիություն
liquor	լիկյոր
lira	NO TRANSLATION
lisp	lisp
list	ցուցակը
listen	լսեք
listener	լսող
listenting	NO TRANSLATION
listing	ցուցակում
listless	անտարբեր
listneing	NO TRANSLATION
litany	լիտանյան
liter	լիտր
literacy	գրագիտություն
literal	բառացի
literally	բառացիորեն
literary	գրական
literature	գրականություն
lithe	լռեց
lithium	լիթիում
lithograph	լիտոգրաֆ
lithography	լիտոգրաֆիա
lithology	լիթոլոգիա
lithosphere	լիտոսֆերա
litigant	դատավորը
litigate	դատական ​​գործընթացը
litigation	դատավարությունը
litigator	դատավորը
litigious	դիվանագիտություն
litter	աղբը
little	քիչ
littlethings	չնչին բաներ
littoral	ծովափնյա
liturgy	պատարագը
live	ապրել
livelife	կյանք ապրել
livelihood	ապրուստի միջոց
lively	աշխույժ
liven	կենդանի
liver	լյարդ
livery	շիկահեր
livestock	անասուններ
livid	լվիդ
living	կենդանի
lizard	լիզարդ
llama	llama
lml	lml
load	բեռը
loader	բեռնիչ
loaf	բոքոն
loafer	հացահատիկ
loam	կույտ
loan	վարկը
loath	նեղություն
loathe	նողկանք
loathful	նողկալի
loathing	նենգություն
loathsome	նողկալի
lobby	լոբբի
lobbyist	լոբբիստ
lobe	լոբ
lobotomy	լոբոտոմիա
lobster	օմար
local	տեղական
locale	տեղական
locality	բնակավայր
localization	տեղայնացում
localize	տեղայնացնել
localized	տեղայնացված
locate	տեղադրեք
location	գտնվելու վայրը
locator	տեղադրիչ
loch	լոխ
lock	կողպեքը
locker	դարակ
locket	լապտեր
locksmith	փականագործ
lockup	կախվածություն
loco	loco
locomotion	շարժիչ ուժը
locomotive	լոկոմոտիվը
locust	մորեխ
lode	NO TRANSLATION
lodge	տնակ
lodger	բնակիչ
lodging	բնակարան
loft	լոբին
lofty	բարձրագույն
log	մուտք
logarithm	լոգարիթմ
logarithmic	լոգարիտմիկ
logic	տրամաբանություն
logical	տրամաբանական
logistics	լոգիստիկա
logo	լոգոն
logotype	լոգոտիպը
loin	NO TRANSLATION
lollipop	lollipop
lone	միայնակ
loneliness	մենակություն
lonely	միայնակ
loner	loner
lonesome	միայնակ
long	երկար
longboat	երկար նավակ
longevity	երկարատեւություն
longing	կարոտում
longitude	երկայնությամբ
longitudinal	երկարատեւ
longitudinally	երկարատեւորեն
longtime	երկար ժամանակ
loo	լո
look	նայել
looker	նայողը
lookout	Ուշադրություն դարձնել
loom	Հանգստացեք
looming	մխիթարելով
loon	loon- ը
loony	լոին
loop	հանգույց
loophole	թափանցիկություն
loopy	նահանջ
loose	չամրացված
loosen	թուլացնել
loosening	թուլացնելով
loot	կողոպտում
lop	lop
lopsided	լիցքավորված
lord	տեր
lords	լորդեր
lordship	տիրապետություն
lore	լոր
lorry	բեռնատար
lose	կորցնել
loser	անհաջողակ
losing	կորցնելով
loss	կորուստը
lost	կորցրեց
lot	շատ
lotion	լոսյոն
lots	շատերը
lottery	վիճակախաղ
lotto	լոտո
lotus	լոտոս
loud	բարձրաձայն
loudly	բարձրաձայն
loudmouth	loudmouth
loudness	բարձրաձայն
loudspeaker	բարձրախոս
lounge	լաունջ
lounging	lounging
louse	լեռը
lousy	տխուր
lovable	սիրելի
love	Սեր
loved	սիրեցիր
lovee	սեր
loveee	սիրուհի
loveless	սիրելիներ
lovelife	NO TRANSLATION
loveliness	սիրահարություն
lovelovelove	NO TRANSLATION
lovely	սիրուն
lovemaking	սիրելիս
lovemylife	սիրում եմ իմ կյանքը
lover	սիրահար
lovesick	սիրում է
lovethis	սիրում եմ սա
loving	սիրող
lovinglife	սիրալիր կյանքը
lovinlife	Սիրում եմ
low	ցածր
lowdown	ցածրորակ
lower	ավելի ցածր
lowering	իջեցում
lowest	ամենացածրը
lowlands	ցածրավանդակներ
lowlife	ցածր
lowly	ցածր
lox	lox- ը
loyal	հավատարիմ
loyalty	հավատարմություն
lsd	lsd
luau	luau
lube	լյուքս
lubricant	քսայուղ
lubricate	քսել
lubrication	քսայուղ
lucid	պարզ
luck	հաջողություն
luckiest	ամենալավը
lucky	բախտավոր
luckygirl	luckygirl
lucrative	շահութաբեր
ludicrous	ծիծաղելի
lug	լույսը
luggage	ուղղեբեռ
lukewarm	գոլ
lull	լուռ
lullaby	օրոր
lumbar	lumbar
lumber	լույսը
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	լուսավոր
lump	միանգամից
lumpy	լոգոն
lunacy	lunacy
lunar	լուսնային
lunatic	զարմանալի
lunch	լանչ
lunchbox	նախաճաշի տուփ
luncheon	ճաշ
lunchtime	ճաշի ժամանակ
lung	թոք
lunge	լուռ
lungs	թոքերը
lurch	անհանգստություն
lure	գայթակղիչ
lurid	անպարկեշտ
lurk	կողոպտել
lurking	թալանելով
luscious	լուռ
lush	փխրուն
lust	ցանկություն
luster	փայլ
lustful	փրփրացող
lustrous	փայլուն
lusty	ճոխ
lute	լուռ
luxuriant	շքեղ
luxurious	շքեղ
luxury	շքեղություն
lycra	լայկրա
lye	lye
lying	պառկած
lymph	ավշ
lymphatic	լիմֆատիկ
lymphoma	լիմֆոմա
lynch	lynch
lynching	lynching
lynx	սինխի
lyre	lyre
lyric	lyric
lyrical	լիրիկական
lyrics	բառերը
macadamia	մակադամիա
macarena	մակարնան
macaroni	մակարոն
mace	մսից
mach	mach
machete	Մաշեց
machine	մեքենա
machinery	մեքենաներ
machinist	մեքենավար
macho	Մակո
mackerel	սկումբրիա
macro	մակրո
mad	խելագար
madam	տիկին
madame	մադամ
madden	madden
madder	Մեջբերում
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	խելագար
madman	խելագար
madness	խելագարություն
maestro	մաեստրո
mafia	մաֆիա
magazine	ամսագիր
mage	մոգ
magenta	մոխրագույն
maggot	մանգաղ
magic	մոգություն
magical	կախարդական
magician	Մագ
magistrate	մագիստրատուրա
magma	մագմա
magna	magna
magnate	մագնատ
magnesium	մագնեզիում
magnet	մագնիս
magnetic	մագնիսական
magnetism	մագնիսիցիզմ
magnetite	մագնետիտը
magnification	խոշորացում
magnificence	շքեղություն
magnificent	հոյակապ
magnifier	ուժեղացուցիչ
magnify	մեծացնել
magnifying	խոշորացում
magnitude	մագնիտուդով
magnolia	մագնոլիա
magpie	մոխրագույն
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	մանուկներ
maid	սպասուհին
maiden	աղջիկը
mail	փոստով
mailbox	փոստարկղ
mailing	փոստով
mailman	մենաման
maim	NO TRANSLATION
main	հիմնական
mainframe	մայրցամաք
mainland	Հոնկոնգ
mainstay	հիմնականը
mainstream	հիմնական եղանակով
maintain	պահպանել
maintenance	սպասարկում
majestic	հրաշալի
majesty	մեծություն
major	խոշոր
majority	մեծամասնությունը
make	դարձնել
makeover	makeover
maker	արտադրողը
makeshift	դիվանագիտություն
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	դիմահարդարում
makingdisciples	NO TRANSLATION
malady	հիվանդություն
malaise	չարաշահում
malaria	մալարիա
malarkey	malarkey
male	տղամարդիկ
malevolent	չարամիտ
malfeasance	չարաշահում
malformation	անբարեխղճություն
malfunction	անսարքության
malice	NO TRANSLATION
malicious	վնասակար
malign	չարորակ
malignancy	բորբոքումը
malignant	չարորակ
maligned	չարաշահել
mall	առեւտրի կենտրոն
malleable	անսխալական
mallet	մալետ
malnutrition	անբավարարություն
malpractice	անօրինական գործողություններ
malt	սալտ
mama	մայրիկ
mambo	մամբո
mamma	NO TRANSLATION
mammal	կաթնասուն
mammoth	մոնտաժող
mammy	Մամա
man	մարդ
manage	կառավարել
manageable	կառավարելի
management	կառավարում
manager	մենեջեր
managerial	կառավարիչը
mandamus	մանդամուս
mandarin	մանդարին
mandate	մանդատը
mandatory	պարտադիր
mandible	մանդատ
mandolin	մանդոլին
mandrel	կափարիչը
mane	NO TRANSLATION
maneuver	մանեւրը
maneuvering	մանեւրելու
mange	NO TRANSLATION
manger	մսուր
mangle	մանգաղ
mango	մանգո
mangosteen	մանգոստին
mangy	մանգոն
manhole	լոկալ
manhood	տղամարդիկ
manhunt	մենհունտ
mania	մոլուցք
maniac	մոլագար
maniacal	մոլագար
manic	մանիկ
manicure	մանիկյուր
manicurist	մանիկյուր
manifest	արտահայտում
manifestation	դրսեւորում
manifested	դրսեւորվեց
manifestly	ակնհայտորեն
manifesto	մանիֆեստ
manifold	բազմազան
manipulate	շահարկել
manipulation	մանիպուլյացիա
manipulative	մանիպուլյատիվ
mankind	մարդկությունը
manly	տղամարդկանց
manna	մանանա
manned	տղամարդկանց
mannequin	մանեկեն
manner	ձեւով
mannered	հարգալից
manners	սովորույթներ
manor	բնակարան
manpower	աշխատուժը
mansion	դահլիճ
mansions	բնակարաններ
manslaughter	մարդասպանություն
mantel	մանթել
mantis	mantis
mantle	մանգաղ
mantra	մանտրա
manual	ձեռնարկը
manufacture	արտադրությունը
manufacturer	արտադրողը
manufacturing	Արտադրություն
manure	գոմաղբ
manuscript	ձեռագիրը
map	քարտեզի վրա
maple	թխկուն
mar	մար
marathon	Մարաթոն
marble	մարմար
marbled	մարգարիտ
marbles	մարմարներ
march	երթ
mare	NO TRANSLATION
margarine	մարգարին
margarita	Մարգարիտա
margin	մարժա
marginal	մարգինալ
mariachi	mariachi
marijuana	մարիխուանա
marinara	Մարինարա
marine	ծովային
mariner	նավատորմ
marital	ամուսնություն
maritime	ծովային
mark	նշագծել
marked	նշվեց
marker	մարկեր
market	շուկա
marketable	շուկայական
marketing	մարքեթինգ
marketplace	շուկա
marks	նշաններ
marksman	նշանավոր
marksmanship	նշանաբանություն
marl	Մարլ
marmalade	մարմարե
maroon	մարգո
marooned	ծաղրանկարիչ
marquee	շքեղություն
marquis	marquis
marred	արգելված է
marriage	ամուսնություն
married	ամուսնացած
marrow	ողնաշարը
marry	ամուսնանալ
marsh	մարշ
marshal	մարշալ
marshmallow	արծաթափայլ
mart	մարտի
martial	մարտական
martingale	Մարտինալե
martini	Մարտինին
martyr	նահատակ
martyrdom	նահատակությունը
marvel	զարմացնելով
marvellous	հրաշալի
marvelous	հրաշալի
marvelously	զարմանալիորեն
marzipan	NO TRANSLATION
mascara	դիմահարդարում
mascot	թալիսման
masculine	տղամարդիկ
masculinity	տղամարդիկ
mash	mash
mashed	պյուրե
mask	դիմակ
masked	դիմակավորված
masks	դիմակներ
masochism	մազոխիզմ
masochist	մազոխիստ
mason	Մասոն
masquerade	դիմակահանդես
mass	զանգվածային
massacre	կոտորածը
massage	մերսում
masses	զանգվածներ
masseur	masseur
masseuse	դիմակահանդես
massive	զանգվածային
mast	մաստ
master	վարպետ
masterful	վարպետ
mastermind	վարպետ
masterpiece	գլուխգործոց
mastery	վարպետություն
masturbate	ՄԱՆԱՆԱ
masturbation	սեքս երեքով
mat	mat
matador	Մատարդ
match	խաղը
matchbook	հանդիպման գրքույկը
matching	համընկնում
matchmaker	զուգընկերոջը
mate	զույգը
material	նյութը
materialism	նյութապաշտություն
materialist	նյութական
materialistic	նյութական
materiality	նյութականություն
materialize	իրականացնել
materially	նյութապես
materials	նյութեր
materiel	նյութական
maternal	մայրական
maternity	մայրություն
math	Մաթեմատիկա
mathematical	մաթեմատիկական
mathematician	մաթեմատիկոս
mathematics	Մաթեմատիկա
matinee	մաթեմատիկոս
mating	զուգավորում
matriculation	նախադպրոցական կրթություն
matrimony	ամուսնությունը
matrix	matrix
matron	մոնրոն
matted	մածուցիկ
matter	հարց
matting	մածուցիկ
mattress	դոշակ
maturation	հասունություն
mature	հասուն
maturity	հասունություն
maudlin	maudlin
mausoleum	դամբարան
mauve	մուվերեն
maverick	Մահերիկ
maxim	մաքսիմ
maximize	առավելագույնի հասցնել
maximum	առավելագույնը
may	կարող է
mayday	մայայդ
mayflower	մայոնեզ
mayhem	խառնուրդը
mayonnaise	մայոնեզ
mayor	քաղաքապետ
maze	լաբիրինթոս
mead	Mead
meadow	մարգագետնում
meager	մեղմ
meal	ճաշը
mean	նկատի ունեմ
meander	մանդանտ
meandering	մանրակերտ
meanie	Մեյն
meaning	իմաստը
meaningful	իմաստալից
meaningless	անիմաստ
meanness	նենգություն
means	նշանակում է
meantime	ՄԻԵՎՆՈՒՅՆ ժամանակ
measles	կարմրուկը
measurable	չափելի
measure	միջոցը
measured	չափված
measurement	չափում
measuring	չափման
measuring cup	չափաբաժակ
measuring tape	չափիչ ժապավեն
meat	միս
meatball	կոլոլակ
meathead	մսամթերք
meatloaf	մսամթերք
mechanic	մեխանիկ
mechanical	մեխանիկական
mechanics	մեխանիկ
mechanism	մեխանիզմ
med	NO TRANSLATION
medal	մեդալ
medallion	մեդալիոն
medallist	մեդալակիր
meddle	միջամտել
meddling	միջամտելուն
media	լրատվամիջոցները
medial	մեդալիալ
median	միջին հաշվով
mediate	միջնորդել
mediation	միջնորդություն
mediator	միջնորդ
medic	դեղատուն
medical	բժշկական
medicate	NO TRANSLATION
medication	դեղորայք
medicinal	բուժիչ
medicine	բժշկություն
medieval	միջնադարյան
mediocre	միջակ
mediocrity	միջակություն
meditate	մտածիր
meditating	մեդիտացիա
meditation	խորհուրդը
meditative	մեդիտատիվ
mediterranean	Միջերկրական
medium	միջին
medley	խառնաշփոթ
meek	հեզ
meet	հանդիպում
meeting	հանդիպումը
mega	մեգա
meh	meh
melancholic	մելանխոլիկ
melancholy	Մելամաղձություն
melee	մելե
mellow	մռայլ
melodious	մելոդիկ
melodrama	մելոդրամա
melodramatic	melodramatic
melody	մեղեդի
melon	սեխ
melt	հալեցնում
meltdown	հալածանք
melting	հալեցում
member	անդամ
membership	անդամակցություն
membrane	թաղանթ
memento	memento
memo	հուշագիր
memoir	հուշեր
memorabilia	հուշարձան
memorable	հիշարժան
memorandum	հուշագիր
memorial	հուշարձան
memorials	հուշարձաններ
memories	հիշողություններ
memoriesiwontforget	NO TRANSLATION
memorize	անգիր
memory	հիշողության մեջ
menace	սպառնալիք
menacing	սպառնալիք
menagerie	մարգագետիններ
mend	նորոգել
mending	վերանորոգում
menial	խռովություն
meningitis	մենինգիտը
meniscus	meniscus
menopause	մենոպաուզիա
menses	իմպլանտացիա
menstrual	menstrual
mental	մտավոր
mentalhealth	NO TRANSLATION
mentality	մտածողություն
menthol	մենթոլ
mention	նշեք
mentor	ուսուցիչ
menu	մենյու
meow	Meow
mercantile	առեւտրական
mercenary	վարձկան
merchandise	ապրանքատեսակ
merchant	վաճառողը
merciful	ողորմած
merciless	անգութ
mercurial	ցրտահարություն
mercury	սնդիկային
mercy	ողորմություն
mere	ընդամենը
merengue	ժառանգություն
merge	միաձուլում
merger	միաձուլումը
meridian	meridian
meridional	մյուլերային
meringue	մարգինալ
merit	արժանիք
meritorious	հարգելի
mermaid	ջրահարս
merriment	ուրախություն
merry	երջանիկ
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	ԱՐՏ
meshes	մազերը
mesmerized	մղձավանջով
mess	խառնաշփոթ
message	հաղորդագրություն
messedup	NO TRANSLATION
messenger	սուրհանդակ
messiah	մեսսիա
messy	խառնաշփոթ
metabolic	մետաբոլիկ
metabolism	նյութափոխանակությունը
metal	մետաղական
metallic	մետաղական
metallurgy	մետալուրգիա
metamorphosis	մետամորֆոզ
metaphor	մետաորա
metaphorical	մետաֆորիկ
metaphysical	մետաֆիզիկական
metaphysics	մետաֆիզիկա
metastasis	metastasis
meteor	մետեոր
meteoric	մետեորիկ
meteorite	մետեորիտ
meteorological	օդերեւութաբանություն
meteorology	մետեորոլոգիա
meter	մետր
meth	meth
methadone	մետադոն
methane	մետան
methanol	մետանոլը
method	մեթոդով
methodical	մեթոդական
methodology	մեթոդաբանությունը
meticulous	մանրակրկիտ
metime	մաթեմատիկա
metric	մետրիկ
metrical	մետրային
metrology	չափագիտություն
metropolis	մետրոպոլիտեն
metropolitan	մետրոպոլիտեն
mettle	խառնաշփոթ
mew	մյու
mezzanine	մզզինը
mica	միկա
mick	մկնիկը
micro	միկրո
microbe	միկրոբ
microbiology	մանրէաբանություն
microchip	microchip
microcosm	միկրոկոսմ
microfilm	միկրոֆիլմ
microgram	microgram
micrometer	միկրոմետր
micron	մկնիկը
microphone	միկրոֆոն
microscope	մանրադիտակ
microscopic	մանրադիտակ
microscopically	մանրադիտակով
microscopy	մանրադիտակ
microwave	միկրոալիքային վառարան
mid	կեսին
midair	midair
midday	կեսօրին
middle	միջին
middleman	միջնորդ
middleweight	միջին քաշով
midget	մածիկ
midland	կեսօրին
midlife	կեսգիշերային կյանք
midline	միջին խտությունը
midnight	կեսգիշերին
midshipman	կեսօրին
midst	ներսում
midsummer	ամռանը
midterm	միջանկյալ
midtown	կեսօրին
midway	կեսօրին
midwife	մանկաբարձուհի
midwifery	մանկաբարձություն
mien	NO TRANSLATION
miffed	մղձավանջով
mighty	հզոր
mignon	մյունոն
migraine	միգրեն
migrate	գաղթել
migration	միգրացիան
migratory	միգրացիան
mike	mike
mil	NO TRANSLATION
mild	մեղմ
mildew	բորբոս
mildness	մեղմություն
mile	մղոն
mileage	մղոն
milestone	կարեւորագույն փուլ
militant	ռազմատենչ
militants	զինյալները
military	ռազմական
militia	միլիցիան
milk	կաթը
milkman	կաթնամթերք
milkshake	կաթնաշոռ
milky	կաթնային
mill	գործարան
millennium	հազարամյակի ընթացքում
milligram	միլիգրամ
millimeter	միլիմետր
million	մլն
millionaire	միլիոնատեր
millionth	միլիոներորդը
millstone	դարբնոց
mime	mime
mimic	իմացություն
mimicking	խառնաշփոթություն
mimicry	մանրանկարչություն
mince	աղցան
mincemeat	մանրանկարչություն
mind	միտքը
minded	մտածող
mindful	մտածող
mindfulness	զգայունություն
mindless	անխոհեմ
mine	իմը
minefield	ականադաշտ
miner	հանքագործ
mineral	հանքային
mineralogy	հանքահումք
mingle	խառնաշփոթ
mingled	խառնեց
mini	մինի
miniature	մանրանկարչություն
minibus	միկրոավտոբուս
minim	NO TRANSLATION
minimal	նվազագույնը
minimize	փոքրացնել
minimized	նվազեցված
minimum	նվազագույնը
mining	հանքարդյունաբերություն
minion	մինիոն
minister	նախարար
ministerial	նախարարների կողմից
ministry	նախարարությունը
minivan	մինիվան
mink	մկնիկը
minnow	minnow
minor	անչափահասը
minority	փոքրամասնություն
minstrel	մարգագետին
mint	անանուխ
minty	հարթակ
minuscule	նվազագույնը
minute	րոպե
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	հրաշք
miracles	հրաշքներ
miraculous	հրաշքով
mirage	հրաշք
mire	NO TRANSLATION
mirror	հայելին
mirth	ուրախություն
misappropriation	յուրացում
misbehave	սխալը
misbehavior	չարաշահում
miscalculation	սխալ հաշվարկ
miscarriage	վատը
miscellaneous	տարբերակ
miscellany	տարբերակ
mischief	չարաշահում
mischievous	չարչարանք
misconception	սխալ պատկերացում
misconduct	չարաշահում
misdemeanor	չարաշահում
misdirection	սխալ վարքագիծը
miser	աղքատ
miserable	թշվառ
miserably	թշվառաբար
misery	թշվառություն
misfire	մենակություն
misfit	սխալը
misfortune	դժբախտություն
misguided	մոլորեցուցիչ
mishap	խռովություն
misinformed	ապատեղեկատվություն
misinterpretation	սխալ մեկնաբանություն
mislead	մոլորեցնելով
misleading	մոլորեցնող
misled	մոլորեցրեց
mismanagement	չարաշահում
mismatch	անհամապատասխանություն
mismatched	անհամապատասխան
misnomer	սխալ
misplace	սխալ տեղը
misplaced	չարաշահել
misread	մարգարեություն
misrepresent	խեղաթյուրված
misrepresentation	խեղաթյուրում
misrepresented	խեղաթյուրված
miss	կարոտում
missile	հրթիռ
missiles	հրթիռներ
missing	անհայտ կորած
missingyou	NO TRANSLATION
mission	առաքելությունը
missionary	միսիոներ
misspell	Մեջբերում
misstatement	խեղաթյուրում
missy	մղձավանջ
mist	մառախուղ
mistake	սխալը
mistaken	սխալմամբ
mister	պարոն
mistletoe	մզամուրճ
mistreated	չարաշահել
mistress	սիրուհի
mistrial	մզկիթ
mistrust	անվստահությունը
misty	մառախուղ
misunderstand	սխալ հասկանալ
misunderstanding	թյուրիմացություն
misunderstood	սխալ է հասկացել
misuse	չարաշահում
mite	մոլեկուլ
miter	miter
mitigate	մեղմացնել
mitigating	մեղմացնելով
mitigation	մեղմացում
mitt	Միտ
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	խառնուրդ
mixed	խառը
mixedemotions	խառը զգացմունքները
mixer	խառնիչ
mixture	խառնուրդ
mnemonic	մնեմոնիկ
moan	խոնավություն
moat	մռաց
mob	ամբոխը
mobile	շարժական
mobility	շարժունություն
mobilization	մոբիլիզացիա
mobilize	մոբիլիզացնել
mobster	մոբստեր
mocha	mocha
mock	ծաղրածու
mocked	ծաղրել
mockery	ծաղրանքը
mocking	ծաղրում են
mockingbird	ծաղրանկարչություն
mod	ռեժիմ
modal	մոդալ
modality	մոդալություն
mode	ռեժիմում
model	մոդել
modeler	մոդերատոր
modeling	մոդելավորում
modem	մոդեմ
moderate	չափավոր
moderate anticipation	չափավոր ակնկալիք
moderate disgust	չափավոր զզվելի
moderate negative	չափավոր բացասական
moderate positive	չափավոր դրական
moderate surprise	չափավոր անակնկալ
moderate trust	չափավոր վստահություն
moderately	չափավոր
moderating	Մոդերատոր
moderation	չափավորություն
moderator	մոդերատոր
modern	ժամանակակից
modernism	մոդեռնիզմ
modest	համեստ
modesty	համեստություն
modicum	Մոդիկիկ
modifiable	փոփոխական
modification	փոփոխություն
modified	փոփոխված
modify	փոփոխել
modulate	մոդուլում
modulation	մոդուլյացիա
module	մոդուլը
modulus	մոդուլ
mogul	mogul
moiety	կիսամյակ
moist	խոնավ
moisture	խոնավություն
moisturizer	խոնավեցնող միջոց
molar	մոլերային
molasses	մկաններ
mold	բորբոս
molded	ձեւավորվել
molding	համաձուլվածքներ
moldy	խառնաշփոթ
mole	մոլ
molecular	մոլեկուլային
molecule	մոլեկուլ
molest	մոլեստ
molestation	հալածանք
molester	մոլեստեր
molten	հալեց
mom	մայրիկ
moment	պահը
momentary	ժամանակավոր
momentous	կարեւորը
momentum	թափանցիկություն
momma	մայրը
mommy	մայրիկ
monad	մոնադ
monarch	միապետ
monarchy	միապետություն
monastery	վանք
monastic	վանական
monetary	դրամ
money	դրամ
mongoloid	մոնոլոիդ
mongoose	մոնոուզ
mongrel	մոնղոլ
monitor	մոնիտոր
monk	վանական
monkey	կապիկ
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	մոնոգամիա
monogram	մոնոգրամ
monogrammed	monogrammed
monograph	մոնոգրամ
monolayer	մոնոլայեր
monolith	մոնոլիտ
monologue	մենախոսություն
monopolist	մոնոպոլիստ
monopoly	մենաշնորհը
monotonous	միապաղաղ
monotony	միաբանություն
monoxide	մոնօքսիդ
monsieur	մոնյոր
monsoon	մուսոն
monster	հրեշը
monstrosity	հրեշավորություն
monstrous	հրեշավոր
montage	մոնտաժը
monte	մոնտե
month	ամիս
monthly	ամսական
monument	հուշարձան
monumental	մոնումենտալ
moo	moo
mooch	մոխրագույն
mood	տրամադրություն
moods	տրամադրություններ
moody	մռայլ
moon	լուսինը
moonbeam	լուսնային մղոն
moonlight	լուսնային լույս
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	մունգալվալ
moor	մառախուղ
moored	ծածկված
mooring	լողավազանում
moorings	ճոպաններ
moorland	մառախուղ
