Word	mr
maintenance	देखभाल
majestic	भव्य
majesty	वैभव
major	प्रमुख
majority	बहुसंख्य
make	बनवा
makeover	मेकअप
maker	मेकर
makeshift	अस्ताव्यस्त दोरखंड
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	मेकअप
makingdisciples	NO TRANSLATION
malady	रोग
malaise	अस्वस्थता
malaria	मलेरिया
malarkey	मालके
male	नर
malevolent	द्वेषपूर्ण
malfeasance	दुर्भावना
malformation	कुरूपपणा
malfunction	बिघडलेले कार्य
malice	NO TRANSLATION
malicious	दुर्भावनायुक्त
malign	द्वेष
malignancy	दुष्टपणा
malignant	द्वेषयुक्त
maligned	अत्याचारी
mall	मॉल
malleable	टणक
mallet	लाकडी हातोटे
malnutrition	कुपोषण
malpractice	बेकायदेशीरपणा
malt	माल्ट
mama	मामा
mambo	माम्बो
mamma	NO TRANSLATION
mammal	सस्तन प्राणी
mammoth	विशाल
mammy	मामी
man	माणूस
manage	व्यवस्थापित करा
manageable	आटोपशीर
management	व्यवस्थापन
manager	व्यवस्थापक
managerial	प्रबंधकीय
mandamus	mandamus
mandarin	मंडारीन
mandate	जनादेश
mandatory	अनिवार्य
mandible	मंडिअल
mandolin	मंडलिन
mandrel	खडाभर खाणे
mane	NO TRANSLATION
maneuver	युक्ती
maneuvering	युक्ती
mange	NO TRANSLATION
manger	व्यवस्थापकाशी
mangle	मंगल
mango	आंबा
mangosteen	मॅंगोस्टीन
mangy	खोटा
manhole	मानहाल
manhood	मनुष्यबळ
manhunt	शोध
mania	खूळ
maniac	वेडा
maniacal	मानिक
manic	उन्मत्त
manicure	अशी निगा राखणे
manicurist	मॅनिकूरिस्ट
manifest	प्रकट होणे
manifestation	प्रकटीकरण
manifested	प्रकट
manifestly	स्पष्टपणे
manifesto	जाहीरनामा
manifold	बहुविध
manipulate	हाताळू
manipulation	कुशलतेने हाताळणीत
manipulative	हस्तमैथुन
mankind	मानवजातीला
manly	खिन्नतेने
manna	मान्ना
manned	मनुष्यबळ
mannequin	मॅनक्वीन
manner	रीतीने
mannered	मनोरुग्ण
manners	शिष्टाचार
manor	मनोर
manpower	मनुष्यबळ
mansion	हवेली
mansions	महाल
manslaughter	सदोष मनुष्य
mantel	अंबिका
mantis	मांटिस
mantle	आवरण
mantra	मंत्र
manual	मॅन्युअल
manufacture	उत्पादन
manufacturer	निर्माता
manufacturing	उत्पादन
manure	खत
manuscript	हस्तलिखित
map	नकाशा
maple	मॅपल
mar	मार
marathon	मॅरेथॉन
marble	संगमरवरी
marbled	संगमरवरी
marbles	खांब
march	मार्च
mare	NO TRANSLATION
margarine	कृत्रिम लोणी
margarita	मार्गारिटा
margin	मार्जिन
marginal	सीमान्त
mariachi	मारियाची
marijuana	मारिजुआना
marinara	marinara
marine	सागरी
mariner	नौकाविहार
marital	वैवाहिक
maritime	समुद्री
mark	चिन्ह
marked	चिन्हांकित
marker	चिन्हक
market	बाजार
marketable	विक्रीयोग्य
marketing	विपणन
marketplace	बाजारपेठ
marks	गुण
marksman	नेमबाज
marksmanship	नेमबाजी
marl	मर्ल
marmalade	संत्रीचा मुरंबा
maroon	चमचमीत
marooned	marooned
marquee	मर्की
marquis	मार्किस
marred	विचित्र
marriage	विवाह
married	विवाहित
marrow	मज्जा
marry	लग्न करा
marsh	मार्श
marshal	मार्शल
marshmallow	मार्शमॉलो
mart	मार्ट
martial	मार्शल
martingale	मर्शिंगेल
martini	मार्टिनी
martyr	शहीद
martyrdom	हौतात्म्य
marvel	आश्चर्य वाटणे
marvellous	विस्मयकारक
marvelous	विस्मयकारक
marvelously	आश्चर्यकारकपणे
marzipan	NO TRANSLATION
mascara	मस्करा
mascot	शुभंकर
masculine	मर्दानी
masculinity	masculinity
mash	मॅश
mashed	मॅश
mask	मुखवटा
masked	मुखवटा घातलेला
masks	मुखवटे
masochism	मासोचिझ
masochist	मासोचिस्ट
mason	मासन
masquerade	मास्कर्स
mass	वस्तुमान
massacre	नरसंहार
massage	मसाज
masses	जनते
masseur	मालिश करणारा
masseuse	मालीसाहित्य
massive	भव्य
mast	मास्ट
master	मास्टर
masterful	मास्टरीपल
mastermind	मास्टरमाईंड
masterpiece	उत्कृष्ट नमुना
mastery	प्रभुत्व
masturbate	हस्तमैथुन
masturbation	हस्तमैथुन
mat	चटई
matador	मॅटडोर
match	जुळवा
matchbook	matchbook
matching	जुळणारे
matchmaker	लग्ने जुळवणारा
mate	सोबती
material	सामग्री
materialism	भौतिकवाद
materialist	भौतिकवादी
materialistic	भौतिकवादी
materiality	भौतिकता
materialize	सुधारणे
materially	भौतिकरित्या
materials	साहित्य
materiel	मामेरियल
maternal	माता
maternity	मातृत्व
math	गणित
mathematical	गणितीय
mathematician	गणितज्ञ
mathematics	गणित
matinee	मॅटिनी
mating	वीण
matriculation	मॅट्रिक्युलेशन
matrimony	विवाह
matrix	मॅट्रिक्स
matron	मॅट्रॉन
matted	गुंतागुंत झालेला
matter	बाब
matting	मटण
mattress	चटई
maturation	परिपक्वता
mature	प्रौढ
maturity	परिपक्वता
maudlin	मोडमिन
mausoleum	समाधिस्थळ
mauve	मऊ
maverick	मॅव्हरिक
maxim	अधिकतम
maximize	जास्तीतजास्त करा
maximum	जास्तीत जास्त
may	मे
mayday	Mayday
mayflower	मेफ्लॉवर
mayhem	मेहेम
mayonnaise	अंडयातील बलक
mayor	महापौर
maze	चक्रव्यूह
mead	घासणे
meadow	कुरण
meager	अल्प
meal	जेवण
mean	याचा अर्थ
meander	कंटाळवाणा
meandering	निरंतर
meanie	अर्थ
meaning	अर्थ
meaningful	अर्थपूर्ण
meaningless	अर्थहीन
meanness	क्षुद्रपणा
means	म्हणजे
meantime	दरम्यानच्या काळात
measles	गोवर
measurable	मोजता येण्याजोगा
measure	मापन करा
measured	मोजमाप
measurement	माप
measuring	मोजमाप
measuring cup	कप मोजणे
measuring tape	मोजपट्टी
meat	मांस
meatball	मांसबॉल
meathead	मांसाचे शीड
meatloaf	मासलोफ
mechanic	मेकॅनिक
mechanical	यांत्रिक
mechanics	यांत्रिकी
mechanism	यंत्रणा
med	NO TRANSLATION
medal	पदक
medallion	पदक
medallist	मेडलिस्ट
meddle	हस्तक्षेप करणे
meddling	हस्तक्षेप
media	मीडिया
medial	मध्यवर्ती
median	मध्यक
mediate	मध्यस्थी
mediation	मध्यस्थी
mediator	मध्यस्थ
medic	वैद्यकीय
medical	वैद्यकीय
medicate	औषधोपचार
medication	औषधोपचार
medicinal	औषधी
medicine	औषध
medieval	मध्ययुगीन
mediocre	मध्यम प्रतीची
mediocrity	सामान्यपणा
meditate	चिंतन
meditating	चिंतनशील
meditation	चिंतन
meditative	चिंतनशील
mediterranean	मेडिटरेनेयन
medium	मध्यम
medley	मिश्रण
meek	नम्र
meet	भेटा
meeting	संमेलन
mega	मेगा
meh	meh
melancholic	विषण्णतावादक
melancholy	खिन्नता
melee	दंगल
mellow	मधुर
melodious	गोड
melodrama	भावनाक्षोभ करणारे आनंददायी नाटक
melodramatic	भावनाक्षोभक
melody	गोडवा
melon	खरबूज
melt	वितळणे
meltdown	मंदीच्या
melting	हळुवार
member	सदस्य
membership	सदस्यता
membrane	पडदा
memento	स्मृतिचिन्ह
memo	मेमो
memoir	संस्मरण
memorabilia	स्मृतीचिन्हे
memorable	संस्मरणीय
memorandum	मेमोरॅंडम
memorial	स्मारक
memorials	स्मारक
memories	आठवणी
memoriesiwontforget	NO TRANSLATION
memorize	लक्षात ठेवा
memory	मेमरी
menace	धोका
menacing	धमकी देणारा
menagerie	धमकी
mend	दुरुस्त करणे
mending	दुरुस्ती
menial	लठ्ठपणा
meningitis	मेंदुच्या वेष्टनाचा दाह
meniscus	मेस्किस
menopause	रजोनिवृत्ती
menses	मेन्स
menstrual	मासिक पाळी
mental	वेडा
mentalhealth	NO TRANSLATION
mentality	मानसिकता
menthol	मेन्थॉल
mention	उल्लेख
mentor	गुरूवार
menu	मेनू
meow	म्याऊ
mercantile	व्यापारी
mercenary	भाडोत्री सैनिक
merchandise	विक्रीचा माल
merchant	व्यापारी
merciful	क्षमाशील
merciless	निर्दयी
mercurial	आनंदी
mercury	पारा
mercy	दया
mere	फक्त
merengue	मेरेंग्यू
merge	विलीन
merger	विलीनीकरण
meridian	मेरिडियन
meridional	मध्यावधी
meringue	मिंगे
merit	गुणवत्ता
meritorious	प्रशंसनीय
mermaid	जलपरी
merriment	ममते
merry	मजेदार
merrychristmas	NO TRANSLATION
mesa	मेसा
mescaline	मेस्किलीन
mesh	जाळी
meshes	meshes
mesmerized	मंत्रमुग्ध केलेले
mess	गोंधळ
message	संदेश
messedup	NO TRANSLATION
messenger	मेसेंजर
messiah	मशीहा
messy	गोंधळ
metabolic	चयापचय
metabolism	चयापचय
metal	धातू
metallic	धातूचा
metallurgy	धातू शुध्दीकरण
metamorphosis	कायापालट
metaphor	रुपक
metaphorical	रूपकात्मक
metaphysical	तत्त्वज्ञानविषयक
metaphysics	तत्त्वज्ञानविषयक
metastasis	मेटास्टॅसिस
meteor	उल्का
meteoric	उल्कासंबधी
meteorite	उल्का
meteorological	हवामानशास्त्र
meteorology	हवामानशास्त्र
meter	मीटर
meth	मेथ
methadone	मेथाडोन
methane	मिथेन
methanol	मेथनॉल
method	पद्धत
methodical	पद्धतशीरपणे
methodology	पद्धती
meticulous	अत्यंत सावध
metime	मेटाम
metric	मेट्रिक
metrical	छंदोबद्ध
metrology	मेट्रोलॉजी
metropolis	महानगर
metropolitan	महानगरीय
mettle	ताकद
mew	कत्तल करणे
mezzanine	तळमजल्याचे मोजमापन
mica	अभ्रक
mick	मिक
micro	सूक्ष्म
microbe	सूक्ष्मजंतू
microbiology	मायक्रोबायोलॉजी
microchip	मायक्रोचिप
microcosm	किरकोळ
microfilm	मायक्रोफिल्म
microgram	मायक्रोग्राम
micrometer	सूक्ष्म अंतर मोजण्याचे साधन
micron	मायक्रॉन
microphone	मायक्रोफोन
microscope	सूक्ष्मदर्शकयंत्र
microscopic	सूक्ष्म
microscopically	सूक्ष्मदृष्ट्या
microscopy	मायक्रोस्कोपी
microwave	मायक्रोवेव्ह
mid	मध्य
midair	मध्यभागी
midday	मध्यान्ह
middle	मध्यभागी
middleman	मध्यस्थ
middleweight	मिडलवेट
midget	बौना
midland	मिडलँड
midlife	मध्यप्रदेश
midline	मिडलाइन
midnight	मध्यरात्री
midshipman	मिडीशमॅन
midst	दरम्यान
midsummer	मध्यरात्री
midterm	मध्यरात्र
midtown	मिडटाउन
midway	मिडवे
midwife	सुदैवाने
midwifery	दादाभाई
mien	NO TRANSLATION
miffed	miffed
mighty	पराक्रमी
mignon	मिगनॉन
migraine	मायग्रेन
migrate	स्थलांतरण करा
migration	स्थलांतरण
migratory	प्रवासी
mike	माईक
mil	NO TRANSLATION
mild	सौम्य
mildew	बुरशी
mildness	सौम्यपणा
mile	मैल
mileage	मायलेज
milestone	मैलाचा दगड
militant	दहशतवादी
militants	अतिरेकी
military	लष्करी
militia	मिलिशिया
milk	दूध
milkman	दूधबाज
milkshake	मिल्कशेक
milky	दुधाचा
mill	मिल
millennium	मिलेनियम
milligram	मिलिग्राम
millimeter	मिलीमीटर
million	दशलक्ष
millionaire	लक्षाधीश
millionth	दहाव्या
millstone	मिल दगड
mime	मोम
mimic	नक्कल
mimicking	नक्कल करणे
mimicry	मिम्रीरी
mince	mince
mincemeat	मिठाईचे झाड
mind	मन
minded	मनाचा
mindful	सचेतन
mindfulness	सावधानता
mindless	विचित्र
mine	माझ्या
minefield	खाणकाम
miner	खाण कामगार
mineral	खनिज
mineralogy	खनिजविज्ञान
mingle	मिसळणे
mingled	मिसळलेला
mini	मिनी
miniature	सूक्ष्म
minibus	मिनीबस
minim	NO TRANSLATION
minimal	किमान
minimize	कमी करा
minimized	कमीत कमी
minimum	किमान
mining	खाणकाम
minion	मिनियन
minister	मंत्री
ministerial	मंत्रीीय
ministry	मंत्रालय
minivan	मिनिवन
mink	मिंक
minnow	मिनिने
minor	अल्पवयीन
minority	अल्पसंख्यक
minstrel	minstrel
mint	मिंट
minty	मिंटि
minuscule	लहान
minute	मिनिट
minutiae	क्षुल्लक
minx	minx
mir	NO TRANSLATION
miracle	चमत्कार
miracles	चमत्कार
miraculous	अदभुत
mirage	मृगजळ
mire	NO TRANSLATION
mirror	आरसा
mirth	आनंद
misappropriation	गैरव्यवहार
misbehave	गैरवर्तन
misbehavior	दुर्व्यवहार
miscalculation	चुकीचे गणित
miscarriage	गर्भपात
miscellaneous	संकीर्ण
miscellany	मिश्रजातीय
mischief	अनर्थ
mischievous	तिरस्करणीय
misconception	गैरसमज
misconduct	गैरवर्तन
misdemeanor	गैरवाजवी
misdirection	चुकीचे निर्देश
miser	कासणे
miserable	दुःखी
miserably	दुर्दैवाने
misery	दुर्दशा
misfire	नकार देणे
misfit	गैरसमज
misfortune	दुर्दैव
misguided	NO TRANSLATION
mishap	दुर्घटना
misinformed	चुकीची माहिती आहे
misinterpretation	चुकीचा अर्थ लावणे
mislead	दिशाभूल करणे
misleading	दिशाभूल
misled	दिशाभूल
mismanagement	कुप्रसिद्ध
mismatch	जुळत नाही
mismatched	जुळत नाही
misnomer	गैरसमज
misplace	चुकीच्या जागी ठेवणे
misplaced	गहाळ झाले
misread	चुकीचा अर्थ लावणे
misrepresent	चुकीची माहिती देणे
misrepresentation	चुकीची माहिती देणे
misrepresented	चुकीचे प्रतिनिधित्व केले
miss	मिस
missile	क्षेपणास्त्र
missiles	क्षेपणास्त्रे
missing	गहाळ
missingyou	NO TRANSLATION
mission	मिशन
missionary	मिशनरी
misspell	चुकीचे स्पेलिंग
misstatement	चुकीची चूक
missy	missy
mist	धुके
mistake	चूक
mistaken	चुकीचा
mister	मिस्टर
mistletoe	ओकसारख्या वृक्षाच्छादित फांदी
mistreated	गैरसमज
mistress	शिक्षिका
mistrial	दंडाची चूक
mistrust	अविश्वास
misty	अस्पष्ट
misunderstand	गैरसमज होऊ नका
misunderstanding	गैरसमज
misunderstood	गैरसमज
misuse	गैरवापर
mite	अगदी लहान वस्तु
miter	चिमटा
mitigate	कमी करणे
mitigating	कमी करणे
mitigation	उपशमन
mitt	मिट
mitten	NO TRANSLATION
mitzvah	मिट्ज्वा
mix	मिसळा
mixed	मिश्रित
mixedemotions	संमिश्र भावना
mixer	मिश्रक
mixture	मिश्रण
mnemonic	स्मृतिचिन्ह
moan	विळा
moat	खंदक
mob	जमावटोळी
mobile	मोबाईल
mobility	गतिशीलता
mobilization	सैन्याची जमवाजमव
mobilize	एकत्र करा
mobster	मोबाईल
mocha	मोचा
mock	उपहास
mocked	थट्टा केली
mockery	उपहास
mocking	उपहास करणे
mockingbird	मॅकिंगबर्ड
mod	आधुनिक
modal	मोडल
modality	पद्धत
mode	मोड
model	मॉडेल
modeler	मॉडेलर
modeling	मॉडेलिंग
modem	मोडेम
moderate	मध्यम
moderate anticipation	मध्यम अपेक्षा
moderate disgust	मध्यम तिरस्कार
moderate negative	मध्यम नकारात्मक
moderate positive	मध्यम सकारात्मक
moderate surprise	मध्यम आश्चर्य
moderate trust	मध्यम विश्वास
moderately	माफक प्रमाणात
moderating	संयत करणे
moderation	नियंत्रण
moderator	नियंत्रक
modern	आधुनिक
modernism	आधुनिकतावाद
modest	विनम्र
modesty	नम्रता
modicum	मोचकूप
modifiable	बदलणारे
modification	फेरबदल
modified	सुधारित
modify	सुधारित करा
modulate	नियमन करा
modulation	स्वरभेद
module	मॉड्यूल
modulus	मॉड्यूलस
mogul	मुगुल
moiety	आंबटपणा
moist	ओलसर
moisture	ओलावा
moisturizer	मॉइश्चरायझर
molar	दात
molasses	खसमुळ
mold	साचा
molded	ढेकूळ
molding	मोल्डिंग
moldy	खोटा
mole	तीळ
molecular	आण्विक
molecule	रेणू
molest	विनयभंग
molestation	विनयभंग
molester	मोलेस्टर
molten	वितळलेले
mom	आई
moment	क्षण
momentary	क्षणिक
momentous	क्षणिक
momentum	गती
momma	मॉमा
mommy	mommy
monad	मोनाद
monarch	मोनार्क
monarchy	राजेशाही
monastery	मठ
monastic	मठवासी
monetary	आर्थिक
money	पैसे
mongoloid	मंगोलॉइड
mongoose	मुंगुस
mongrel	मंगळ
monitor	मॉनिटर
monk	भिक्षुक
monkey	बंदर
mono	NO TRANSLATION
monochrome	एका रंगात रंगवलेले
monogamous	मोनोग्रामस
monogamy	मोनोगैमी
monogram	मोनोग्राम
monogrammed	मोनोग्रामयुक्त
monograph	मोनोग्राफ
monolayer	मोनोलायर
monolith	मोहिनी
monologue	एकालाही
monopolist	मक्तेदारी
monopoly	एकाधिकार
monotonous	नीरस
monotony	कंटाळवाणा
monoxide	मोनोऑक्साइड
monsieur	महाशय
monsoon	पावसाळा
monster	अक्राळविक्राळ
monstrosity	राक्षसीपणा
monstrous	राक्षसी
montage	माँटेज
monte	मोंटे
month	महिना
monthly	मासिक
monument	स्मारक
monumental	स्मारक
moo	मो
mooch	मूग
mood	मूड
moods	मन: स्थिती
moody	मूडी
moon	चंद्र
moonbeam	चंद्रकिरण
moonlight	चांदणे
moonlit	चंद्रप्रकाश
moonshine	चंद्रमार्ग
moonstruck	चंद्रमार्ग
moonwalk	चंद्रवाक
moor	मूर
moored	moored
mooring	लंगडी
moorings	लंगडी
moorland	मूरलँड
moose	मोझेस
moot	विवाहित
mooted	विवाहित
mop	एमओपी
mope	लहरी
moped	मोपेड
moral	नैतिक
morale	मनोधैर्य
morality	नैतिकता
morals	नैतिकता
morass	दलदलीचा प्रदेश
moratorium	अधिस्थगन
moray	मोरे
morbid	रोगग्रस्त
morbidity	विकृती
morbidness	रोगराई
mores	मोरे
morgue	मुर्दाघर
moribund	मरणोन्मुख
morn	सकाळ
morning	सकाळ
moron	मुर्ख
moronic	मूर्खपणाचे
morose	चिंताग्रस्त
morph	रूप
morphine	मॉर्फिन
morphism	शब्द कसेबसे!
morphology	शब्द कसे बनतात त्याचे शास्त्र
morrow	उद्या
morsel	कापणे
mortal	मर्त्य
mortality	मृत्युदर
mortar	तोफ
mortgage	गहाण
mortgagee	तारण ठेवणारी व्यक्ती
mortgagor	गहाण
mortician	दारू गाणारा
mortification	ताकद
mortified	अप्रतिष्ठित
mortuary	शवगृह
mosaic	अशी कलाकृती
mosey	मोसी
mosque	मस्जिद
mosquito	डास
moss	मॉस
mossy	काळ्या रंगाचा
mote	NO TRANSLATION
motel	मोटेल
moth	पतंग
mother	आई
motherfucker	माफक
motherfucking	माफकिंग
motherhood	मातृत्व
motherland	मातृभूमी
motherless	मातृहीन
motherly	आईचा
motif	निबंधातील विशेष तत्व
motion	हालचाल
motionless	स्थिर
motivate	प्रवृत्त करणे
motivating	प्रेरणा देणारे
motivation	प्रेरणा
motivational	प्रेरणादायी
motive	हेतू
motley	मोती
motor	मोटर
motorbike	मोटरबाइक
motorboat	मोटरबोट
motorcade	मोटारसायकल
motorcar	मोटार गाडी
motorcycle	मोटरसायकल
motorist	मोटारगाडीचा गाडी सैनिक
motte	मोटे
mottled	विचित्र
motto	बोधवाक्य
mould	साचा
mound	मॉंड
mount	माउंट
mountain	डोंगर
mountaineer	गिर्यारोहण
mountainous	डोंगराळ
mountains	पर्वत
mountaintop	पर्वतश्रेणी
mourn	शोक करा
mournful	दुःखी
mourning	शोक
mouse	माउस
mousetrap	मोसॅप्रॉप
mousse	मूस
moustache	मिशी
mousy	मुसळ
mouth	तोंड
mouthful	तोंडावाटे
mouthpiece	मुखपत्र
mouthwash	माउंट वॉश
movable	जंगम
move	पुढे जा
movement	चळवळ
mover	मोव्हर
movie	मूव्ही
movies	चित्रपट
moving	हलवून
movingforward	NO TRANSLATION
movingon	पुढे
mow	गवताची गंजी
mower	मॉवर
moxie	मोक्सि
mozzarella	मोझेरेला
mri	मिरी
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	घाण
mucked	माकड
mucous	श्लेष्मल
mucus	श्लेष्मा
mud	चिखल
muddle	गोंधळ
muddled	विचित्र
muddy	चिखलाचा
muff	मूर्ख माणूस
muffin	मफिन
muffled	दमलेला
muffler	मफलर
mug	घोकून घोकून तयार करणे
mugger	गोंधळ
mulberry	तुतीची
mulch	तणाचा वापर ओले गवत
mule	खरुज
mull	खर्च
mullet	आळशी
multilateral	बहुपक्षीय
multimedia	मल्टीमीडिया
multinational	बहुराष्ट्रीय
multiple	एकाधिक
multiple sclerosis	मल्टीपल स्केलेरोसिस
multiplex	मल्टिप्लेक्स
multiplication	गुणाकार
multiplicity	बाहुल्य
multiplied	गुणाकार
multiplier	गुणक
multiply	गुणाकार
multitude	लोक
mum	आई
mumble	गणणे
mumbo	मुंबो
mummy	मम्मी
mumps	गालगुंड
munch	चबुत बसणे
munchies	मॅंचिस
munchkin	मंचकिनी
mundane	सांसारिक
municipal	नगरपालिका
municipality	नगरपालिका
mural	भिंतीचा
murder	खून
murderer	खुनी
murderess	मुर्दा
murderous	खुनी
murky	अस्पष्ट
murmur	बडबड
muscle	स्नायू
muscular	स्नायुंचा
muse	मनन करणे
muses	संगीतकार
museum	संग्रहालय
mush	NO TRANSLATION
mushroom	मशरूम
mushy	मऊ
music	संगीत
musical	संगीत
musician	संगीतकार
musing	संगीत
musk	कस्तुरी
musket	बंदी
musketeer	मॅककीटर
muskrat	कस्तुरी
muslin	मलमल
muss	NO TRANSLATION
must	हे केलेच पाहिजे
mustang	मुस्टंग
mustard	मोहरी
muster	हजेरी
musty	बुरशी आलेला
mutable	अस्थिर
mutant	उत्परिवर्ती
mutate	म्यूटेट
mutation	उत्परिवर्तन
mute	निःशब्द करा
muted	निःशब्द केले
mutilate	फाटणे
mutilated	फाटलेले
mutilation	mutilation
mutiny	बंड
mutt	मट
mutter	NO TRANSLATION
mutton	मटन
mutual	म्युच्युअल
mutually	परस्पर
muzzle	जनावराचे नाक
myfavorite	माझे आवडते
myopia	लघुदृष्टिदोष
myopic	लघुग्रह
myriad	असंख्य
mysterious	अनाकलनीय
mystery	गूढ
mystic	गूढ
mystical	गूढ
mysticism	गूढवाद
mystified	mystified
mystique	मिस्टिक
myth	मिथक
mythic	दंतकथा
mythical	दंतकथात्मक
mythological	पौराणिक
mythology	पौराणिक कथा
nab	ताब्यात ठेवणे
nacho	नाचो
nada	NO TRANSLATION
nadir	नादीर
nag	NO TRANSLATION
nail	नखे
nail gun	नेल गन
naive	साधा
naked	नग्न
nakedness	नग्नता
namaste	NO TRANSLATION
name	नाव
named	नावाचा
nameless	अनामित
namesake	नामदेव
naming	नाव देणे
nana	नाना
nanny	आया
nanometer	नामानोमीटर
nap	डुलकी
napalm	नेपलम
nape	डबके
napkin	मोठा हात रुमाल
napping	डुलकी
nappy	लंगोट
narcissism	आत्मप्रीतिवाद
narcissist	अनभिज्ञ
narcissistic	अनाकलनीय
narcotic	मादक
narrate	सांगणे
narration	कथन
narrative	गोष्ट
narrator	कथानक
narrow	अरुंद
narrowing	संकुचित
nasal	अनुनासिक
nascent	नुकताच अस्तित्वात
nasty	ओंगळ
natal	जन्माचा
nation	राष्ट्र
national	राष्ट्रीय
nationality	राष्ट्रीयत्व
nationwide	राष्ट्रव्यापी
native	मुळ
nativity	जन्म
natural	नैसर्गिक
natural gas	नैसर्गिक वायू
naturalist	निसर्गवादी
naturalization	नैसर्गिकरण
naturalized	नैसर्गिक
naturally	नैसर्गिकरित्या
nature	निसर्ग
naught	शून्य
naughty	व्रात्य
nausea	मळमळ
nauseate	व्यत्यय आणणे
nauseating	विघटन करणे
nauseous	कंटाळवाणा
nautical	नाविक
nautilus	नॉटिलस
naval	नौदल
nave	नेव्ह
navel	नाभी
navigable	जलमार्ग
navigate	नेव्हिगेट करा
navigation	नेव्हिगेशन
navigational	नौवहन
navigator	नेव्हिगेटर
navy	नौदल
nay	NO TRANSLATION
nearsighted	जवळपास नजीकच्या
neat	व्यवस्थित
neatly	सुबकपणे
nebula	नेब्युला
nebulae	नेब्युला
nebulous	अस्पष्ट
necessarily	अपरिहार्यपणे
necessary	आवश्यक
necessitate	गरज असणे
necessities	गरजा
necessity	गरज
neck	मान
necklace	नेकलेस
necktie	नेकटाय
necromancer	नेक्रोमॅन्सर
necrosis	पेशीसमूहाचा काही भाग नष्ट होणे
nectar	अमृत
need	गरज
needalife	NO TRANSLATION
needed	आवश्यक
needful	आवश्यक
needit	NO TRANSLATION
needle	सुई
needlepoint	सुई पॉइंट
needles	सुया
needless	अनावश्यक
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	गरजू
nefarious	नापीक
negation	नकार
negative	नकारात्मक
negativity	नकारात्मकता
neglect	दुर्लक्ष
neglected	दुर्लक्ष केले
neglecting	दुर्लक्ष करणे
negligee	निष्कपट
negligence	निष्काळजीपणा
negligent	निष्काळजी
negligently	NO TRANSLATION
negligible	उपेक्षणीय
negotiable	परस्परविरोधी
negotiate	वाटाघाटी
negotiation	वाटाघाटी
negotiator	बोलणी करणारा
negro	नीग्रो
neigh	शेजारी
neighbor	शेजारी
neighborhood	शेजार
neighboring	शेजारी
nemesis	नेमसिस
neon	निऑन
neonatal	नवजात शिशु
neophyte	नवचैतन्य
neoprene	नेओप्रीन
nephew	पुतण्या
nepotism	नातलगांना (वृत्ती)
nerd	बेवकूफ
nerdy	nerdy
nerve	मज्जातंतू
nerves	नसा
nervous	चिंताग्रस्त
nervousness	अस्वस्थता
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	नेस
nest	घरटे
nestle	घरटे
nestling	नेस्टलिंग
net	निव्वळ
nether	खाली
netting	नेटिंग
nettle	चिडवणे
network	नेटवर्क
networking	नेटवर्किंग
neural	मज्जासंस्थेसंबंधीचा
neuralgia	मज्जातंतुवेदना
neurological	मज्जासंस्थेसंबंधीचा
neurologist	न्यूरोलॉजिस्ट
neurology	न्यूरोलॉजी
neurosis	मज्जातंतूचा विकार
neurosurgeon	न्युरोसर्जन
neurosurgery	न्युरोसर्जरी
neurotic	मज्जासंस्थेसंबंधीचा
neuter	नपुंसक
neutral	तटस्थ
neutrality	तटस्थता
neutralize	निष्पत्ती करणे
neutron	न्युट्रॉन
new	नवीन
new age	नवीन वय
newbeginnings	NO TRANSLATION
newborn	नवजात शिशु
newcomer	नवागता
newday	नवीन दिवस
newfound	न्यूफाउंड
newjob	NO TRANSLATION
newlife	नवीन जीवन
newly	नवीन
newlywed	नवविवाहित
newme	न्यूमे
newness	नवीनपणा
news	बातम्या
newscast	न्यूजकास्ट
newscaster	न्यूजकास्टर
newsflash	newsflash
newsletter	वृत्तपत्र
newsman	न्यूजमन
newspaper	वृत्तपत्र
newspaperman	न्यूजपॅपर्मन
newsreel	न्यूजरील
newsroom	न्यूज़रूम
newsstand	न्यूजस्टँड
newstart	नवीन सुरवात
newt	न्यूट
newyear	NO TRANSLATION
nexus	संभोग
nib	निब
nibble	कुबड
nice	छान
niche	कोनाडा
nichts	NO TRANSLATION
nick	निक
nickel	निकेल
nickname	टोपणनाव
nicotine	निकोटीन
niece	भाची
nifty	निफ्टी
nigger	निगर
nigh	जवळजवळ
night	रात्र
nightcap	रात्रीचा नाद
nightclub	रात्री क्लब
nightfall	संध्याकाळी
nightgown	रात्री घालावयाचा सैल झगा
nightie	रात्रवेळ
nightingale	नाइटिंगेल
nightlife	नाइटलाइफ
nightly	रात्रभर
nightmare	दुःस्वप्न
nightmares	दुःस्वप्न
nightstand	नाइटस्टँड
nightstick	रात्रीचे जेवण
nighttime	रात्रवेळ
nihilism	निरर्थकता
nil	शून्य
nimble	चपळ
nimrod	निमुद्री
nincompoop	नॉनकॉम्पॉप
nine	नऊ
nineteen	एकोणीस
ninety	नब्बे
ninja	निन्जा
ninny	निन्नी
nintendo	nintendo
ninth	नववा
nip	निप्प
nipper	चिमटा
nipple	स्तनाग्र
nippy	निप्खी
nitrate	नायट्रेट
