Word	bs
moonlight	mesečinu
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	privezivanje
moorings	brodovi
moorland	moorland
moose	los
moot	moot
mooted	mooted
mop	mop
mope	mopa
moped	moped
moral	moralno
morale	morale
morality	morality
morals	morale
morass	morass
moratorium	moratorijum
moray	Moray
morbid	morbidan
morbidity	morbiditet
morbidness	morbidnost
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	jutro
moron	kreten
moronic	moronic
morose	mržnja
morph	morph
morphine	morfijum
morphism	morfizam
morphology	morfologija
morrow	jutro
morsel	mlijeko
mortal	smrtno
mortality	smrtnost
mortar	malter
mortgage	hipoteka
mortgagee	hipotekar
mortgagor	mortgagor
mortician	mrtvač
mortification	mortification
mortified	mortified
mortuary	mrtvačnica
mosaic	mozaik
mosey	mosey
mosque	džamija
mosquito	komarac
moss	mah
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moljac
mother	majka
motherfucker	kretenu
motherfucking	jebeno jebeno
motherhood	materinstvo
motherland	domovina
motherless	majka
motherly	majčinski
motif	motiv
motion	kretanje
motionless	nepomično
motivate	motivirati
motivating	motivirajući
motivation	motivacija
motivational	motivacioni
motive	motiv
motley	motley
motor	motor
motorbike	motocikl
motorboat	motorni brod
motorcade	motorcade
motorcar	motorno vozilo
motorcycle	motocikl
motorist	motorista
motte	motte
mottled	šarmantan
motto	moto
mould	kalup
mound	mound
mount	mount
mountain	planina
mountaineer	planinara
mountainous	planinski
mountains	planine
mountaintop	mountainaintop
mourn	žalite
mournful	žalostan
mourning	žalosti
mouse	miš
mousetrap	mousetrap
mousse	mousse
moustache	brkovi
mousy	Mousy
mouth	usta
mouthful	usta
mouthpiece	ustnik
mouthwash	ispiranje usta
movable	pokretno
move	kretati se
movement	pokret
mover	mover
movie	film
movies	filmove
moving	kretanje
movingforward	NO TRANSLATION
movingon	pokretač
mow	mow
mower	kosačica
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	zadavljena
mucous	sluzokože
mucus	sluz
mud	blato
muddle	muddle
muddled	muddled
muddy	mudljiv
muff	muff
muffin	muffin
muffled	prigušen
muffler	prigušivač
mug	šolja
mugger	mugger
mulberry	murva
mulch	mulč
mule	mule
mull	mull
mullet	mullet
multilateral	multilateralni
multimedia	multimedija
multinational	multinacionalna
multiple	višestruko
multiple sclerosis	multipla skleroza
multiplex	multiplex
multiplication	množenje
multiplicity	mnogostrukost
multiplied	multiplikovan
multiplier	multiplikator
multiply	množi se
multitude	mnoštvo
mum	mama
mumble	mumble
mumbo	mumbo
mummy	mamica
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	svakodnevno
municipal	opštinski
municipality	opština
mural	mural
murder	ubistvo
murderer	ubica
murderess	ubica
murderous	ubilački
murky	mutan
murmur	murmur
muscle	mišić
muscular	mišićav
muse	muz
muses	muse
museum	muzej
mush	NO TRANSLATION
mushroom	gljiva
mushy	mushy
music	muzika
musical	muzički
musician	muzičar
musing	musing
musk	mošus
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	mora
mustang	mustang
mustard	senf
muster	zbirka
musty	pustinja
mutable	promenljiv
mutant	mutant
mutate	mutiraj
mutation	mutacija
mute	mute
muted	prigušen
mutilate	sakriti
mutilated	pohabljen
mutilation	sakaćenje
mutiny	pobuna
mutt	mutt
mutter	NO TRANSLATION
mutton	ovčetina
mutual	međusobno
mutually	međusobno
muzzle	njuška
myfavorite	moj najdraži
myopia	miopija
myopic	myopic
myriad	bezbroj
mysterious	misteriozno
mystery	misterija
mystic	mistika
mystical	mistično
mysticism	mistika
mystified	mistifikovan
mystique	mistika
myth	mit
mythic	mitski
mythical	mitski
mythological	mitološki
mythology	mitologija
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nokat
nail gun	pištolj za nokte
naive	naivni
naked	gola
nakedness	golota
namaste	NO TRANSLATION
name	ime
named	imenovan
nameless	bezimeni
namesake	namesake
naming	imenovanje
nana	nana
nanny	dadilja
nanometer	nanometar
nap	nap
napalm	napalm
nape	nape
napkin	salveta
napping	dremanje
nappy	nappa
narcissism	narcizizam
narcissist	narcisoid
narcissistic	narcisoidno
narcotic	narkotik
narrate	narrate
narration	naracija
narrative	narativ
narrator	narator
narrow	uski
narrowing	sužavanje
nasal	nazal
nascent	osamljen
nasty	gadno
natal	natal
nation	nacija
national	nacionalno
nationality	nacionalnost
nationwide	nationwide
native	maternji
nativity	rođenje
natural	prirodno
natural gas	prirodni gas
naturalist	naturalista
naturalization	naturalizacija
naturalized	naturalizovan
naturally	prirodno
nature	priroda
naught	nista
naughty	naughty
nausea	mučnina
nauseate	mučiti
nauseating	mučnina
nauseous	muka
nautical	nautički
nautilus	nautilus
naval	pomorsko
nave	nave
navel	pupka
navigable	plovidba
navigate	navigate
navigation	navigacija
navigational	navigaciono
navigator	navigator
navy	mornarica
nay	NO TRANSLATION
nearsighted	blizina
neat	uredno
neatly	uredno
nebula	nebula
nebulae	magline
nebulous	nebulous
necessarily	nužno
necessary	neophodno
necessitate	nužno
necessities	potrebama
necessity	nužnost
neck	vrat
necklace	ogrlica
necktie	kravata
necromancer	necromancer
necrosis	nekroza
nectar	nektar
need	potreba
needalife	NO TRANSLATION
needed	potrebno
needful	potreban
needit	NO TRANSLATION
needle	igla
needlepoint	igla
needles	igle
needless	nepotrebno
needtoknow	trebam znati
needtorelax	NO TRANSLATION
needy	potreban
nefarious	nefarious
negation	negacija
negative	negativan
negativity	negativnost
neglect	zanemarivanje
neglected	zanemaren
neglecting	zanemarivanje
negligee	negligee
negligence	nemarnost
negligent	nemarno
negligently	NO TRANSLATION
negligible	zanemarljivo
negotiable	negotiable
negotiate	pregovarati
negotiation	pregovaranje
negotiator	pregovarač
negro	negro
neigh	komš
neighbor	komšija
neighborhood	susjedstvo
neighboring	susjedne
nemesis	nemesis
neon	neon
neonatal	neonatalni
neophyte	neofit
neoprene	neopren
nephew	nećak
nepotism	nepotizam
nerd	nerd
nerdy	štreberski
nerve	nerv
nerves	nervi
nervous	nervozan
nervousness	nervoza
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	gnezdo
nestle	nestle
nestling	nestajanje
net	net
nether	nether
netting	netting
nettle	kopriva
network	mreža
networking	umrežavanje
neural	neural
neuralgia	neuralgija
neurological	neurološki
neurologist	neurolog
neurology	neurologija
neurosis	neuroza
neurosurgeon	neurohirurg
neurosurgery	neurohirurgija
neurotic	neurotik
neuter	neuter
neutral	neutralno
neutrality	neutralnost
neutralize	neutralisati
neutron	neutron
new	novo
new age	novo doba
newbeginnings	NO TRANSLATION
newborn	novorođenče
newcomer	novinara
newday	novi dan
newfound	newfound
newjob	NO TRANSLATION
newlife	novi zivot
newly	novo
newlywed	newlywed
newme	newme
newness	novorođenčad
news	vijesti
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	newsletter
newsman	newsman
newspaper	novine
newspaperman	novinar
newsreel	newsreel
newsroom	newsroom
newsstand	kiosk
newstart	newstart
newt	newt
newyear	Nova godina
nexus	nexus
nib	nib
nibble	grickati
nice	lepo
niche	niša
nichts	NO TRANSLATION
nick	nick
nickel	nikal
nickname	nadimak
nicotine	nikotin
niece	nećak
nifty	sjajno
nigger	crnjo
nigh	blizu
night	noć
nightcap	nightcap
nightclub	noćni klub
nightfall	noćas
nightgown	nightgown
nightie	nightie
nightingale	slavlje
nightlife	noćni život
nightly	noćno
nightmare	noćna mora
nightmares	noćne more
nightstand	noćni ormarić
nightstick	noćni koš
nighttime	noć
nihilism	nihilizam
nil	nil
nimble	brbljiv
nimrod	nimrod
nincompoop	nincompoop
nine	devet
nineteen	devetnaest
ninety	devedeset
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	deveti
nip	nip
nipper	nipper
nipple	bradavica
nippy	nippy
nitrate	nitrat
nitro	nitro
nitrogen	nitrogen
nitrous	nitro
nitwit	nitwit
nix	nix
no anticipation	bez predviđanja
no disgust	nema gnusa
no emotion	nema emocija
no sentiment	nema raspoloženja
no surprise	nije iznenađenje
no trust	nema poverenja
nobility	plemstvo
noble	plemenito
nobleman	plemić
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	noćni
nod	klimati
nodding	Klimnu glavom
node	čvor
nodular	nodularni
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	buka
noisy	bučno
nomad	nomad
nomadic	nomadski
nomenclature	nomenklatura
nominal	nominalna
nominate	nominirati
nomination	nominacija
nominee	nominirani
nonce	nonce
nonchalant	nonchalant
noncompliance	neusklađenost
nondescript	nenascript
nonexistent	ne postoji
nonfat	nonfat
nonfiction	filozofija
nonpayment	neplaćanje
nonresident	nerezident
nonsense	gluposti
nonsensical	Besmisleno
nonviolent	nenasilan
noob	noob
noodle	noodle
nook	nook
noon	podne
noose	nos
nopoint	nema svrhe
noregrets	NO TRANSLATION
norm	norma
normal	normalno
normalcy	normalno
normality	normalnost
north	sjever
northbound	sjeverno
northeast	sjeveroistok
northern	sjeverno
northwest	sjeverozapad
northwestern	sjeverozapad
noschool	NO TRANSLATION
nose	nos
nosebleed	noseći nos
nosey	nosa
nosnow	nosnow
nostalgia	nostalgija
nostalgic	nostalgično
nostress	NO TRANSLATION
nostril	nozdrala
nosun	NO TRANSLATION
nosy	nosa
not negative	nije negativan
not positive	ne pozitivni
notable	značajan
notables	poznati
notably	naročito
notamorningperson	NO TRANSLATION
notary	notar
notation	notacija
notch	izrez
notched	urezan
note	Bilješka
notebook	notebook
noted	primećeno
noteworthy	vredi pomenuti
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ničega
notice	biljeska
noticeable	primetno
notification	obaveštenje
notify	obavestiti
notion	pojam
notional	zamišljeno
notoriety	ozloglašenost
notorious	poznati
notready	nije spreman
notwithstanding	bez obzira na to
nought	nista
noun	imenica
nourish	nourish
nourishment	hranu
nouveau	NO TRANSLATION
novel	roman
novelist	romanopisac
novelty	novost
novice	novinarke
nowadays	danas
nowork	bez posla
noworries	bez brige
noxious	štetan
nozzle	mlaznica
nuance	nijansa
nuances	nijansi
nuclear	nuklearni
nucleus	jezgro
nude	nude
nudge	guranje
nudie	nudie
nudist	nudistički
nudity	golotinja
nugget	nugget
nuisance	neprijatnost
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	poništiti
numb	numb
number	broj
numbering	numerisanje
numbers	brojevi
numbness	utrnulost
numbskull	numbskull
numeral	broj
numerator	brojac
numerical	numerički
numerically	numerički
numerous	brojni
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	samostan
nuptials	nuptials
nurse	medicinska sestra
nursemaid	nursemaid
nursery	rasadnik
nursing	negu
nurture	negovati
nut	orah
nutcase	nutcase
nutcracker	oraščica
nuthouse	nuthouse
nutmeg	muškatni orah
nutrition	ishrana
nutritional	nutritional
nutritious	hranljivo
nutritive	nutritivni
nuts	orasi
nutshell	nutshell
nutty	nutty
nylon	najlon
nylong	NO TRANSLATION
nylons	nylons
nymph	nimfa
nymphomaniac	nimfomanac
oaf	oaf
oak	hrast
oar	ves
oasis	oaza
oat	ovas
oath	zakletva
oatmeal	ovsena kaša
obedience	poslušnost
obedient	poslušni
obediently	poslušno
obelisk	obelisk
obese	gojazan
obesity	gojaznost
obey	poslušajte
obi	obi
obit	obit
obituary	posmrtni ostaci
object	objekat
objection	prigovor
objectionable	sporno
objective	cilj
objectivity	objektivnost
obligation	obaveza
obligatory	obavezno
oblige	obavezno
obliged	obavezan
obliging	obavezujući
obligor	obveznik
oblique	kosi
obliterate	obrisati
obliterated	izbrisana
obliteration	obliteration
oblivion	zaborav
oblivious	nesvestan
oblong	podolgovato
obnoxious	bezobrazno
oboe	oboe
obscene	opscen
obscenity	opscenost
obscure	nejasan
obscured	nejasan
obscurity	opskurnost
observance	poštovanje
observant	posmatrač
observation	posmatranje
observatory	opservatorija
observe	posmatrajte
observer	posmatrač
observing	posmatranje
obsess	opsednutost
obsessed	opsednut
obsessing	opsednutost
obsession	opsesija
obsessive	opsesivno
obsolescence	zastarelost
obsolete	zastarelo
obstacle	prepreka
obstetrician	porodničar
obstetrics	porodništvo
obstinate	tvrdoglava
obstruct	spriječiti
obstruction	opstrukcija
obstructive	opstruktivno
obtain	dobiti
obtainable	dostupno
obtuse	obtuse
obverse	obrise
obvious	očigledno
ocarina	ocarina
occasion	prilike
occasional	povremeno
occasionally	povremeno
occipital	okcipitalan
occlusion	okluzija
occult	okultni
occupancy	stanovanje
occupant	stanar
occupation	zanimanje
occupational	zanimljivo
occupied	okupirana
occupier	okupator
occupy	zauzeti
occupying	okupira
occur	pojaviti
occurrence	pojava
ocd	ocd
ocean	okean
oceanic	oceansko
octagon	oktagon
octave	oktava
octopus	hobotnica
ocular	očnu
odd	čudno
oddball	čudovište
oddity	čudesnost
odds	kvote
ode	ode
odious	odvratan
odometer	odometar
odor	miris
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	ostatke
offence	prekršaj
offend	uvrijediti
offended	uvrijedio
offender	prestupnik
offense	prekršaj
offensive	ofanzivno
offer	ponuda
offered	ponuđeni
offering	ponuda
offhand	offhand
office	ured
officer	oficir
offices	kancelarije
official	službeno
officiate	službeno
offing	offing
offload	offload
offset	ofset
offshoot	offshoot
offshore	offshore
offside	Ofsajd
offspring	potomstvo
oft	oft
oftentimes	obično
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	o ne
ohshit	NO TRANSLATION
oil	ulje
oils	ulja
oily	masna
oink	oink
ointment	mast
okra	okra
old	stari
olden	olden
older	stariji
oldie	oldie
oldies	oldies
olfactory	olfaktor
oligarchy	oligarhija
olive	masline
omega	omega
omelet	omlet
omen	predznak
omgomgomg	NO TRANSLATION
ominous	Zlobno
omission	propust
omit	izostaviti
omitted	izostavljen
omnibus	omnibus
omnipotence	omnipotencija
omnipotent	svemogući
omnipresent	sveprisutan
omniscient	sveznajući
onboard	ukrcan
oncologist	onkolog
oncology	onkologija
oncoming	nadolazeći
one	jedan
oneday	jednog dana
onedge	na ivici
onelove	jedna ljubav
oneness	Jedinstvenost
onerous	teško
oneself	sebe
ongoing	u toku
onion	crni luk
onset	početak
onslaught	napad
onstage	na bini
ontology	ontologija
onus	onus
onward	dalje
onyx	oniks
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	prozirnost
opal	opal
opaque	neprozirno
ope	ope
open	otvoren
opener	otvarač
opening	otvaranje
openly	otvoreno
openness	otvorenost
opera	opera
operate	raditi
operatic	operat
operation	operacija
operational	operativan
operations	operacije
operative	operativan
operator	operator
ophthalmic	oftalmološki
ophthalmologist	oftalmolog
opiate	opijat
opinion	mišljenje
opinionated	mišljenje
opium	opijum
opponent	protivnik
opportune	pogodno
opportunism	oportunizam
opportunity	prilika
oppose	se suprotstaviti
opposed	protiv
opposing	suprotstavlja se
opposite	suprotno
opposites	suprotnosti
opposition	opozicija
oppress	potlačiti
oppressed	potlačeni
oppression	ugnjetavanje
oppressive	opresivna
oppressor	tlačitelj
ops	ops
opt	opt
optic	optički
optical	optički
optics	optika
optimism	optimizam
optimist	optimista
optimistic	optimističan
optimum	optimalno
option	opcija
optional	opciono
optionally	opciono
options	opcije
optometrist	optometrist
opulence	bogatstvo
opulent	bogatiji
opus	opus
oracle	oracle
oral	oralni
orange	narandžasto
orange juice	sok od narandže
orangutan	orangutan
oration	oration
orator	orator
oratory	oratory
orb	orb
orbit	orbita
orbital	orbital
orbiting	orbitira
orbs	orbs
orc	orc
orchard	voćnjak
orchestra	orkestar
orchid	orhideja
ordained	ordained
ordeal	teško
order	naruči
orderly	uredno
ordinance	uredba
ordinary	običan
ordination	ordinacija
ordnance	ubojstvo
ore	ruda
oregano	origano
organ	organ
organic	organski
organism	organizam
organist	organista
organization	organizacija
organize	organizovati
organized	organizovan
organizer	organizator
orgasm	orgazam
orgies	orgije
orgy	orgija
orient	orient
oriental	orijentalni
orientation	orijentacija
orifice	otvora
origami	origami
origin	poreklo
original	original
originality	originalnost
originate	poticati
origination	poreklo
originator	originator
ornament	ornament
ornamental	ukrasno
ornamentation	ornamentacija
ornamented	ukrašen
ornate	ornate
ornery	ornery
orphan	siroče
orphanage	sirotište
orphaned	siroče
orthodontist	ortodont
orthodox	pravoslavni
orthodoxy	pravoslavlje
orthogonal	ortogonalno
orthopedic	ortopedski
oscillate	oscilirati
oscillating	oscilujući
oscillation	oscilacija
oscillatory	oscilatorna
ostensible	primitivna
ostensibly	naizgled
ostentatious	sjajan
ostracized	ostracized
ostrich	noj
other	drugi
otter	otter
otto	otto
ottoman	otoman
ought	trebalo bi
ounce	unce
oust	srušiti
outage	nestanak
outback	izvanredan
outbid	nadmašiti
outboard	vanbrodski
outbreak	izbijanje
outburst	izbacivanje
outcast	izašao
outcome	ishod
outcry	neprijatelj
outdated	zastarelo
outdo	napreduje
outdoor	na otvorenom
outdoors	na otvorenom
outer	spolja
outfit	odijelo
outgoing	odlazni
outgrow	previše
outgrowth	izrastanje
outhouse	outhouse
outing	outing
outlandish	vanzemaljac
outlast	iznad
outlaw	zabranjeno
outlet	outlet
outline	pregled
outlines	outlines
outlive	preživljavanje
outlook	izgled
outlying	odlazi
outnumber	više od broja
outpatient	ambulantno
outpost	outpost
outpouring	izlivanje
output	izlaz
outrage	ljutnja
outraged	uznemireni
outrageous	odvratno
outrank	outrank
outreach	outreach
outright	potpuno
outrun	odlazak
outset	početak
outsider	outsider
outskirts	periferije
outsmart	outsmart
outspoken	otvoreno
outstanding	izvanredan
outstretched	ispružen
outward	napolju
outwards	napolju
outweigh	nadmašiti
outwit	outwit
oval	ovalni
ovary	jajnik
ovate	ovalna
ovation	ovacije
oven	pećnica
overactive	prekomerno
overall	ukupno
overalls	kombinezoni
overbearing	nadmoć
overburden	overburden
overcast	oblačno
overcharged	preopterećen
overcoat	kaput
overcome	prebroditi
overcoming	prevazilaženje
overcrowded	prenatrpan
overdo	preterano
overdose	predoziranje
overdrive	overdrive
overdue	zakasnio
overestimate	precenjuju
overestimated	precijenjen
overflow	preliv
overflowing	preplavljen
overgrown	zarasla
overgrowth	nadrast
overhanging	nadvišen
overhaul	remont
overhead	iznad glave
overhear	preći
overheated	pregrejano
overjoyed	presretan
overkill	overkill
overlaid	prekriven
overlap	preklapanje
overlapping	preklapanje
overlay	overlay
overload	preopterećenje
overlook	Obratite pažnju
overlord	nadređeni
overlying	iznad
overpaid	preplaćeno
overpass	nadvoz
overplayed	overplayed
overpower	nadmoć
overpowering	nadmoćan
overpriced	overpriced
overprotective	overprotective
overrated	overrated
overreact	preterano
override	zameniti
overriding	prevladavajući
overrule	prev
overrun	prekoračenje
oversee	nadgledati
overseer	nadzornik
overshadow	sjenilo
oversight	nadzor
oversized	prevelika
overslept	proširen
overstate	precijeniti
overstock	previše
overt	otvoren
overtake	preći
overtaken	preuzet
overthemoon	NO TRANSLATION
overthinker	razumannik
overthinking	previše razmišljati
overthrow	srušiti
overtime	prekovremeno
overtired	overtired
overture	uvertira
overturn	prevrtanje
overview	pregled
overweight	prekomjerna težina
overwhelm	preplavio
overwhelmed	preplavljen
overwhelming	preovlađujuće
overworked	preopterećen
overwrought	pretrpan
overzealous	prenatrpan
owe	Duguj
owing	zahvaljujući
owl	sova
owner	vlasnik
ownership	vlasništvo
ox	vol
oxidation	oksidacija
oxide	oksid
oxygen	kiseonik
oxymoron	oksimoron
oyster	ostriga
ozone	ozon
pace	tempo
pacemaker	pejsmejker
pacific	Pacifik
pacified	pacified
pacifier	puder
pacifist	pacifist
pacify	pomirite se
pacing	pejsing
pack	paket
package	paket
packaging	pakovanje
packer	paker
packet	paket
pact	pakt
pad	pad
padded	podložno
padding	padding
paddle	veslo
paddle boat	veslanje
paddock	paddock
paddy	paddy
padlock	katanca
padre	NO TRANSLATION
paean	paean
pagan	pagan
paganism	paganizam
page	stranica
pageant	takmičenje
pager	pejdžer
pagination	paginacija
paging	paging
pagoda	pagoda
pail	kanta
pain	bol
pained	boleo
painful	bolan
painfully	bolno
painkiller	lek protiv bolova
painless	bezbolan
pains	boli
painstaking	mukotrpno
paint	boje
paintball	paintball
paintbrush	četkica
painted	obojen
painter	slikar
painting	slikarstvo
pair	par
paisley	paisley
pajama	pajama
pajamas	pidžame
pal	drugar
palace	palata
palatable	okusno
palate	palate
pale	bledo
paleontology	paleontologija
palette	paleta
pall	pall
palladium	paladijum
pallet	paleta
palliative	palijativno
palm	palm
palmer	palmer
palomino	palomino
palpable	opipljivo
palpitations	palpitacije
palsy	paraliza
paltry	bezvrijedno
pamper	brijanje
pamphlet	pamflet
pan	pan
panacea	panacea
panache	panache
pancake	palačinka
pancakes	palačinke
pancreas	pankreasa
panda	panda
pandemic	pandemija
pandemonium	pandemonium
pane	okno
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	panike
panicattack	NO TRANSLATION
panicked	panično
panicking	paničenje
panicky	panično
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramski
pansy	pansy
pant	pant
pantheon	panteon
panther	panter
panties	gaćice
pantomime	pantomim
pantry	ostava
pants	hlače
panty	panty
pantyhose	pantyhose
pap	pap
papa	papa
papacy	papacy
papal	NO TRANSLATION
papaya	papaya
paper	papir
paperback	paperback
paperboy	paperboy
paperweight	papirna težina
paperwork	papirologija
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	parabola
parabola	parabola
parabolic	parabolički
parachute	padobran
parade	parada
paradigm	paradigma
paradise	raj
paradox	paradoks
paradoxical	paradoksalno
paraffin	parafin
paragon	paragon
paragraph	paragraf
parakeet	parakeet
paralegal	paralegalan
parallax	paralaks
parallel	paralelno
parallelism	paralelizam
paralysis	paraliza
paralyze	paralizuje
paralyzed	paralizovan
paramedic	paramedicina
paramedics	paramedicina
paramilitary	paravojska
paramount	Najvažnije
paranoia	paranoja
paranoid	paranoičan
paranormal	paranormalno
parapet	parapet
paraphernalia	paraphnarija
paraphrase	paraphrase
paraplegic	paraplegik
parasite	parazit
parasitic	parazitski
parasol	suncobran
parcel	parcela
parcels	parcele
parched	iskrivljen
parchment	pergament
pardon	oprostite
pare	NO TRANSLATION
parenchyma	parenhima
parent	roditelj
parentage	roditeljstvo
parental	roditeljski
parenthesis	NO TRANSLATION
parenthetical	parenthetical
parenthood	roditeljstvo
parenting	roditeljstvo
pariah	pariah
parietal	parietal
paring	paring
parish	župa
parity	pariteta
park	park
parka	parka
parking	parking
parkinsons	parkinsons
parlance	parlance
parlay	parlay
parliament	parlament
parliamentary	parlamentarni
parlor	salon
parmesan	parmezan
parody	parodija
parole	parole
parquet	parket
parrot	papagaja
parry	parry
parse	parse
parsimonious	parsimonious
parsimony	parsimony
parsley	peršun
parson	parson
part	deo
partake	učestvovati
partial	djelomično
partiality	pristrasnost
partially	delimično
participant	učesnik
participate	učestvovati
participation	učešće
particle	čestica
particular	posebno
particularity	posebnost
particulars	pojedinosti
parting	razdvajanje
partisan	partisan
partisanship	partisanship
partition	particija
partly	delimično
partner	partner
partnership	partnerstvo
partridge	jarebica
parts	dijelove
party	party
pas	NO TRANSLATION
pass	prolaz
passable	prolazan
passage	prolaz
passageway	prolaz
passe	NO TRANSLATION
passenger	putnik
passim	NO TRANSLATION
passing	prolazak
passion	strast
passionate	strastveno
passive	pasivno
passivity	pasivnost
passkey	passkey
passport	pasoš
password	lozinka
past	prošlost
pasta	testenine
paste	paste
pastel	pastel
pastime	zabava
pastor	pastor
pastrami	pastrami
pastry	pecivo
pasture	pašnjak
pasty	pasta
pat	pat
patch	patch
patchwork	patchwork
pate	pate
patella	patella
patent	patent
patented	patentiran
paternal	paternal
paternity	očinstvo
path	put
pathetic	patetično
pathological	patološki
pathologist	patolog
pathology	patologija
pathos	NO TRANSLATION
pathway	put
patience	strpljenje
patient	pacijent
patio	terasa
patriarch	patrijarh
patriarchal	patrijarhalno
patrimony	patriotizam
patriot	patriota
patriotic	patriotski
patriotism	patriotizam
patrol	patrola
patrolman	patrolman
patron	patron
patronage	pokroviteljstvo
patronising	pokroviteljstvo
patronize	pokroviteljstvo
patronizing	pokroviteljstvo
patter	patter
pattern	obrazac
paucity	slabosti
pauper	pauper
pause	pauza
pave	otvori
pavement	kolovoz
pavilion	paviljon
paving	popločavanje
paw	šapa
pawn	pijun
pawnshop	zalagaonice
pax	pax
pay	platiti
payable	plaća se
payback	povratak
paycheck	paycheck
payday	payday
payer	plaćenik
payload	nosivost
payment	plaćanje
payoff	isplata
payout	isplata
payphone	telefon
payroll	platni spisak
pea	grah
peace	mir
peaceable	mirno
peaceful	mirno
peacefully	mirno
peacekeeper	mirovnjaci
peaceofmind	NO TRANSLATION
peacetime	mirno
peach	breskva
peachy	breskva
peacock	paun
peak	vrhunac
peaked	vrhunac
peanut	kikiriki
peanuts	kikiriki
pear	kruška
pearl	biser
pearly	biserno
peas	grašak
peasant	seljak
peat	treset
pebble	šljunak
pecan	pecan
peck	peck
pecker	pecker
peculiar	osobito
peculiarities	osobenosti
peculiarity	osobenost
peculiarly	osobito
pecuniary	novčana
pedal	pedala
pedantic	pedantski
peddle	peddle
peddler	peddler
pedestal	podnožje
pedestrian	pešak
pediatric	pedijatrijski
pediatrician	pedijatar
pediatrics	pedijatrija
pedicure	pedikir
pedigree	pedigre
pedometer	pedometar
pedophile	pedofil
pee	pišu
peek	peek
peekaboo	peekaboo
peel	peel
peep	peep
peeper	peeper
peephole	pehole
peer	peer
peering	peering
peerless	peerless
peeved	peeved
peg	peg
pegs	klinovi
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelican
pellet	pelet
pelvic	karlični
pelvis	karlice
pen	olovka
penal	kazneno
penalty	kazna
penance	penance
penchant	sklonost
pencil	olovka
pendant	privjesak
pendency	pendence
pendent	NO TRANSLATION
pending	u toku
pendulum	klatno
penetrate	penetrirati
penetrating	prodorno
penetration	penetracija
penguin	pingvin
penicillin	penicilin
penile	penile
peninsula	poluotok
penis	penis
penitent	penitent
penitentiary	kazneno-popravni dom
penmanship	penmanship
pennant	pentant
penniless	penčica
penny	novčić
pension	pansion
pensioner	penzioner
pensive	zamišljen
pentagon	pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	pretposlednji
people	ljudi
peopled	ljudi
pep	pep
pepper	biber
peppermint	pepermint
pepperoni	pepperoni
peppy	peppy
peptic	peptik
peptide	peptid
perceive	percipiraju
percent	procenta
percentage	procenat
percentile	percentil
perceptible	uočljiv
perception	percepcija
perceptive	perceptivno
perch	ostriž
perchance	perchance
percolation	perkolacija
percussion	perkusije
perdition	propast
peremptory	imperativ
perennial	višegodišnje
perfect	savršeno
perfection	savršenstvo
perfectionist	perfekcionista
perfecto	NO TRANSLATION
perforated	perforirani
perforation	perforacija
perforce	perforce
perform	izvoditi
performance	performance
performer	izvođač
perfume	parfem
perfumed	perfumirana
peri	peri
peridot	peridot
peril	opasnost
perilous	opasno
perimeter	perimetar
period	period
periodic	periodično
periodical	periodično
periodically	periodično
periodicity	periodičnost
peripheral	periferno
periphery	periferija
periscope	periskop
perish	propasti
perishable	kvarljiva
perished	poginuo
perishing	gubitak
perjury	krivokletstvo
perk	perk
perky	perky
perm	perm
permanence	trajnost
permanent	trajno
permeable	propustljiv
permeate	permeat
permeation	propuštanje
permissible	dozvoljeno
permission	dozvolu
permissive	permisivna
permit	dozvola
permitted	dozvoljeno
permitting	dozvoljavajući
permutation	permutacija
pernicious	pogubno
peroxide	peroksid
perpendicular	perpendikularno
perpetrate	počinilac
perpetrator	počinioca
perpetual	perpetual
