Word	lt
knockout	nužudymas
knoll	knoll
knot	mazgas
knots	mazgai
knotted	sujungtas
know	žinoti
knowing	žinant
knowingly	sąmoningai
knowledge	žinios
knowledgeable	nusimanantis
knuckle	kumštis
knucklehead	Knucklehead
knuckles	kakliukai
koala	Koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	mokyklos pagalba
kos	kos
kosher	Kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	Kudos
kumquat	kumquat
lab	laboratorija
label	etiketė
labor	darbo
laboratory	laboratorija
labored	dirbo
laborer	darbininkas
laboring	dirba
laborious	sunkus darbas
labyrinth	labirintas
lac	lac
lace	nėriniai
laceration	griovimas
lack	trūksta
lackey	Lukšis
lacking	trūksta
lackluster	neryškus
lacquer	lakas
lacrosse	lakrasas
lactose	laktozė
lad	vaikinas
ladder	kopėčios
laddie	Laddie
laden	pakrauta
lading	krovinys
ladle	kaušas
lady	moteris
lady bug	NO TRANSLATION
ladybug	Boružė
ladylike	ladylike
ladyship	meilė
lag	atsilikimas
lager	NO TRANSLATION
lagging	atsilieka
lagoon	lagūnas
lair	lair
laity	pasaulis
lake	ežeras
lama	NO TRANSLATION
lamb	ėriena
lame	lame
lament	gailestis
lamenting	gailėdamasis
lamina	lamina
laminated	laminuotas
lamp	lempa
lamppost	lempos stulpas
lance	lance
lancer	lancer
land	žemė
landed	nusileido
landfall	pakrantė
landfill	sąvartynas
landing	nusileidimas
landlady	šeimininkė
landlocked	atviroje jūroje
landlord	nuomotojas
landmark	orientyras
lands	žemes
landscape	kraštovaizdis
landscaping	kraštovaizdis
landslide	nuošliaužos
lane	juostos
language	kalba
languid	tingus
languish	nykti
languishing	nuoga
lanky	lanky
lantern	žibintas
lap	ratas
lapdog	Lapdogas
lapel	atrama
lapse	pasibaigia
lapsed	pasibaigė
laptop	nešiojamas kompiuteris
larceny	larceny
lard	kiauliniai taukai
larder	keptuvė
large	didelis
larger	didesnis
largo	NO TRANSLATION
lark	žvilgsnis
larva	lerva
laryngitis	laringitas
larynx	gerklų
lasagna	lasagna
laser	lazeris
lash	blakstiena
lass	mama
lasso	lasso
lastday	NO TRANSLATION
lasting	ilgalaikis
lastminute	Paskutinės minutės
latch	fiksatorius
late	vėlai
lateness	vėlavimas
latent	latentinis
lateral	šoninis
laterally	šonuose
latex	lateksas
lathe	tekinimo staklės
lather	plakti
latitude	platuma
latrine	latrine
latrines	lentynos
latte	latte
lattice	grotelės
laud	lauja
laudable	pagirtinas
laudation	pasveikinimas
laudatory	linksmoji
laugh	juoktis
laughable	juokiasi
laughing	juokiasi
laughingstock	NO TRANSLATION
laughs	juokiasi
laughter	juokas
launch	paleisti
launcher	paleidimo priemonė
launches	paleidžia
launder	nusiprausti
laundering	plovimas
laundry	skalbiniai
laureate	laureatas
laurel	Laurynas
laurels	laurus
lava	lava
lavage	praplovimas
lavatory	tualetas
lavender	levanda
lavish	gausus
law	teisė
lawful	teisėtas
lawless	neteisėtas
lawlessness	neteisybė
lawman	teisininkas
lawn	veja
lawnmower	žoliapjovė
lawsuit	ieškinys
lawyer	teisininkas
lax	lax
laxative	vidurius
lay	gulėti
layaway	atostogos
layer	sluoksnis
layered	sluoksniuota
layman	nesąmonė
layout	išdėstymas
layover	slenkstis
laziness	tingumas
lazy	tingus
lazyday	NO TRANSLATION
lea	lea
lead	vadovauti
leaded	švinu
leader	lyderis
leadership	vadovavimas
leading	pirmaujantis
leads	veda
leaf	lapai
leaflet	lankstinukas
leafy	lapinė
league	lyga
leak	nutekėti
leakage	nuotėkis
leaky	nutekėjusi
lean	liesas
leaned	pasviręs
leaning	pasvirusi
leap	šuolis
learn	mokytis
learned	išmoko
learner	mokinys
learning	mokymasis
lease	nuoma
leash	pakabukas
leather	oda
leathery	odinis
leave	palikti
leavemealone	palik mane vieną
leaving	palieka
lecherous	paslaptingas
lecture	paskaita
lecturer	dėstytojas
ledge	nuolydis
ledger	vadovėlis
lee	Lee
leech	sode
leeches	rausvai
leer	NO TRANSLATION
leery	saldainis
lees	NO TRANSLATION
leeway	laisvė
left	kairėje
leftout	NO TRANSLATION
leftover	likučiai
leftovers	likučiai
lefty	kairysis
leg	kojos
legacy	palikimas
legal	teisėtas
legality	teisėtumas
legalize	legalizuoti
legalized	legalizuotas
legally	teisiškai
legend	legenda
legendary	legendinis
legibility	įskaitomumas
legible	įskaitomas
legion	legionas
legislate	įstatymų leidėjas
legislation	teisės aktai
legislative	įstatymų leidėjas
legislator	įstatymų leidėjas
legislature	įstatymų leidžiamoji valdžia
legit	teisėtas
legitimacy	teisėtumas
legitimate	teisėtas
lego	lego
legs	kojos
legume	ankštiniai
legwork	kojos
leisure	laisvalaikis
leisurely	nesunkiai
lemma	lemma
lemon	citrina
lemonade	limonadas
lend	skolinti
lender	skolintojas
lending	paskolos
length	ilgis
lengthen	pailginti
lengthened	pailgintas
lengthening	pailginimas
lengthwise	išilgai
lengthy	ilgas
leniency	atleidimas nuo baudų
lenient	švelnus
lens	objektyvas
leopard	leopardas
leotard	treniruotė
leper	lepojas
leprechaun	leprechaun
leprosy	raupsai
lesbian	lesbiečių
lesbianism	lesbiečių
lesion	pažeidimas
less	mažiau
lessee	nuomininkas
lessen	sumažinti
lessening	mažėja
lesser	mažesnis
lesson	pamoka
lessor	nuomotojas
let	leisti
lethal	mirtina
lethargic	mieguistas
lethargy	mieguistumas
letter	laiškas
lettered	su raidėmis
letterhead	firminis blankas
lettering	raidės
letters	raidės
lettuce	salotos
leukemia	leukemija
levee	levee
level	lygis
lever	svirtis
leverage	svertas
levitate	levitate
levy	rinkliava
lewd	bjaurus
lexicon	leksikonas
ley	NO TRANSLATION
liabilities	įsipareigojimai
liability	atsakomybė
liable	atsakingas
liaison	ryšys
liar	melagis
libel	klibėti
libelous	klastingas
liberal	liberalus
liberalism	liberalizmas
liberate	išlaisvinti
liberated	išlaisvintas
liberating	išlaisvinantis
liberation	išlaisvinimas
liberty	laisvė
libido	libido
librarian	bibliotekininkas
library	biblioteka
libretto	libreto
lice	utėlių
license	licencija
lichen	kerpės
lick	laižyti
licorice	saldymedis
lid	dangtelis
lie	melas
liege	liege
lien	suvaržymas
lieu	lieu
lieutenant	leitenantas
life	gyvenimas
lifeblood	gyvybės šaltinis
lifeboat	gelbėjimo valtis
lifeguard	gelbėtojas
lifeisgood	gyvenimas yra geras
lifeless	negyvas
lifelike	gyvybingas
lifeline	gelbėjimo linija
lifelong	visą gyvenimą
lifer	gelbėtojas
lifesaver	gyvenimo gelbetojas
lifestyle	gyvenimo būdas
lifesucks	gyvenimas užknisa
lifetime	gyvenimas
lift	pakelti
lifted	pakeltas
liftoff	pakilimas
ligament	raištis
ligation	ligation
ligature	ligatūra
light	šviesa
light year	Šviesmetis
lightbulb	lemputė
lighten	apšviesti
lightheaded	galva
lighthouse	švyturys
lighting	apšvietimas
lightness	lengvumas
lightning	žaibas
lights	žiburiai
lightweight	lengvas
likable	patinka
like	Kaip
likelihood	tikimybė
likely	tikėtina
likeness	panašumas
likewise	taip pat
liking	patiko
lilac	Alyva
lily	lelija
limb	galūnė
limber	limberas
limbo	netinkamas
lime	kalkės
limelight	dėmesio centre
limestone	kalkakmenis
limey	Limey
limit	riba
limitation	apribojimas
limited	ribotas
limitless	neribotas
limo	limuzinas
limousine	limuzinas
limp	švelnus
lin	Lin
line	linija
lineage	linija
lineal	lineal
linear	linijinis
linebacker	linebacker
lined	išklotas
linen	Linas
liner	linijinis
lines	linijos
lineup	lineup
linger	laikytis
lingerie	apatinis trikotažas
lingering	užsitęsęs
lingo	lingo
lingual	kalbinė
linguini	linguini
linguist	kalbininkas
linguistic	kalbinis
linguistics	lingvistika
lining	pamušalas
link	nuoroda
linoleum	linoleumas
lint	geltona
lion	liūtas
lip	lūpa
liposuction	liposuction
lipstick	lūpų dažai
liquefaction	suskystinimas
liquefied	suskystintas
liqueur	likeris
liquid	skystis
liquidate	likviduoti
liquidation	likvidavimas
liquidator	likvidatorius
liquidity	likvidumas
liquor	likeris
lira	NO TRANSLATION
lisp	lisp
list	sąrašas
listen	klausyk
listener	klausytojas
listenting	NO TRANSLATION
listing	sąrašas
listless	nesvarbu
listneing	NO TRANSLATION
litany	Litanija
liter	litras
literacy	raštingumas
literal	pažodžiui
literally	pažodžiui
literary	literatūrinis
literature	literatūra
lithe	litas
lithium	Ličio
lithograph	litografija
lithography	litografija
lithology	litologija
lithosphere	litosfera
litigant	ginčas
litigate	ginčyti bylą
litigation	bylinėjimasis
litigator	ieškovas byloje
litigious	ginčytinas
litter	pakratai
little	mažai
littlethings	maži dalykai
littoral	pakrantė
liturgy	liturgija
live	gyventi
livelife	Gyvenk gyvenimą
livelihood	pragyvenimo šaltinis
lively	gyvas
liven	pagyvinti
liver	kepenys
livery	livery
livestock	gyvuliai
livid	gyvas
living	gyvenimas
lizard	driežas
llama	lama
lml	lml
load	apkrova
loader	krautuvas
loaf	kepalas
loafer	slapyvardis
loam	priemolis
loan	paskola
loath	nepasitenkinimas
loathe	nepastebimas
loathful	nepadorus
loathing	apgailėtinas
loathsome	apgailėtinas
lobby	lobis
lobbyist	lobistas
lobe	lopas
lobotomy	lobotomija
lobster	omaras
local	vietinis
locale	lokalė
locality	vietovė
localization	lokalizacija
localize	lokalizuoti
localized	lokalizuota
locate	surask
location	vieta
locator	lokatorius
loch	Loch
lock	užraktas
locker	spintelė
locket	medalionė
locksmith	šaltkalvis
lockup	užrakinti
loco	loco
locomotion	judėjimas
locomotive	lokomotyvas
locust	saldainis
lode	NO TRANSLATION
lodge	pateikia
lodger	būstininkas
lodging	apgyvendinimas
loft	palėpė
lofty	aukštasis
log	Prisijungti
logarithm	logaritmas
logarithmic	logaritminis
logic	logika
logical	logiškas
logistics	Logistika
logo	logotipas
logotype	logotipas
loin	NO TRANSLATION
lollipop	Lollipop
lone	vienišas
loneliness	vienatvė
lonely	vienišas
loner	vienišas
lonesome	vienišas
long	ilgai
longboat	Longboat
longevity	ilgaamžiškumas
longing	ilgesys
longitude	ilguma
longitudinal	išilginis
longitudinally	išilgai
longtime	ilgas laikas
loo	loo
look	atrodo
looker	ieškotojas
lookout	saugokis
loom	stelažai
looming	baisus
loon	Loon
loony	kvailas
loop	kilpa
loophole	spraga
loopy	lūpas
loose	laisvas
loosen	atlaisvinti
loosening	atsipalaidavimas
loot	loterija
lop	Lop
lopsided	vienkartinis
lord	Viešpatie
lords	valdovai
lordship	valdžia
lore	Istorija
lorry	sunkvežimis
lose	prarasti
loser	nevykėlis
losing	praranda
loss	nuostolis
lost	prarastas
lot	daug
lotion	losjonas
lots	daug
lottery	loterija
lotto	lotto
lotus	lotus
loud	garsiai
loudly	garsiai
loudmouth	Loudmouth
loudness	garsumas
loudspeaker	garsiakalbis
lounge	holas
lounging	praleisti
louse	garsas
lousy	bjaurus
lovable	patraukli
love	meilė
loved	myliu
lovee	meilė
loveee	loveee
loveless	nepamirštamas
lovelife	NO TRANSLATION
loveliness	gražumas
lovelovelove	NO TRANSLATION
lovely	mielas
lovemaking	mylėtis
lovemylife	NO TRANSLATION
lover	meilužis
lovesick	lovesick
lovethis	myliu tai
loving	myliu
lovinglife	mylintis gyvenimą
lovinlife	lovinlife
low	žemas
lowdown	atsigulti
lower	mažesnis
lowering	nuleisti
lowest	Žemiausia
lowlands	žemumos
lowlife	mažas gyvenimas
lowly	žemas
lox	loks
loyal	ištikimas
loyalty	lojalumas
lsd	lsd
luau	luau
lube	tepalas
lubricant	tepalas
lubricate	sutepkite
lubrication	tepimas
lucid	aiškus
luck	sėkmė
luckiest	laimingiausias
lucky	laimingas
luckygirl	laiminga mergina
lucrative	pelningas
ludicrous	juokinga
lug	pagauti
luggage	bagažas
lukewarm	drungnas
lull	užliūliuoti
lullaby	Lopšinė
lumbar	juosmens smegenys
lumber	mediena
lumbering	lumbering
lumberjack	lumberjack
luminescent	liuminescencinis
luminous	šviesus
lump	vienkartinis
lumpy	vienkartinis
lunacy	nepaklusnumas
lunar	mėnulis
lunatic	nemalonus
lunch	pietūs
lunchbox	Pietų dėžutė
luncheon	pietūs
lunchtime	pietų metu
lung	plaučiai
lunge	pabaisa
lungs	plaučiai
lurch	Lurch
lure	privilioti
lurid	purvinas
lurk	pasislėpk
lurking	pasislėpęs
luscious	saldus
lush	sodrus
lust	geismas
luster	blizgesys
lustful	liūdnas
lustrous	blizgus
lusty	linksma
lute	luta
luxuriant	prabangus
luxurious	prabangus
luxury	prabanga
lycra	likra
lye	nudažyti
lying	melas
lymph	limfos
lymphatic	limfos
lymphoma	limfoma
lynch	lynch
lynching	lynching
lynx	lūšis
lyre	lyra
lyric	lyrika
lyrical	lyrinis
lyrics	dainos žodžiai
macadamia	makadamija
macarena	macarena
macaroni	makaronai
mace	mace
mach	Machas
machete	machete
machine	mašina
machinery	mašinos
machinist	mašininkė
macho	macho
mackerel	skumbrė
macro	makrokomandas
mad	piktas
madam	ponia
madame	Madam
madden	maddenas
madder	madderas
mademoiselle	NO TRANSLATION
mademyday	pralinksmino visai dienai
madhouse	madhouse
madman	beprotis
madness	beprotybė
maestro	Maestro
mafia	mafija
magazine	žurnalas
mage	Magas
magenta	raudona
maggot	burbulas
magic	magija
magical	stebuklinga
magician	magas
magistrate	teisėjas
magma	magma
magna	Magna
magnate	magnatas
magnesium	magnis
magnet	magnetas
magnetic	magnetinis
magnetism	magnetizmas
magnetite	magnetitas
magnification	didinimas
magnificence	didybė
magnificent	puikus
magnifier	didintuvas
magnify	didina
magnifying	padidinamas
magnitude	dydis
magnolia	magnolija
magpie	speniai
mahi mahi	NO TRANSLATION
mahjong	Mahjongas
mahogany	raudonmedis
maid	tarnaitė
maiden	mergaitė
mail	Paštas
mailbox	pašto dėžutę
mailing	pašto siuntimas
mailman	mailman
maim	NO TRANSLATION
main	pagrindinis
mainframe	Pagrindinis rėmas
mainland	žemyną
mainstay	pagrindas
mainstream	mainstream
maintain	išlaikyti
maintenance	priežiūra
majestic	didingas
majesty	didybė
major	pagrindinis
majority	dauguma
make	padaryti
makeover	makeover
maker	gamintojas
makeshift	laikinasis
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makiažas
makingdisciples	NO TRANSLATION
malady	blogis
malaise	negalavimas
malaria	maliarija
malarkey	Malarkey
male	Patinas
malevolent	piktas
malfeasance	piktnaudžiavimas
malformation	anomalija
malfunction	sutrikimas
malice	NO TRANSLATION
malicious	kenksminga
malign	kenksmingas
malignancy	piktybiniai navikai
malignant	piktybinis
maligned	piktybiškas
mall	prekybos centras
malleable	kalimas
mallet	mallet
malnutrition	nepakankama mityba
malpractice	piktnaudžiavimas
malt	salyklas
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	žinduolis
mammoth	mamutas
mammy	mama
man	vyras
manage	tvarkyti
manageable	valdomas
management	valdymas
manager	vadybininkas
managerial	vadybinis
mandamus	mandamus
mandarin	mandarinas
mandate	mandatas
mandatory	privalomas
mandible	apatinis žandikaulis
mandolin	mandolinas
mandrel	asortimentas
mane	NO TRANSLATION
maneuver	manevras
maneuvering	manevravimas
mange	NO TRANSLATION
manger	mangeras
mangle	mangle
mango	mango
mangosteen	mangostanas
mangy	Mangy
manhole	šulinys
manhood	vyriškumas
manhunt	Manhunt
mania	manija
maniac	maniakas
maniacal	maniakinis
manic	manija
manicure	manikiūras
manicurist	manikiūras
manifest	manifestas
manifestation	pasireiškimas
manifested	pasireiškė
manifestly	akivaizdžiai
manifesto	manifestas
manifold	kolektorius
manipulate	manipuliuoti
manipulation	manipuliavimas
manipulative	manipuliacinis
mankind	žmonija
manly	vyriškas
manna	mana
manned	valdomas
mannequin	Manekenas
manner	būdas
mannered	manieringas
manners	manieros
manor	dvaras
manpower	darbo jėga
mansion	dvaras
mansions	gyvenamieji namai
manslaughter	žmogžudystė
mantel	mantel
mantis	mantis
mantle	mantija
mantra	Mantra
manual	vadovas
manufacture	gaminti
manufacturer	gamintojas
manufacturing	gamyba
manure	mėšlas
manuscript	rankraštis
map	žemėlapis
maple	klevas
mar	maras
marathon	maratonas
marble	marmuras
marbled	marmurinė
marbles	stiklo rutuliukai
march	Kovas
mare	NO TRANSLATION
margarine	margarinas
margarita	margarita
margin	marža
marginal	marginalas
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	jūrų
mariner	mariner
marital	santuokinis
maritime	jūrų
mark	ženklas
marked	pažymėtas
marker	žymeklis
market	turgus
marketable	parduodamas
marketing	rinkodara
marketplace	prekyvietė
marks	ženklai
marksman	šaulys
marksmanship	šaudymas
marl	marl
marmalade	marmeladas
maroon	maroon
marooned	pasipriešinta
marquee	marquee
marquis	marquis
marred	sugedęs
marriage	santuoka
married	Vedęs
marrow	smegenys
marry	tuoktis
marsh	pelkė
marshal	Marshal
marshmallow	Zefyras
mart	Martas
martial	kovinis
martingale	martingale
martini	Martini
martyr	kankinys
martyrdom	kankinys
marvel	stebuklas
marvellous	nuostabus
marvelous	nuostabus
marvelously	stebuklingai
marzipan	NO TRANSLATION
mascara	tušas
mascot	talismanas
masculine	vyriškas
masculinity	vyriškumas
mash	dubenys
mashed	saldainiai
mask	kaukė
masked	užmaskuota
masks	kaukes
masochism	masochizmas
masochist	Masochistas
mason	masonas
masquerade	maskaradas
mass	masė
massacre	žudynes
massage	masažas
masses	masės
masseur	masažuotojas
masseuse	masseuse
massive	masyvi
mast	stiebas
master	meistras
masterful	meistriškas
mastermind	meistras
masterpiece	šedevras
mastery	meistriškumas
masturbate	masturbuotis
masturbation	masturbacija
mat	motina
matador	Matador
match	rungtynės
matchbook	Matchbook
matching	atitikimas
matchmaker	dainininkė
mate	mate
material	medžiaga
materialism	materializmas
materialist	materialistinis
materialistic	materialistinis
materiality	reikšmingumas
materialize	materializuoti
materially	materialiai
materials	medžiagos
materiel	medžiaga
maternal	motina
maternity	motinystė
math	matematika
mathematical	matematinis
mathematician	matematikas
mathematics	matematika
matinee	Matinee
mating	poravimas
matriculation	imatrikacija
matrimony	santuoka
matrix	matrica
matron	Matron
matted	matinis
matter	klausimas
matting	kiliminė danga
mattress	čiužinys
maturation	brendimas
mature	brandus
maturity	terminas
maudlin	maudlinas
mausoleum	mauzoliejus
mauve	violetine
maverick	Maverickas
maxim	maxim
maximize	maksimaliai padidinti
maximum	maksimalus
may	Gegužė
mayday	mayday
mayflower	mayflower
mayhem	chaosas
mayonnaise	majonezas
mayor	meras
maze	labirintas
mead	mead
meadow	pieva
meager	menkas
meal	maistas
mean	vidutinis
meander	Meander
meandering	bjaurus
meanie	žinoti
meaning	prasme
meaningful	reikšmingas
meaningless	beprasmis
meanness	menkumas
means	reiškia
meantime	tuo tarpu
measles	tymai
measurable	išmatuojami
measure	priemonė
measured	matuojamas
measurement	matavimas
measuring	matavimas
measuring cup	matavimo puodelis
measuring tape	matavimo juostos
meat	mėsa
meatball	mėsainis
meathead	mėsos galvutė
meatloaf	mėsmalė
mechanic	mechanikas
mechanical	mechaninis
mechanics	mechanika
mechanism	mechanizmas
med	NO TRANSLATION
medal	medalis
medallion	medalionas
medallist	medalininkas
meddle	įsibraukti
meddling	įsikišimas
media	žiniasklaida
medial	medialas
median	mediana
mediate	tarpininkauti
mediation	tarpininkavimas
mediator	tarpininkas
medic	medic
medical	medicinos
medicate	gydyti
medication	vaistas
medicinal	medicininis
medicine	vaistas
medieval	viduramžių
mediocre	vidutiniškas
mediocrity	vidutiniškumas
meditate	medituoti
meditating	medituojantis
meditation	meditacija
meditative	meditacinis
mediterranean	Viduržemio jūros
medium	vidutinė
medley	medley
meek	kuklus
meet	susitikti
meeting	susitikimas
mega	mega
meh	meh
melancholic	melancholinis
melancholy	melancholija
melee	melee
mellow	mellow
melodious	melodingas
melodrama	melodrama
melodramatic	melodramatika
melody	melodija
melon	melionas
melt	ištirpti
meltdown	Meltdown
melting	tirpimas
member	narys
membership	narystė
membrane	membrana
memento	paminklas
memo	atmintinė
memoir	memuarai
memorabilia	atminimo baldai
memorable	įsimintinas
memorandum	memorandumas
memorial	memorialas
memorials	memorialai
memories	atsiminimai
memoriesiwontforget	NO TRANSLATION
memorize	įsiminti
memory	atmintis
menace	Gresmė
menacing	grėsmingas
menagerie	žvėrelis
mend	ištaisyti
mending	taisymas
menial	menial
meningitis	meningitas
meniscus	meniskas
menopause	menopauzė
menses	mėnesinės
menstrual	menstruacija
mental	psichinis
mentalhealth	NO TRANSLATION
mentality	mentalitetas
menthol	mentolis
mention	paminėti
mentor	mentorius
menu	Meniu
meow	Miau
mercantile	prekybinis
mercenary	samdinys
merchandise	prekes
merchant	prekybininkas
merciful	gailestingas
merciless	negailestingas
mercurial	gyvsidabris
mercury	gyvsidabris
mercy	gailestingumas
mere	paprasta
merengue	merengue
merge	sujungti
merger	susijungimas
meridian	dienovidinis
meridional	dienovidinis
meringue	meringue
merit	nuopelnas
meritorious	nusipelnęs
mermaid	undinė
merriment	linksmas
merry	linksmas
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	Tinklelis
meshes	akys
mesmerized	įkyriai
mess	netvarka
message	pranešimas
messedup	NO TRANSLATION
messenger	Messenger
messiah	Mesijas
messy	netinkamas
metabolic	medžiagų apykaitos
metabolism	metabolizmas
metal	metalas
metallic	metalinis
metallurgy	metalurgija
metamorphosis	metamorfozė
metaphor	metafora
metaphorical	metaforiškas
metaphysical	metafizinis
metaphysics	metafizika
metastasis	metastazė
meteor	meteoras
meteoric	meteoritas
meteorite	meteoritas
meteorological	meteorologinis
meteorology	meteorologija
meter	metras
meth	metas
methadone	metadonas
methane	metanas
methanol	metanolis
method	metodas
methodical	metodinė
methodology	metodika
meticulous	kruopštus
metime	metime
metric	metrinė
metrical	metrinis
metrology	metrologija
metropolis	metropolis
metropolitan	didmiestis
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	žėrutis
mick	Mickas
micro	mikro
microbe	mikrobu
microbiology	mikrobiologija
microchip	mikroschema
microcosm	mikrokosmas
microfilm	mikrofilmas
microgram	mikrogramų
micrometer	mikrometras
micron	mikronas
microphone	mikrofonas
microscope	mikroskopas
microscopic	mikroskopinis
microscopically	mikroskopu
microscopy	mikroskopija
microwave	mikrobangų krosnelė
mid	viduryje
midair	midi
midday	vidurdienį
middle	viduryje
middleman	tarpininkas
middleweight	vidutinio svorio
midget	midget
midland	Midlandas
midlife	midlife
midline	vidurinė linija
midnight	vidurnaktis
midshipman	Midshipman
midst	viduryje
midsummer	vasaros sezonas
midterm	vidurinis laikotarpis
midtown	midtown
midway	viduryje
midwife	akušerė
midwifery	akušerija
mien	NO TRANSLATION
miffed	Miffed
mighty	galingas
mignon	Mignon
migraine	migrena
migrate	migruoti
migration	migracija
migratory	migruojantis
mike	Maikas
mil	NO TRANSLATION
mild	švelnus
mildew	miltligė
mildness	švelnumas
mile	mylios
mileage	rida
milestone	etapas
militant	kareivis
militants	kovotojai
military	kariuomenė
militia	milicija
milk	pienas
milkman	pienininkė
milkshake	Milkshake
milky	pieniškas
mill	malūnas
millennium	tūkstantmetis
milligram	miligramas
millimeter	milimetras
million	mln
millionaire	milijonierius
millionth	mln
millstone	girnaklis
mime	mime
mimic	imituoti
mimicking	imituoti
mimicry	mimicry
mince	menkė
mincemeat	mincemeat
mind	protas
minded	mąstantis
mindful	įsimenamas
mindfulness	žvilgsnis
mindless	beprasmis
mine	mano
minefield	mano laukas
miner	miner
mineral	mineralinis
mineralogy	mineralogija
mingle	susimaišyti
mingled	sumaišytas
mini	mini
miniature	miniatiūrinė
minibus	mikroautobusas
minim	NO TRANSLATION
minimal	minimalus
minimize	sumažinti iki minimumo
minimized	sumažintas
minimum	minimumas
mining	kasyba
minion	pakalikas
minister	ministras
ministerial	ministerijos
ministry	ministerija
minivan	mikroautobusas
mink	ąsotis
minnow	minnow
minor	nepilnametis
minority	mažuma
minstrel	minstrel
mint	mėtų
minty	minty
minuscule	minuscule
minute	minutė
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	stebuklas
miracles	stebuklai
miraculous	stebuklingas
mirage	Miražas
mire	NO TRANSLATION
mirror	veidrodis
mirth	ramybė
misappropriation	pasisavinimas
misbehave	blogai elgtis
misbehavior	neteisingas elgesys
miscalculation	klaidingas apskaičiavimas
miscarriage	persileidimas
miscellaneous	įvairūs
miscellany	įvairialypė medžiaga
mischief	pyktis
mischievous	bjaurus
misconception	klaidingas supratimas
misconduct	nusižengimas
misdemeanor	misdemeanor
misdirection	klaidinga kryptis
miser	gudrus
miserable	apgailėtinas
miserably	apgailėtinai
misery	nelaimė
misfire	uždegimas
misfit	netinkamas
misfortune	nelaimė
misguided	NO TRANSLATION
mishap	nesėkmė
misinformed	dezinformuota
misinterpretation	neteisingas supratimas
mislead	klaidinti
misleading	klaidinantis
misled	apgaulingas
mismanagement	netinkamas valdymas
mismatch	neatitikimas
mismatched	nesuderinta
misnomer	klaidingas vardas
misplace	klaidinga vieta
misplaced	netinkamas
misread	neteisingai supratau
misrepresent	klaidinga informacija
misrepresentation	klaidinga informacija
misrepresented	klaidingai pateikta
miss	praleisti
missile	raketa
missiles	raketos
missing	dingęs
missingyou	NO TRANSLATION
mission	misija
missionary	misionierius
misspell	klaidinga tvirtinimas
misstatement	iškraipymas
missy	Misija
mist	rūkas
mistake	klaida
mistaken	klaidinga
mister	ponas
mistletoe	omarai
mistreated	blogai elgiamasi
mistress	šeimininkė
mistrial	mistrial
mistrust	nepasitikėjimas
misty	miglotas
misunderstand	neteisingai supratau
misunderstanding	nesusipratimas
misunderstood	nesuprastas
misuse	piktnaudžiavimas
mite	erkė
miter	mitra
mitigate	sušvelninti
mitigating	švelninti
mitigation	sušvelninimas
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	sumaišyti
mixed	sumaišytas
mixedemotions	Įvairios emocijos
mixer	maišytuvas
mixture	mišinys
mnemonic	mnemoniškas
moan	moan
moat	griovys
mob	mob
mobile	mobilus
mobility	mobilumas
mobilization	mobilizacija
mobilize	mobilizuoti
mobster	mobsteris
mocha	Mocha
mock	išdidus
mocked	išmėgintas
mockery	pasityčiojimas
mocking	išminkimas
mockingbird	Strazdas giesmininkas
mod	mod
modal	modalas
modality	būdas
mode	režimas
model	modelis
modeler	modeliuotojas
modeling	modeliavimas
modem	modemas
moderate	vidutiniškas
moderate anticipation	vidutiniškas laukimas
moderate disgust	vidutiniškas pasibjaurėjimas
moderate negative	vidutiniškai neigiamas
moderate positive	vidutiniškai teigiamas
moderate surprise	vidutiniškas siurprizas
moderate trust	vidutinis pasitikėjimas
moderately	vidutiniškai
moderating	moderuoja
moderation	moderacija
moderator	moderatorius
modern	modernus
modernism	modernizmas
modest	kuklus
modesty	kuklumas
modicum	modicum
modifiable	modifikuojama
modification	modifikacija
modified	modifikuotas
modify	keisti
modulate	moduliuoti
modulation	moduliavimas
module	modulis
modulus	modulis
mogul	magas
moiety	frazė
moist	drėgnas
moisture	drėgmė
moisturizer	drėkinamasis kremas
molar	molinis
molasses	melasa
mold	pelėsiai
molded	formuoti
molding	liejimas
moldy	moldy
mole	molis
molecular	molekulinė
molecule	molekulė
molest	kankinti
molestation	tvirkinimas
molester	molesteris
molten	išlydyta
mom	mama
moment	momentas
momentary	trumpalaikis
momentous	svarbus
momentum	impulsas
momma	mama
mommy	mamytė
monad	monadas
monarch	monarchas
monarchy	monarchija
monastery	vienuolynas
monastic	vienuolis
monetary	piniginis
money	pinigai
mongoloid	mongolidas
mongoose	Mangoze
mongrel	Mongrelis
monitor	stebėti
monk	vienuolis
monkey	beždžionė
mono	NO TRANSLATION
monochrome	monochrominis
monogamous	monogamous
monogamy	monogamija
monogram	monograma
monogrammed	monograma
monograph	monografija
monolayer	monosluoksnis
monolith	monolitas
monologue	monologas
monopolist	monopolistas
monopoly	monopolija
